year,state,agencyName,q01,q02,q03,q04,population
2016,Idaho,Rupert,0,0,0,0,5736
2010,Virginia,Rural Retreat,0,0,0,0,1346
2011,Virginia,Rural Retreat,0,0,0,0,1501
2012,Virginia,Rural Retreat,0,0,0,0,"1,498"
2013,Virginia,Rural Retreat,0,0,0,0,1487
2014,Virginia,Rural Retreat,0,0,0,0,1499
2015,Virginia,Rural Retreat,0,0,0,0,1486
2016,Virginia,Rural Retreat,0,0, DNR, DNR,1486
2012,Pennsylvania,Rural Valley,0,0,0,0,878
2013,Pennsylvania,Rural Valley,0,0,0,0,870
2014,Pennsylvania,Rural Valley,0,0,0,0,859
2016,Pennsylvania,Rural Valley,0,0,0,0,844
2010,Oklahoma,Rush Springs,0,0,0,0,1381
2011,Oklahoma,Rush Springs,0,0,0,0,1244
2012,Oklahoma,Rush Springs,0,0,0,0,"1,254"
2013,Oklahoma,Rush Springs,0,0,0,0,1238
2014,Oklahoma,Rush Springs,0,0,0,0,1273
2015,Oklahoma,Rush Springs,0,0,0,0,1269
2016,Oklahoma,Rush Springs,0,0,0,0,1283
2010,Pennsylvania,Rush Township,0,0,0,0,3756
2011,Pennsylvania,Rush Township,0,0,0,DNR,3423
2012,Pennsylvania,Rush Township,0,0,0,DNR,"3,400"
2013,Pennsylvania,Rush Township,0,0, DNR, DNR,3384
2014,Pennsylvania,Rush Township,0,0,0,0,3378
2015,Pennsylvania,Rush Township,0,0,0, DNR,3337
2016,Pennsylvania,Rush Township,0,0, DNR, DNR,3310
2015,Minnesota,Rushford, DNR,0,0,0,1708
2016,Minnesota,Rushford,0,0,0,0,1709
2010,Illinois,Rushville,0,0,0,0,2959
2010,Indiana,Rushville,0,DNR,DNR,DNR,5979
2011,Indiana,Rushville,1,DNR,DNR,DNR,6373
2011,Illinois,Rushville,0,0,0,0,3202
2012,Illinois,Rushville,0,0,0,0,"3,181"
2013,Illinois,Rushville,0,0,0,0,3154
2014,Illinois,Rushville,0,0,0, DNR,3150
2014,Indiana,Rushville,0,0,0,0,6173
2015,Illinois,Rushville,0,0,0,0,3083
2016,Illinois,Rushville,0,0,0,0,2927
2010,Texas,Rusk,0,0,0,0,5293
2011,Texas,Rusk,0,0,0,0,5668
2012,Texas,Rusk,0,0,0,0,"5,661"
2013,Texas,Rusk,0, DNR, DNR, DNR,5613
2014,Texas,Rusk,0,0,0,0,5566
2015,Texas,Rusk,0,0,1,0,5585
2016,Texas,Rusk,0,0,0,0,5630
2010,Kansas,Russell,0,0,0,0,4167
2010,Kentucky,Russell,0,0,0,0,3632
2011,Kansas,Russell,0,0,0,0,4535
2011,Kentucky,Russell,0,0,0,0,3403
2012,Kansas,Russell,0,0,0,0,"4,520"
2012,Kentucky,Russell,0,0,0,0,"3,385"
2013,Kansas,Russell,0,0,0,0,4471
2013,Kentucky,Russell,0,0,0,0,3319
2014,Kansas,Russell,0,0,0,0,4466
2014,Kentucky,Russell,0,0,0,0,3292
2015,Kansas,Russell,0,0,0,0,4477
2015,Kentucky,Russell,0,0,0,0,3244
2016,Kansas,Russell,0,0,0,0,4537
2016,Kentucky,Russell,0,0,0,0,3245
2010,Kentucky,Russell Springs,0,0,0,0,2335
2011,Kentucky,Russell Springs,0,0,0,0,2458
2012,Kentucky,Russell Springs,0,0,0,0,"2,453"
2013,Kentucky,Russell Springs,0,0,0,0,2455
2014,Kentucky,Russell Springs,0,0,1,0,2509
2015,Kentucky,Russell Springs,0,0,0,0,2529
2016,Kentucky,Russell Springs,0,0,0,0,2525
2014,Ohio,Russell Township, DNR, DNR,0,0,5238
2015,Ohio,Russell Township,0,0,0,0,5262
2016,Ohio,Russell Township,0,0,0,0,5250
2010,Ohio,Russells Point,0,0,0,0,1518
2011,Ohio,Russells Point,0,0,0,0,1392
2012,Ohio,Russells Point,0,0,0,0,"1,386"
2013,Ohio,Russells Point,0,0,0, DNR,1365
2014,Ohio,Russells Point,0,0,0,0,1363
2015,Ohio,Russells Point,0,0,0,0,1361
2016,Ohio,Russells Point,0,0,0,0,1355
2010,Arkansas,Russellville,0,0,0,0,27992
2010,Kentucky,Russellville,0,0,0,0,7254
2010,Ohio,Russellville,DNR,DNR,0,0,418
2011,Arkansas,Russellville,0,0,1,0,28131
2011,Kentucky,Russellville,0,0,0,0,7008
2011,Ohio,Russellville,0,0,0,0,561
2012,Arkansas,Russellville,0,0,0,0,"28,267"
2012,Kentucky,Russellville,0,0,0,0,"6,968"
2012,Ohio,Russellville,0,0,0,0,559
2013,Kentucky,Russellville,0,1,1,0,6949
2013,Arkansas,Russellville,0,0,0,0,28760
2013,Ohio,Russellville,0, DNR, DNR, DNR,549
2014,Kentucky,Russellville,0,1,0,0,7053
2014,Arkansas,Russellville,0,0,0,0,28620
2014,Ohio,Russellville, DNR,0,0,0,546
2015,Arkansas,Russellville,0,0,0,0,29197
2015,Kentucky,Russellville,0,0,0,0,7054
2015,Ohio,Russellville,0,0, DNR,0,544
2016,Arkansas,Russellville,0,0,0,0,29366
2016,Kentucky,Russellville,0,0,0,0,7073
2016,Ohio,Russellville,0,0,0,0,539
2012,Ohio,Russia,DNR,DNR,0,0,638
2013,Ohio,Russia,0, DNR, DNR, DNR,649
2014,Indiana,Russiaville,0,0,0,0,1083
2010,Louisiana,Ruston,0,0,0,0,21391
2010,Washington,Ruston,0,0,0,0,747
2011,Louisiana,Ruston,0,0,DNR,0,22059
2011,Washington,Ruston,0,0,0,0,761
2012,Louisiana,Ruston,0,0,0,0,"22,046"
2012,Washington,Ruston,0,0,0,0,766
2013,Louisiana,Ruston,0,0,0,0,21969
2013,Washington,Ruston,0,0,0,0,766
2014,Louisiana,Ruston,0,0,0,0,22370
2014,Washington,Ruston,0,0,0,0,771
2015,Louisiana,Ruston, DNR, DNR,0,0,22386
2015,Washington,Ruston,0,0,0,0,802
2016,Louisiana,Ruston,0,0,0,0,22416
2016,Washington,Ruston,0,0,0,0,808
2010,New Jersey,Rutherford,0,0,0,0,17491
2010,Tennessee,Rutherford,0,0,0,0,1248
2011,New Jersey,Rutherford,0,0,0,0,18121
2011,Tennessee,Rutherford,0,0,0,0,1161
2012,New Jersey,Rutherford,1,0,0,0,"18,268"
2012,Tennessee,Rutherford,0,0,0,0,"1,168"
2013,New Jersey,Rutherford,0,0,0,0,18291
2013,Tennessee,Rutherford,0,0,0,0,1129
2014,New Jersey,Rutherford,0,0,0,0,18451
2014,Tennessee,Rutherford,0,0,0,0,1116
2015,New Jersey,Rutherford,0,0,0,0,18523
2015,Tennessee,Rutherford,0,0,0,0,1108
2016,New Jersey,Rutherford,0,0,0,0,18717
2016,Tennessee,Rutherford,0,0,0,0,1101
2010,North Carolina,Rutherfordton,0,0,0,0,4050
2011,North Carolina,Rutherfordton,0,0,0,0,4266
2012,North Carolina,Rutherfordton,0,0,0,0,"4,240"
2013,North Carolina,Rutherfordton,0,0,0,0,4206
2014,North Carolina,Rutherfordton,0,0,0,0,4220
2015,North Carolina,Rutherfordton,0,0,0,0,4158
2016,North Carolina,Rutherfordton,0,0,0,0,4173
2010,Vermont,Rutland,0,0,0,1,16643
2010,Massachusetts,Rutland,0,0,0,0,8189
2011,Massachusetts,Rutland,0,0,0,2,8022
2011,Ohio,Rutland,DNR,DNR,0,DNR,393
2011,Vermont,Rutland,0,0,0,0,16513
2012,Massachusetts,Rutland,0,0,0,0,"8,073"
2012,Vermont,Rutland,0,0,0,0,"16,388"
2013,Massachusetts,Rutland,0,0,0,0,8272
2013,Vermont,Rutland,0,0,0,0,16137
2014,Massachusetts,Rutland,0,0,0,0,8346
2014,Vermont,Rutland,0,0,0,0,16044
2015,Massachusetts,Rutland,0,0,0,0,8443
2015,Vermont,Rutland,0,0,0,0,15814
2016,Vermont,Rutland,0,0,0,1,15698
2016,Massachusetts,Rutland,0,0,0,0,8599
2016,Ohio,Rutland, DNR,0,0,0,379
2011,Vermont,Rutland Town,DNR,DNR,DNR,0,4058
2012,Vermont,Rutland Town,0,0,0,0,"4,029"
2013,Vermont,Rutland Town,0,0,0,0,4034
2014,Vermont,Rutland Town,0,0,0,0,4049
2015,Vermont,Rutland Town,0,0,0,0,4010
2016,Vermont,Rutland Town,0,0,0,0,4009
2010,Tennessee,Rutledge,0,0,0,0,1294
2011,Tennessee,Rutledge,0,0,0,0,1132
2012,Tennessee,Rutledge,0,0,0,0,"1,138"
2013,Tennessee,Rutledge,0,0,0,0,1130
2014,Tennessee,Rutledge,0,0,0,0,1135
2015,Tennessee,Rutledge,0,0,0,0,1176
2016,Missouri,Rutledge, DNR, DNR,0,0,110
2016,Tennessee,Rutledge,0,0,0,0,1200
2010,Pennsylvania,Ryan Township,0,0,0,0,2550
2011,Pennsylvania,Ryan Township,0,0,0,0,2467
2012,Pennsylvania,Ryan Township,0,0,0,0,"2,457"
2013,Pennsylvania,Ryan Township,0,0,0,0,2528
2014,Pennsylvania,Ryan Township,0,0,0, DNR,2556
2015,Pennsylvania,Ryan Township,0,0, DNR,0,2560
2016,Pennsylvania,Ryan Township,0,0,0,0,2541
2010,New Hampshire,Rye,0,0,0,0,5097
2010,New York,Rye,0,0,0,0,14987
2011,New Hampshire,Rye,0,0,1,0,5305
2011,New York,Rye,0,0,DNR,0,15791
2012,New Hampshire,Rye,0,0,0,0,"5,326"
2012,New York,Rye,0,DNR,DNR,DNR,"15,919"
2013,New Hampshire,Rye,0,0,0,0,5297
2014,New Hampshire,Rye,0,0,0,0,5344
2014,New York,Rye,0,0,0,0,16016
2015,New Hampshire,Rye,0,0,0,0,5337
2015,New York,Rye,0,0,0,0,16066
2016,New Hampshire,Rye,0,0,0,0,5396
2016,New York,Rye,0,0,0,0,16108
2010,New York,Rye Brook Village,0,0,0,0,9575
2011,New York,Rye Brook Village,0,0,DNR,DNR,9389
2012,New York,Rye Brook Village,0,0,0,0,"9,465"
2013,New York,Rye Brook Village,0,0,0,0,9480
2014,New York,Rye Brook Village,0,0,0,0,9544
2015,New York,Rye Brook Village,0,0,0,0,9602
2016,New York,Rye Brook Village,0,0,0,0,9658
2010,Pennsylvania,Rye Township,0,DNR,DNR,DNR,2567
2010,Maine,Sabattus,0,0,0,0,4744
2011,Maine,Sabattus,0,0,0,0,4875
2012,Maine,Sabattus,0,0,0,0,"4,866"
2013,Maine,Sabattus,0,0,0,0,5060
2014,Maine,Sabattus,0,0,0,0,5027
2015,Maine,Sabattus,0,0,0,0,5059
2016,Maine,Sabattus,0,0,0,0,5038
2010,Kansas,Sabetha,0,0,0,0,2454
2011,Kansas,Sabetha,0,0,0,0,2587
2012,Kansas,Sabetha,0,0,0,0,"2,568"
2013,Kansas,Sabetha,0,0,0,0,2557
2014,Kansas,Sabetha,0,0,0,0,2569
2015,Kansas,Sabetha,0,0,0,0,2564
2016,Kansas,Sabetha,0,0,0,0,2589
2010,Ohio,Sabina,0,0,0,0,2764
2011,Ohio,Sabina,0,0,0,0,2566
2012,Ohio,Sabina,0,0,0,0,"2,557"
2013,Ohio,Sabina,0,0,0,0,2546
2014,Ohio,Sabina,0,0,0,0,2548
2015,Ohio,Sabina,0,0,0,0,2537
2016,Ohio,Sabina,0,0,0,0,2530
2010,Texas,Sabinal,0,0,0,0,1645
2011,Texas,Sabinal,0,0,0,0,1731
2012,Texas,Sabinal,0,0,0,0,"1,729"
2013,Texas,Sabinal,0,0,0,0,1692
2014,Texas,Sabinal,0,0,0,0,1694
2015,Texas,Sabinal,0,0,0,0,1713
2016,Texas,Sabinal,0,0,0,0,1721
2010,Iowa,Sac City,0,0,0,0,2073
2012,Iowa,Sac City,0,0,0,0,"2,206"
2014,Iowa,Sac City, DNR, DNR,0,0,2137
2015,Iowa,Sac City, DNR, DNR,0,0,2124
2010,Texas,Sachse,0,1,0,0,20548
2011,Texas,Sachse,0,2,0,1,20757
2012,Texas,Sachse,0,0,0,0,"21,172"
2013,Texas,Sachse,0,0,0,0,21986
2014,Texas,Sachse,0,0,0,0,22434
2015,Texas,Sachse,0,0,0,1,24564
2016,Texas,Sachse,0,0,0,0,25467
2010,New York,Sackets Harbor Village,0,0,DNR,DNR,1427
2011,New York,Sackets Harbor Village,0,0,0,0,1457
2012,New York,Sackets Harbor Village,0,0,DNR,DNR,"1,480"
2013,New York,Sackets Harbor Village,0,0,0,0,1522
2014,New York,Sackets Harbor Village,0,0,0,0,1510
2015,New York,Sackets Harbor Village,0,0,0,0,1511
2016,New York,Sackets Harbor Village,0,0,0,0,1497
2010,Maine,Saco,0,0,1,3,18417
2011,Maine,Saco,0,2,1,1,18480
2012,Maine,Saco,2,3,1,4,"18,595"
2013,Maine,Saco,0,0,0,0,18848
2014,Maine,Saco,0,1,3,1,18974
2015,Maine,Saco,2,0,2,1,19146
2016,Maine,Saco,1,2,1,2,19197
2010,California,Sacramento,5,7,8,5,472469
2011,California,Sacramento,6,4,4,3,471972
2012,California,Sacramento,4,5,7,0,"476,557"
2013,California,Sacramento,2,5,6,3,478182
2014,California,Sacramento,1,2,2,2,482767
2015,California,Sacramento,1,4,2,1,489717
2016,California,Sacramento,4,1,1,0,495471
2015,Minnesota,Sacred Heart,0,0,0,0,514
2016,Minnesota,Sacred Heart,0, DNR, DNR, DNR,512
2010,New Jersey,Saddle Brook Township,0,0,0,0,14371
2011,New Jersey,Saddle Brook Township,0,0,0,0,13704
2012,New Jersey,Saddle Brook Township,0,0,0,1,"13,816"
2013,New Jersey,Saddle Brook Township,0,0,0,0,14152
2014,New Jersey,Saddle Brook Township,0,0,0,0,13972
2015,New Jersey,Saddle Brook Township,2,0,0,0,14037
2016,New Jersey,Saddle Brook Township,1,0,0,0,14108
2010,New Jersey,Saddle River,0,0,0,0,3883
2011,New Jersey,Saddle River,0,0,0,1,3162
2012,New Jersey,Saddle River,0,0,0,0,"3,188"
2013,New Jersey,Saddle River,0,0,0,0,3190
2014,New Jersey,Saddle River,0,0,0,0,3214
2015,New Jersey,Saddle River,0,0,0,0,3220
2016,New Jersey,Saddle River,0,0,0,0,3256
2010,Kentucky,Sadieville,0,0,0,0,333
2012,Kentucky,Sadieville,0,0,0,0,309
2014,Kentucky,Sadieville,0,0,0,0,322
2015,Kentucky,Sadieville,0,0,0,0,331
2016,Kentucky,Sadieville,0,0,0,0,338
2013,Pennsylvania,Sadsbury Township,0,0,0,0,3762
2010,Pennsylvania,"Sadsbury Township, Chester County",0,0,0,0,3443
2011,Pennsylvania,"Sadsbury Township, Chester County",0,0,0,0,3581
2012,Pennsylvania,"Sadsbury Township, Chester County",0,0,0,0,"3,607"
2014,Pennsylvania,"Sadsbury Township, Chester County",0,0,0,0,3809
2015,Pennsylvania,"Sadsbury Township, Chester County",0,0,0,0,3819
2016,Pennsylvania,"Sadsbury Township, Chester County",0,0,0,0,3908
2010,Florida,Safety Harbor,0,0,0,0,17010
2011,Florida,Safety Harbor,0,0,0,0,17114
2012,Florida,Safety Harbor,0,0,0,0,"17,132"
2013,Florida,Safety Harbor,0,0,0,0,17001
2014,Florida,Safety Harbor,0,0,0,0,17204
2010,Arizona,Safford,0,0,0,0,9528
2011,Arizona,Safford,0,0,0,0,9701
2012,Arizona,Safford,0,DNR,0,0,"9,634"
2013,Arizona,Safford,0,0,0,0,9471
2014,Arizona,Safford, DNR, DNR,0,0,9644
2015,Arizona,Safford,0,0,0,0,9797
2010,New York,Sag Harbor Village,0,0,0,0,2423
2011,New York,Sag Harbor Village,0,0,0,DNR,2179
2012,New York,Sag Harbor Village,0,0,0,0,"2,189"
2013,New York,Sag Harbor Village,0,0,0,0,2279
2014,New York,Sag Harbor Village,0,0,0,0,2275
2015,New York,Sag Harbor Village,0,0,0,0,2293
2016,New York,Sag Harbor Village,0,0,0,0,2305
2012,Ohio,Sagamore Hills,0,0,0,0,"10,906"
2013,Ohio,Sagamore Hills,0,0,0,0,10988
2014,Ohio,Sagamore Hills,0,0,0,0,11079
2015,Ohio,Sagamore Hills,0,0, DNR, DNR,11139
2016,Ohio,Sagamore Hills,0,0,0,0,11184
2010,Michigan,Saginaw,0,0,1,1,54155
2010,Texas,Saginaw,0,0,0,0,21770
2011,Michigan,Saginaw,0,0,0,3,51469
2011,Texas,Saginaw,0,0,0,0,20223
2012,Michigan,Saginaw,1,0,2,0,"51,267"
2012,Texas,Saginaw,0,0,0,0,"20,561"
2013,Michigan,Saginaw,1,1,2,2,50580
2013,Texas,Saginaw,0,0,0,0,21208
2014,Michigan,Saginaw,1,2,2,1,50030
2014,Texas,Saginaw,0,0,0,0,21607
2015,Michigan,Saginaw,0,0,0,2,49459
2015,Texas,Saginaw,0,0,0,0,22175
2016,Michigan,Saginaw,2,2,0,1,48942
2016,Texas,Saginaw,0,0,0,0,22540
2010,Michigan,Saginaw Township,0,0,1,0,37872
2011,Michigan,Saginaw Township,1,1,0,0,40809
2012,Michigan,Saginaw Township,1,0,0,1,"40,642"
2013,Michigan,Saginaw Township,0,0,0,1,40636
2014,Michigan,Saginaw Township,0,0,0,0,40228
2015,Michigan,Saginaw Township,0,0,0,0,39783
2016,Michigan,Saginaw Township,0,1,1,0,39421
2010,Arizona,Sahuarita,0,0,0,0,24067
2011,Arizona,Sahuarita,0,0,DNR,DNR,25617
2012,Arizona,Sahuarita,0,DNR,0,0,"25,736"
2013,Arizona,Sahuarita,0,0,0,0,26535
2014,Arizona,Sahuarita,0,0,0,0,27207
2016,Arizona,Sahuarita,0,0,0,1,25792
2010,Texas,Salado,0,0,0,0,2042
2011,Texas,Salado,0,0,0,0,2171
2012,Texas,Salado,0,0,0,0,"2,193"
2013,Texas,Salado,0,0,0,0,2159
2014,Texas,Salado,0,0,0,0,2155
2015,Texas,Salado,0,0,0,0,2133
2016,Texas,Salado,0,0,0,0,2140
2010,New York,Salamanca,0,0,0,0,5521
2011,New York,Salamanca,0,0,0,0,5841
2012,New York,Salamanca,0,DNR,DNR,DNR,"5,811"
2013,New York,Salamanca,0,0,1,0,5691
2014,New York,Salamanca,0,0,0,0,5653
2015,New York,Salamanca,0,0,0,0,5614
2016,New York,Salamanca,0,0,0,0,5545
2016,Georgia,Sale City,0,0,0,0,350
2010,Illinois,Salem,0,1,0,0,7180
2010,Massachusetts,Salem,DNR,DNR,2,DNR,41017
2010,Ohio,Salem,0,0,1,1,11676
2010,Oregon,Salem,3,1,1,1,155820
2010,Arkansas,Salem,0,0,0,0,1591
2010,Missouri,Salem,0,0,0,0,4898
2010,New Jersey,Salem,0,0,0,0,5855
2010,South Carolina,Salem,0,0,DNR,DNR,133
2010,Utah,Salem,0,0,0,0,6906
2010,Virginia,Salem,0,0,0,0,25623
2010,West Virginia,Salem,0,0,0,0,2078
2011,Massachusetts,Salem,0,2,0,0,41592
2011,Ohio,Salem,0,1,0,0,12312
2011,Oregon,Salem,0,5,1,0,156283
2011,Arkansas,Salem,0,0,0,0,1647
2011,Illinois,Salem,0,0,0,0,7508
2011,Missouri,Salem,0,0,0,0,4968
2011,New Hampshire,Salem,0,0,0,0,28814
2011,New Jersey,Salem,0,0,0,0,5163
2011,Utah,Salem,0,0,0,0,6547
2011,Virginia,Salem,0,0,0,0,25098
2012,Arkansas,Salem,0,0,0,0,"1,647"
2012,Illinois,Salem,0,0,0,0,"7,465"
2012,Massachusetts,Salem,DNR,DNR,2,0,"42,025"
2012,Missouri,Salem,0,0,0,0,"4,965"
2012,New Hampshire,Salem,0,0,0,0,"28,926"
2012,New Jersey,Salem,0,0,0,0,"5,158"
2012,Ohio,Salem,0,1,1,0,"12,269"
2012,Oregon,Salem,1,1,1,1,"157,353"
2012,South Carolina,Salem,0,0,0,0,136
2012,Utah,Salem,0,0,0,0,"6,692"
2012,Virginia,Salem,0,0,0,0,"25,236"
2013,Massachusetts,Salem,0,0,0,1,42468
2013,New Jersey,Salem,0,0,1,0,5175
2013,Oregon,Salem,9,3,2,0,158234
2013,Arkansas,Salem,0,0,0,0,1650
2013,Illinois,Salem,0,0,0,0,7349
2013,Missouri,Salem,0,0,0,0,4966
2013,New Hampshire,Salem,0,0,0,0,28882
2013,Ohio,Salem,0,0,0,0,12115
2013,South Carolina,Salem,0,0,0,0,135
2013,Utah,Salem,0,0,0,0,6867
2013,Virginia,Salem,0,0,0,0,25066
2014,Massachusetts,Salem,1,1,1,1,42847
2014,Oregon,Salem,2,0,2,0,162028
2014,Arkansas,Salem,0,0,0,0,1652
2014,Illinois,Salem,0,0,0,0,7318
2014,Indiana,Salem,0,0,0,0,6216
2014,Missouri,Salem,0,0,0,0,5020
2014,New Hampshire,Salem,0,0,0,0,28921
2014,New Jersey,Salem,0,0,0,0,4996
2014,Ohio,Salem,0,0,0,0,12085
2014,South Carolina,Salem,0,0,0,0,150
2014,Utah,Salem,0,0,0,0,7052
2014,Virginia,Salem,0,0,0,0,25415
2015,Massachusetts,Salem,3,1,2,1,43090
2015,Oregon,Salem,0,2,3,1,163320
2015,Arkansas,Salem,0,0,0,0,1621
2015,Illinois,Salem,0,0,0,0,7298
2015,Missouri,Salem,0,0,0,0,5015
2015,New Hampshire,Salem,0,0,0,0,29086
2015,New Jersey,Salem,0,0,0,0,4933
2015,Ohio,Salem,0,0,0,0,12033
2015,South Carolina,Salem,0,0,0,0,147
2015,Utah,Salem,0,0,0,0,7446
2015,Virginia,Salem,0,0,0,0,25556
2016,Illinois,Salem,0,1,0,0,7249
2016,Massachusetts,Salem,0,2,3,0,42888
2016,Ohio,Salem,1,0,3,0,11943
2016,Oregon,Salem,3,1,2,2,166508
2016,Arkansas,Salem,0,0,0,0,1635
2016,Missouri,Salem,0,0,0,0,4998
2016,New Hampshire,Salem,0,0,0,0,28949
2016,New Jersey,Salem, DNR,0,0,0,4849
2016,South Carolina,Salem,0,0,0,0,148
2016,Utah,Salem,0,0,0,0,7696
2016,Virginia,Salem,0,0,0,0,25396
2013,Pennsylvania,Salem Township,0,0,0,0,4252
2010,Pennsylvania,"Salem Township, Luzerne County",0,0,0,0,4121
2011,Pennsylvania,"Salem Township, Luzerne County",0,0,0,0,4268
2012,Pennsylvania,"Salem Township, Luzerne County",0,0,0,0,"4,257"
2014,Pennsylvania,"Salem Township, Luzerne County",0,0,0,0,4225
2015,Pennsylvania,"Salem Township, Luzerne County",0,0, DNR,0,4210
2016,Pennsylvania,"Salem Township, Luzerne County",0,0,0,0,4197
2010,North Carolina,Salemburg,0,0,0,0,458
2011,North Carolina,Salemburg,0,0,0,0,441
2012,North Carolina,Salemburg,0,0,0,0,441
2013,North Carolina,Salemburg,0,0,0,0,435
2014,North Carolina,Salemburg,0,0,0,0,442
2015,North Carolina,Salemburg,0,0,0,0,437
2016,North Carolina,Salemburg,0,0,0,0,436
2010,Colorado,Salida,0,0,0,0,5337
2011,Colorado,Salida,0,0,0,0,5327
2012,Colorado,Salida,0,0,0,0,"5,347"
2013,Colorado,Salida,0,0,0,0,5346
2014,Colorado,Salida,0,0,0,0,5454
2015,Colorado,Salida,0,0,0,0,5450
2016,Colorado,Salida,0,0,0,0,5516
2010,Kansas,Salina,0,1,2,0,46547
2010,Utah,Salina,0,0,0,0,2324
2011,Kansas,Salina,2,2,0,0,48010
2011,Utah,Salina,0,0,0,0,2537
2012,Kansas,Salina,0,0,1,3,"48,155"
2012,Utah,Salina,0,0,0,0,"2,543"
2013,Kansas,Salina,0,0,0,0,48120
2013,Utah,Salina,0,0,0,0,2492
2014,Kansas,Salina,0,2,0,0,47850
2014,Utah,Salina,0,0,0,0,2506
2015,Kansas,Salina,0,0,1,2,47874
2015,Oklahoma,Salina, DNR, DNR,0,0,1378
2015,Utah,Salina,0,0, DNR,0,2495
2016,Kansas,Salina,0,0,1,2,47805
2016,Oklahoma,Salina,0,0,0,0,1381
2016,Utah,Salina, DNR,0,0,0,2527
2010,California,Salinas,0,0,0,0,144242
2011,California,Salinas,0,1,0,1,152210
2012,California,Salinas,0,0,0,0,"154,413"
2013,California,Salinas,0,0,0,2,155742
2014,California,Salinas,0,1,0,0,156908
2015,California,Salinas,0,0,2,1,158185
2016,California,Salinas,0,1,0,0,158729
2010,Michigan,Saline,0,0,0,0,8942
2011,Michigan,Saline,0,0,0,1,8803
2012,Michigan,Saline,0,0,0,1,"8,899"
2013,Michigan,Saline,0,0,0,1,9028
2014,Michigan,Saline,0,1,0,0,9146
2015,Michigan,Saline,1,0,0,0,9246
2016,Michigan,Saline,0,0,1,0,9158
2010,Ohio,Saline Township,0,0,0,0,1316
2011,Ohio,Saline Township,DNR,0,0,DNR,1354
2012,Ohio,Saline Township,0,0,0,0,"1,336"
2013,Ohio,Saline Township,0,0, DNR, DNR,1312
2014,Ohio,Saline Township,0,0,0,0,1298
2015,Ohio,Saline Township,0,0,0,0,1295
2016,Ohio,Saline Township,0,0,0,0,1290
2012,Ohio,Salineville,0,1,0,0,"1,307"
2013,Ohio,Salineville,0,0,0,0,1289
2014,Ohio,Salineville,0,0,0,0,1281
2015,Ohio,Salineville,0,0,0,0,1277
2016,Ohio,Salineville,0,0,0,0,1266
2010,North Carolina,Salisbury,1,1,0,0,31106
2010,Maryland,Salisbury,0,0,0,0,29046
2010,Massachusetts,Salisbury,0,0,0,0,8612
2010,Missouri,Salisbury,0,0,0,0,1513
2011,North Carolina,Salisbury,1,1,0,1,34089
2011,Maryland,Salisbury,0,0,0,0,30631
2011,Massachusetts,Salisbury,0,0,0,0,8333
2011,Missouri,Salisbury,0,0,0,0,1624
2012,Maryland,Salisbury,0,0,0,0,"30,778"
2012,Massachusetts,Salisbury,0,0,0,0,"8,422"
2012,Missouri,Salisbury,0,0,0,0,"1,600"
2012,North Carolina,Salisbury,1,1,0,2,"33,919"
2013,North Carolina,Salisbury,0,0,0,1,33626
2013,Maryland,Salisbury,0,0,0,0,31517
2013,Massachusetts,Salisbury,0,0,0,0,8490
2013,Missouri,Salisbury,0,0,0,0,1565
2014,Maryland,Salisbury,2,0,0,0,31779
2014,North Carolina,Salisbury,1,0,0,0,33627
2014,Massachusetts,Salisbury,0,0,0,0,8676
2014,Missouri,Salisbury,0,0,0,0,1560
2015,Massachusetts,Salisbury,0,0,1,0,8813
2015,North Carolina,Salisbury,0,1,2,0,33761
2015,Maryland,Salisbury,0,0,0,0,33125
2015,Missouri,Salisbury,0,0,0,0,1577
2016,North Carolina,Salisbury,0,1,0,2,34121
2016,Maryland,Salisbury,0,0,0,0,33417
2016,Massachusetts,Salisbury,0,0,0,0,9425
2016,Missouri,Salisbury,0,0,0,0,1550
2010,Pennsylvania,Salisbury Township,0,0,0,0,14197
2011,Pennsylvania,Salisbury Township,0,0,0,0,13548
2012,Pennsylvania,Salisbury Township,0,0,0,0,"13,657"
2013,Pennsylvania,Salisbury Township,0,0,0,0,13672
2014,Pennsylvania,Salisbury Township,0,0,0,0,13646
2015,Pennsylvania,Salisbury Township,0, DNR, DNR,0,13715
2016,Pennsylvania,Salisbury Township,0,0,0,0,13762
2010,South Carolina,Salley,0,0,0,0,418
2011,South Carolina,Salley,0,0,0,0,403
2012,South Carolina,Salley,0,0,0,0,404
2013,South Carolina,Salley,0,0,1,0,412
2014,South Carolina,Salley,0,0,0,0,417
2015,South Carolina,Salley,0,0,0, DNR,418
2016,South Carolina,Salley,0,0, DNR, DNR,420
2010,Oklahoma,Sallisaw,0,1,0,0,8985
2011,Oklahoma,Sallisaw,0,0,0,0,8975
2012,Oklahoma,Sallisaw,0,0,1,0,"8,929"
2013,Oklahoma,Sallisaw,0,0,0,0,8586
2014,Oklahoma,Sallisaw,0,0,0,0,8559
2015,Oklahoma,Sallisaw,0,1,0,0,8581
2016,Oklahoma,Sallisaw,0,0,0,0,8530
2010,Idaho,Salmon,0,0,0,0,3120
2011,Idaho,Salmon,0,0,0,0,3146
2012,Idaho,Salmon,0,0,0,0,"3,145"
2013,Idaho,Salmon,0,0,0,0,3020
2014,Idaho,Salmon,0,0,0,0,3006
2015,Idaho,Salmon,0,0,0,0,3013
