city,state,2010population,2011population,2012population,2013population,2014population,2015population,2016population,populationRecent,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,dnrCount,zeroCount
Conewango Township,Pennsylvania,3542,3605,3569,3495,3477,3476,3422,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Confluence,Pennsylvania,No Data,No Data,No Data,763,754,749,743,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0, DNR,0,0, DNR, DNR,0, DNR, DNR, DNR,0, DNR, DNR, DNR,,
Conneaut,Ohio,No Data,No Data,No Data,12895,12889,12809,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0, DNR,0,0,0,0,0,0, DNR,0,5, DNR,DNR,DNR,DNR,DNR,,
Conneaut Lake Regional,Pennsylvania,3501,3597,3580,3538,3547,3524,3505,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Connell,Washington,3484,4275,5328,5913,5746,5746,5747,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Connellsville,Pennsylvania,8313,7661,7620,7567,7550,7485,7492,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Connersville,Indiana,No Data,No Data,No Data,No Data,13191,No Data,No Data,,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Conover,North Carolina,7503,8269,8237,8168,8250,8223,8261,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Conoy Township,Pennsylvania,3430,3204,3225,3391,3393,3446,3472,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0, DNR,0, DNR, DNR, DNR,0,0,0,0,,
Conrad,Montana,2481,2593,2634,2581,2607,2609,2594,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Conroe,Texas,60677,57390,59856,62962,64446,68197,71111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Conshohocken,Pennsylvania,8593,7858,7893,7875,7871,7908,7979,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,,
Constantine,Michigan,No Data,2074,2073,2052,2053,2058,2062,,DNR,DNR,DNR,DNR,0,0,DNR,DNR,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Converse,Texas,18890,18581,18922,20115,20833,21773,22782,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Conway,Arkansas,16742,2183,17680,19121,19811,20938,21874,,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Conway Springs,Kansas,No Data,1280,No Data,1241,1236,1231,1231,,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR, DNR,0,0, DNR,0,0,0,0,0,0,0,0,0,0,0,0,,
Conyers,Georgia,13738,15395,15455,15465,15713,15838,16004,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
Conyngham,Pennsylvania,1840,1920,1916,1907,1901,1882,1874,,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,0,0,0,,
"Conyngham Township, Columbia County",Pennsylvania,749,No Data,No Data,754,758,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
"Conyngham Township, Luzerne County",Pennsylvania,1308,No Data,No Data,No Data,No Data,No Data,No Data,,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Cookeville,Tennessee,30179,30710,30946,31174,31257,31509,32292,,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Cool Valley,Missouri,990,1200,1197,1193,1192,1187,No Data,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,,
Cooleemee,North Carolina,990,972,978,965,971,965,974,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Coolidge,Arizona,545,532,530,525,526,526,526,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Coolville,Ohio,535,496,495,488,No Data,No Data,No Data,,DNR,0,DNR,0,0,0,0,DNR,0,DNR,DNR,DNR, DNR,0, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,,
Coon Rapids,Minnesota,No Data,61950,62301,62056,62242,62256,62380,,DNR,DNR,DNR,DNR,0,1,2,DNR,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
