state,agencyType,agencyName,q01,q02,q03,q04,population,addendum
Florida,State Police Agencies,Baker County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Bay County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Bradford County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Brevard County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Broward County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Calhoun County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Charlotte County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Citrus County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Clay County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Collier County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Columbia County,0,0,0,0,Not Available,0
Florida,State Police Agencies,DeSoto County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Dixie County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Duval County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Escambia County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Flagler County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Franklin County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Gadsden County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Gilchrist County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Glades County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Gulf County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Hamilton County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Hardee County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Hendry County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Hernando County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Highlands County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Hillsborough County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Holmes County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Indian River County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Jackson County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Jefferson County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Lafayette County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Lake County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Lee County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Leon County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Levy County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Liberty County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Madison County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Manatee County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Marion County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Martin County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Miami-Dade County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Monroe County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Nassau County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Okaloosa County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Okeechobee County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Orange County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Osceola County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Palm Beach County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Pasco County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Pinellas County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Polk County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Putnam County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Santa Rosa County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Sarasota County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Seminole County,0,0,0,0,Not Available,0
Florida,State Police Agencies,St. Johns County,0,0,0,0,Not Available,0
Florida,State Police Agencies,St. Lucie County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Sumter County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Suwannee County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Taylor County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Union County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Volusia County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Wakulla County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Walton County,0,0,0,0,Not Available,0
Florida,State Police Agencies,Washington County,0,0,0,0,Not Available,0
Florida,Tribal Agencies,Miccosukee Tribal,0,0,0,0,Not Available,0
Florida,Tribal Agencies,Seminole Tribal,0,0,0,0,Not Available,0
Florida,Other Agencies,Capitol Police,0,0,0,0,Not Available,0
Florida,Other Agencies,"Department of Environmental Protection, Division of Law Enforcement:",DNR,DNR,DNR,DNR,Not Available,0
Florida,Other Agencies,Bay County,0,0,0,0,Not Available,0
Florida,Other Agencies,Brevard County,0,0,0,0,Not Available,0
Florida,Other Agencies,Citrus County,0,0,0,0,Not Available,0
Florida,Other Agencies,Duval County,0,0,0,0,Not Available,0
Florida,Other Agencies,Escambia County,0,0,0,0,Not Available,0
Florida,Other Agencies,Franklin County,0,0,0,0,Not Available,0
Florida,Other Agencies,Hillsborough County,0,0,0,0,Not Available,0
Florida,Other Agencies,Lee County,0,0,0,0,Not Available,0
Florida,Other Agencies,Leon County,0,0,0,0,Not Available,0
Florida,Other Agencies,Miami-Dade County,0,0,0,0,Not Available,0
Florida,Other Agencies,Monroe County,0,0,0,0,Not Available,0
Florida,Other Agencies,Palm Beach County,0,0,0,0,Not Available,0
Florida,Other Agencies,Pinellas County,0,0,0,0,Not Available,0
Florida,Other Agencies,Department of Law Enforcement:,DNR,DNR,DNR,DNR,Not Available,0
Florida,Other Agencies,"Duval County, Jacksonville",0,0,0,0,Not Available,0
Florida,Other Agencies,"Escambia County, Pensacola",0,0,0,0,Not Available,0
Florida,Other Agencies,"Hillsborough County, Tampa",0,0,0,0,Not Available,0
Florida,Other Agencies,"Lee County, Fort Myers",0,0,0,0,Not Available,0
Florida,Other Agencies,"Leon County, Tallahassee",0,0,0,0,Not Available,0
Florida,Other Agencies,"Miami-Dade County, Miami",0,0,0,0,Not Available,0
Florida,Other Agencies,"Orange County, Orlando",0,0,0,0,Not Available,0
Florida,Other Agencies,Division of Alcoholic Beverages and Tobacco:,DNR,DNR,DNR,DNR,Not Available,0
Florida,Other Agencies,Alachua County,0,0,0,0,Not Available,0
Florida,Other Agencies,Bay County,0,0,0,0,Not Available,0
Florida,Other Agencies,Brevard County,0,0,0,0,Not Available,0
Florida,Other Agencies,Broward County,0,0,0,0,Not Available,0
Florida,Other Agencies,Duval County,0,0,0,0,Not Available,0
Florida,Other Agencies,Escambia County,0,0,0,0,Not Available,0
Florida,Other Agencies,Hillsborough County,0,0,0,0,Not Available,0
Florida,Other Agencies,Jackson County,0,0,0,0,Not Available,0
Florida,Other Agencies,Lee County,0,0,0,0,Not Available,0
Florida,Other Agencies,Leon County,0,0,0,0,Not Available,0
Florida,Other Agencies,Marion County,0,0,0,0,Not Available,0
Florida,Other Agencies,Miami-Dade County,0,0,0,0,Not Available,0
Florida,Other Agencies,Monroe County,0,0,0,0,Not Available,0
Florida,Other Agencies,Orange County,0,0,0,0,Not Available,0
Florida,Other Agencies,Pinellas County,0,0,0,0,Not Available,0
Florida,Other Agencies,Polk County,0,0,0,0,Not Available,0
Florida,Other Agencies,Sarasota County,0,0,0,0,Not Available,0
Florida,Other Agencies,St. Lucie County,0,0,0,0,Not Available,0
Florida,Other Agencies,Suwannee County,0,0,0,0,Not Available,0
Florida,Other Agencies,Volusia County,0,0,0,0,Not Available,0
Florida,Other Agencies,Duval County Schools,0,0,0,0,Not Available,0
Florida,Other Agencies,"Florida Game Commission, Leon County",0,0,0,0,Not Available,0
Florida,Other Agencies,Florida School for the Deaf and Blind,0,0,0,0,Not Available,0
Florida,Other Agencies,Fort Lauderdale Airport,0,0,0,0,Not Available,0
Florida,Other Agencies,Jacksonville Aviation Authority,0,0,0,0,Not Available,0
Florida,Other Agencies,Lee County Port Authority,0,0,0,0,Not Available,0
Florida,Other Agencies,Melbourne International Airport,0,0,0,0,Not Available,0
Florida,Other Agencies,Miami-Dade County Public Schools,0,0,0,0,Not Available,0
Florida,Other Agencies,Palm Beach County School District,0,0,0,0,Not Available,0
Florida,Other Agencies,Port Everglades,0,0,0,0,Not Available,0
Florida,Other Agencies,Sarasota-Manatee Airport Authority,0,0,0,0,Not Available,0
Florida,Other Agencies,State Fire Marshal,0,0,0,0,Not Available,0
Florida,Other Agencies,St. Petersburg-Clearwater International Airport,0,0,0,0,Not Available,0
Florida,Other Agencies,Tampa International Airport,0,0,0,0,Not Available,0
Florida,Other Agencies,Volusia County Beach Management,0,0,0,0,Not Available,0
Georgia,Cities,Abbeville,0,0,0,DNR,"2,946",0
Georgia,Cities,Acworth,0,0,0,DNR,"20,932",0
Georgia,Cities,Adairsville,0,0,0,DNR,"4,710",0
Georgia,Cities,Adel,0,0,0,DNR,"5,368",0
Georgia,Cities,Adrian,0,DNR,DNR,DNR,671,0
Georgia,Cities,Alamo,0,DNR,DNR,DNR,"3,496",0
Georgia,Cities,Alapaha,0,0,0,DNR,679,0
Georgia,Cities,Albany,0,0,0,DNR,"78,512",0
Georgia,Cities,Alpharetta,0,0,0,DNR,"60,031",0
Georgia,Cities,Alto,0,0,0,DNR,"1,185",0
Georgia,Cities,Americus,0,0,0,DNR,"16,988",0
Georgia,Cities,Aragon,0,0,0,DNR,"1,257",0
Georgia,Cities,Arcade,0,0,0,DNR,"1,829",0
Georgia,Cities,Arlington,0,DNR,DNR,DNR,"1,496",0
Georgia,Cities,Ashburn,0,0,0,DNR,"4,169",0
Georgia,Cities,Athens-Clarke County,0,0,DNR,DNR,"117,457",0
Georgia,Cities,Atlanta,0,0,0,DNR,"437,041",0
Georgia,Cities,Attapulgus,0,0,0,DNR,451,0
Georgia,Cities,Auburn,0,0,0,DNR,"7,017",0
Georgia,Cities,Avondale Estates,0,0,DNR,DNR,"3,027",0
Georgia,Cities,Baldwin,0,0,0,DNR,"3,322",0
Georgia,Cities,Ball Ground,0,0,0,DNR,"1,475",0
Georgia,Cities,Barnesville,0,DNR,DNR,DNR,"6,661",0
Georgia,Cities,Barwick,0,0,0,DNR,386,0
Georgia,Cities,Baxley,0,0,DNR,DNR,"4,445",0
Georgia,Cities,Berlin,0,0,0,DNR,598,0
Georgia,Cities,Blackshear,0,0,0,DNR,"3,485",0
Georgia,Cities,Blairsville,0,0,0,DNR,654,0
Georgia,Cities,Blakely,0,0,0,DNR,"5,019",0
Georgia,Cities,Bloomingdale,0,0,0,DNR,"2,808",0
Georgia,Cities,Blythe,0,0,0,DNR,732,0
Georgia,Cities,Boston,0,0,0,DNR,"1,329",0
Georgia,Cities,Bowdon,0,0,0,DNR,"2,074",0
Georgia,Cities,Braselton,0,0,DNR,DNR,"7,728",0
Georgia,Cities,Bremen,0,0,0,DNR,"6,258",0
Georgia,Cities,Brooklet,0,0,DNR,DNR,"1,466",0
Georgia,Cities,Brunswick,0,0,0,DNR,"15,691",0
Georgia,Cities,Buchanan,0,0,0,DNR,"1,110",0
Georgia,Cities,Buena Vista,0,0,0,DNR,"2,172",0
Georgia,Cities,Butler,0,DNR,DNR,DNR,"1,951",0
Georgia,Cities,Byron,0,0,0,DNR,"4,583",0
Georgia,Cities,Cairo,0,0,0,DNR,"9,805",0
Georgia,Cities,Camilla,0,0,0,DNR,"5,409",0
Georgia,Cities,Canton,0,0,0,DNR,"23,629",0
Georgia,Cities,Carrollton,0,0,0,DNR,"24,774",0
Georgia,Cities,Cartersville,0,0,0,DNR,"19,993",0
Georgia,Cities,Cave Spring,0,DNR,DNR,DNR,"1,208",0
Georgia,Cities,Centerville,0,0,0,DNR,"7,436",0
Georgia,Cities,Chatsworth,0,0,0,DNR,"4,340",0
Georgia,Cities,Chattahoochee Hills,0,0,0,DNR,"2,480",0
Georgia,Cities,Chickamauga,0,0,0,DNR,"3,130",0
Georgia,Cities,Clarkesville,0,0,0,DNR,"1,761",0
Georgia,Cities,Clarkston,0,DNR,DNR,DNR,"7,723",0
Georgia,Cities,Claxton,0,0,0,DNR,"2,786",0
Georgia,Cities,Cleveland,0,0,0,DNR,"3,462",0
Georgia,Cities,Climax,0,0,0,DNR,282,0
Georgia,Cities,Cochran,0,0,0,DNR,"5,251",0
Georgia,Cities,College Park,0,0,0,DNR,"14,513",0
Georgia,Cities,Colquitt,0,DNR,DNR,DNR,"2,017",0
Georgia,Cities,Conyers,0,0,0,DNR,"15,455",0
Georgia,Cities,Coolidge,0,0,0,DNR,530,0
Georgia,Cities,Cordele,0,0,0,DNR,"11,397",0
Georgia,Cities,Cornelia,0,0,0,DNR,"4,229",0
Georgia,Cities,Covington,0,0,0,DNR,"13,367",0
Georgia,Cities,Cumming,0,0,0,DNR,"5,668",0
Georgia,Cities,Cuthbert,0,0,0,DNR,"3,834",0
Georgia,Cities,Dallas,0,0,DNR,DNR,"11,762",0
Georgia,Cities,Dalton,0,0,0,DNR,"33,668",0
Georgia,Cities,Danielsville,0,0,DNR,DNR,561,0
Georgia,Cities,Dawson,0,0,DNR,DNR,"4,644",0
Georgia,Cities,Decatur,0,0,0,DNR,"19,764",0
Georgia,Cities,Demorest,0,DNR,DNR,DNR,"1,851",0
Georgia,Cities,Dillard,0,DNR,DNR,DNR,344,0
Georgia,Cities,Doerun,0,0,0,DNR,788,0
Georgia,Cities,Donalsonville,0,0,0,DNR,"2,696",0
Georgia,Cities,Douglas,0,DNR,0,DNR,"11,665",0
Georgia,Cities,Douglasville,0,0,0,DNR,"31,506",0
Georgia,Cities,Dublin,0,0,0,DNR,"16,215",0
Georgia,Cities,Duluth,0,0,0,DNR,"27,549",0
Georgia,Cities,Dunwoody,0,0,0,DNR,"47,308",0
Georgia,Cities,East Dublin,0,0,0,DNR,"2,443",0
Georgia,Cities,East Ellijay,0,0,0,DNR,552,0
Georgia,Cities,Eastman,0,0,0,DNR,"5,037",0
Georgia,Cities,East Point,0,0,0,DNR,"35,155",0
Georgia,Cities,Eatonton,0,0,0,DNR,"6,588",0
Georgia,Cities,Edison,0,0,0,DNR,"1,562",0
Georgia,Cities,Elberton,0,0,0,DNR,"4,638",0
Georgia,Cities,Ellaville,0,0,DNR,DNR,"1,835",0
Georgia,Cities,Ellijay,DNR,0,0,DNR,"1,636",0
Georgia,Cities,Emerson,0,0,0,DNR,"1,489",0
Georgia,Cities,Enigma,0,0,0,DNR,"1,348",0
Georgia,Cities,Ephesus,0,0,0,DNR,429,0
Georgia,Cities,Eton,0,0,0,DNR,919,0
Georgia,Cities,Euharlee,0,0,DNR,DNR,"4,191",0
Georgia,Cities,Fairburn,0,0,0,DNR,"13,506",0
Georgia,Cities,Fairmount,0,0,0,DNR,734,0
Georgia,Cities,Fayetteville,0,0,0,DNR,"16,296",0
Georgia,Cities,Flowery Branch,0,0,0,DNR,"5,853",0
Georgia,Cities,Folkston,0,0,0,DNR,"2,509",0
Georgia,Cities,Forest Park,0,0,0,DNR,"18,815",0
Georgia,Cities,Forsyth,0,0,0,DNR,"3,858",0
Georgia,Cities,Fort Oglethorpe,0,0,0,DNR,"9,442",0
Georgia,Cities,Franklin,DNR,DNR,0,DNR,998,0
Georgia,Cities,Franklin Springs,0,0,0,DNR,956,0
Georgia,Cities,Gainesville,0,0,0,DNR,"34,789",0
Georgia,Cities,Garden City,0,0,0,DNR,"9,097",0
Georgia,Cities,Glennville,0,DNR,DNR,DNR,"3,636",0
Georgia,Cities,Glenwood,0,0,0,DNR,733,0
Georgia,Cities,Gordon,0,0,0,DNR,"2,011",0
Georgia,Cities,Grantville,0,DNR,DNR,DNR,"3,129",0
Georgia,Cities,Gray,0,0,0,DNR,"3,295",0
Georgia,Cities,Greensboro,0,0,0,DNR,"3,402",0
Georgia,Cities,Greenville,0,0,0,DNR,873,0
Georgia,Cities,Griffin,0,0,0,DNR,"23,880",0
Georgia,Cities,Grovetown,0,0,0,DNR,"11,713",0
Georgia,Cities,Guyton,0,0,0,DNR,"1,715",0
Georgia,Cities,Hagan,DNR,0,0,DNR,"1,014",0
Georgia,Cities,Hahira,0,0,DNR,DNR,"2,834",0
Georgia,Cities,Hampton,0,0,0,DNR,"7,180",0
Georgia,Cities,Hapeville,0,DNR,DNR,DNR,"6,648",0
Georgia,Cities,Harlem,0,0,0,DNR,"2,782",0
Georgia,Cities,Harrison,0,0,0,DNR,493,0
Georgia,Cities,Hartwell,0,DNR,DNR,DNR,"4,533",0
Georgia,Cities,Hazlehurst,0,0,0,DNR,"4,297",0
Georgia,Cities,Helen,0,0,0,DNR,518,0
Georgia,Cities,Helena,0,0,0,DNR,"2,856",0
Georgia,Cities,Hephzibah,0,0,0,DNR,"4,069",0
Georgia,Cities,Hiawassee,0,0,0,DNR,901,0
Georgia,Cities,Hinesville,0,0,DNR,DNR,"34,887",0
Georgia,Cities,Hiram,0,0,DNR,DNR,"3,614",0
Georgia,Cities,Hoboken,0,0,0,DNR,534,0
Georgia,Cities,Hogansville,0,0,0,DNR,"3,128",0
Georgia,Cities,Holly Springs,0,0,0,DNR,"9,462",0
Georgia,Cities,Homeland,0,0,0,DNR,917,0
Georgia,Cities,Homerville,0,0,0,DNR,"2,475",0
Georgia,Cities,Jackson,0,0,0,DNR,"5,066",0
Georgia,Cities,Jasper,0,0,0,DNR,"3,723",0
Georgia,Cities,Jefferson,0,0,0,DNR,"9,656",0
Georgia,Cities,Jesup,0,0,0,DNR,"10,388",0
Georgia,Cities,Johns Creek,0,0,0,DNR,"80,037",0
Georgia,Cities,Jonesboro,0,0,0,DNR,"4,798",0
Georgia,Cities,Kennesaw,0,0,0,DNR,"30,518",0
Georgia,Cities,Kingsland,0,0,0,DNR,"16,083",0
Georgia,Cities,Lafayette,DNR,DNR,0,DNR,"7,187",0
Georgia,Cities,LaGrange,0,DNR,DNR,DNR,"30,221",0
Georgia,Cities,Lakeland,0,0,0,DNR,"3,507",0
Georgia,Cities,Lavonia,0,0,0,DNR,"2,156",0
Georgia,Cities,Lawrenceville,0,0,0,DNR,"29,559",0
Georgia,Cities,Leary,0,DNR,DNR,DNR,630,0
Georgia,Cities,Leslie,0,0,DNR,DNR,407,0
Georgia,Cities,Lilburn,0,0,0,DNR,"12,079",0
Georgia,Cities,Lincolnton,0,0,0,DNR,"1,557",0
Georgia,Cities,Lithonia,0,DNR,DNR,DNR,"1,967",0
Georgia,Cities,Locust Grove,0,0,DNR,DNR,"5,553",0
Georgia,Cities,Loganville,0,0,0,DNR,"10,714",0
Georgia,Cities,Lookout Mountain,0,0,0,DNR,"1,617",0
Georgia,Cities,Ludowici,0,0,0,DNR,"1,799",0
Georgia,Cities,Lumber City,0,0,0,DNR,"1,301",0
Georgia,Cities,Lumpkin,0,0,0,DNR,"2,731",0
Georgia,Cities,Macon,0,0,0,DNR,"92,836",0
Georgia,Cities,Madison,0,0,0,DNR,"4,042",0
Georgia,Cities,Manchester,0,0,0,DNR,"4,238",0
Georgia,Cities,Marietta,0,0,0,DNR,"57,969",0
Georgia,Cities,Marshallville,0,0,0,DNR,"1,425",0
Georgia,Cities,Maysville,0,0,0,DNR,"1,823",0
Georgia,Cities,McCaysville,0,0,0,DNR,"1,068",0
Georgia,Cities,McDonough,0,0,0,DNR,"22,686",0
Georgia,Cities,McIntyre,0,0,0,DNR,649,0
Georgia,Cities,Meigs,0,0,0,DNR,"1,045",0
Georgia,Cities,Metter,0,0,0,DNR,"4,267",0
Georgia,Cities,Midville,0,0,DNR,DNR,274,0
Georgia,Cities,Midway,0,0,0,DNR,"2,208",0
Georgia,Cities,Milan,0,DNR,DNR,DNR,696,0
Georgia,Cities,Milledgeville,0,0,0,DNR,"17,686",0
Georgia,Cities,Milton,0,0,0,DNR,"34,071",0
Georgia,Cities,Monroe,0,DNR,DNR,DNR,"13,502",0
Georgia,Cities,Montezuma,0,0,0,DNR,"3,408",0
Georgia,Cities,Morrow,0,0,0,DNR,"6,564",0
Georgia,Cities,Moultrie,0,0,0,DNR,"14,311",0
Georgia,Cities,Mountain City,0,0,0,DNR,"1,100",0
Georgia,Cities,Mount Zion,0,0,DNR,DNR,"1,725",0
Georgia,Cities,Nahunta,0,0,DNR,DNR,"1,062",0
Georgia,Cities,Nashville,0,0,0,DNR,"5,014",0
Georgia,Cities,Nelson,0,0,DNR,DNR,"1,338",0
Georgia,Cities,Newington,0,0,0,DNR,272,0
Georgia,Cities,Newnan,0,0,0,DNR,"34,085",0
Georgia,Cities,Newton,0,0,DNR,DNR,591,0
Georgia,Cities,Nicholls,0,0,0,DNR,"3,510",0
Georgia,Cities,Norcross,0,0,0,DNR,"9,440",0
Georgia,Cities,Norman Park,0,0,0,DNR,991,0
Georgia,Cities,Oakwood,0,0,0,DNR,"4,089",0
Georgia,Cities,Ocilla,0,0,0,DNR,"3,606",0
Georgia,Cities,Omega,0,0,0,DNR,"1,276",0
Georgia,Cities,Oxford,0,0,0,DNR,"2,170",0
Georgia,Cities,Palmetto,0,0,0,DNR,"4,674",0
Georgia,Cities,Patterson,0,0,0,DNR,738,0
Georgia,Cities,Pavo,0,0,0,DNR,630,0
Georgia,Cities,Peachtree City,0,0,0,DNR,"35,128",0
Georgia,Cities,Pearson,0,0,0,DNR,"2,150",0
Georgia,Cities,Pelham,0,0,0,DNR,"3,935",0
Georgia,Cities,Pembroke,0,0,0,DNR,"2,303",0
Georgia,Cities,Pine Lake,0,0,0,DNR,746,0
Georgia,Cities,Pooler,0,0,0,DNR,"19,850",0
Georgia,Cities,Portal,DNR,0,DNR,DNR,672,0
Georgia,Cities,Porterdale,0,0,0,DNR,"1,457",0
Georgia,Cities,Port Wentworth,0,0,0,DNR,"5,551",0
Georgia,Cities,Powder Springs,0,0,DNR,DNR,"14,284",0
Georgia,Cities,Quitman,0,0,0,DNR,"3,806",0
Georgia,Cities,Ray City,0,0,0,DNR,"1,106",0
Georgia,Cities,Register,0,0,DNR,DNR,183,0
Georgia,Cities,Remerton,0,0,0,DNR,"1,163",0
Georgia,Cities,Reynolds,0,0,0,DNR,"1,070",0
Georgia,Cities,Richland,0,DNR,DNR,DNR,"1,441",0
Georgia,Cities,Richmond Hill,0,0,0,DNR,"9,731",0
Georgia,Cities,Rincon,0,0,0,DNR,"9,001",0
Georgia,Cities,Ringgold,0,0,DNR,DNR,"3,652",0
Georgia,Cities,Riverdale,0,0,0,DNR,"15,414",0
Georgia,Cities,Roberta,0,0,0,DNR,"1,014",0
Georgia,Cities,Rockmart,0,0,0,DNR,"4,230",0
Georgia,Cities,Rome,0,0,0,DNR,"36,567",0
Georgia,Cities,Roswell,0,0,0,DNR,"92,141",0
Georgia,Cities,Royston,0,0,0,DNR,"2,594",0
Georgia,Cities,Sandersville,0,0,0,DNR,"5,952",0
Georgia,Cities,Sandy Springs,0,0,0,DNR,"97,890",0
Georgia,Cities,Sardis,0,0,0,DNR,"1,019",0
Georgia,Cities,Savannah-Chatham Metropolitan,0,0,0,DNR,"231,285",0
Georgia,Cities,Screven,0,0,0,DNR,781,0
Georgia,Cities,Senoia,0,0,DNR,DNR,"3,402",0
Georgia,Cities,Shiloh,0,0,0,DNR,453,0
Georgia,Cities,Sky Valley,0,0,0,DNR,275,0
Georgia,Cities,Smyrna,0,0,0,DNR,"52,537",0
Georgia,Cities,Snellville,0,0,0,DNR,"18,885",0
Georgia,Cities,Social Circle,0,0,0,DNR,"4,349",0
Georgia,Cities,Sparks,0,0,0,DNR,"2,062",0
Georgia,Cities,Sparta,0,0,0,DNR,"1,388",0
Georgia,Cities,Springfield,0,0,0,DNR,"2,899",0
Georgia,Cities,Statesboro,0,0,0,DNR,"29,713",0
Georgia,Cities,Statham,0,DNR,DNR,DNR,"2,451",0
Georgia,Cities,St. Marys,0,0,0,DNR,"17,281",0
Georgia,Cities,Stone Mountain,0,0,0,DNR,"5,934",0
Georgia,Cities,Summerville,0,0,0,DNR,"4,529",0
Georgia,Cities,Suwanee,0,0,0,DNR,"15,902",0
Georgia,Cities,Swainsboro,0,0,DNR,DNR,"7,346",0
Georgia,Cities,Sycamore,0,0,0,DNR,717,0
Georgia,Cities,Sylvania,0,0,0,DNR,"2,941",0
Georgia,Cities,Sylvester,0,0,0,DNR,"6,323",0
Georgia,Cities,Talbotton,DNR,DNR,0,DNR,964,0
Georgia,Cities,Tallapoosa,0,0,0,DNR,"3,189",0
Georgia,Cities,Tallulah Falls,0,0,0,DNR,170,0
Georgia,Cities,Tennille,0,0,0,DNR,"1,549",0
Georgia,Cities,Thomaston,0,0,0,DNR,"9,209",0
Georgia,Cities,Thomasville,0,0,0,DNR,"18,603",0
Georgia,Cities,Thunderbolt,0,0,0,DNR,"2,755",0
Georgia,Cities,Tifton,0,0,0,DNR,"17,049",0
Georgia,Cities,Tignall,0,0,0,DNR,542,0
Georgia,Cities,Toccoa,0,0,0,DNR,"8,511",0
Georgia,Cities,Toomsboro,0,0,0,DNR,472,0
Georgia,Cities,Trenton,0,0,0,DNR,"2,316",0
Georgia,Cities,Trion,0,DNR,DNR,DNR,"1,825",0
Georgia,Cities,Tunnel Hill,0,DNR,DNR,DNR,870,0
Georgia,Cities,Twin City,0,0,0,DNR,"1,759",0
Georgia,Cities,Tybee Island,0,0,0,DNR,"3,096",0
Georgia,Cities,Tyrone,0,0,0,DNR,"7,033",0
Georgia,Cities,Union City,0,0,0,DNR,"20,293",0
Georgia,Cities,Union Point,0,0,0,DNR,"1,638",0
Georgia,Cities,Uvalda,0,0,0,DNR,600,0
Georgia,Cities,Vidalia,0,0,0,DNR,"10,664",0
Georgia,Cities,Vienna,0,DNR,DNR,DNR,"3,952",0
Georgia,Cities,Villa Rica,0,0,0,DNR,"14,197",0
Georgia,Cities,Wadley,0,0,DNR,DNR,"2,053",0
Georgia,Cities,Walthourville,0,0,0,DNR,"4,302",0
Georgia,Cities,Warm Springs,0,0,0,DNR,422,0
Georgia,Cities,Warner Robins,0,0,0,DNR,"69,231",0
Georgia,Cities,Warwick,0,0,0,DNR,433,0
Georgia,Cities,Washington,0,0,DNR,DNR,"4,103",0
Georgia,Cities,Watkinsville,0,0,0,DNR,"2,910",0
Georgia,Cities,Waverly Hall,0,0,0,DNR,749,0
Georgia,Cities,Waycross,0,0,0,DNR,"14,875",0
Georgia,Cities,Waynesboro,0,0,0,DNR,"5,875",0
Georgia,Cities,West Point,0,0,0,DNR,"3,546",0
Georgia,Cities,Whigham,0,0,0,DNR,480,0
Georgia,Cities,Whitesburg,0,DNR,DNR,DNR,598,0
Georgia,Cities,Willacoochee,0,0,0,DNR,"1,412",0
Georgia,Cities,Winder,0,0,0,DNR,"14,361",0
Georgia,Cities,Winterville,0,0,0,DNR,"1,139",0
Georgia,Cities,Woodstock,0,0,0,DNR,"24,606",0
Georgia,Cities,Wrens,0,0,0,DNR,"2,175",0
Georgia,Cities,Zebulon,0,0,DNR,DNR,"1,178",0
Georgia,Universities and Colleges,Abraham Baldwin Agricultural College,0,0,0,DNR,"3,250",0
Georgia,Universities and Colleges,Agnes Scott College,0,0,0,DNR,871,0
Georgia,Universities and Colleges,Albany State University,0,0,0,DNR,"4,663",0
Georgia,Universities and Colleges,Armstrong Atlantic State University,0,0,0,DNR,"7,493",0
Georgia,Universities and Colleges,Atlanta Metropolitan College,0,DNR,DNR,DNR,"2,782",0
Georgia,Universities and Colleges,Augusta State University,0,0,0,DNR,"6,741",0
Georgia,Universities and Colleges,Bainbridge College,DNR,DNR,0,DNR,"3,735",0
Georgia,Universities and Colleges,Clark Atlanta University,0,0,0,DNR,"3,843",0
Georgia,Universities and Colleges,Clayton State University,DNR,0,0,DNR,"6,860",0
Georgia,Universities and Colleges,College of Coastal Georgia,0,0,0,DNR,"3,474",0
Georgia,Universities and Colleges,Columbus State University,0,0,DNR,DNR,"8,307",0
