state,agencyType,agencyName,q01,q02,q03,q04,population,addendum
New York,Cities,Bolton Town,0,0,DNR,0,"2,344",0
New York,Cities,Boonville Village,0,DNR,DNR,DNR,"2,080",0
New York,Cities,Brant Town,0,0,0,0,"2,074",0
New York,Cities,Brewster,0,0,0,0,"2,408",0
New York,Cities,Briarcliff Manor Village,0,0,0,0,"7,962",0
New York,Cities,Brighton Town,0,0,0,0,"36,856",0
New York,Cities,Brockport Village,0,0,0,0,"8,419",0
New York,Cities,Bronxville Village,0,0,0,0,"6,402",0
New York,Cities,Brownville Village,0,0,0,0,"1,142",0
New York,Cities,Cairo Town,0,DNR,DNR,DNR,"6,667",0
New York,Cities,Caledonia Village,0,DNR,DNR,DNR,"2,200",0
New York,Cities,Cambridge Village,0,0,0,0,"1,879",0
New York,Cities,Camden Village,0,DNR,DNR,DNR,"2,239",0
New York,Cities,Camillus Town and Village,0,0,0,0,"24,293",0
New York,Cities,Canajoharie Village,0,0,0,0,"2,227",0
New York,Cities,Canandaigua,0,0,0,0,"10,661",0
New York,Cities,Canisteo Village,0,0,0,0,"2,283",0
New York,Cities,Canton Village,0,0,0,0,"6,339",0
New York,Cities,Cape Vincent Village,0,0,0,0,741,0
New York,Cities,Carmel Town,0,0,0,0,"34,567",0
New York,Cities,Carroll Town,0,0,0,0,"3,528",0
New York,Cities,Carthage Village,0,0,0,0,"3,823",0
New York,Cities,Catskill Village,0,0,0,0,"4,079",0
New York,Cities,Cattaraugus Village,DNR,DNR,0,0,"1,000",0
New York,Cities,Cayuga Heights Village,0,0,DNR,DNR,"3,755",0
New York,Cities,Cazenovia Village,0,0,0,DNR,"2,848",0
New York,Cities,Central Square Village,0,0,0,0,"1,860",0
New York,Cities,Centre Island Village,0,DNR,0,DNR,413,0
New York,Cities,Chatham Village,0,0,0,0,"1,763",0
New York,Cities,Cheektowaga Town,0,0,0,0,"79,178",0
New York,Cities,Chester Town,0,0,0,0,"8,099",0
New York,Cities,Chester Village,0,0,0,0,"4,014",0
New York,Cities,Chittenango Village,0,0,0,0,"5,103",0
New York,Cities,Cicero Town,0,0,DNR,DNR,"29,796",0
New York,Cities,Clayton Village,0,DNR,DNR,DNR,"2,019",0
New York,Cities,Clifton Springs Village,0,DNR,0,0,"2,151",0
New York,Cities,Clyde Village,0,DNR,DNR,DNR,"2,096",0
New York,Cities,Cobleskill Village,0,0,0,0,"4,683",0
New York,Cities,Cohocton Town,0,0,0,0,"2,574",0
New York,Cities,Colchester Town,0,0,0,0,"2,069",0
New York,Cities,Cooperstown Village,0,DNR,DNR,DNR,"1,850",0
New York,Cities,Corning,0,0,0,0,"11,247",0
New York,Cities,Cornwall Town,0,DNR,DNR,DNR,"9,736",0
New York,Cities,Coxsackie Village,0,0,0,DNR,"2,812",0
New York,Cities,Cuba Town,0,0,0,0,"3,249",0
New York,Cities,Dansville Village,0,0,0,0,"4,718",0
New York,Cities,Deerpark Town,0,0,0,DNR,"7,989",0
New York,Cities,Delhi Village,0,0,0,0,"3,089",0
New York,Cities,Depew Village,0,0,0,DNR,"15,368",0
New York,Cities,Deposit Village,0,0,0,0,"1,657",0
New York,Cities,Dewitt Town,0,0,0,0,"22,872",0
New York,Cities,Dobbs Ferry Village,0,0,0,0,"11,008",0
New York,Cities,Dolgeville Village,0,DNR,DNR,0,"2,204",0
New York,Cities,Dryden Village,0,0,DNR,DNR,"1,902",0
New York,Cities,Dunkirk,0,0,0,0,"12,579",0
New York,Cities,Durham Town,0,0,0,0,"2,724",0
New York,Cities,East Aurora-Aurora Town,0,0,0,0,"13,841",0
New York,Cities,Eastchester Town,0,0,0,0,"19,805",0
New York,Cities,East Greenbush Town,0,0,0,0,"16,558",0
New York,Cities,East Hampton Village,0,0,0,0,"1,093",0
New York,Cities,East Syracuse Village,0,DNR,DNR,DNR,"3,100",0
New York,Cities,Eden Town,0,0,0,0,"7,721",0
New York,Cities,Ellenville Village,0,0,0,0,"4,156",0
New York,Cities,Ellicott Town,0,0,DNR,DNR,"5,189",0
New York,Cities,Ellicottville,0,0,DNR,DNR,"1,598",0
New York,Cities,Elmira,0,0,0,0,"29,362",0
New York,Cities,Elmira Heights Village,0,0,0,0,"4,120",0
New York,Cities,Elmira Town,0,0,0,0,"5,991",0
New York,Cities,Elmsford Village,0,0,0,0,"4,724",0
New York,Cities,Endicott Village,0,0,0,0,"13,357",0
New York,Cities,Evans Town,0,0,0,0,"16,426",0
New York,Cities,Fairport Village,0,0,0,0,"5,389",0
New York,Cities,Fallsburg Town,0,0,0,0,"11,996",0
New York,Cities,Fishkill Town,0,0,0,DNR,"20,077",0
New York,Cities,Fishkill Village,0,DNR,DNR,0,"2,188",0
New York,Cities,Floral Park Village,0,0,0,0,"16,010",0
New York,Cities,Florida Village,0,0,0,DNR,"2,863",0
New York,Cities,Fort Edward Village,0,DNR,DNR,DNR,"3,391",0
New York,Cities,Fort Plain Village,0,0,0,0,"2,320",0
New York,Cities,Frankfort Town,0,0,0,0,"5,015",0
New York,Cities,Frankfort Village,0,DNR,DNR,DNR,"2,598",0
New York,Cities,Franklinville Village,0,0,0,0,"1,738",0
New York,Cities,Freeport Village,0,0,0,0,"43,248",0
New York,Cities,Friendship Town,0,0,0,0,"2,008",0
New York,Cities,Fulton City,0,0,0,0,"11,970",0
New York,Cities,Garden City Village,0,0,0,0,"22,571",0
New York,Cities,Gates Town,0,0,0,0,"28,594",0
New York,Cities,Geddes Town,0,0,0,DNR,"10,588",0
New York,Cities,Geneseo Village,0,0,0,0,"8,062",0
New York,Cities,Geneva,0,0,0,0,"13,396",0
New York,Cities,Germantown Town,0,0,0,0,"1,946",0
New York,Cities,Glen Cove,0,0,DNR,0,"27,209",0
New York,Cities,Glen Park Village,0,0,0,0,513,0
New York,Cities,Glenville Town,0,0,0,0,"21,916",0
New York,Cities,Goshen Village,0,0,0,0,"5,514",0
New York,Cities,Gouverneur Village,0,DNR,DNR,DNR,"3,959",0
New York,Cities,Granville Village,0,0,0,0,"2,556",0
New York,Cities,Great Neck Estates Village,0,0,0,0,"2,788",0
New York,Cities,Greece Town,0,0,0,0,"96,752",0
New York,Cities,Greene Village,0,0,0,0,"1,577",0
New York,Cities,Green Island Village,0,0,DNR,DNR,"2,627",0
New York,Cities,Greenwich Village,0,DNR,0,0,"1,784",0
New York,Cities,Greenwood Lake Village,0,0,0,DNR,"3,188",0
New York,Cities,Groton Village,0,0,0,0,"2,380",0
New York,Cities,Guilderland Town,0,DNR,0,DNR,"33,693",0
New York,Cities,Hamburg Town,0,0,0,0,"45,166",0
New York,Cities,Hamburg Village,0,0,0,0,"9,449",0
New York,Cities,Hamilton Village,0,0,DNR,DNR,"4,259",0
New York,Cities,Hammondsport Village,0,0,0,0,666,0
New York,Cities,Hancock Village,0,0,0,0,"1,028",0
New York,Cities,Harriman Village,0,DNR,DNR,DNR,"2,451",0
New York,Cities,Harrison Town,0,DNR,DNR,DNR,"27,794",0
New York,Cities,Hastings-on-Hudson Village,0,0,0,0,"7,947",0
New York,Cities,Haverstraw Town,0,0,0,0,"37,244",0
New York,Cities,Herkimer Village,DNR,0,0,0,"7,745",0
New York,Cities,Highland Falls Village,0,0,0,DNR,"3,943",0
New York,Cities,Highlands Town,0,DNR,DNR,DNR,"8,664",0
New York,Cities,Homer Village,0,0,0,0,"3,311",0
New York,Cities,Hornell,0,0,0,0,"8,612",0
New York,Cities,Horseheads Village,0,0,0,0,"6,496",0
New York,Cities,Hudson,0,0,0,DNR,"6,693",0
New York,Cities,Hunter Town,0,0,0,DNR,"2,733",0
New York,Cities,Huntington Bay Village,0,0,0,0,"1,438",0
New York,Cities,Hyde Park Town,0,0,0,0,"21,723",0
New York,Cities,Ilion Village,0,DNR,DNR,DNR,"8,052",0
New York,Cities,Independence Town,0,0,0,0,"1,169",0
New York,Cities,Interlaken Village,0,0,0,0,604,0
New York,Cities,Irondequoit Town,0,0,DNR,0,"52,045",0
New York,Cities,Irvington Village,0,0,0,0,"6,503",0
New York,Cities,Jamestown,0,0,DNR,0,"31,187",0
New York,Cities,Johnson City Village,0,0,0,0,"15,134",0
New York,Cities,Johnstown,0,0,0,0,"8,765",0
New York,Cities,Jordan Village,0,DNR,DNR,DNR,"1,374",0
New York,Cities,Kenmore Village,0,0,0,0,"15,488",0
New York,Cities,Kensington Village,0,0,0,0,"1,171",0
New York,Cities,Kent Town,0,0,0,0,"13,608",0
New York,Cities,Kings Point Village,0,DNR,DNR,DNR,"5,049",0
New York,Cities,Kingston,DNR,0,0,0,"24,016",0
New York,Cities,Kirkland Town,0,DNR,DNR,DNR,"8,406",0
New York,Cities,Lake Placid Village,0,0,0,0,"2,523",0
New York,Cities,Lake Success Village,0,0,DNR,DNR,"2,958",0
New York,Cities,Lakewood-Busti,0,DNR,0,DNR,"7,360",0
New York,Cities,Lancaster Town,0,0,0,0,"35,821",0
New York,Cities,Larchmont Village,0,0,DNR,DNR,"5,940",0
New York,Cities,Le Roy Village,0,0,0,DNR,"4,408",0
New York,Cities,Lewisboro Town,0,0,DNR,0,"12,569",0
New York,Cities,Lewiston Town and Village,0,0,DNR,DNR,"16,319",0
New York,Cities,Liberty Village,0,0,DNR,0,"4,380",0
New York,Cities,Little Falls,DNR,DNR,0,0,"4,945",0
New York,Cities,Liverpool Village,0,0,DNR,0,"2,360",0
New York,Cities,Lloyd Harbor Village,0,0,0,0,"3,694",0
New York,Cities,Lloyd Town,0,0,0,0,"10,918",0
New York,Cities,Long Beach,0,DNR,DNR,DNR,"33,575",0
New York,Cities,Lyons Village,0,0,0,DNR,"3,625",0
New York,Cities,Macedon Town and Village,0,0,0,DNR,"9,164",0
New York,Cities,Malone Village,0,0,0,0,"5,936",0
New York,Cities,Malverne Village,0,0,0,0,"8,593",0
New York,Cities,Mamaroneck Town,0,0,0,0,"12,131",0
New York,Cities,Mamaroneck Village,0,0,0,0,"19,170",0
New York,Cities,Manchester Village,0,0,0,0,"1,727",0
New York,Cities,Marcellus Village,0,0,0,0,"1,823",0
New York,Cities,Marlborough Town,0,0,0,0,"8,853",0
New York,Cities,Massena Village,0,0,DNR,DNR,"10,969",0
New York,Cities,Maybrook Village,0,DNR,DNR,DNR,"2,991",0
New York,Cities,Medina Village,0,0,0,0,"6,069",0
New York,Cities,Menands Village,0,0,0,0,"4,002",0
New York,Cities,Middleport Village,0,0,0,0,"1,846",0
New York,Cities,Middletown,0,0,0,0,"28,395",0
New York,Cities,Montgomery Town,0,0,0,0,"8,992",0
New York,Cities,Montgomery Village,0,0,0,0,"3,856",0
New York,Cities,Moravia Village,0,0,0,0,"1,285",0
New York,Cities,Moriah Town,0,0,0,0,"3,606",0
New York,Cities,Mount Hope Town,0,0,0,0,"7,086",0
New York,Cities,Mount Kisco Village,0,0,0,0,"11,016",0
New York,Cities,Mount Morris Village,0,0,0,DNR,"2,985",0
New York,Cities,Mount Pleasant Town,0,0,DNR,DNR,"26,504",0
New York,Cities,Nassau Village,0,0,0,0,"1,140",0
New York,Cities,Newark Village,0,0,DNR,DNR,"9,162",0
New York,Cities,New Berlin Town,0,0,0,0,"1,650",0
New York,Cities,Newburgh,0,0,0,0,"29,183",0
New York,Cities,Newburgh Town,0,0,0,0,"30,132",0
New York,Cities,New Castle Town,0,0,0,DNR,"17,792",0
New York,Cities,New Hartford Town and Village,0,0,0,0,"20,557",0
New York,Cities,New Paltz Town and Village,0,0,0,0,"14,077",0
New York,Cities,New Windsor Town,0,DNR,0,0,"25,523",0
New York,Cities,New York Mills Village,0,0,0,0,"3,339",0
New York,Cities,Niagara Town,0,0,0,0,"8,406",0
New York,Cities,Niskayuna Town,0,0,0,0,"21,946",0
New York,Cities,Norfolk Town,0,0,0,0,"4,600",0
New York,Cities,North Castle Town,0,0,0,0,"11,994",0
New York,Cities,North Greenbush Town,0,DNR,0,DNR,"12,138",0
New York,Cities,Northport Village,0,0,0,0,"7,468",0
New York,Cities,North Syracuse Village,0,0,DNR,0,"6,837",0
New York,Cities,North Tonawanda,0,0,0,0,"31,671",0
New York,Cities,Northville Village,0,0,0,0,"1,102",0
New York,Cities,Norwich,0,0,0,0,"7,178",0
New York,Cities,Nunda Town and Village,0,0,0,DNR,"3,065",0
New York,Cities,Ogden Town,0,0,0,0,"19,990",0
New York,Cities,Ogdensburg,0,0,0,0,"11,164",0
New York,Cities,Old Brookville Village,0,0,0,0,"2,153",0
New York,Cities,Old Westbury Village,0,0,0,0,"4,709",0
New York,Cities,Olean,0,0,0,0,"14,441",0
New York,Cities,Olive Town,0,0,0,DNR,"4,441",0
New York,Cities,Oneida,0,0,0,0,"11,448",0
New York,Cities,Oneonta City,0,0,0,DNR,"13,918",0
New York,Cities,Orchard Park Town,0,0,0,0,"29,179",0
New York,Cities,Oriskany Village,0,0,DNR,0,"1,405",0
New York,Cities,Ossining Village,0,0,0,0,"25,366",0
New York,Cities,Oswego City,0,DNR,DNR,DNR,"18,256",0
New York,Cities,Owego Village,0,0,0,0,"3,911",0
New York,Cities,Oxford Village,0,0,0,DNR,"1,448",0
New York,Cities,Oyster Bay Cove Village,DNR,0,0,0,"4,185",0
New York,Cities,Painted Post Village,0,0,0,0,"1,821",0
New York,Cities,Palmyra Village,0,0,0,0,"3,543",0
New York,Cities,Pelham Village,0,0,DNR,0,"6,998",0
New York,Cities,Penn Yan Village,0,0,0,0,"5,208",0
New York,Cities,Perry Village,0,0,0,DNR,"3,674",0
New York,Cities,Phelps Village,0,DNR,DNR,DNR,"2,010",0
New York,Cities,Piermont Village,0,0,DNR,0,"2,552",0
New York,Cities,Pine Plains Town,0,0,0,0,"2,491",0
New York,Cities,Plattekill Town,0,0,0,0,"10,553",0
New York,Cities,Plattsburgh City,0,DNR,DNR,DNR,"20,057",0
New York,Cities,Pleasantville Village,0,0,0,0,"7,093",0
New York,Cities,Port Byron Village,0,0,0,0,"1,291",0
New York,Cities,Port Chester Village,0,0,0,0,"29,335",0
New York,Cities,Port Dickinson Village,0,0,0,0,"1,637",0
New York,Cities,Port Jervis,0,0,0,0,"8,926",0
New York,Cities,Portville Village,0,0,0,0,"1,012",0
New York,Cities,Port Washington,0,0,0,0,"18,978",0
New York,Cities,Potsdam Village,0,0,DNR,DNR,"9,467",0
New York,Cities,Pound Ridge Town,DNR,0,0,0,"5,169",0
New York,Cities,Pulaski Village,0,0,0,0,"2,380",0
New York,Cities,Quogue Village,0,0,0,0,976,0
New York,Cities,Red Hook Village,0,0,0,0,"1,975",0
New York,Cities,Rensselaer City,0,0,0,0,"9,442",0
New York,Cities,Rhinebeck Village,0,0,0,0,"2,673",0
New York,Cities,Riverhead Town,0,0,0,0,"33,809",0
New York,Cities,Rockville Centre Village,0,0,0,0,"24,241",0
New York,Cities,Rome,0,0,0,0,"33,842",0
New York,Cities,Rosendale Town,0,0,0,DNR,"6,112",0
New York,Cities,Rotterdam Town,0,0,0,0,"29,315",0
New York,Cities,Rouses Point Village,0,DNR,DNR,DNR,"2,215",0
New York,Cities,Rye,0,DNR,DNR,DNR,"15,919",0
New York,Cities,Rye Brook Village,0,0,0,0,"9,465",0
New York,Cities,Sackets Harbor Village,0,0,DNR,DNR,"1,480",0
New York,Cities,Sag Harbor Village,0,0,0,0,"2,189",0
New York,Cities,Salamanca,0,DNR,DNR,DNR,"5,811",0
New York,Cities,Sands Point Village,0,0,0,0,"2,700",0
New York,Cities,Saratoga Springs,0,0,0,0,"26,871",0
New York,Cities,Saugerties Town,0,0,0,0,"19,581",0
New York,Cities,Scarsdale Village,0,0,0,0,"17,386",0
New York,Cities,Schenectady,0,0,0,0,"66,631",0
New York,Cities,Schodack Town,0,0,0,0,"11,316",0
New York,Cities,Schoharie Village,0,0,0,0,922,0
New York,Cities,Scotia Village,0,0,0,DNR,"7,788",0
New York,Cities,Seneca Falls Town,0,0,0,0,"2,364",0
New York,Cities,Shandaken Town,0,0,0,0,"3,103",0
New York,Cities,Shawangunk Town,0,0,0,0,"14,406",0
New York,Cities,Shelter Island Town,0,0,0,0,"2,414",0
New York,Cities,Sherburne Village,0,0,0,0,"1,365",0
New York,Cities,Sherrill,0,0,0,0,"3,082",0
New York,Cities,Shortsville Village,0,0,0,0,"1,456",0
New York,Cities,Sidney Village,DNR,0,0,0,"3,886",0
New York,Cities,Silver Creek Village,0,0,0,0,"2,660",0
New York,Cities,Skaneateles Village,0,0,0,0,"2,463",0
New York,Cities,Sleepy Hollow Village,0,0,0,0,"9,998",0
New York,Cities,Sodus Point Village,0,0,0,0,902,0
New York,Cities,Sodus Village,0,DNR,DNR,DNR,"1,823",0
New York,Cities,Solvay Village,0,0,0,0,"6,620",0
New York,Cities,South Glens Falls Village,0,0,0,DNR,"3,558",0
New York,Cities,South Nyack Village,0,0,DNR,DNR,"3,561",0
New York,Cities,Southampton Town,0,0,0,0,"50,256",0
New York,Cities,Southampton Village,0,0,0,0,"3,137",0
New York,Cities,Stillwater Town,0,0,0,0,"6,624",0
New York,Cities,St. Johnsville Village,0,0,0,0,"1,732",0
New York,Cities,Stockport Town,0,0,0,0,"2,805",0
New York,Cities,Stony Point Town,0,0,0,0,"15,312",0
New York,Cities,Suffern Village,0,0,0,0,"10,902",0
New York,Cities,Syracuse,0,0,0,0,"145,934",0
New York,Cities,Ticonderoga Town,0,0,0,0,"5,045",0
New York,Cities,Tonawanda,0,0,0,0,"15,194",0
New York,Cities,Troy,0,0,0,0,"50,391",0
New York,Cities,Tuxedo Park Village,0,DNR,DNR,DNR,630,0
New York,Cities,Tuxedo Town,0,0,0,0,"3,034",0
New York,Cities,Ulster Town,0,0,0,DNR,"12,391",0
New York,Cities,Vernon Village,0,0,DNR,DNR,"1,175",0
New York,Cities,Vestal Town,0,0,0,0,"28,018",0
New York,Cities,Walden Village,0,0,0,0,"7,056",0
New York,Cities,Wallkill Town,0,0,0,0,"27,730",0
New York,Cities,Walton Village,0,0,0,0,"3,077",0
New York,Cities,Wappingers Falls Village,0,0,0,0,"5,563",0
New York,Cities,Warsaw Village,0,0,0,0,"3,473",0
New York,Cities,Warwick Town,0,0,0,0,"19,563",0
New York,Cities,Washingtonville Village,0,0,DNR,0,"5,964",0
New York,Cities,Waterford Town and Village,0,0,0,0,"8,519",0
New York,Cities,Waterloo Village,0,DNR,DNR,0,"5,192",0
New York,Cities,Watertown,0,0,0,0,"27,571",0
New York,Cities,Watkins Glen Village,0,0,0,0,"1,872",0
New York,Cities,Waverly Village,0,0,0,0,"4,461",0
New York,Cities,Webster Town and Village,0,0,0,0,"42,936",0
New York,Cities,Weedsport Village,0,0,0,0,"1,819",0
New York,Cities,Wellsville Village,0,0,0,DNR,"4,687",0
New York,Cities,Westfield Village,0,DNR,DNR,DNR,"3,229",0
New York,Cities,Westhampton Beach Village,0,0,0,0,"1,737",0
New York,Cities,Whitesboro Village,0,0,0,0,"3,784",0
New York,Cities,Whitestown Town,0,0,0,0,"9,189",0
New York,Cities,Windham Town,0,DNR,DNR,DNR,"1,702",0
New York,Cities,Woodbury Town,0,0,0,0,"10,805",0
New York,Cities,Woodridge Village,0,0,DNR,DNR,844,0
New York,Cities,Woodstock Town,0,0,DNR,DNR,"5,915",0
New York,Cities,Yorktown Town,0,0,0,0,"36,539",0
New York,Cities,Yorkville Village,0,0,0,DNR,"2,698",0
New York,Cities,Youngstown Village,DNR,DNR,0,0,"1,940",0
New York,Universities and Colleges,Ithaca College,0,0,0,0,"6,760",0
New York,Universities and Colleges,Rensselaer Polytechnic Institute,0,0,0,0,"6,538",0
New York,Universities and Colleges,State University of New York:,DNR,DNR,DNR,DNR,Not Available,0
New York,Universities and Colleges,Binghamton,0,DNR,DNR,DNR,"14,746",0
New York,Universities and Colleges,Downstate Medical Center,DNR,DNR,0,0,"1,751",0
New York,Universities and Colleges,Maritime College,0,0,0,0,"1,823",0
New York,Universities and Colleges,Upstate Medical Center,0,0,0,0,"1,589",0
New York,Universities and Colleges,State University of New York Agricultural and Technical College:,DNR,DNR,DNR,DNR,Not Available,0
New York,Universities and Colleges,Alfred,0,0,0,0,"3,616",0
New York,Universities and Colleges,Canton,0,0,0,0,"3,825",0
New York,Universities and Colleges,Farmingdale,0,0,DNR,DNR,"7,633",0
New York,Universities and Colleges,State University of New York College: ,DNR,DNR,DNR,DNR,Not Available,0
New York,Universities and Colleges,Cortland,0,0,0,DNR,"7,331",0
New York,Universities and Colleges,Environmental Science and Forestry,0,0,0,0,"2,680",0
New York,Universities and Colleges,Fredonia,0,0,0,0,"5,720",0
New York,Universities and Colleges,Geneseo,0,0,0,0,"5,683",0
New York,Universities and Colleges,New Paltz,0,0,0,DNR,"7,857",0
New York,Universities and Colleges,Old Westbury,0,DNR,DNR,DNR,"4,459",0
New York,Universities and Colleges,Optometry,0,0,0,0,317,0
New York,Universities and Colleges,Potsdam,0,DNR,0,DNR,"4,395",0
New York,Universities and Colleges,Purchase,DNR,0,0,0,"4,267",0
New York,Universities and Colleges,Technology,0,0,0,0,"3,249",0
New York,Universities and Colleges,Utica-Rome,0,0,0,0,"2,516",0
New York,Universities and Colleges,United States Merchant Marine Academy,0,0,DNR,DNR,"1,034",0
New York,Metropolitan Counties,Albany,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Chemung,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Erie,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Herkimer,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Jefferson,0,0,0,DNR,Not Available,0
New York,Metropolitan Counties,Livingston,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Madison,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Oneida,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Onondaga,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Ontario,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Orange,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Oswego,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Rockland,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Schenectady,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Schoharie,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Tioga,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Tompkins,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Ulster,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Warren,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Washington,0,0,0,0,Not Available,0
New York,Metropolitan Counties,Wayne,0,DNR,DNR,DNR,Not Available,0
New York,Metropolitan Counties,Yates,0,0,0,0,Not Available,0
New York,Nonmetropolitan Counties,Allegany,0,0,0,0,Not Available,0
New York,Nonmetropolitan Counties,Cayuga,0,0,0,DNR,Not Available,0
New York,Nonmetropolitan Counties,Chautauqua,0,0,DNR,DNR,Not Available,0
New York,Nonmetropolitan Counties,Clinton,0,DNR,DNR,DNR,Not Available,0
New York,Nonmetropolitan Counties,Columbia,0,0,0,0,Not Available,0
New York,Nonmetropolitan Counties,Delaware,0,DNR,DNR,DNR,Not Available,0
New York,Nonmetropolitan Counties,Franklin,0,0,0,0,Not Available,0
New York,Nonmetropolitan Counties,Fulton,0,0,0,0,Not Available,0
New York,Nonmetropolitan Counties,Genesee,0,0,0,DNR,Not Available,0
New York,Nonmetropolitan Counties,Greene,0,0,DNR,DNR,Not Available,0
New York,Nonmetropolitan Counties,Hamilton,0,0,0,0,Not Available,0
New York,Nonmetropolitan Counties,Lewis,0,DNR,0,0,Not Available,0
New York,Nonmetropolitan Counties,Montgomery,0,0,DNR,DNR,Not Available,0
New York,Nonmetropolitan Counties,Otsego,0,0,0,DNR,Not Available,0
New York,Nonmetropolitan Counties,Schuyler,0,0,0,DNR,Not Available,0
New York,Nonmetropolitan Counties,Steuben,0,0,0,0,Not Available,0
New York,Nonmetropolitan Counties,Suffolk,0,0,0,0,Not Available,0
New York,Nonmetropolitan Counties,Sullivan,0,0,0,DNR,Not Available,0
New York,Nonmetropolitan Counties,Wyoming,0,0,0,0,Not Available,0
New York,State Police Agencies,State Police:,DNR,DNR,DNR,DNR,Not Available,0
New York,State Police Agencies,Albany County,0,0,0,0,Not Available,0
New York,State Police Agencies,Allegany County,0,0,0,0,Not Available,0
New York,State Police Agencies,Broome County,0,0,0,0,Not Available,0
New York,State Police Agencies,Cattaraugus County,0,0,0,0,Not Available,0
New York,State Police Agencies,Cayuga County,0,0,0,0,Not Available,0
New York,State Police Agencies,Chautauqua County,0,0,0,0,Not Available,0
New York,State Police Agencies,Chemung County,0,0,0,0,Not Available,0
New York,State Police Agencies,Chenango County,0,0,0,0,Not Available,0
New York,State Police Agencies,Clinton County,0,0,0,0,Not Available,0
New York,State Police Agencies,Columbia County,0,0,0,0,Not Available,0
New York,State Police Agencies,Cortland County,0,0,0,0,Not Available,0
New York,State Police Agencies,Delaware County,0,0,0,DNR,Not Available,0
New York,State Police Agencies,Erie County,0,0,0,0,Not Available,0
New York,State Police Agencies,Essex County,0,0,0,0,Not Available,0
New York,State Police Agencies,Franklin County,0,0,0,0,Not Available,0
New York,State Police Agencies,Fulton County,0,0,0,0,Not Available,0
New York,State Police Agencies,Genesee County,0,0,0,0,Not Available,0
New York,State Police Agencies,Greene County,0,0,0,0,Not Available,0
New York,State Police Agencies,Hamilton County,0,0,0,0,Not Available,0
New York,State Police Agencies,Herkimer County,0,0,0,0,Not Available,0
New York,State Police Agencies,Lewis County,0,0,0,0,Not Available,0
New York,State Police Agencies,Livingston County,0,0,0,0,Not Available,0
New York,State Police Agencies,Madison County,0,0,0,0,Not Available,0
New York,State Police Agencies,Monroe County,0,0,0,0,Not Available,0
New York,State Police Agencies,Montgomery County,0,0,0,0,Not Available,0
New York,State Police Agencies,Nassau County,0,0,0,0,Not Available,0
New York,State Police Agencies,New York County,0,0,0,0,Not Available,0
New York,State Police Agencies,Niagara County,0,0,0,0,Not Available,0
New York,State Police Agencies,Oneida County,DNR,0,0,0,Not Available,0
New York,State Police Agencies,Onondaga County,0,0,0,0,Not Available,0
New York,State Police Agencies,Ontario County,0,0,0,0,Not Available,0
New York,State Police Agencies,Orange County,0,0,0,0,Not Available,0
New York,State Police Agencies,Orleans County,0,0,0,0,Not Available,0
New York,State Police Agencies,Oswego County,0,0,0,0,Not Available,0
New York,State Police Agencies,Putnam County,0,0,0,0,Not Available,0
New York,State Police Agencies,Rensselaer County,0,0,0,0,Not Available,0
New York,State Police Agencies,Rockland County,0,0,0,0,Not Available,0
New York,State Police Agencies,Saratoga County,0,DNR,0,0,Not Available,0
New York,State Police Agencies,Schenectady County,0,0,0,0,Not Available,0
New York,State Police Agencies,Schoharie County,0,0,0,0,Not Available,0
New York,State Police Agencies,Schuyler County,0,0,0,DNR,Not Available,0
New York,State Police Agencies,Seneca County,DNR,0,0,0,Not Available,0
New York,State Police Agencies,Steuben County,0,0,0,0,Not Available,0
New York,State Police Agencies,St. Lawrence County,0,0,0,0,Not Available,0
New York,State Police Agencies,Suffolk County,0,0,0,0,Not Available,0
New York,State Police Agencies,Sullivan County,0,0,0,0,Not Available,0
New York,State Police Agencies,Tioga County,0,0,0,DNR,Not Available,0
New York,State Police Agencies,Tompkins County,0,0,0,0,Not Available,0
New York,State Police Agencies,Ulster County,0,0,0,0,Not Available,0
New York,State Police Agencies,Warren County,0,0,0,0,Not Available,0
New York,State Police Agencies,Washington County,0,0,0,0,Not Available,0
New York,State Police Agencies,Wayne County,0,0,0,0,Not Available,0
New York,State Police Agencies,Westchester County,0,0,0,0,Not Available,0
New York,State Police Agencies,Wyoming County,0,0,0,0,Not Available,0
New York,State Police Agencies,Yates County,0,0,0,0,Not Available,0
New York,Other Agencies,Board of Water:,DNR,DNR,DNR,DNR,Not Available,0
New York,Other Agencies,Delaware County,0,0,0,0,Not Available,0
