Year,State,Agency Type,Agency name,q01,q02,q03,q04,Population2
2014,Arizona,Nonmetropolitan Counties,La Paz,0,0,0,0,
2014,Arizona,Nonmetropolitan Counties,Santa Cruz,0,0, Nan,0,
2014,Arizona,State Police Agencies,Arizona Department of Public Safety,0,0,0,0,
2014,Arizona,Tribal Agencies,Ak-Chin Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,Cocopah Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,Colorado River Agency,0, Nan, Nan, Nan,
2014,Arizona,Tribal Agencies,Colorado River Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,Fort Apache Agency,0,0,0,0,
2014,Arizona,Tribal Agencies,Fort Mojave Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,Gila River Indian Community,0,0,0,0,
2014,Arizona,Tribal Agencies,Hopi Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,Hualapai Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,Kaibab Paiute Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,Pascua Yaqui Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,Quechan Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,Salt River Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,San Carlos Agency,0,0,0,0,
2014,Arizona,Tribal Agencies,San Carlos Apache,0,0,0,0,
2014,Arizona,Tribal Agencies,Tohono O'odham Nation,0,0,0,0,
2014,Arizona,Tribal Agencies,Tonto Apache Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,Truxton Canon Agency,0,0,0,0,
2014,Arizona,Tribal Agencies,White Mountain Apache Tribal,0,0,0,0,
2014,Arizona,Tribal Agencies,Yavapai-Apache Nation,0,0,0,0,
2014,Arizona,Tribal Agencies,Yavapai-Prescott Tribal,0,0,0,0,
2014,Arizona,Other Agencies,Tucson Airport Authority,0,0,0,0,
2014,Arkansas,Cities,Alma,0,0,0,0,5535
2014,Arkansas,Cities,Altus,0,0,0,0,742
2014,Arkansas,Cities,Arkadelphia,0,0,0,0,10721
2014,Arkansas,Cities,Arkansas City,0, Nan, Nan, Nan,345
2014,Arkansas,Cities,Ashdown,0,0,0,0,4552
2014,Arkansas,Cities,Ash Flat,0,0,0,0,1072
2014,Arkansas,Cities,Atkins,0,0,0,0,3049
2014,Arkansas,Cities,Austin,0,0,0,0,2992
2014,Arkansas,Cities,Bald Knob,0,0,0,0,2906
2014,Arkansas,Cities,Barling,0,0,0,0,4762
2014,Arkansas,Cities,Bay,0,0,0,0,1811
2014,Arkansas,Cities,Bearden,0,0,0,0,910
2014,Arkansas,Cities,Beebe,0,0,0,0,8045
2014,Arkansas,Cities,Bella Vista,0,0,0,0,27913
2014,Arkansas,Cities,Benton,0,0,0,0,33758
2014,Arkansas,Cities,Berryville,0,0,0,0,5488
2014,Arkansas,Cities,Black Rock,0,0,0,0,637
2014,Arkansas,Cities,Blytheville,0,0,0,0,15009
2014,Arkansas,Cities,Bono,0,0,0,0,2157
2014,Arkansas,Cities,Booneville,0,0,0,0,3961
2014,Arkansas,Cities,Bradford,0,0,0,0,757
2014,Arkansas,Cities,Brinkley,0,0,0,0,2964
2014,Arkansas,Cities,Brookland,0,0,0,0,2720
2014,Arkansas,Cities,Bull Shoals,0,0,0,0,1962
2014,Arkansas,Cities,Cabot,0,0,0,0,25819
2014,Arkansas,Cities,Caddo Valley,0,0,0,0,610
2014,Arkansas,Cities,Camden,0,0,0,0,11552
2014,Arkansas,Cities,Cammack Village,0,0,0,0,758
2014,Arkansas,Cities,Caraway,0,0,0,0,1265
2014,Arkansas,Cities,Carlisle,0,0,0,0,2201
2014,Arkansas,Cities,Cave City,0,0,0,0,1880
2014,Arkansas,Cities,Cave Springs,0,0,0,0,2265
2014,Arkansas,Cities,Centerton,0,0,0,0,10815
2014,Arkansas,Cities,Charleston,0,0,0,0,2535
2014,Arkansas,Cities,Cherokee Village,0,0,0,0,4639
2014,Arkansas,Cities,Clarendon,0,0,0,0,1539
2014,Arkansas,Cities,Clarksville,0,0,0,0,9359
2014,Arkansas,Cities,Clinton,0,0,0,0,2557
2014,Arkansas,Cities,Conway,0,0,0,0,64895
2014,Arkansas,Cities,Corning,0,0,0,0,3196
2014,Arkansas,Cities,Cotter,0,0,0,0,949
2014,Arkansas,Cities,Crossett,0,0,0,0,5339
2014,Arkansas,Cities,Damascus,0,0,0,0,385
2014,Arkansas,Cities,Danville,0,0,0,0,2375
2014,Arkansas,Cities,Dardanelle,0,0,0,0,4680
2014,Arkansas,Cities,Decatur,0,0,0,0,1771
2014,Arkansas,Cities,De Queen,0,0,0,0,6748
2014,Arkansas,Cities,Dermott,0,0,0,0,2762
2014,Arkansas,Cities,Des Arc,0,0,0,0,1636
2014,Arkansas,Cities,De Valls Bluff,0,0,0,0,582
2014,Arkansas,Cities,De Witt,0,0,0,0,3247
2014,Arkansas,Cities,Diaz,0,0,0,0,1281
2014,Arkansas,Cities,Dierks,0,0,0,0,1104
2014,Arkansas,Cities,Dover,0,0,0,0,1389
2014,Arkansas,Cities,Dumas,0,0,0,0,4500
2014,Arkansas,Cities,Dyer,0,0,0,0,854
2014,Arkansas,Cities,Earle,0,0,0,0,2317
2014,Arkansas,Cities,El Dorado,0,0,0,0,18461
2014,Arkansas,Cities,Elkins,0,0,0,0,2865
2014,Arkansas,Cities,England,0,0,0,0,2783
2014,Arkansas,Cities,Etowah,0,0,0,0,328
2014,Arkansas,Cities,Eudora,0,0,0,0,2147
2014,Arkansas,Cities,Eureka Springs,0,0,0,0,2099
2014,Arkansas,Cities,Fairfield Bay,0,0,0,0,2287
2014,Arkansas,Cities,Farmington,0,0,0,0,6384
2014,Arkansas,Cities,Fayetteville,0,0,0,0,80263
2014,Arkansas,Cities,Flippin,0,0,0,0,1332
2014,Arkansas,Cities,Fordyce,0,0,0,0,4184
2014,Arkansas,Cities,Gassville,0,0,0,0,2143
2014,Arkansas,Cities,Gentry,0,0,0,0,3397
2014,Arkansas,Cities,Glenwood,0,0,0,0,2205
2014,Arkansas,Cities,Gosnell,0,0,0,0,3363
2014,Arkansas,Cities,Gravette,0,0,0,0,3236
2014,Arkansas,Cities,Greenbrier,0,0,0,0,5209
2014,Arkansas,Cities,Green Forest,0,0,0,0,2788
2014,Arkansas,Cities,Greenland,0,0,0,0,1368
2014,Arkansas,Cities,Greenwood,0,0,0,0,9358
2014,Arkansas,Cities,Greers Ferry,0,0,0,0,875
2014,Arkansas,Cities,Gurdon,0,0,0,0,2168
2014,Arkansas,Cities,Guy,0,0,0,0,712
2014,Arkansas,Cities,Hamburg,0,0,0,0,2794
2014,Arkansas,Cities,Hampton,0,0,0,0,1285
2014,Arkansas,Cities,Hardy,0,0,0,0,766
2014,Arkansas,Cities,Harrisburg,0,0,0,0,2308
2014,Arkansas,Cities,Harrison,0,0,0,0,13296
2014,Arkansas,Cities,Hazen,0,0,0,0,1410
2014,Arkansas,Cities,Heber Springs,0,0,0,0,7148
2014,Arkansas,Cities,Helena-West Helena,0,0,0,0,11411
2014,Arkansas,Cities,Higginson,0,0,0,0,656
2014,Arkansas,Cities,Highfill,0,0,0,0,630
2014,Arkansas,Cities,Highland,0,0,0,0,1060
2014,Arkansas,Cities,Hope,0,0,0,0,10100
2014,Arkansas,Cities,Hoxie,0,0,0,0,2704
2014,Arkansas,Cities,Jacksonville,0,0,0,0,28836
2014,Arkansas,Cities,Jasper,0,0,0,0,450
2014,Arkansas,Cities,Jonesboro,0,0,0,0,72569
2014,Arkansas,Cities,Judsonia,0,0,0,0,2035
2014,Arkansas,Cities,Keiser,0, Nan, Nan, Nan,720
2014,Arkansas,Cities,Kensett,0,0,0,0,1665
2014,Arkansas,Cities,Lake City,0,0,0,0,2241
2014,Arkansas,Cities,Lakeview,0,0,0,0,727
2014,Arkansas,Cities,Lake Village,0,0,0,0,2464
2014,Arkansas,Cities,Lamar,0,0,0,0,1666
2014,Arkansas,Cities,Lavaca,0,0,0,0,2379
2014,Arkansas,Cities,Leachville,0,0,0,0,1897
2014,Arkansas,Cities,Lepanto,0,0,0,0,1844
2014,Arkansas,Cities,Lewisville,0,0,0,0,1212
2014,Arkansas,Cities,Lincoln,0,0,0,0,2388
2014,Arkansas,Cities,Little Flock,0,0,0,0,2740
2014,Arkansas,Cities,Little Rock,0,0,0,0,198217
2014,Arkansas,Cities,Lonoke,0,0,0,0,4223
2014,Arkansas,Cities,Lowell,0,0,0,0,8096
2014,Arkansas,Cities,Luxora,0,0,0,0,1118
2014,Arkansas,Cities,Magnolia,0,0,0,0,11519
2014,Arkansas,Cities,Mammoth Spring,0,0,0,0,980
2014,Arkansas,Cities,Marianna,0,0,0,0,3921
2014,Arkansas,Cities,Marion,0,0,0,0,12309
2014,Arkansas,Cities,Marmaduke,0,0,0,0,1175
2014,Arkansas,Cities,Marvell,0,0,0,0,1083
2014,Arkansas,Cities,Maumelle,0,0,0,0,17859
2014,Arkansas,Cities,Mayflower,0,0,0,0,2335
2014,Arkansas,Cities,McCrory,0,0,0,0,1667
2014,Arkansas,Cities,McGehee,0,0,0,0,4019
2014,Arkansas,Cities,McRae,0,0,0,0,679
2014,Arkansas,Cities,Mena,0,0,0,0,5717
2014,Arkansas,Cities,Menifee,0,0,0,0,303
2014,Arkansas,Cities,Mineral Springs,0,0,0,0,1182
2014,Arkansas,Cities,Monette,0,0,0,0,1498
2014,Arkansas,Cities,Monticello,0,0,0,0,9876
2014,Arkansas,Cities,Morrilton,0,0,0,0,6808
2014,Arkansas,Cities,Mountain Home,0,0,0,0,12240
2014,Arkansas,Cities,Mountain View,0,0,0,0,2890
2014,Arkansas,Cities,Mulberry,0,0,0,0,1623
2014,Arkansas,Cities,Murfreesboro,0,0,0,0,1629
2014,Arkansas,Cities,Nashville,0,0,0,0,4562
2014,Arkansas,Cities,Newport,0,0,0,0,7729
2014,Arkansas,Cities,Norfolk,0,0,0,0,502
2014,Arkansas,Cities,North Little Rock,0,0,0,0,67031
2014,Arkansas,Cities,Ola,0,0,0,0,1256
2014,Arkansas,Cities,Osceola,0,0,0,0,7332
2014,Arkansas,Cities,Ozark,0,0,0,0,3662
2014,Arkansas,Cities,Pangburn,0,0,0,0,598
2014,Arkansas,Cities,Paragould,0,0,0,0,27301
2014,Arkansas,Cities,Paris,0,0,0,0,3488
2014,Arkansas,Cities,Parkin,0,0,0,0,1073
2014,Arkansas,Cities,Pea Ridge,0,0,0,0,5079
2014,Arkansas,Cities,Perryville,0,0,0,0,1453
2014,Arkansas,Cities,Piggott,0,0,0,0,3691
2014,Arkansas,Cities,Pine Bluff,0,0,0,0,45402
2014,Arkansas,Cities,Plummerville,0,0,0,0,815
2014,Arkansas,Cities,Pocahontas,0,0,0,0,6514
2014,Arkansas,Cities,Pottsville,0,0,0,0,3074
2014,Arkansas,Cities,Prairie Grove,0,0,0,0,4889
2014,Arkansas,Cities,Prescott,0,0,0,0,3209
2014,Arkansas,Cities,Quitman,0,0,0,0,753
2014,Arkansas,Cities,Ravenden,0,0,0, Nan,451
2014,Arkansas,Cities,Redfield,0,0,0,0,1495
2014,Arkansas,Cities,Rison,0,0,0,0,1322
2014,Arkansas,Cities,Rose Bud,0,0,0,0,485
2014,Arkansas,Cities,Russellville,0,0,0,0,28620
2014,Arkansas,Cities,Salem,0,0,0,0,1652
2014,Arkansas,Cities,Shannon Hills,0,0,0,0,3573
2014,Arkansas,Cities,Sheridan,0,0,0,0,4861
2014,Arkansas,Cities,Sherwood,0,0,0,0,30159
2014,Arkansas,Cities,Siloam Springs,0,0,0,0,16047
2014,Arkansas,Cities,Stamps,0,0,0,0,1590
2014,Arkansas,Cities,Star City,0,0,0,0,2243
2014,Arkansas,Cities,St. Charles,0,0,0,0,221
2014,Arkansas,Cities,Stuttgart,0,0,0,0,9219
2014,Arkansas,Cities,Swifton,0,0,0,0,776
2014,Arkansas,Cities,Texarkana,0,0,0,0,30027
2014,Arkansas,Cities,Trumann,0,0,0,0,7122
2014,Arkansas,Cities,Tuckerman,0,0,0,0,1801
2014,Arkansas,Cities,Tyronza,0,0, Nan,0,754
2014,Arkansas,Cities,Van Buren,0,0,0,0,23117
2014,Arkansas,Cities,Vilonia,0,0,0,0,4326
2014,Arkansas,Cities,Waldron,0,0,0,0,3510
2014,Arkansas,Cities,Walnut Ridge,0,0,0,0,4735
2014,Arkansas,Cities,Ward,0,0,0,0,4545
2014,Arkansas,Cities,Warren,0,0,0,0,5855
2014,Arkansas,Cities,Weiner,0,0,0,0,695
2014,Arkansas,Cities,West Fork,0,0,0,0,2503
2014,Arkansas,Cities,West Memphis,0,0,0,0,25370
2014,Arkansas,Cities,White Hall,0,0,0,0,5254
2014,Arkansas,Cities,Wynne,0,0,0,0,8279
2014,Arkansas,Universities and Colleges,Arkansas State University: , Nan, Nan, Nan, Nan,
2014,Arkansas,Universities and Colleges,Beebe,0,0,0,0,4380
2014,Arkansas,Universities and Colleges,Jonesboro,0,0,0,0,13552
2014,Arkansas,Universities and Colleges,Arkansas Tech University,0,0,0,0,11369
2014,Arkansas,Universities and Colleges,Henderson State University,0,0,0,0,3583
2014,Arkansas,Universities and Colleges,Southern Arkansas University,0,0,0,0,3404
2014,Arkansas,Universities and Colleges,Southern Arkansas University Tech,0,0,0,0,1730
2014,Arkansas,Universities and Colleges,University of Arkansas: , Nan, Nan, Nan, Nan,
2014,Arkansas,Universities and Colleges,Little Rock,0,0,0,0,12377
2014,Arkansas,Universities and Colleges,Medical Sciences,0,0,0,0,2867
2014,Arkansas,Universities and Colleges,Monticello,0,0,0,0,3893
2014,Arkansas,Universities and Colleges,Pine Bluff,0, Nan, Nan, Nan,2615
2014,Arkansas,Universities and Colleges,University of Central Arkansas,0,0,0,0,11534
2014,Arkansas,Metropolitan Counties,Benton,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Cleveland,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Craighead,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Crawford,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Crittenden,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Faulkner,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Garland,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Grant,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Jefferson,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Lincoln,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Little River,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Lonoke,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Madison,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Miller,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Perry,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Poinsett,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Saline,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Sebastian,0,0,0,0,
2014,Arkansas,Metropolitan Counties,Washington,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Arkansas,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Ashley,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Boone,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Bradley,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Calhoun,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Carroll,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Chicot,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Clark,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Clay,0, Nan, Nan, Nan,
2014,Arkansas,Nonmetropolitan Counties,Cleburne,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Columbia,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Conway,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Cross,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Dallas,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Drew,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Franklin,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Fulton,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Greene,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Hempstead,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Howard,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Independence,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Izard,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Jackson,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Johnson,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Lafayette,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Lawrence,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Lee,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Marion,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Mississippi,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Monroe,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Montgomery,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Nevada,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Newton,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Pike,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Polk,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Pope,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Prairie,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Randolph,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Scott,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Searcy,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Sevier,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,St. Francis,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Stone,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Union,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Van Buren,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,White,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Woodruff,0,0,0,0,
2014,Arkansas,Nonmetropolitan Counties,Yell,0,0,0,0,
2014,Arkansas,Other Agencies,Camp Robinson,0,0,0,0,
2014,Arkansas,Other Agencies,State Capitol Police,0,0,0,0,
2014,California,Cities,Agoura Hills,0,0,0,0,20767
2014,California,Cities,Albany,0,0,0,0,19350
2014,California,Cities,Aliso Viejo,0,0,0,0,50671
2014,California,Cities,Alturas,0,0,0,0,2615
2014,California,Cities,American Canyon ,0,0,0,0,20379
2014,California,Cities,Anaheim,0,0,0,0,346956
2014,California,Cities,Anderson,0,0,0,0,10176
2014,California,Cities,Arcadia,0,0,0,0,57950
2014,California,Cities,Arroyo Grande,0,0,0,0,17829
2014,California,Cities,Artesia,0,0,0,0,16788
2014,California,Cities,Atascadero,0,0,0,0,29268
2014,California,Cities,Atherton,0,0,0,0,7221
2014,California,Cities,Atwater,0,0,0,0,28961
2014,California,Cities,Auburn,0,0,0,0,14042
2014,California,Cities,Avalon,0,0,0,0,3784
2014,California,Cities,Avenal,0,0,0,0,13914
2014,California,Cities,Baldwin Park,0,0,0,0,76933
2014,California,Cities,Banning,0,0,0,0,30699
2014,California,Cities,Bear Valley,0,0,0,0,5379
2014,California,Cities,Beaumont,0,0,0,0,41323
2014,California,Cities,Bell,0,0,0,0,36059
2014,California,Cities,Bellflower,0,0,0,0,77830
2014,California,Cities,Bell Gardens,0,0,0,0,43089
2014,California,Cities,Belmont,0,0,0,0,26947
2014,California,Cities,Belvedere,0,0,0,0,2135
2014,California,Cities,Benicia,0,0,0,0,27766
2014,California,Cities,Big Bear Lake,0,0,0,0,5148
2014,California,Cities,Biggs,0,0,0,0,1701
2014,California,Cities,Bishop,0,0,0,0,3860
2014,California,Cities,Blythe,0,0,0,0,19669
2014,California,Cities,Bradbury,0,0,0,0,1084
2014,California,Cities,Brawley,0,0,0,0,25695
2014,California,Cities,Brisbane,0,0,0,0,4482
2014,California,Cities,Broadmoor,0,0,0,0,4343
2014,California,Cities,Burlingame,0,0,0,0,30161
2014,California,Cities,Calabasas,0,0,0,0,24325
2014,California,Cities,Calexico,0,0,0,0,39572
2014,California,Cities,California City,0,0,0,0,13168
2014,California,Cities,Calimesa,0,0,0,0,8238
2014,California,Cities,Calipatria,0,0,0,0,6963
2014,California,Cities,Calistoga,0,0,0,0,5277
2014,California,Cities,Campbell,0,0,0,0,40872
2014,California,Cities,Canyon Lake,0,0,0,0,10987
2014,California,Cities,Capitola,0,0,0,0,10134
2014,California,Cities,Carlsbad,0,0,0,0,112297
2014,California,Cities,Carmel,0,0,0,0,3871
2014,California,Cities,Carpinteria,0,0,0,0,13654
2014,California,Cities,Cathedral City,0,0,0,0,53368
2014,California,Cities,Ceres,0,0,0,0,46903
2014,California,Cities,Chowchilla,0,0,0,0,17079
2014,California,Cities,Citrus Heights,0,0,0,0,85758
2014,California,Cities,Clayton,0,0,0,0,11646
2014,California,Cities,Cloverdale,0,0,0,0,8766
2014,California,Cities,Clovis,0,0,0,0,100705
2014,California,Cities,Coachella,0,0,0,0,43633
2014,California,Cities,Colma,0,0,0,0,1503
2014,California,Cities,Colton,0,0,0,0,53485
2014,California,Cities,Commerce,0,0,0,0,13033
2014,California,Cities,Concord,0,0,0,0,126744
2014,California,Cities,Corcoran,0,0,0,0,23057
2014,California,Cities,Corning,0,0,0,0,7569
2014,California,Cities,Corona,0,0,0,0,161128
2014,California,Cities,Coronado,0,0,0,0,23385
2014,California,Cities,Costa Mesa,0,0,0,0,112709
2014,California,Cities,Cotati,0,0,0,0,7424
2014,California,Cities,Covina,0,0,0,0,48681
2014,California,Cities,Crescent City,0,0,0,0,7090
2014,California,Cities,Cudahy,0,0,0,0,24175
2014,California,Cities,Culver City,0,0,0,0,39561
2014,California,Cities,Cypress,0,0,0,0,49370
2014,California,Cities,Danville,0,0,0,0,43685
2014,California,Cities,Delano,0,0,0,0,52224
2014,California,Cities,Del Mar,0,0,0,0,4305
2014,California,Cities,Del Rey Oaks,0,0,0,0,1683
2014,California,Cities,Desert Hot Springs,0,0,0,0,28086
2014,California,Cities,Diamond Bar,0,0,0,0,56665
2014,California,Cities,Dinuba,0,0,0,0,23815
2014,California,Cities,Dixon,0,0,0,0,19103
2014,California,Cities,Dorris,0,0,0,0,899
2014,California,Cities,Dos Palos,0,0,0,0,5081
2014,California,Cities,Downey,0,0,0,0,113595
2014,California,Cities,Duarte,0,0,0,0,21817
2014,California,Cities,Dunsmuir,0,0,0,0,1569
2014,California,Cities,East Palo Alto,0,0,0,0,29377
2014,California,Cities,Eastvale,0,0,0,0,55504
2014,California,Cities,El Cajon,0,0,0,0,102838
2014,California,Cities,El Centro,0,0,0,0,43532
2014,California,Cities,Elk Grove,0,0,0,0,162957
2014,California,Cities,El Segundo,0,0,0,0,16990
2014,California,Cities,Emeryville,0,0,0,0,10972
2014,California,Cities,Encinitas,0,0,0,0,62071
2014,California,Cities,Escalon,0,0,0,0,7281
2014,California,Cities,Etna,0,0,0,0,715
2014,California,Cities,Exeter,0,0,0,0,10524
2014,California,Cities,Fairfax,0,0,0,0,7647
2014,California,Cities,Farmersville,0,0,0,0,10752
2014,California,Cities,Ferndale,0,0,0,0,1360
2014,California,Cities,Fillmore,0,0,0,0,15311
2014,California,Cities,Firebaugh,0,0,0,0,8238
2014,California,Cities,Folsom,0,0,0,0,73329
2014,California,Cities,Fort Jones,0,0,0,0,681
2014,California,Cities,Fortuna,0,0,0,0,11752
2014,California,Cities,Foster City,0,0,0,0,32836
2014,California,Cities,Fountain Valley,0,0,0,0,57024
2014,California,Cities,Fowler,0,0,0,0,6032
2014,California,Cities,Glendora,0,0,0,0,51292
2014,California,Cities,Gonzales,0,0,0,0,8459
2014,California,Cities,Grand Terrace,0,0,0,0,12405
2014,California,Cities,Greenfield,0,0,0,0,16986
2014,California,Cities,Gridley,0,0,0,0,6558
2014,California,Cities,Guadalupe,0,0,0,0,7260
2014,California,Cities,Gustine,0,0,0,0,5667
2014,California,Cities,Hanford,0,0,0,0,54824
2014,California,Cities,Hawthorne,0,0,0,0,86670
2014,California,Cities,Hermosa Beach,0,0,0,0,19873
2014,California,Cities,Hidden Hills,0,0,0,0,1915
2014,California,Cities,Hillsborough,0,0,0,0,11382
2014,California,Cities,Hollister,0,0,0,0,36967
2014,California,Cities,Holtville,0,0,0,0,6030
2014,California,Cities,Hughson,0,0,0,0,7089
2014,California,Cities,Huntington Park,0,0,0,0,59064
2014,California,Cities,Huron,0,0,0,0,6792
2014,California,Cities,Imperial,0,0,0,0,16535
2014,California,Cities,Indian Wells,0,0,0,0,5211
2014,California,Cities,Indio,0,0,0,0,84540
2014,California,Cities,Industry,0,0,0,0,205
2014,California,Cities,Irwindale,0,0,0,0,1426
2014,California,Cities,Isleton,0,0,0,0,825
2014,California,Cities,Jackson,0,0,0,0,4534
2014,California,Cities,Jurupa Valley,0,0,0,0,98684
2014,California,Cities,Kensington,0,0,0,0,5281
2014,California,Cities,Kerman,0,0,0,0,14538
2014,California,Cities,King City,0,0,0,0,13336
2014,California,Cities,Kingsburg,0,0,0,0,11762
2014,California,Cities,La Canada Flintridge,0,0,0,0,20627
2014,California,Cities,Lafayette,0,0,0,0,25355
2014,California,Cities,Laguna Beach,0,0,0,0,23371
2014,California,Cities,Laguna Hills,0,0,0,0,31035
2014,California,Cities,Laguna Woods,0,0,0,0,16480
2014,California,Cities,La Habra,0,0,0,0,61964
2014,California,Cities,La Habra Heights,0,0,0,0,5451
2014,California,Cities,Lake Elsinore,0,0,0,0,58665
2014,California,Cities,Lakeport,0,0,0,0,4763
2014,California,Cities,Lake Shastina,0,0,0,0,2506
2014,California,Cities,Lakewood,0,0,0,0,81382
2014,California,Cities,La Mesa,0,0,0,0,59005
2014,California,Cities,La Mirada,0,0,0,0,49277
2014,California,Cities,La Palma,0,0,0,0,15977
2014,California,Cities,La Verne,0,0,0,0,32067
2014,California,Cities,Lawndale,0,0,0,0,33340
2014,California,Cities,Lemon Grove,0,0,0,0,26332
2014,California,Cities,Lemoore,0,0,0,0,25080
2014,California,Cities,Lincoln,0,0,0,0,45792
2014,California,Cities,Lindsay,0,0,0,0,13300
2014,California,Cities,Livingston,0,0,0,0,13690
2014,California,Cities,Lodi,0,0,0,0,63601
2014,California,Cities,Loma Linda,0,0,0,0,23798
2014,California,Cities,Lompoc,0,0,0,0,43809
2014,California,Cities,Los Alamitos,0,0,0,0,11708
2014,California,Cities,Los Altos,0,0,0,0,30256
2014,California,Cities,Los Altos Hills,0,0,0,0,8408
2014,California,Cities,Los Banos,0,0,0,0,37011
2014,California,Cities,Madera,0,0,0,0,63495
2014,California,Cities,Manhattan Beach,0,0,0,0,35872
2014,California,Cities,Martinez,0,0,0,0,37416
2014,California,Cities,Marysville,0,0,0,0,12242
2014,California,Cities,Maywood,0,0,0,0,27833
2014,California,Cities,McFarland,0,0,0,0,12346
2014,California,Cities,Mendota,0,0,0,0,11480
2014,California,Cities,Menlo Park,0,0,0,0,33321
2014,California,Cities,Mill Valley,0,0,0,0,14411
2014,California,Cities,Milpitas,0,0,0,0,70568
2014,California,Cities,Mission Viejo,0,0,0,0,97124
2014,California,Cities,Montague,0,0,0,0,1398
2014,California,Cities,Montebello,0,0,0,0,63737
2014,California,Cities,Monte Sereno,0,0,0,0,3511
2014,California,Cities,Moraga,0,0,0,0,16953
2014,California,Cities,Morgan Hill,0,0,0,0,41585
2014,California,Cities,Morro Bay,0,0,0,0,10516
