2015,Alabama,Total,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Alabama,Cities,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Alabama,Cities,Birmingham,1,1,1,2,212291
2015,Alabama,Cities,Hoover,0,3,1,0,85163
2015,Alabama,Cities,Prattville,0,1, Nan,0,35637
2015,Alaska,Total,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Alaska,Cities,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Alaska,Cities,Anchorage,1,1,2,1,301239
2015,Alaska,Cities,Kotzebue,0,1,0,0,3304
2015,Alaska,Cities,North Pole,0,1,0,0,2190
2015,Alaska,Cities,Soldotna,0,0,0,1,4512
2015,Arizona,Total,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Arizona,Cities,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Arizona,Cities,Apache Junction,1,1,0,0,38519
2015,Arizona,Cities,Avondale,0,0,0,2,80533
2015,Arizona,Cities,Chandler,0,0,1,0,258875
2015,Arizona,Cities,El Mirage,0,1,0,0,33985
2015,Arizona,Cities,Gilbert,2,1,1,0,247324
2015,Arizona,Cities,Glendale,2,2,2,2,240374
2015,Arizona,Cities,Holbrook,0,1,0,0,5007
2015,Arizona,Cities,Mesa,1,0,1,2,471034
2015,Arizona,Cities,Nogales,0,0,0,1,20312
2015,Arizona,Cities,Phoenix,76,77,44,34,1559744
2015,Arizona,Cities,Prescott,1, Nan,0,0,41393
2015,Arizona,Cities,Scottsdale,2,0,1,0,233872
2015,Arizona,Cities,Tucson,2,0,1,1,529675
2015,Arizona,Cities,Williams,0,1, Nan, Nan,3110
2015,Arizona,Cities,Yuma,0,2,1,1,93923
2015,Arizona,Universities and Colleges,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Arizona,Universities and Colleges,"Arizona State University, Main Campus",1,1,0,0,83260
2015,Arizona,Metropolitan Counties,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Arizona,Metropolitan Counties,Maricopa,1,0,0,0,
2015,Arizona,Metropolitan Counties,Pima,0,2,0,0,
2015,Arizona,Metropolitan Counties,Pinal, Nan,1, Nan, Nan,
2015,Arizona,Metropolitan Counties,Yavapai,1,0,0,0,
2015,Arizona,Nonmetropolitan Counties,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Arizona,Nonmetropolitan Counties,Graham,1,0,0,0,
2015,Arkansas,Total,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Arkansas,Cities,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Arkansas,Cities,Bryant,1,0,0,0,20404
2015,Arkansas,Cities,Fort Smith,1,0,0,1,87603
2015,Arkansas,Metropolitan Counties,@@DELETE ME@@, Nan, Nan, Nan, Nan,
2015,Arkansas,Metropolitan Counties,Sebastian,0,1,0,0,
