agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4
Jacinto City,Cities,TEXAS,10825,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacksboro,Cities,TENNESSEE,4410,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,Cities,MICHIGAN,10713,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Center,Cities,OHIO,1453,21,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,DNR,No Data,No Data,No Data,No Data
Jackson County Police Department,Nonmetropolitan Counties,Kentucky,No Data,9,3,16,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jackson Township,Cities,NEW JERSEY,56563,15,1,12,1,0,7,1,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,DNR,2,0,0
"Jackson Township, Butler County",Cities,PENNSYLVANIA,3708,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
"Jackson Township, Cambria County",Cities,PENNSYLVANIA,4180,24,3,1,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
"Jackson Township, Luzerne County",Cities,PENNSYLVANIA,4648,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,DNR,0,0,0,0,0
"Jackson Township, Mahoning County",Cities,OHIO,2042,26,1,1,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jackson Township, Montgomery County",Cities,OHIO,3682,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jackson Township, Stark County",Cities,OHIO,40780,19,0,9,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,1,0,2,0,1,0
Jacksons Gap,Cities,ALABAMA,773,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jacksonville,Cities,ARKANSAS,14950,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacksonville Beach,Cities,FLORIDA,21935,19,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jaffrey,Cities,NEW HAMPSHIRE,5270,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jal,Cities,NEW MEXICO,2181,17,3,8,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jamaica Beach,Cities,TEXAS,1059,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James City County Police Department,Metropolitan Counties,VIRGINIA,No Data,22,0,6,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jamesburg,Cities,NEW JERSEY,6028,25,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
Jamestown,Cities,NEW YORK,82,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janesville,Cities,WISCONSIN,2253,23,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrell,Cities,TEXAS,1209,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasonville,Cities,Indiana,2188,4,0,24,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jasper,Cities,ALABAMA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay,Cities,MAINE,2479,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeannette,Cities,PENNSYLVANIA,9274,25,2,1,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Jeff Davis,Nonmetropolitan Counties,GEORGIA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson,Metropolitan Counties,COLORADO,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson City,Cities,MISSOURI,8549,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson Davis,Nonmetropolitan Counties,LOUISIANA,No Data,12,4,12,0,0,0,0,No Data,No Data,No Data,No Data,0,0,DNR,DNR,0,0,0,DNR,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jefferson Hills Borough,Cities,PENNSYLVANIA,11505,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Jefferson Township,Cities,NEW JERSEY,21418,25,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
"Jefferson Township, Lackawanna County",Cities,Pennsylvania,3675,14,1,13,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
"Jefferson Township, Mercer County",Cities,PENNSYLVANIA,1875,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0
"Jefferson Township, Washington County",Cities,Pennsylvania,1161,15,0,13,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffersontown,Cities,KENTUCKY,27006,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Jeffersonville,Cities,INDIANA,47327,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0
Jellico,Cities,TENNESSEE,2244,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jemison,Cities,ALABAMA,3077,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jena,Cities,Louisiana,3383,9,3,16,No Data,No Data,No Data,No Data,0,DNR,DNR,DNR,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data
Jenkins,Cities,KENTUCKY,2077,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenkins Township,Cities,PENNSYLVANIA,4453,24,3,1,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Jenkintown,Cities,PENNSYLVANIA,4432,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,DNR
Jenks,Cities,OKLAHOMA,21535,21,1,6,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,DNR,0,0,0,0,0,0,1,0,0,0,0,0
Jennerstown,Cities,PENNSYLVANIA,664,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,DNR,DNR,DNR,0,0,0,0
Jennings,Cities,FLORIDA,10140,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerauld,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jermyn,Cities,PENNSYLVANIA,2082,19,8,1,0,0,DNR,DNR,0,DNR,DNR,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0
Jerome,Cities,IDAHO,1645,25,2,1,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jersey,Metropolitan Counties,ILLINOIS,No Data,20,3,5,0,0,0,0,No Data,No Data,No Data,No Data,0,0,DNR,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,DNR
Jersey City,Cities,NEW JERSEY,266179,11,2,15,0,1,1,3,3,5,3,DNR,1,0,0,0,0,3,0,2,2,1,1,0,0,0,3,0,DNR,0,1,3
Jersey Village,Cities,TEXAS,7954,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerseyville,Cities,ILLINOIS,8470,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessamine,Metropolitan Counties,KENTUCKY,No Data,25,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessup,Cities,PENNSYLVANIA,4460,15,4,9,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0,0,0,0,0,0,0,0,DNR,0,0,0,0
Jesup,Cities,GEORGIA,9525,26,1,1,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jewell,Nonmetropolitan Counties,Kansas,No Data,2,2,24,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,0,DNR,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jewett,Cities,OHIO,1197,23,4,1,0,0,0,0,0,0,0,0,0,0,DNR,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Jim Hogg,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Thorpe,Cities,PENNSYLVANIA,4614,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Jim Wells,Nonmetropolitan Counties,TEXAS,No Data,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Jo Daviess,Nonmetropolitan Counties,ILLINOIS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johns Creek,Cities,GEORGIA,84629,26,1,1,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnsburg,Cities,ILLINOIS,6303,19,0,9,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0
Johnson,Metropolitan Counties,KANSAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson City,Cities,TENNESSEE,2021,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson City Village,Cities,NEW YORK,14699,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnsonburg,Cities,PENNSYLVANIA,2351,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,DNR
Johnsonville,Cities,SOUTH CAROLINA,1509,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnston,Cities,IOWA,2345,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnston City,Cities,ILLINOIS,3449,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Johnstown,Cities,PENNSYLVANIA,4973,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0
Joliet,Cities,ILLINOIS,147886,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jones,Metropolitan Counties,GEORGIA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jones Creek,Cities,TEXAS,2076,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonesboro,Cities,ARKANSAS,4752,23,4,1,0,0,0,0,0,0,0,0,0,0,0,DNR,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Jonesborough,Cities,TENNESSEE,5338,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0
Jonesburg,Cities,MISSOURI,722,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Jonestown,Cities,TEXAS,2074,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonesville,Cities,MICHIGAN,968,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joplin,Cities,MISSOURI,52001,23,0,5,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jordan,Cities,MINNESOTA,6203,17,8,3,DNR,DNR,1,DNR,DNR,DNR,DNR,0,0,0,DNR,DNR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jordan Village,Cities,NEW YORK,1326,24,3,1,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josephine,Metropolitan Counties,Oregon,1139,18,1,9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0
Joshua,Cities,TEXAS,6101,24,3,1,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jourdanton,Cities,TEXAS,4355,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juab,Metropolitan Counties,UTAH,No Data,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0
Judith Basin,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judsonia,Cities,ARKANSAS,2028,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0
Junction,Cities,TEXAS,2421,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junction City,Cities,KANSAS,808,23,4,1,0,0,0,0,0,0,0,DNR,0,DNR,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,DNR,0,0,DNR
Juneau,Cities,WISCONSIN,2695,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juniata Valley Regional,Cities,PENNSYLVANIA,2779,15,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Juno Beach,Cities,FLORIDA,3307,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jupiter,Cities,FLORIDA,59039,15,0,13,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jupiter Inlet Colony,Cities,FLORIDA,426,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jupiter Island,Cities,FLORIDA,858,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Jurupa Valley,Cities,California,101316,13,3,12,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0,No Data,No Data,No Data,No Data,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Justice,Cities,Illinois,12974,19,0,9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kadoka,Cities,SOUTH DAKOTA,718,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kahoka,Cities,MISSOURI,2013,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalama,Cities,WASHINGTON,2410,25,1,2,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalamazoo,Cities,MICHIGAN,76325,26,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalamazoo Township,Cities,MICHIGAN,24534,26,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalida,Cities,OHIO,1566,19,8,1,DNR,0,0,0,DNR,DNR,0,0,DNR,0,0,DNR,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,DNR,0
Kalispell,Cities,MONTANA,22470,20,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0
Kalkaska,Cities,MICHIGAN,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamas,Cities,UTAH,2095,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,DNR
Kamiah,Cities,IDAHO,1269,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanab,Cities,UTAH,4406,23,3,2,0,DNR,DNR,DNR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanabec,Nonmetropolitan Counties,Minnesota,No Data,18,5,5,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanawha,Metropolitan Counties,WEST VIRGINIA,No Data,16,0,12,0,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,1,0
Kandiyohi,Nonmetropolitan Counties,Minnesota,No Data,18,5,5,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane,Metropolitan Counties,ILLINOIS,3742,22,5,1,0,DNR,DNR,DNR,0,DNR,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kankakee,Cities,ILLINOIS,26481,22,1,5,0,0,0,DNR,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kannapolis,Cities,NORTH CAROLINA,46867,26,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanopolis,Cities,Kansas,470,15,0,13,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Kansas City,Cities,MISSOURI,478364,5,3,20,13,16,21,26,8,15,11,13,12,14,16,7,0,DNR,DNR,DNR,6,9,11,5,0,0,0,0,7,7,16,13
Kaplan,Cities,Louisiana,4619,12,3,13,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,DNR,0,0,DNR,DNR,0,0,0,0,0,DNR
Karnes,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnes City,Cities,TEXAS,3437,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasson,Cities,Minnesota,6157,15,4,9,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0,No Data,No Data,No Data,No Data,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katy,Cities,TEXAS,16589,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaufman,Metropolitan Counties,TEXAS,6971,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaukauna,Cities,WISCONSIN,15928,26,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaw City,Cities,OKLAHOMA,375,4,0,24,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Kay,Nonmetropolitan Counties,OKLAHOMA,No Data,23,0,5,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysville,Cities,UTAH,31055,26,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keansburg,Cities,NEW JERSEY,9828,4,1,23,11,6,7,2,3,8,3,2,2,7,2,0,1,0,2,1,1,1,1,1,0,1,1,0,DNR,1,2,2
Kearney,Cities,MISSOURI,No Data,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kearny,Cities,NEW JERSEY,42208,21,4,3,0,0,0,0,DNR,DNR,0,DNR,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,DNR,0,0,0
Kechi,Cities,KANSAS,2013,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0
Keego Harbor,Cities,MICHIGAN,3040,22,0,6,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Keene,Cities,NEW HAMPSHIRE,6206,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keenesburg,Cities,Colorado,1208,19,0,9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keiser,Cities,Arkansas,694,15,4,9,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,DNR,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,0,0,0,0
Keith,Nonmetropolitan Counties,NEBRASKA,No Data,26,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keizer,Cities,OREGON,38165,24,0,4,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keller,Cities,TEXAS,47047,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kellogg,Cities,IDAHO,2061,26,1,1,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kellyville,Cities,Oklahoma,1147,9,2,17,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,0,0,0,0,0,0,0,0,0,0
Kelso,Cities,WASHINGTON,11897,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Kemah,Cities,TEXAS,2028,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Kemmerer,Cities,WYOMING,2757,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemp,Cities,TEXAS,1178,8,0,20,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Kemper,Nonmetropolitan Counties,Mississippi,No Data,18,1,9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
