agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,zeroClass,dnrClass,reportClass,popClass
Freestone,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Frio,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Fulton,Nonmetropolitan Counties,KENTUCKY,1580,27,0,1,6,0,0,3
Fulton County Police Department,Metropolitan Counties,GEORGIA,No Data,6,4,18,1,1,4,-1
Furnas,Nonmetropolitan Counties,Nebraska,No Data,7,0,21,1,0,5,-1
Gage,Nonmetropolitan Counties,NEBRASKA,No Data,27,0,1,6,0,0,-1
Gallia,Nonmetropolitan Counties,OHIO,No Data,25,0,3,6,0,0,-1
Garden,Nonmetropolitan Counties,Nebraska,No Data,2,2,24,0,0,6,-1
Garfield,Nonmetropolitan Counties,MONTANA,596,24,3,1,6,0,0,2
Garland,Metropolitan Counties,ARKANSAS,2449,22,3,3,5,0,1,3
Garrard,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Garrett,Nonmetropolitan Counties,MARYLAND,432,24,3,1,6,0,0,2
Garvin,Nonmetropolitan Counties,OKLAHOMA,No Data,26,0,2,6,0,0,-1
Garza,Nonmetropolitan Counties,TEXAS,No Data,26,1,1,6,0,0,-1
Gasconade,Nonmetropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
Gaston County Police Department,Metropolitan Counties,NORTH CAROLINA,No Data,18,0,10,4,0,2,-1
Gates,Nonmetropolitan Counties,NORTH CAROLINA,623,27,0,1,6,0,0,2
Geary,Metropolitan Counties,KANSAS,1309,27,0,1,6,0,0,3
Geauga,Metropolitan Counties,OHIO,No Data,24,1,3,6,0,0,-1
Gem,Metropolitan Counties,IDAHO,No Data,27,0,1,6,0,0,-1
Genesee,Metropolitan Counties,MICHIGAN,No Data,25,2,1,6,0,0,-1
George,Nonmetropolitan Counties,Mississippi,No Data,5,3,20,1,0,5,-1
Gila,Nonmetropolitan Counties,ARIZONA,No Data,25,2,1,6,0,0,-1
Gilchrist,Metropolitan Counties,FLORIDA,No Data,20,0,8,5,0,2,-1
Giles,Nonmetropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Gilliam,Nonmetropolitan Counties,OREGON,No Data,4,0,24,1,0,6,-1
Gilmer,Nonmetropolitan Counties,GEORGIA,5104,25,2,1,6,0,0,3
Gilpin,Metropolitan Counties,COLORADO,No Data,26,0,2,6,0,0,-1
Glacier,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Glades,Nonmetropolitan Counties,FLORIDA,No Data,20,0,8,5,0,2,-1
Glascock,Nonmetropolitan Counties,Georgia,No Data,10,1,17,2,0,4,-1
Glasscock,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Glenn,Nonmetropolitan Counties,CALIFORNIA,No Data,26,0,2,6,0,0,-1
Glynn,Metropolitan Counties,GEORGIA,No Data,17,2,9,4,0,2,-1
Glynn County Police Department,Metropolitan Counties,GEORGIA,No Data,26,1,1,6,0,2,-1
Gogebic,Nonmetropolitan Counties,Michigan,No Data,20,3,5,5,0,1,-1
Golden Valley,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Goliad,Metropolitan Counties,TEXAS,No Data,26,0,2,6,0,0,-1
Goochland,Metropolitan Counties,VIRGINIA,No Data,25,0,3,6,0,0,-1
Goodhue,Nonmetropolitan Counties,Minnesota,No Data,16,3,9,4,0,2,-1
Gosper,Nonmetropolitan Counties,Nebraska,No Data,18,5,5,4,1,0,-1
Gove,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Grady,Nonmetropolitan Counties,GEORGIA,No Data,26,0,2,6,0,0,-1
Graham,Nonmetropolitan Counties,ARIZONA,8857,25,2,1,6,0,0,3
Grainger,Metropolitan Counties,TENNESSEE,No Data,26,0,2,6,0,0,-1
Grand,Nonmetropolitan Counties,COLORADO,No Data,24,3,1,6,0,0,-1
Grand Isle,Metropolitan Counties,VERMONT,No Data,27,0,1,6,0,0,-1
Grand Traverse,Nonmetropolitan Counties,MICHIGAN,No Data,20,0,8,5,0,2,-1
Granite,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Grant,Metropolitan Counties,LOUISIANA,No Data,27,0,1,6,0,0,-1
Granville,Nonmetropolitan Counties,NORTH CAROLINA,5762,18,9,1,4,2,0,3
Gratiot,Nonmetropolitan Counties,MICHIGAN,No Data,24,1,3,6,0,0,-1
Graves,Nonmetropolitan Counties,KENTUCKY,No Data,26,0,2,6,0,0,-1
Grays Harbor,Nonmetropolitan Counties,WASHINGTON,No Data,24,0,4,6,0,1,-1
Green,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Greene,Metropolitan Counties,ALABAMA,No Data,27,0,1,6,0,0,-1
Greenlee,Nonmetropolitan Counties,Arizona,No Data,3,0,25,0,0,6,-1
Greensville,Nonmetropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Greer,Nonmetropolitan Counties,OKLAHOMA,28197,26,1,1,6,0,2,4
Gregg,Metropolitan Counties,TEXAS,No Data,26,1,1,6,0,0,-1
Grenada,Nonmetropolitan Counties,MISSISSIPPI,No Data,17,6,5,4,1,1,-1
Griggs,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Grimes,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Grundy,Metropolitan Counties,ILLINOIS,970,25,2,1,6,0,0,2
Guernsey,Nonmetropolitan Counties,OHIO,1193,15,5,8,3,1,2,3
Guilford,Metropolitan Counties,NORTH CAROLINA,22861,22,0,6,5,0,1,4
Gulf,Nonmetropolitan Counties,FLORIDA,No Data,20,0,8,5,0,2,-1
Guthrie,Metropolitan Counties,IOWA,11486,27,0,1,6,0,0,4
Gwinnett County Police Department,Metropolitan Counties,Georgia,No Data,5,0,23,1,0,5,-1
Habersham,Nonmetropolitan Counties,GEORGIA,No Data,26,1,1,6,0,4,-1
Hale,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Hall,Metropolitan Counties,GEORGIA,No Data,27,0,1,6,0,0,-1
Hamblen,Metropolitan Counties,TENNESSEE,No Data,26,0,2,6,0,0,-1
Hamlin,Nonmetropolitan Counties,SOUTH DAKOTA,2026,26,1,1,6,0,0,3
Hampshire,Metropolitan Counties,WEST VIRGINIA,No Data,24,3,1,6,0,0,-1
Hancock,Nonmetropolitan Counties,GEORGIA,397,26,1,1,6,0,5,2
Hand,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,27,0,1,6,0,0,-1
Hansford,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Haralson,Metropolitan Counties,GEORGIA,No Data,13,6,9,3,1,2,-1
Hardee,Nonmetropolitan Counties,FLORIDA,No Data,20,0,8,5,0,2,-1
Hardeman,Nonmetropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Hardin,Metropolitan Counties,KENTUCKY,No Data,25,2,1,6,0,0,-1
Harding,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,27,0,1,6,0,0,-1
Harford,Metropolitan Counties,MARYLAND,No Data,18,0,10,4,0,2,-1
Harmon,Nonmetropolitan Counties,OKLAHOMA,No Data,27,0,1,6,0,0,-1
Harnett,Nonmetropolitan Counties,NORTH CAROLINA,No Data,26,0,2,6,0,0,-1
Harney,Nonmetropolitan Counties,Oregon,No Data,3,0,25,0,0,6,-1
Harper,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Harris,Metropolitan Counties,TEXAS,No Data,25,2,1,6,0,0,-1
Hart,Nonmetropolitan Counties,GEORGIA,2103,27,0,1,6,0,0,3
Hartley,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Hartsville-Trousdale,Metropolitan Counties,TENNESSEE,No Data,4,0,24,1,0,6,-1
Hartsville/Trousdale,Metropolitan Counties,Tennessee,No Data,23,0,5,5,0,1,-1
Harvey,Metropolitan Counties,KANSAS,1779,27,0,1,6,0,0,3
Hawkins,Metropolitan Counties,TENNESSEE,1296,27,0,1,6,0,0,3
Hayes,Nonmetropolitan Counties,Nebraska,No Data,3,0,25,0,0,6,-1
Haywood,Metropolitan Counties,NORTH CAROLINA,No Data,26,0,2,6,0,0,-1
Heard,Metropolitan Counties,GEORGIA,No Data,26,1,1,6,0,0,-1
Hendricks,Metropolitan Counties,Indiana,No Data,8,0,20,2,0,5,-1
Hendry,Nonmetropolitan Counties,FLORIDA,No Data,20,0,8,5,0,2,-1
Hennepin,Metropolitan Counties,Minnesota,No Data,18,0,10,4,0,2,-1
Henrico County Police Department,Metropolitan Counties,VIRGINIA,No Data,12,0,16,3,0,4,-1
Henry,Metropolitan Counties,ALABAMA,No Data,27,0,1,6,0,0,-1
Henry County Police Department,Metropolitan Counties,GEORGIA,No Data,12,1,15,3,0,3,-1
Herkimer,Metropolitan Counties,NEW YORK,No Data,25,2,1,6,0,0,-1
Hernando,Metropolitan Counties,FLORIDA,15793,23,0,5,5,0,1,4
Hettinger,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Hickman,Metropolitan Counties,TENNESSEE,No Data,26,1,1,6,0,2,-1
Highlands,Nonmetropolitan Counties,FLORIDA,939,27,0,1,6,0,0,2
Hill,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Hillsborough,Metropolitan Counties,FLORIDA,6475,27,0,1,6,0,0,3
Hinds,Metropolitan Counties,Mississippi,No Data,4,0,24,1,0,6,-1
Hocking,Nonmetropolitan Counties,OHIO,No Data,25,2,1,6,0,0,-1
Hockley,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Hodgeman,Nonmetropolitan Counties,KANSAS,No Data,26,1,1,6,0,5,-1
Hoke,Metropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Holmes,Nonmetropolitan Counties,FLORIDA,No Data,27,0,1,6,0,0,-1
Hood,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Hooker,Nonmetropolitan Counties,NEBRASKA,2009,26,1,1,6,0,4,3
Hopkins,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Horry,Metropolitan Counties,SOUTH CAROLINA,No Data,24,3,1,6,0,0,-1
Horry County Police Department,Metropolitan Counties,SOUTH CAROLINA,No Data,15,0,13,3,0,3,-1
Hot Spring,Nonmetropolitan Counties,Arkansas,No Data,3,0,25,0,0,6,-1
Howard,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Howard County Police Department,Metropolitan Counties,MARYLAND,No Data,22,2,4,5,0,1,-1
Hudspeth,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Huerfano,Nonmetropolitan Counties,COLORADO,No Data,25,1,2,6,0,0,-1
Hughes,Nonmetropolitan Counties,OKLAHOMA,No Data,27,0,1,6,0,0,-1
Humboldt,Nonmetropolitan Counties,NEVADA,8324,26,1,1,6,0,0,3
Humphreys,Nonmetropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Hunt,Metropolitan Counties,TEXAS,No Data,25,0,3,6,0,0,-1
Hyde,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Iberville,Metropolitan Counties,Louisiana,No Data,1,3,24,0,0,6,-1
Ida,Nonmetropolitan Counties,IOWA,214,26,0,2,6,0,0,2
Idaho,Nonmetropolitan Counties,IDAHO,No Data,27,0,1,6,0,0,-1
Independence,Nonmetropolitan Counties,ARKANSAS,1342,27,0,1,6,0,0,3
Indian River,Metropolitan Counties,FLORIDA,No Data,20,0,8,5,0,2,-1
Ingham,Metropolitan Counties,MICHIGAN,No Data,25,0,3,6,0,0,-1
Inyo,Nonmetropolitan Counties,CALIFORNIA,No Data,27,0,1,6,0,0,-1
Iosco,Nonmetropolitan Counties,MICHIGAN,No Data,27,0,1,6,0,0,-1
Iowa,Metropolitan Counties,WISCONSIN,No Data,27,0,1,6,0,0,-1
Iredell,Nonmetropolitan Counties,NORTH CAROLINA,No Data,23,0,5,5,0,1,-1
Irion,Metropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Iron,Nonmetropolitan Counties,MICHIGAN,No Data,27,0,1,6,0,0,-1
Iroquois,Nonmetropolitan Counties,ILLINOIS,No Data,27,0,1,6,0,0,-1
Irwin,Nonmetropolitan Counties,GEORGIA,3838,22,5,1,5,1,0,3
Isabella,Nonmetropolitan Counties,MICHIGAN,No Data,26,0,2,6,0,0,-1
Isanti,Metropolitan Counties,Minnesota,5417,16,3,9,4,0,2,3
Island,Nonmetropolitan Counties,WASHINGTON,No Data,27,0,1,6,0,0,-1
Isle of Wight,Metropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Itawamba,Nonmetropolitan Counties,Mississippi,No Data,5,3,20,1,0,5,-1
Izard,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Jack,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Jackson County Police Department,Nonmetropolitan Counties,Kentucky,No Data,9,3,16,2,0,4,-1
James City County Police Department,Metropolitan Counties,VIRGINIA,No Data,22,0,6,5,0,1,-1
Jeff Davis,Nonmetropolitan Counties,GEORGIA,No Data,27,0,1,6,0,0,-1
Jefferson,Metropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Jefferson Davis,Nonmetropolitan Counties,LOUISIANA,No Data,12,4,12,3,1,0,-1
Jerauld,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,26,0,2,6,0,0,-1
Jersey,Metropolitan Counties,ILLINOIS,No Data,20,3,5,5,0,1,-1
Jessamine,Metropolitan Counties,KENTUCKY,No Data,25,0,3,6,0,0,-1
Jewell,Nonmetropolitan Counties,Kansas,No Data,2,2,24,0,0,6,-1
Jim Hogg,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Jim Wells,Nonmetropolitan Counties,TEXAS,No Data,24,3,1,6,0,0,-1
Jo Daviess,Nonmetropolitan Counties,ILLINOIS,No Data,27,0,1,6,0,0,-1
Johnson,Metropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Jones,Metropolitan Counties,GEORGIA,No Data,27,0,1,6,0,0,-1
Josephine,Metropolitan Counties,Oregon,1139,18,1,9,4,0,2,3
Juab,Metropolitan Counties,UTAH,No Data,26,1,1,6,0,0,-1
Judith Basin,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Kanabec,Nonmetropolitan Counties,Minnesota,No Data,18,5,5,4,1,0,-1
Kanawha,Metropolitan Counties,WEST VIRGINIA,No Data,16,0,12,4,0,3,-1
Kandiyohi,Nonmetropolitan Counties,Minnesota,No Data,18,5,5,4,1,3,-1
Kane,Metropolitan Counties,ILLINOIS,3742,22,5,1,5,1,0,3
Karnes,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Kaufman,Metropolitan Counties,TEXAS,6971,27,0,1,6,0,0,3
Kay,Nonmetropolitan Counties,OKLAHOMA,No Data,23,0,5,5,0,1,-1
Keith,Nonmetropolitan Counties,NEBRASKA,No Data,26,0,2,6,0,0,-1
Kemper,Nonmetropolitan Counties,Mississippi,No Data,18,1,9,4,0,2,-1
Kendall,Metropolitan Counties,ILLINOIS,476,27,0,1,6,0,0,2
Kennebec,Nonmetropolitan Counties,MAINE,No Data,26,0,2,6,0,0,-1
Kent,Metropolitan Counties,MICHIGAN,85768,27,0,1,6,0,0,4
Kenton,Metropolitan Counties,KENTUCKY,1213,27,0,1,6,0,0,3
Kenton County Police Department,Metropolitan Counties,KENTUCKY,No Data,25,0,3,6,0,0,-1
Kern,Metropolitan Counties,CALIFORNIA,No Data,13,0,15,3,0,3,-1
Kerr,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Kershaw,Metropolitan Counties,SOUTH CAROLINA,No Data,24,3,1,6,0,0,-1
Keweenaw,Nonmetropolitan Counties,MICHIGAN,No Data,20,3,5,5,0,1,-1
Keya Paha,Nonmetropolitan Counties,Nebraska,No Data,14,1,13,3,0,3,-1
Kidder,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Kimball,Nonmetropolitan Counties,NEBRASKA,1398,27,0,1,6,0,0,3
Kimble,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
King George,Nonmetropolitan Counties,VIRGINIA,No Data,24,0,4,6,0,1,-1
King William,Metropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
King and Queen,Metropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Kings,Metropolitan Counties,CALIFORNIA,No Data,25,0,3,6,0,0,-1
Kinney,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Kit Carson,Nonmetropolitan Counties,COLORADO,No Data,25,0,3,6,0,0,-1
Kitsap,Metropolitan Counties,WASHINGTON,No Data,18,0,10,4,0,2,-1
Kittson,Nonmetropolitan Counties,MINNESOTA,No Data,19,4,5,4,1,1,-1
Klamath,Nonmetropolitan Counties,OREGON,No Data,4,0,24,1,0,6,-1
Kleberg,Nonmetropolitan Counties,TEXAS,No Data,25,2,1,6,0,0,-1
Klickitat,Nonmetropolitan Counties,WASHINGTON,No Data,24,2,2,6,0,0,-1
Knott,Nonmetropolitan Counties,KENTUCKY,No Data,26,0,2,6,0,0,-1
Knox,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Koochiching,Nonmetropolitan Counties,Minnesota,No Data,7,0,21,1,0,5,-1
Kootenai,Metropolitan Counties,IDAHO,No Data,18,0,10,4,0,2,-1
Kosciusko,Nonmetropolitan Counties,Indiana,No Data,5,3,20,1,0,5,-1
Kossuth,Nonmetropolitan Counties,IOWA,No Data,27,0,1,6,0,0,-1
La Paz,Nonmetropolitan Counties,ARIZONA,No Data,22,2,4,5,0,1,-1
Labette,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Lac Qui Parle,Nonmetropolitan Counties,Minnesota,No Data,11,0,17,2,0,4,-1
Laclede,Nonmetropolitan Counties,MISSOURI,No Data,24,0,4,6,0,1,-1
Lafourche,Metropolitan Counties,Louisiana,No Data,5,0,23,1,0,5,-1
Lake,Nonmetropolitan Counties,CALIFORNIA,No Data,25,2,1,6,0,0,-1
Lake of the Woods,Nonmetropolitan Counties,Minnesota,No Data,15,0,13,3,0,3,-1
Lamar,Nonmetropolitan Counties,ALABAMA,No Data,27,0,1,6,0,0,-1
Lamb,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Lamoille,Nonmetropolitan Counties,VERMONT,No Data,24,0,4,6,0,1,-1
Lamoure,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Lander,Nonmetropolitan Counties,NEVADA,7699,27,0,1,6,0,0,3
Lane,Metropolitan Counties,OREGON,471,27,0,1,6,0,0,2
Langlade,Nonmetropolitan Counties,WISCONSIN,No Data,27,0,1,6,0,0,-1
Lanier,Metropolitan Counties,GEORGIA,No Data,24,3,1,6,0,0,-1
Laramie,Metropolitan Counties,WYOMING,29742,27,0,1,6,0,0,4
Larimer,Metropolitan Counties,COLORADO,No Data,12,0,16,3,0,4,-1
Larue,Metropolitan Counties,KENTUCKY,No Data,26,0,2,6,0,0,-1
Lassen,Nonmetropolitan Counties,CALIFORNIA,No Data,27,0,1,6,0,0,-1
Latah,Nonmetropolitan Counties,IDAHO,No Data,27,0,1,6,0,0,-1
Latimer,Nonmetropolitan Counties,OKLAHOMA,No Data,26,0,2,6,0,0,-1
Lauderdale,Metropolitan Counties,ALABAMA,No Data,25,0,3,6,0,0,-1
Laurens,Metropolitan Counties,SOUTH CAROLINA,9464,27,0,1,6,0,0,3
Lavaca,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Le Flore,Metropolitan Counties,OKLAHOMA,No Data,23,0,5,5,0,1,-1
Le Sueur,Nonmetropolitan Counties,Minnesota,No Data,16,6,6,4,1,0,-1
Lea,Nonmetropolitan Counties,NEW MEXICO,No Data,11,5,12,2,1,3,-1
Leelanau,Nonmetropolitan Counties,MICHIGAN,No Data,19,3,6,4,0,1,-1
Leflore,Nonmetropolitan Counties,MISSISSIPPI,No Data,12,4,12,3,1,2,-1
Lemhi,Nonmetropolitan Counties,IDAHO,No Data,27,0,1,6,0,0,-1
Lenawee,Nonmetropolitan Counties,MICHIGAN,No Data,19,0,9,4,0,2,-1
Leon,Metropolitan Counties,FLORIDA,No Data,27,0,1,6,0,0,-1
Letcher,Nonmetropolitan Counties,KENTUCKY,No Data,26,0,2,6,0,0,-1
Levy,Nonmetropolitan Counties,FLORIDA,No Data,20,0,8,5,0,2,-1
Lewis,Nonmetropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Lewis and Clark,Nonmetropolitan Counties,MONTANA,No Data,17,0,11,4,0,2,-1
Liberty,Nonmetropolitan Counties,FLORIDA,No Data,27,0,1,6,0,0,-1
Licking,Metropolitan Counties,OHIO,2957,24,3,1,6,0,0,3
Linn,Metropolitan Counties,IOWA,No Data,26,1,1,6,0,2,-1
Little River,Nonmetropolitan Counties,ARKANSAS,541,26,1,1,6,0,0,2
Livingston,Metropolitan Counties,LOUISIANA,5129,27,0,1,6,0,0,3
Logan,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Long,Metropolitan Counties,Georgia,No Data,14,5,9,3,1,2,-1
Lonoke,Metropolitan Counties,ARKANSAS,4244,27,0,1,6,0,0,3
Loudoun,Metropolitan Counties,VIRGINIA,No Data,16,0,12,4,0,3,-1
Love,Nonmetropolitan Counties,OKLAHOMA,No Data,27,0,1,6,0,0,-1
Loving,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Lowndes,Metropolitan Counties,ALABAMA,No Data,25,2,1,6,0,0,-1
Lucas,Nonmetropolitan Counties,IOWA,No Data,27,0,1,6,0,0,-1
Luce,Nonmetropolitan Counties,MICHIGAN,No Data,26,0,2,6,0,0,-1
Luna,Nonmetropolitan Counties,NEW MEXICO,No Data,3,1,24,0,0,6,-1
Lycoming,Metropolitan Counties,Pennsylvania,No Data,17,6,5,4,1,1,-1
Lyon,Nonmetropolitan Counties,IOWA,No Data,26,1,1,6,0,1,-1
Mackinac,Nonmetropolitan Counties,MICHIGAN,No Data,27,0,1,6,0,0,-1
Macomb,Metropolitan Counties,MICHIGAN,18402,25,0,3,6,0,0,4
Macon,Metropolitan Counties,ILLINOIS,No Data,27,0,1,6,0,0,-1
Macoupin,Metropolitan Counties,ILLINOIS,No Data,27,0,1,6,0,0,-1
Magoffin,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Mahaska,Nonmetropolitan Counties,IOWA,No Data,19,8,1,4,2,0,-1
Mahnomen,Nonmetropolitan Counties,Minnesota,No Data,9,5,14,2,1,3,-1
Mahoning,Metropolitan Counties,Ohio,No Data,0,3,25,0,0,6,-1
Major,Nonmetropolitan Counties,OKLAHOMA,No Data,27,0,1,6,0,0,-1
Malheur,Nonmetropolitan Counties,OREGON,No Data,4,0,24,1,0,6,-1
Manatee,Metropolitan Counties,FLORIDA,No Data,17,0,11,4,0,2,-1
Manitowoc,Nonmetropolitan Counties,WISCONSIN,33288,27,0,1,6,0,0,4
Marathon,Metropolitan Counties,WISCONSIN,No Data,27,0,1,6,0,0,-1
Marengo,Nonmetropolitan Counties,ALABAMA,2511,25,2,1,6,0,0,3
Maries,Nonmetropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
Marin,Metropolitan Counties,CALIFORNIA,No Data,24,0,4,6,0,1,-1
Mariposa,Nonmetropolitan Counties,CALIFORNIA,No Data,26,0,2,6,0,0,-1
Marlboro,Nonmetropolitan Counties,SOUTH CAROLINA,No Data,25,0,3,6,0,0,-1
Marshall,Nonmetropolitan Counties,KENTUCKY,24749,27,0,1,6,0,0,4
Martin,Metropolitan Counties,FLORIDA,11285,27,0,1,6,0,0,4
Massac,Nonmetropolitan Counties,ILLINOIS,No Data,27,0,1,6,0,0,-1
Matagorda,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Mathews,Metropolitan Counties,VIRGINIA,No Data,24,0,4,6,0,1,-1
Maury,Nonmetropolitan Counties,TENNESSEE,No Data,25,0,3,6,0,0,-1
Maverick,Nonmetropolitan Counties,TEXAS,No Data,26,1,1,6,0,0,-1
Mayes,Nonmetropolitan Counties,OKLAHOMA,No Data,24,3,1,6,0,0,-1
McClain,Metropolitan Counties,OKLAHOMA,No Data,25,0,3,6,0,0,-1
McCone,Nonmetropolitan Counties,MONTANA,No Data,26,0,2,6,0,0,-1
McCracken,Nonmetropolitan Counties,KENTUCKY,No Data,21,0,7,5,0,1,-1
McCreary,Nonmetropolitan Counties,KENTUCKY,No Data,26,0,2,6,0,0,-1
McCulloch,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
McDonald,Metropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
McDowell,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
McDuffie,Metropolitan Counties,GEORGIA,No Data,26,1,1,6,0,0,-1
McLennan,Metropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
McLeod,Nonmetropolitan Counties,Minnesota,No Data,2,5,21,0,1,5,-1
McMinn,Nonmetropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
McMullen,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
McNairy,Nonmetropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Meagher,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Mecklenburg,Nonmetropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Mecosta,Nonmetropolitan Counties,MICHIGAN,No Data,23,0,5,5,0,1,-1
Mellette,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,24,0,4,6,0,1,-1
Menard,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Mendocino,Nonmetropolitan Counties,CALIFORNIA,No Data,20,0,8,5,0,2,-1
Menifee,Nonmetropolitan Counties,KENTUCKY,45933,27,0,1,6,0,0,4
Menominee,Nonmetropolitan Counties,MICHIGAN,No Data,27,0,1,6,0,0,-1
Mercer,Metropolitan Counties,ILLINOIS,No Data,22,5,1,5,1,0,-1
Meriwether,Metropolitan Counties,GEORGIA,No Data,24,3,1,6,0,0,-1
Merrick,Metropolitan Counties,Nebraska,No Data,9,2,17,2,0,4,-1
Metcalfe,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Miami-Dade,Metropolitan Counties,FLORIDA,No Data,19,2,7,4,0,1,-1
Milam,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Millard,Nonmetropolitan Counties,UTAH,No Data,27,0,1,6,0,0,-1
Mille Lacs,Nonmetropolitan Counties,MINNESOTA,No Data,14,8,6,3,2,1,-1
Miller,Nonmetropolitan Counties,GEORGIA,1427,27,0,1,6,0,0,3
Mills,Metropolitan Counties,IOWA,3854,27,0,1,6,0,0,3
Mineral,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Mingo,Nonmetropolitan Counties,WEST VIRGINIA,No Data,26,1,1,6,0,1,-1
Minidoka,Nonmetropolitan Counties,IDAHO,No Data,27,0,1,6,0,0,-1
