agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,zeroClass,dnrClass,reportClass,popClass
Minnehaha,Metropolitan Counties,SOUTH DAKOTA,No Data,22,0,6,5,0,1,-1
Missaukee,Nonmetropolitan Counties,MICHIGAN,No Data,19,3,6,4,0,1,-1
Mississippi,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Mitchell,Nonmetropolitan Counties,GEORGIA,No Data,27,0,1,6,0,0,-1
Modoc,Nonmetropolitan Counties,CALIFORNIA,No Data,27,0,1,6,0,0,-1
Moffat,Nonmetropolitan Counties,COLORADO,No Data,26,0,2,6,0,0,-1
Mohave,Metropolitan Counties,ARIZONA,No Data,24,1,3,6,0,0,-1
Moniteau,Metropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
Mono,Nonmetropolitan Counties,CALIFORNIA,No Data,27,0,1,6,0,0,-1
Monona,Nonmetropolitan Counties,IOWA,8288,27,0,1,6,0,0,3
Monongalia,Metropolitan Counties,WEST VIRGINIA,No Data,27,0,1,6,0,0,-1
Montcalm,Nonmetropolitan Counties,MICHIGAN,No Data,21,0,7,5,0,1,-1
Montezuma,Nonmetropolitan Counties,COLORADO,3141,26,1,1,6,0,3,3
Montgomery County Police Department,Metropolitan Counties,MARYLAND,No Data,2,1,25,0,0,6,-1
Montmorency,Nonmetropolitan Counties,MICHIGAN,No Data,27,0,1,6,0,0,-1
Morehouse,Nonmetropolitan Counties,LOUISIANA,916,27,0,1,6,0,0,2
Morgan,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Morrill,Nonmetropolitan Counties,NEBRASKA,No Data,12,3,13,3,0,3,-1
Motley,Nonmetropolitan Counties,TEXAS,No Data,26,1,1,6,0,1,-1
Mountrail,Nonmetropolitan Counties,NORTH DAKOTA,No Data,25,0,3,6,0,0,-1
Mower,Nonmetropolitan Counties,MINNESOTA,No Data,15,4,9,3,1,2,-1
Muhlenberg,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Muhlenberg County Police Department,Nonmetropolitan Counties,Kentucky,No Data,14,0,14,3,0,0,-1
Multnomah,Metropolitan Counties,Oregon,No Data,3,0,25,0,0,6,-1
Muscogee,Metropolitan Counties,Georgia,No Data,11,8,9,2,2,2,-1
Muskingum,Nonmetropolitan Counties,OHIO,No Data,15,8,5,3,2,1,-1
Musselshell,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Nance,Nonmetropolitan Counties,NEBRASKA,No Data,15,5,8,3,1,2,-1
Nash,Metropolitan Counties,NORTH CAROLINA,3177,26,1,1,6,0,0,3
Nassau,Metropolitan Counties,NEW YORK,No Data,20,0,8,5,0,2,-1
Natchitoches,Nonmetropolitan Counties,Louisiana,No Data,8,3,17,2,0,4,-1
Natrona,Metropolitan Counties,WYOMING,No Data,27,0,1,6,0,0,-1
Navajo,Nonmetropolitan Counties,ARIZONA,No Data,7,1,20,1,0,5,-1
Navarro,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Nelson,Metropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Nemaha,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Neosho,Nonmetropolitan Counties,KANSAS,12218,27,0,1,6,0,0,4
Ness,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Nevada,Nonmetropolitan Counties,ARKANSAS,8230,27,0,1,6,0,0,3
New Castle County Police Department,Metropolitan Counties,DELAWARE,No Data,13,0,15,3,0,3,-1
New Hanover,Metropolitan Counties,NORTH CAROLINA,No Data,20,0,8,5,0,2,-1
New Kent,Metropolitan Counties,VIRGINIA,No Data,25,0,3,6,0,0,-1
Nez Perce,Metropolitan Counties,IDAHO,No Data,27,0,1,6,0,0,-1
Niagara,Metropolitan Counties,NEW YORK,1580,27,0,1,6,0,0,3
Nicholas,Nonmetropolitan Counties,WEST VIRGINIA,No Data,27,0,1,6,0,0,-1
Nicollet,Metropolitan Counties,MINNESOTA,No Data,21,5,2,5,1,0,-1
Niobrara,Nonmetropolitan Counties,WYOMING,No Data,16,3,9,4,0,2,-1
Noble,Nonmetropolitan Counties,INDIANA,No Data,27,0,1,6,0,0,-1
Nobles,Nonmetropolitan Counties,Minnesota,No Data,18,5,5,4,1,0,-1
Nodaway,Nonmetropolitan Counties,MISSOURI,No Data,26,0,2,6,0,0,-1
Nolan,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Nottoway,Nonmetropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Nueces,Metropolitan Counties,TEXAS,No Data,26,0,2,6,0,0,-1
Nye,Nonmetropolitan Counties,NEVADA,No Data,17,1,10,4,0,2,-1
O'Brien,Nonmetropolitan Counties,IOWA,No Data,27,0,1,6,0,0,-1
Oceana,Nonmetropolitan Counties,MICHIGAN,1341,24,0,4,6,0,1,3
Ochiltree,Nonmetropolitan Counties,TEXAS,No Data,25,2,1,6,0,0,-1
Oconee,Nonmetropolitan Counties,SOUTH CAROLINA,No Data,27,0,1,6,0,0,-1
Ogemaw,Nonmetropolitan Counties,MICHIGAN,No Data,22,0,6,5,0,1,-1
Ogle,Nonmetropolitan Counties,ILLINOIS,No Data,27,0,1,6,0,0,-1
Ohio,Nonmetropolitan Counties,KENTUCKY,No Data,25,1,2,6,0,0,-1
Okaloosa,Metropolitan Counties,FLORIDA,No Data,16,0,12,4,0,3,-1
Okanogan,Nonmetropolitan Counties,WASHINGTON,No Data,26,0,2,6,0,0,-1
Okfuskee,Nonmetropolitan Counties,OKLAHOMA,No Data,27,0,1,6,0,0,-1
Oklahoma,Metropolitan Counties,OKLAHOMA,No Data,23,0,5,5,0,1,-1
Oktibbeha,Nonmetropolitan Counties,MISSISSIPPI,No Data,6,6,16,1,0,4,-1
Oldham,Metropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Oldham County Police Department,Metropolitan Counties,KENTUCKY,No Data,22,0,6,5,0,1,-1
Oliver,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Olmsted,Metropolitan Counties,MINNESOTA,No Data,15,7,6,3,1,1,-1
Oneida,Nonmetropolitan Counties,IDAHO,3707,27,0,1,6,0,0,3
Onondaga,Metropolitan Counties,NEW YORK,No Data,25,2,1,6,0,0,-1
Onslow,Metropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Ontonagon,Nonmetropolitan Counties,MICHIGAN,No Data,25,1,2,6,0,0,-1
Orange,Metropolitan Counties,CALIFORNIA,4841,27,0,1,6,0,0,3
Orleans,Metropolitan Counties,NEW YORK,No Data,27,0,1,6,0,0,-1
Osborne,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Osceola,Metropolitan Counties,FLORIDA,909,27,0,1,6,0,0,2
Oscoda,Nonmetropolitan Counties,MICHIGAN,No Data,26,0,2,6,0,0,-1
Otero,Nonmetropolitan Counties,COLORADO,No Data,25,1,2,6,0,0,-1
Otoe,Nonmetropolitan Counties,Nebraska,No Data,11,0,17,2,0,4,-1
Ottawa,Metropolitan Counties,MICHIGAN,4385,27,0,1,6,0,0,3
Otter Tail,Nonmetropolitan Counties,Minnesota,No Data,18,5,5,4,1,0,-1
Ouachita,Nonmetropolitan Counties,ARKANSAS,No Data,18,8,2,4,2,0,-1
Outagamie,Metropolitan Counties,WISCONSIN,No Data,25,0,3,6,0,0,-1
Overton,Nonmetropolitan Counties,TENNESSEE,2532,27,0,1,6,0,0,3
Owen,Nonmetropolitan Counties,KENTUCKY,929,26,0,2,6,0,0,2
Owsley,Nonmetropolitan Counties,Kentucky,No Data,19,0,9,4,0,2,-1
Owyhee,Metropolitan Counties,IDAHO,No Data,27,0,1,6,0,0,-1
Ozaukee,Metropolitan Counties,WISCONSIN,No Data,27,0,1,6,0,0,-1
Page,Nonmetropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Palm Beach,Metropolitan Counties,FLORIDA,8589,20,3,5,5,0,1,3
Palo Pinto,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Pamlico,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Panola,Nonmetropolitan Counties,MISSISSIPPI,No Data,26,1,1,6,0,0,-1
Park,Metropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Parke,Nonmetropolitan Counties,INDIANA,No Data,8,0,20,2,0,5,-1
Parmer,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Pasco,Metropolitan Counties,FLORIDA,71077,25,0,3,6,0,0,4
Pasquotank,Nonmetropolitan Counties,NORTH CAROLINA,No Data,25,0,3,6,0,0,-1
Patrick,Nonmetropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Paulding,Metropolitan Counties,GEORGIA,3530,24,3,1,6,0,0,3
Peach,Nonmetropolitan Counties,GEORGIA,No Data,26,1,1,6,0,0,-1
Pembina,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Pemiscot,Nonmetropolitan Counties,MISSOURI,No Data,26,1,1,6,0,1,-1
Pend Oreille,Nonmetropolitan Counties,WASHINGTON,No Data,21,0,7,5,0,1,-1
Pender,Metropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Pendleton,Metropolitan Counties,KENTUCKY,16927,26,0,2,6,0,0,4
Penobscot,Metropolitan Counties,MAINE,No Data,27,0,1,6,0,0,-1
Perquimans,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Perry,Metropolitan Counties,ARKANSAS,4739,25,2,1,6,0,0,3
Perry County Police Department,Nonmetropolitan Counties,Kentucky,No Data,20,0,8,5,0,2,-1
Pershing,Nonmetropolitan Counties,NEVADA,No Data,15,0,13,3,0,3,-1
Person,Metropolitan Counties,NORTH CAROLINA,No Data,26,0,2,6,0,0,-1
Petroleum,Nonmetropolitan Counties,Montana,No Data,2,2,24,0,0,6,-1
Pettis,Nonmetropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
Phelps,Nonmetropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
Phillips,Nonmetropolitan Counties,MONTANA,1371,27,0,1,6,0,0,3
Piatt,Metropolitan Counties,ILLINOIS,No Data,27,0,1,6,0,0,-1
Pickaway,Metropolitan Counties,OHIO,No Data,25,0,3,6,0,0,-1
Pickens,Metropolitan Counties,SOUTH CAROLINA,3153,27,0,1,6,0,0,3
Pickett,Nonmetropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Pierce,Metropolitan Counties,WASHINGTON,No Data,27,0,1,6,0,0,-1
Pike,Nonmetropolitan Counties,ALABAMA,No Data,21,6,1,5,1,0,-1
Pima,Metropolitan Counties,ARIZONA,2502,18,7,3,4,1,0,3
Pinal,Metropolitan Counties,ARIZONA,No Data,11,3,14,2,0,3,-1
Pine,Nonmetropolitan Counties,Minnesota,No Data,7,0,21,1,0,5,-1
Pinellas,Metropolitan Counties,FLORIDA,No Data,16,5,7,4,1,1,-1
Pipestone,Nonmetropolitan Counties,Minnesota,No Data,11,4,13,2,1,3,-1
Piscataquis,Nonmetropolitan Counties,MAINE,No Data,27,0,1,6,0,0,-1
Pitkin,Nonmetropolitan Counties,COLORADO,No Data,25,0,3,6,0,0,-1
Pitt,Metropolitan Counties,NORTH CAROLINA,No Data,15,0,13,3,0,3,-1
Pittsylvania,Metropolitan Counties,VIRGINIA,No Data,21,0,7,5,0,1,-1
Pittsylvania ,Nonmetropolitan Counties,Virginia,No Data,4,0,24,1,0,6,-1
Piute,Nonmetropolitan Counties,Utah,No Data,14,1,13,3,0,3,-1
Placer,Metropolitan Counties,CALIFORNIA,No Data,25,0,3,6,0,0,-1
Plaquemines,Metropolitan Counties,LOUISIANA,No Data,23,0,5,5,0,1,-1
Platte,Metropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
Pleasants,Metropolitan Counties,West Virginia,No Data,21,2,5,5,0,1,-1
Plumas,Nonmetropolitan Counties,CALIFORNIA,No Data,27,0,1,6,0,0,-1
Poinsett,Metropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Pointe Coupee,Metropolitan Counties,Louisiana,No Data,7,0,21,1,0,5,-1
Polk,Metropolitan Counties,FLORIDA,No Data,27,0,1,6,0,0,-1
Polk County Police Department,Nonmetropolitan Counties,GEORGIA,No Data,24,3,1,6,0,0,-1
Pondera,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Pontotoc,Nonmetropolitan Counties,MISSISSIPPI,No Data,23,0,5,5,0,1,-1
Pope,Nonmetropolitan Counties,ARKANSAS,No Data,23,4,1,5,1,0,-1
Posey,Metropolitan Counties,Indiana,No Data,4,0,24,1,0,6,-1
Pottawatomie,Metropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Pottawattamie,Metropolitan Counties,IOWA,No Data,27,0,1,6,0,0,-1
Potter,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,27,0,1,6,0,0,-1
Powder River,Nonmetropolitan Counties,Montana,No Data,7,0,21,1,0,5,-1
Power,Metropolitan Counties,IDAHO,No Data,27,0,1,6,0,0,-1
Poweshiek,Nonmetropolitan Counties,IOWA,No Data,21,2,5,5,0,1,-1
Powhatan,Metropolitan Counties,VIRGINIA,No Data,24,0,4,6,0,1,-1
Prairie,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Preble,Metropolitan Counties,OHIO,No Data,25,0,3,6,0,0,-1
Prentiss,Nonmetropolitan Counties,MISSISSIPPI,No Data,1,3,24,0,0,6,-1
Presque Isle,Nonmetropolitan Counties,MICHIGAN,9050,26,0,2,6,0,0,3
Prince Edward,Nonmetropolitan Counties,VIRGINIA,No Data,26,0,2,6,0,0,-1
Prince George County Police Department,Metropolitan Counties,VIRGINIA,No Data,21,0,7,5,0,1,-1
Prince George's,Metropolitan Counties,MARYLAND,No Data,27,0,1,6,0,0,-1
Prince George's County Police Department,Metropolitan Counties,MARYLAND,No Data,22,0,6,5,0,1,-1
Prince William County Police Department,Metropolitan Counties,VIRGINIA,No Data,25,0,3,6,0,0,-1
Prowers,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Pulaski,Metropolitan Counties,ARKANSAS,3552,27,0,1,6,0,0,3
Pushmataha,Nonmetropolitan Counties,OKLAHOMA,No Data,23,0,5,5,0,1,-1
Putnam,Nonmetropolitan Counties,OHIO,No Data,27,0,1,6,0,0,-1
Quay,Nonmetropolitan Counties,NEW MEXICO,No Data,9,3,16,2,0,4,-1
Queen Anne's,Metropolitan Counties,MARYLAND,No Data,27,0,1,6,0,0,-1
Rabun,Nonmetropolitan Counties,GEORGIA,No Data,26,1,1,6,0,0,-1
Racine,Metropolitan Counties,WISCONSIN,82059,27,0,1,6,0,0,4
Rains,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Ralls,Nonmetropolitan Counties,MISSOURI,1890,27,0,1,6,0,0,3
Randall,Metropolitan Counties,TEXAS,No Data,25,0,3,6,0,0,-1
Randolph,Nonmetropolitan Counties,ALABAMA,No Data,27,0,1,6,0,0,-1
Ransom,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Rapides,Metropolitan Counties,LOUISIANA,No Data,23,0,5,5,0,1,-1
Rappahannock,Nonmetropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Ravalli,Nonmetropolitan Counties,MONTANA,No Data,23,0,5,5,0,1,-1
Rawlins,Nonmetropolitan Counties,KANSAS,9004,27,0,1,6,0,0,3
Ray,Metropolitan Counties,MISSOURI,761,27,0,1,6,0,0,2
Reagan,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Real,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Red River,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Red Willow,Nonmetropolitan Counties,NEBRASKA,No Data,23,0,5,5,0,1,-1
Redwood,Nonmetropolitan Counties,MINNESOTA,No Data,23,4,1,5,1,0,-1
Reeves,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Reno,Nonmetropolitan Counties,KANSAS,3302,26,0,2,6,0,0,3
Rensselaer,Metropolitan Counties,NEW YORK,No Data,26,0,2,6,0,0,-1
Renville,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Republic,Nonmetropolitan Counties,KANSAS,16219,27,0,1,6,0,0,4
Rhea,Nonmetropolitan Counties,TENNESSEE,No Data,26,0,2,6,0,0,-1
Rice,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Rich,Nonmetropolitan Counties,UTAH,No Data,24,3,1,6,0,0,-1
Richardson,Nonmetropolitan Counties,NEBRASKA,113216,26,0,2,6,0,0,5
Richland,Metropolitan Counties,SOUTH CAROLINA,No Data,27,0,1,6,0,0,-1
Riley County Police Department,Metropolitan Counties,KANSAS,No Data,19,0,9,4,0,2,-1
Rio Arriba,Nonmetropolitan Counties,NEW MEXICO,No Data,5,3,20,1,0,5,-1
Rio Blanco,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Rio Grande,Nonmetropolitan Counties,COLORADO,839,27,0,1,6,0,0,2
Ripley,Nonmetropolitan Counties,MISSOURI,3255,27,0,1,6,0,0,3
Ritchie,Nonmetropolitan Counties,WEST VIRGINIA,No Data,27,0,1,6,0,0,-1
Roane,Nonmetropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Roanoke County Police Department,Metropolitan Counties,VIRGINIA,No Data,22,0,6,5,0,1,-1
Roberts,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,27,0,1,6,0,0,-1
Robertson,Metropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Robeson,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Rock,Nonmetropolitan Counties,MINNESOTA,No Data,27,0,1,6,0,0,-1
Rockbridge,Nonmetropolitan Counties,VIRGINIA,No Data,26,0,2,6,0,0,-1
Rockcastle,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Rockdale,Metropolitan Counties,GEORGIA,5619,27,0,1,6,0,0,3
Rockingham,Metropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Roger Mills,Nonmetropolitan Counties,OKLAHOMA,No Data,26,0,2,6,0,0,-1
Rolette,Nonmetropolitan Counties,NORTH DAKOTA,No Data,26,0,2,6,0,0,-1
Rooks,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Roosevelt,Nonmetropolitan Counties,MONTANA,6189,27,0,1,6,0,0,3
Roscommon,Nonmetropolitan Counties,MICHIGAN,No Data,27,0,1,6,0,0,-1
Ross,Nonmetropolitan Counties,OHIO,2492,27,0,1,6,0,0,3
Routt,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Rowan,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Runnels,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Rush,Nonmetropolitan Counties,INDIANA,No Data,26,0,2,6,0,0,-1
Rutherford,Nonmetropolitan Counties,NORTH CAROLINA,1101,27,0,1,6,0,0,3
Sabine,Nonmetropolitan Counties,LOUISIANA,No Data,27,0,1,6,0,0,-1
Sac,Nonmetropolitan Counties,IOWA,No Data,26,1,1,6,0,0,-1
Sagadahoc,Metropolitan Counties,MAINE,No Data,19,0,9,4,0,2,-1
Saguache,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Saline,Nonmetropolitan Counties,ILLINOIS,No Data,27,0,1,6,0,0,-1
Salt Lake County Unified Police Department,Metropolitan Counties,UTAH,No Data,15,0,13,3,0,3,-1
Sampson,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
San Benito,Metropolitan Counties,CALIFORNIA,24535,26,1,1,6,0,0,4
San Joaquin,Metropolitan Counties,CALIFORNIA,No Data,24,0,4,6,0,1,-1
San Juan,Metropolitan Counties,NEW MEXICO,35394,27,0,1,6,0,0,4
San Miguel,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
San Patricio,Metropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Sanborn,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,5,2,21,1,0,5,-1
Sanders,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Sangamon,Metropolitan Counties,ILLINOIS,No Data,22,0,6,5,0,1,-1
Sanilac,Nonmetropolitan Counties,MICHIGAN,No Data,26,0,2,6,0,0,-1
Sanpete,Nonmetropolitan Counties,Utah,No Data,14,5,9,3,1,2,-1
Santa Clara,Metropolitan Counties,CALIFORNIA,128179,27,0,1,6,0,0,5
Sargent,Nonmetropolitan Counties,NORTH DAKOTA,No Data,26,0,2,6,0,0,-1
Sarpy,Metropolitan Counties,NEBRASKA,No Data,27,0,1,6,0,0,-1
Sauk,Nonmetropolitan Counties,WISCONSIN,No Data,26,0,2,6,0,0,-1
Saunders,Metropolitan Counties,Nebraska,No Data,11,0,17,2,0,4,-1
Schleicher,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Schley,Nonmetropolitan Counties,GEORGIA,No Data,25,2,1,6,0,0,-1
Schoharie,Metropolitan Counties,NEW YORK,No Data,25,1,2,6,0,0,-1
Schuyler,Nonmetropolitan Counties,ILLINOIS,No Data,26,1,1,6,0,0,-1
Schuylkill,Nonmetropolitan Counties,Pennsylvania,No Data,22,1,5,5,0,1,-1
Scioto,Nonmetropolitan Counties,OHIO,No Data,22,0,6,5,0,1,-1
Scotland,Nonmetropolitan Counties,MISSOURI,816,27,0,1,6,0,0,2
Scott,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Scotts Bluff,Nonmetropolitan Counties,NEBRASKA,No Data,27,0,1,6,0,0,-1
Scurry,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Sebastian,Metropolitan Counties,ARKANSAS,22889,25,0,3,6,0,0,4
Sedgwick,Metropolitan Counties,KANSAS,1702,27,0,1,6,0,0,3
Sequatchie,Metropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Sequoyah,Metropolitan Counties,OKLAHOMA,No Data,27,0,1,6,0,0,-1
Sevier,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Seward,Nonmetropolitan Counties,KANSAS,473,26,1,1,6,0,2,2
Shackelford,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Shannon,Nonmetropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
Sharkey,Nonmetropolitan Counties,MISSISSIPPI,No Data,3,1,24,0,0,6,-1
Shasta,Metropolitan Counties,CALIFORNIA,No Data,20,0,8,5,0,2,-1
Shelby,Metropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Sherburne,Metropolitan Counties,Minnesota,No Data,20,3,5,5,0,1,-1
Shiawassee,Nonmetropolitan Counties,MICHIGAN,No Data,27,0,1,6,0,0,-1
Shoshone,Nonmetropolitan Counties,IDAHO,1488,26,0,2,6,0,0,3
Sierra,Nonmetropolitan Counties,CALIFORNIA,No Data,27,0,1,6,0,0,-1
Silver Bow,Nonmetropolitan Counties,MONTANA,No Data,24,0,4,6,0,1,-1
Simpson,Nonmetropolitan Counties,KENTUCKY,No Data,24,2,2,6,0,5,-1
Sioux,Nonmetropolitan Counties,IOWA,No Data,26,1,1,6,0,0,-1
Siskiyou,Nonmetropolitan Counties,CALIFORNIA,No Data,27,0,1,6,0,0,-1
Skagit,Metropolitan Counties,WASHINGTON,No Data,21,0,7,5,0,1,-1
Skamania,Metropolitan Counties,WASHINGTON,No Data,26,0,2,6,0,0,-1
Slope,Nonmetropolitan Counties,NORTH DAKOTA,No Data,26,0,2,6,0,0,-1
Smith,Nonmetropolitan Counties,KANSAS,No Data,26,1,1,6,0,2,-1
Smyth,Nonmetropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Solano,Metropolitan Counties,CALIFORNIA,No Data,25,0,3,6,0,0,-1
Somervell,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Spalding,Metropolitan Counties,GEORGIA,No Data,26,1,1,6,0,0,-1
Spink,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,27,0,1,6,0,0,-1
Spotsylvania,Metropolitan Counties,VIRGINIA,No Data,18,0,10,4,0,2,-1
St. Bernard,Metropolitan Counties,LOUISIANA,4371,18,9,1,4,2,0,3
St. Charles County Police Department,Metropolitan Counties,Missouri,No Data,7,0,21,1,0,5,-1
St. Croix,Metropolitan Counties,WISCONSIN,No Data,27,0,1,6,0,0,-1
St. Francis,Nonmetropolitan Counties,ARKANSAS,9580,27,0,1,6,0,0,3
St. Francois,Nonmetropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
St. James,Nonmetropolitan Counties,LOUISIANA,4130,26,1,1,6,0,5,3
St. John The Baptist,Metropolitan Counties,LOUISIANA,No Data,4,0,24,1,0,6,-1
St. John the Baptist,Metropolitan Counties,Louisiana,No Data,5,0,23,1,0,5,-1
St. Johns,Metropolitan Counties,FLORIDA,7916,27,0,1,6,0,0,3
St. Joseph,Nonmetropolitan Counties,MICHIGAN,791,27,0,1,6,0,0,2
St. Landry,Nonmetropolitan Counties,LOUISIANA,No Data,14,6,8,3,1,2,-1
St. Lawrence,Nonmetropolitan Counties,NEW YORK,No Data,21,1,6,5,0,1,-1
St. Louis County Police Department,Metropolitan Counties,MISSOURI,No Data,9,0,19,2,0,4,-1
St. Lucie,Metropolitan Counties,FLORIDA,No Data,20,2,6,5,0,1,-1
St. Martin,Metropolitan Counties,LOUISIANA,No Data,9,10,9,2,2,1,-1
St. Mary's,Nonmetropolitan Counties,MARYLAND,No Data,19,0,9,4,0,2,-1
St. Mary's ,Metropolitan Counties,Maryland,No Data,8,0,20,2,0,5,-1
St. Tammany,Metropolitan Counties,LOUISIANA,No Data,22,4,2,5,1,0,-1
Stanislaus,Metropolitan Counties,CALIFORNIA,No Data,21,0,7,5,0,1,-1
Stanly,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Stark,Metropolitan Counties,OHIO,No Data,27,0,1,6,0,0,-1
Starr,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Ste. Genevieve,Nonmetropolitan Counties,MISSOURI,4316,27,0,1,6,0,0,3
Stearns,Metropolitan Counties,MINNESOTA,No Data,20,7,1,5,1,0,-1
Stephens,Nonmetropolitan Counties,GEORGIA,No Data,27,0,1,6,0,0,-1
Stephenson,Nonmetropolitan Counties,ILLINOIS,No Data,27,0,1,6,0,0,-1
Steuben,Nonmetropolitan Counties,INDIANA,No Data,26,1,1,6,0,5,-1
Stevens,Nonmetropolitan Counties,WASHINGTON,No Data,24,3,1,6,0,0,-1
Stewart,Metropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Stillwater,Nonmetropolitan Counties,MONTANA,49637,27,0,1,6,0,0,4
Stoddard,Nonmetropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
Stokes,Metropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Stone,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
