agencyName,agencyType,state,2016_population,2015_population,2014_population,2013_population,2012_population,2011_population,2010_population,recent_population,zeroCount,dnrCount,reportCount,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4
Weaverville,Cities,NORTH CAROLINA,3988,3952,3899,3814,3752,3160,3118,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webb,Cities,ALABAMA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webb City,Cities,MISSOURI,11192,11085,10977,10777,11116,11036,11795,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webb Town,Cities,New York,1817,1824,1837,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0
Webbers Falls,Cities,Oklahoma,597,602,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,0,0,0,0,0,0
Weber,Metropolitan Counties,UTAH,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weber City,Cities,VIRGINIA,1251,1264,1282,1285,1329,1343,1305,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webster,Cities,MASSACHUSETTS,11213,11236,11099,11116,10780,10619,10754,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webster City,Cities,IOWA,7768,7725,7836,7830,8031,8112,7664,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webster Groves,Cities,MISSOURI,23216,23236,23258,23078,23032,23079,22106,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webster Town and Village,Cities,NEW YORK,44487,44211,44230,43777,42936,42833,41839,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Weed,Cities,CALIFORNIA,2479,2836,2894,2927,2970,3002,3023,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weedsport Village,Cities,NEW YORK,1751,1775,1796,1797,1819,1823,1867,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weehawken Township,Cities,NEW JERSEY,14284,14184,13579,12937,12758,12596,12351,,,,,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,DNR,0,0,0
Weimar,Cities,TEXAS,2163,2129,2139,2128,2177,2196,2001,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weiner,Cities,ARKANSAS,683,692,695,699,717,721,715,,,,,0,0,0,DNR,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0
Weir,Cities,KANSAS,No Data,No Data,No Data,No Data,No Data,No Data,707,,,,,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Weirton,Cities,WEST VIRGINIA,19067,19273,19476,19435,19652,19771,18717,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Weiser,Cities,IDAHO,5281,5321,5292,5399,5575,5568,5181,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissport,Cities,PENNSYLVANIA,No Data,395,402,No Data,No Data,No Data,427,,,,,0,0,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,DNR,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data
Welaka,Cities,FLORIDA,No Data,No Data,682,688,708,711,800,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Welch,Cities,WEST VIRGINIA,No Data,No Data,2154,2303,2366,2409,2174,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Weld,Metropolitan Counties,COLORADO,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Weldon,Cities,NORTH CAROLINA,1574,1580,1604,1621,1651,1676,1641,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weleetka,Cities,OKLAHOMA,984,985,1002,1005,1017,1009,903,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellesley,Cities,MASSACHUSETTS,29049,29684,29412,29053,28402,28153,27143,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellfleet,Cities,MASSACHUSETTS,2737,2756,2737,2747,2772,2767,2820,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellford,Cities,SOUTH CAROLINA,2549,2538,2444,2427,2423,2406,2618,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Cities,FLORIDA,785,783,796,7945,1693,1708,1548,,,,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,DNR,DNR,0,DNR,DNR,0,0,0,0,0,0
Wells,Metropolitan Counties,INDIANA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Township,Cities,OHIO,2706,2718,2729,2755,2799,2837,2764,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR
Wellsboro,Cities,PENNSYLVANIA,3295,3342,3373,3300,3302,3273,3254,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
Wellsburg,Cities,WEST VIRGINIA,2685,2708,2743,2760,2778,2809,2585,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellston,Cities,MISSOURI,5459,2330,5536,5577,5657,5667,5923,,,,,0,0,0,DNR,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellsville,Cities,KANSAS,1138,3423,3439,3468,1222,3544,3845,,,,,0,0,0,DNR,0,0,DNR,DNR,0,0,0,0,DNR,DNR,DNR,0,DNR,DNR,0,0,DNR,DNR,0,0,0,0,0,0
Wellsville Village,Cities,NEW YORK,4506,4528,4576,4574,4687,4700,4728,,,,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wellton,Cities,ARIZONA,2944,2973,2914,No Data,No Data,No Data,1891,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0
Wenatchee,Cities,WASHINGTON,33920,33525,32820,32677,32690,32426,30287,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wendell,Cities,IDAHO,6368,6259,6200,6248,6095,5919,5612,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wenham,Cities,MASSACHUSETTS,5198,5240,5114,5045,4948,4905,4705,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wenona,Cities,Illinois,975,No Data,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
Wenonah,Cities,NEW JERSEY,2237,2240,2263,2263,2296,2286,2376,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
Wentzville,Cities,MISSOURI,36938,35084,33282,31820,29506,29176,27351,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weslaco,Cities,TEXAS,39987,38109,37458,37248,37271,36421,35244,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Wesleyville,Cities,PENNSYLVANIA,3204,3227,3254,3296,3347,3352,3310,,,,,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,DNR
West,Cities,TEXAS,2898,2956,2839,2836,2849,2866,2710,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Alexandria,Cities,OHIO,1334,1341,1350,1355,1352,1341,1275,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Allis,Cities,WISCONSIN,60558,60633,60764,60830,60870,60674,60502,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Amwell Township,Cities,NEW JERSEY,2767,2789,2796,3763,3851,3853,3002,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0
West Baton Rouge,Metropolitan Counties,LOUISIANA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,DNR
West Bend,Cities,WISCONSIN,No Data,31816,31647,31666,31275,31213,30362,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data
West Blocton,Cities,ALABAMA,No Data,No Data,No Data,No Data,No Data,No Data,1422,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
West Bloomfield Township,Cities,MICHIGAN,66123,66274,66222,65840,65157,64641,63345,,,,,0,0,0,1,1,2,2,3,2,2,2,1,5,2,2,0,0,0,1,2,0,0,1,2,1,2,4,2
West Bountiful,Cities,UTAH,5559,5488,5398,5345,5429,5367,5354,,,,,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
West Boylston,Cities,MASSACHUSETTS,7895,7913,7971,7821,7759,7716,8085,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
West Branch,Cities,IOWA,2054,2063,2089,2110,2129,2137,1799,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brandywine Township,Cities,PENNSYLVANIA,7482,7473,7443,7446,7473,7418,8049,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,DNR,0,0,0,0,0,0
West Bridgewater,Cities,MASSACHUSETTS,7097,7096,7018,6966,7016,6958,6619,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brookfield,Cities,MASSACHUSETTS,No Data,3779,3784,No Data,3746,No Data,3821,,,,,0,0,0,DNR,No Data,No Data,No Data,No Data,0,0,0,DNR,No Data,No Data,No Data,No Data,0,0,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data
West Brownsville,Cities,PENNSYLVANIA,971,976,987,992,995,995,1022,,,,,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,DNR,DNR,0,0,0,0,0,0,0,DNR,0,0,0,DNR
West Buechel,Cities,Kentucky,1277,1272,1270,1255,1242,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
West Burlington,Cities,IOWA,3055,3062,3027,3027,2967,2984,3383,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Caldwell Township,Cities,NEW JERSEY,11057,11070,10911,10878,10828,10795,10392,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DNR,0,0,0
West Caln Township,Cities,PENNSYLVANIA,9097,9101,9053,9081,9109,9043,8657,,,,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,DNR,0,0,0,0,0
West Cape May,Cities,NEW JERSEY,1015,1013,1019,1022,1022,1027,981,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Carroll,Nonmetropolitan Counties,Louisiana,No Data,No Data,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,No Data,No Data,No Data,No Data
West Carroll Township,Cities,PENNSYLVANIA,1234,1244,1258,1272,1287,1300,1339,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Carrollton,Cities,OHIO,No Data,12983,No Data,13079,13203,13153,12556,,,,,0,0,DNR,0,0,0,DNR,DNR,0,0,DNR,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,DNR,DNR,DNR,1,No Data,No Data,No Data,No Data
West Carthage Village,Cities,NEW YORK,2075,No Data,No Data,No Data,No Data,2021,2175,,,,,0,0,0,0,0,0,0,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,DNR
West Chester,Cities,PENNSYLVANIA,20129,19374,19095,18988,19279,18520,18578,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Chester Township,Cities,OHIO,61080,60365,59629,59435,58897,58638,56305,,,,,0,0,0,0,0,0,DNR,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
West Chicago,Cities,ILLINOIS,27490,27578,27636,27659,27286,27168,26470,,,,,DNR,DNR,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
West City,Cities,ILLINOIS,652,651,652,661,663,No Data,761,,,,,DNR,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Cocalico Township,Cities,PENNSYLVANIA,7439,7395,7377,7315,7354,7303,7265,,,,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Columbia,Cities,SOUTH CAROLINA,3941,3953,3912,3907,4052,3987,4185,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Concord,Cities,Minnesota,772,No Data,No Data,No Data,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,DNR,DNR,DNR,0
West Conshohocken,Cities,PENNSYLVANIA,1393,1396,1396,1333,1330,1324,1513,,,,,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Cornwall Township,Cities,PENNSYLVANIA,1997,1987,1969,1974,1958,1982,2052,,,,,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Covina,Cities,CALIFORNIA,108950,109030,108136,107867,107861,107345,105395,,,,,1,0,1,0,1,3,0,0,0,1,3,2,3,1,1,1,1,0,0,1,2,0,0,0,1,0,0,0
West Deer Township,Cities,PENNSYLVANIA,11975,11933,11873,11880,11816,11809,12079,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,DNR,DNR
West Deptford Township,Cities,NEW JERSEY,21257,21276,21490,21497,21847,21749,22482,,,,,0,2,4,0,1,1,1,4,0,3,0,0,3,1,1,0,1,0,0,1,0,1,1,2,DNR,1,0,0
West Des Moines,Cities,IOWA,65631,65006,62359,60068,58134,56905,58600,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
West Dundee,Cities,ILLINOIS,7406,7405,7375,7411,7405,7353,8220,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Earl Township,Cities,PENNSYLVANIA,8195,8150,8051,7981,7946,7893,7975,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0
West Elizabeth,Cities,PENNSYLVANIA,No Data,No Data,No Data,No Data,No Data,No Data,519,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
West Fallowfield Township,Cities,PENNSYLVANIA,2602,2589,2580,2584,2594,2574,2621,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Fargo,Cities,NORTH DAKOTA,35389,33433,30970,28018,26894,26266,26409,,,,,0,0,0,0,1,2,1,2,0,2,2,1,1,2,2,3,0,2,2,2,0,0,0,0,0,0,0,0
West Feliciana,Metropolitan Counties,LOUISIANA,No Data,No Data,No Data, Nan,No Data,No Data,No Data,,,,,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Fork,Cities,ARKANSAS,2587,2552,2503,2426,2385,2335,2365,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Frankfort,Cities,Illinois,8044,8025,8092,8126,8196,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Goshen Township,Cities,PENNSYLVANIA,23398,23354,23130,22970,22096,21936,22211,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Greenwich,Cities,RHODE ISLAND,6132,6117,6122,6085,6106,6128,6531,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Grove Borough,Cities,PENNSYLVANIA,No Data,2865,2858,2867,2884,2863,2808,,,,,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,No Data,No Data,No Data,No Data
West Hartford,Cities,CONNECTICUT,62979,63301,63360,63276,63487,63385,61603,,,,,1,1,2,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
West Haven,Cities,CONNECTICUT,54800,54741,54917,55349,55626,55667,53746,,,,,2,0,2,0,0,0,0,0,1,1,0,0,DNR,DNR,1,DNR,0,1,0,0,0,1,0,1,0,0,0,0
West Hazleton,Cities,PENNSYLVANIA,4485,4506,4540,4567,4596,4609,3295,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,DNR,0,0,0,0,DNR
West Hempfield Township,Cities,PENNSYLVANIA,16538,16470,16412,16337,16313,16205,16388,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,DNR,0,DNR,0,0,0,0
West Hennepin,Cities,MINNESOTA,5575,5539,5497,5458,5380,No Data,5680,,,,,0,0,0,DNR,No Data,No Data,No Data,No Data,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Hills Regional,Cities,PENNSYLVANIA,10302,10415,10563,10649,10839,10943,10549,,,,,0,0,1,0,0,0,0,DNR,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Hollywood,Cities,CALIFORNIA,36594,36256,35507,34902,34971,34803,35885,,,,,1,3,3,2,5,1,2,3,2,5,2,4,1,1,3,0,1,3,1,2,2,1,2,1,0,2,2,3
West Homestead,Cities,PENNSYLVANIA,1917,1929,1937,1940,1936,1935,1984,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Jefferson,Cities,NORTH CAROLINA,1309,4284,4239,4192,4217,4225,4255,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Jordan,Cities,UTAH,113595,112687,111618,109831,107103,105713,104783,,,,,0,1,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0
West Kittanning,Cities,PENNSYLVANIA,1126,1141,1155,1159,1171,1179,1095,,,,,0,0,0,DNR,0,DNR,DNR,DNR,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Lafayette,Cities,INDIANA,2279,2277,2295,2303,2323,2323,2424,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Lake Hills,Cities,TEXAS,3364,3343,3305,No Data,3230,3127,3224,,,,,0,0,0,0,0,0,0,2,0,0,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0
West Lampeter Township,Cities,PENNSYLVANIA,16029,15872,15707,15465,15357,15258,15972,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,DNR
West Lebanon Township,Cities,PENNSYLVANIA,805,799,794,792,787,783,857,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,DNR,0,0,0,0,0
West Leechburg,Cities,Pennsylvania,1260,1268,1272,1273,No Data,No Data,No Data,,,,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Liberty,Cities,IOWA,1561,1607,1741,1538,1540,1806,1719,,,,,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Linn,Cities,OREGON,26889,No Data,No Data,No Data,No Data,No Data,25614,,,,,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,0
West Logan,Cities,WEST VIRGINIA,No Data,No Data,No Data,No Data,No Data,425,390,,,,,0,0,0,0,0,DNR,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
West Long Branch,Cities,NEW JERSEY,7975,8375,8615,8660,8145,8124,8482,,,,,0,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,3,1,0,1,DNR,2,0,1
West Mahanoy Township,Cities,PENNSYLVANIA,2761,2794,2828,2837,2861,2881,2982,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0
West Manchester Township,Cities,PENNSYLVANIA,18880,18850,18853,18831,18996,18954,18665,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Manheim Township,Cities,PENNSYLVANIA,8371,8283,8141,7990,7786,7769,7965,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Mayfield Borough,Cities,PENNSYLVANIA,No Data,No Data,No Data,1223,No Data,1243,1065,,,,,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0,DNR,DNR,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
West Mead Township,Cities,PENNSYLVANIA,5121,5138,5163,5164,5238,5266,5051,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,DNR,DNR,DNR,0,0,0,0
West Melbourne,Cities,FLORIDA,No Data,No Data,19988,19418,18613,18605,15969,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
West Memphis,Cities,ARKANSAS,24818,25218,25370,25500,26153,26444,27196,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Miami,Cities,FLORIDA,No Data,No Data,6306,6254,6188,6046,5739,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
West Mifflin,Cities,PENNSYLVANIA,20028,20141,20239,20276,20389,20378,20352,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0
West Milford Township,Cities,NEW JERSEY,26734,26678,26623,26095,26019,25936,28049,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,2,1,1,0,0,DNR,0,0,0
West Milwaukee,Cities,WISCONSIN,4206,4217,4217,4225,4239,4224,4038,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Monroe,Cities,LOUISIANA,12942,12960,13096,13081,13250,13184,12930,,,,,0,DNR,DNR,0,DNR,0,0,DNR,DNR,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
