agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,zeroClass,dnrClass,reportClass,popClass
Dougherty County Police Department,Metropolitan Counties,Georgia,No Data,19,4,5,,,,
Douglas,Metropolitan Counties,COLORADO,6617,27,0,1,,,,
"Douglass Township, Berks County",Cities,PENNSYLVANIA,3554,24,3,1,,,,
"Douglass Township, Montgomery County",Cities,PENNSYLVANIA,10475,26,1,1,,,,
Douglasville,Cities,GEORGIA,33287,26,1,1,,,,
Dover,Cities,ARKANSAS,1095,27,0,1,,,,
Dover-Foxcroft,Cities,MAINE,4004,27,0,1,,,,
Downers Grove,Cities,ILLINOIS,49894,24,0,4,,,,
Downey,Cities,CALIFORNIA,114704,23,0,5,,,,
Downingtown,Cities,PENNSYLVANIA,7957,25,2,1,,,,
Downs,Cities,Illinois,995,2,2,24,,,,
Doylestown,Cities,PENNSYLVANIA,8361,16,0,12,,,,
Doylestown Township,Cities,PENNSYLVANIA,17539,26,1,1,,,,
Dozier,Cities,ALABAMA,398,3,1,24,,,,
Dracut,Cities,MASSACHUSETTS,31586,21,0,7,,,,
Draper,Cities,UTAH,47696,17,0,11,,,,
Dresden,Cities,OHIO,2879,27,0,1,,,,
Drew,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,,,,
Drexel,Cities,MISSOURI,1864,27,0,1,,,,
Driscoll,Cities,TEXAS,754,27,0,1,,,,
Drumright,Cities,OKLAHOMA,2874,27,0,1,,,,
Dry Ridge,Cities,KENTUCKY,2208,27,0,1,,,,
Dryden Township,Cities,MICHIGAN,4773,27,0,1,,,,
Dryden Village,Cities,NEW YORK,2137,25,2,1,,,,
Du Bois,Cities,PENNSYLVANIA,7561,25,2,1,,,,
Du Page,Metropolitan Counties,ILLINOIS,No Data,12,0,16,,,,
Du Quoin,Cities,ILLINOIS,5919,27,0,1,,,,
DuPage,Metropolitan Counties,Illinois,No Data,10,0,18,,,,
Duarte,Cities,CALIFORNIA,22120,24,0,4,,,,
Dublin,Cities,CALIFORNIA,2719,27,0,1,,,,
Dublin Borough,Cities,PENNSYLVANIA,2171,26,1,1,,,,
Dubois,Nonmetropolitan Counties,Indiana,No Data,4,2,22,,,,
Duboistown,Cities,PENNSYLVANIA,1208,21,6,1,,,,
Dubuque,Cities,IOWA,57939,27,0,1,,,,
Duchesne,Nonmetropolitan Counties,UTAH,No Data,23,0,5,,,,
Duck,Cities,NORTH CAROLINA,386,27,0,1,,,,
Dudley,Cities,MASSACHUSETTS,11558,27,0,1,,,,
Due West,Cities,SOUTH CAROLINA,1238,27,0,1,,,,
Duenweg,Cities,MISSOURI,1300,27,0,1,,,,
Duluth,Cities,MINNESOTA,86090,21,6,1,,,,
Dumas,Cities,ARKANSAS,15051,27,0,1,,,,
Dumfries,Cities,VIRGINIA,5263,27,0,1,,,,
Dumont,Cities,NEW JERSEY,18010,27,0,1,,,,
Dunbar,Cities,WEST VIRGINIA,7612,27,0,1,,,,
Dunbarton,Cities,NEW HAMPSHIRE,2799,26,0,2,,,,
Duncan,Cities,OKLAHOMA,3350,27,0,1,,,,
Duncannon,Cities,PENNSYLVANIA,1498,4,0,24,,,,
Duncansville,Cities,PENNSYLVANIA,1198,13,6,9,,,,
Duncanville,Cities,TEXAS,40075,27,0,1,,,,
Dundee,Cities,FLORIDA,3309,4,0,24,,,,
Dundy,Nonmetropolitan Counties,Nebraska,No Data,7,0,21,,,,
Dunedin,Cities,FLORIDA,35779,20,0,8,,,,
Dunellen,Cities,NEW JERSEY,7434,24,1,3,,,,
Dunfermline,Cities,Illinois,301,2,2,24,,,,
Dunkirk,Cities,NEW YORK,11991,26,1,1,,,,
Dunklin,Nonmetropolitan Counties,MISSOURI,No Data,27,0,1,,,,
Dunlap,Cities,TENNESSEE,5167,26,0,2,,,,
Dunmore,Cities,PENNSYLVANIA,13247,17,6,5,,,,
Dunn,Cities,NORTH CAROLINA,No Data,27,0,1,,,,
Dunnellon,Cities,FLORIDA,1762,20,0,8,,,,
Dunnstable Township,Cities,PENNSYLVANIA,1019,26,1,1,,,,
Dunsmuir,Cities,CALIFORNIA,1571,27,0,1,,,,
Dunstable,Cities,Massachusetts,3471,16,3,9,,,,
Dunwoody,Cities,GEORGIA,49232,26,1,1,,,,
Duplin,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,,,,
Dupo,Cities,ILLINOIS,3881,27,0,1,,,,
Dupont,Cities,PENNSYLVANIA,9593,27,0,1,,,,
Duquesne,Cities,MISSOURI,5528,26,1,1,,,,
Durand,Cities,ILLINOIS,1831,27,0,1,,,,
Durango,Cities,COLORADO,18248,18,0,10,,,,
Durant,Cities,OKLAHOMA,17566,23,0,5,,,,
Durham,Cities,NEW HAMPSHIRE,No Data,27,0,1,,,,
Durham Town,Cities,NEW YORK,2661,27,0,1,,,,
Duryea,Cities,PENNSYLVANIA,4935,26,1,1,,,,
Dutchess,Metropolitan Counties,NEW YORK,No Data,24,0,4,,,,
Duval,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,,,,
Duvall,Cities,WASHINGTON,7876,27,0,1,,,,
Duxbury,Cities,MASSACHUSETTS,15497,25,0,3,,,,
Dwight,Cities,ILLINOIS,4027,24,3,1,,,,
Dyer,Cities,INDIANA,No Data,27,0,1,,,,
Dyersburg,Cities,TENNESSEE,16711,18,0,10,,,,
Dyersville,Cities,IOWA,4231,25,2,1,,,,
Eagan,Cities,MINNESOTA,66698,13,9,6,,,,
Eagar,Cities,ARIZONA,4863,25,1,2,,,,
Eagle,Cities,COLORADO,No Data,27,0,1,,,,
Eagle Butte,Cities,SOUTH DAKOTA,1355,27,0,1,,,,
Eagle Grove,Cities,Iowa,3389,19,0,9,,,,
Eagle Lake,Cities,MINNESOTA,3652,26,1,1,,,,
Eagle Pass,Cities,TEXAS,29257,27,0,1,,,,
Eagle Point,Cities,OREGON,8987,27,0,1,,,,
Eagle River,Cities,WISCONSIN,1356,27,0,1,,,,
Eagle Village,Cities,WISCONSIN,1978,27,0,1,,,,
Eagleville,Cities,TENNESSEE,661,27,0,1,,,,
Earl Township,Cities,PENNSYLVANIA,7191,26,1,1,,,,
Earle,Cities,ARKANSAS,2256,27,0,1,,,,
Earlington,Cities,KENTUCKY,1397,22,2,4,,,,
Earlville,Cities,Illinois,1619,19,0,9,,,,
Early,Nonmetropolitan Counties,GEORGIA,2842,27,0,1,,,,
Easley,Cities,SOUTH CAROLINA,20911,25,0,3,,,,
East Alton,Cities,Illinois,6152,19,0,9,,,,
East Aurora-Aurora Town,Cities,NEW YORK,13823,26,1,1,,,,
East Bangor,Cities,PENNSYLVANIA,1655,23,4,1,,,,
East Bank,Cities,WEST VIRGINIA,955,7,1,20,,,,
East Baton Rouge,Metropolitan Counties,Louisiana,No Data,1,3,24,,,,
East Bend,Cities,NORTH CAROLINA,597,27,0,1,,,,
East Berlin,Cities,PENNSYLVANIA,1537,21,2,5,,,,
East Bethlehem Township,Cities,PENNSYLVANIA,2288,26,1,1,,,,
East Brandywine Township,Cities,PENNSYLVANIA,8642,22,5,1,,,,
East Brewton,Cities,ALABAMA,2491,4,0,24,,,,
East Bridgewater,Cities,MASSACHUSETTS,14390,27,0,1,,,,
East Brookfield,Cities,MASSACHUSETTS,2178,27,0,1,,,,
East Brunswick Township,Cities,NEW JERSEY,49016,4,1,23,,,,
East Buffalo Township,Cities,PENNSYLVANIA,6434,8,0,20,,,,
East Canton,Cities,OHIO,1602,23,4,1,,,,
East Carbon,Cities,Utah,1548,16,3,9,,,,
East Carondelet,Cities,Illinois,467,17,2,9,,,,
East Carroll,Nonmetropolitan Counties,LOUISIANA,No Data,23,0,5,,,,
East Chicago,Cities,INDIANA,29089,20,0,8,,,,
East Cleveland,Cities,Ohio,17520,9,3,16,,,,
East Cocalico Township,Cities,PENNSYLVANIA,10502,26,1,1,,,,
East Conemaugh,Cities,PENNSYLVANIA,1448,17,2,9,,,,
East Coventry Township,Cities,PENNSYLVANIA,6767,26,1,1,,,,
East Deer Township,Cities,PENNSYLVANIA,1470,17,10,1,,,,
East Dublin,Cities,GEORGIA,2398,12,4,12,,,,
East Dubuque,Cities,ILLINOIS,1648,27,0,1,,,,
East Dundee,Cities,ILLINOIS,3273,17,6,5,,,,
East Earl Township,Cities,PENNSYLVANIA,6848,27,0,1,,,,
East Ellijay,Cities,GEORGIA,558,23,4,1,,,,
East Fallowfield Township,Cities,PENNSYLVANIA,7590,25,2,1,,,,
East Feliciana,Metropolitan Counties,Louisiana,No Data,5,1,22,,,,
East Fishkill Town,Cities,New York,29316,19,0,9,,,,
East Franklin Township,Cities,PENNSYLVANIA,3949,14,9,5,,,,
East Grand Forks,Cities,Minnesota,8649,17,2,9,,,,
East Grand Rapids,Cities,MICHIGAN,11436,26,0,2,,,,
East Greenbush Town,Cities,NEW YORK,16483,26,0,2,,,,
East Greenwich,Cities,RHODE ISLAND,13120,27,0,1,,,,
East Greenwich Township,Cities,NEW JERSEY,10473,24,1,3,,,,
East Hampton,Cities,CONNECTICUT,12839,24,0,4,,,,
East Hampton Town,Cities,NEW YORK,19950,22,4,2,,,,
East Hampton Village,Cities,NEW YORK,1130,27,0,1,,,,
East Hanover Township,Cities,NEW JERSEY,11233,19,2,7,,,,
East Hartford,Cities,CONNECTICUT,50733,25,0,3,,,,
East Haven,Cities,CONNECTICUT,28879,27,0,1,,,,
East Hazel Crest,Cities,ILLINOIS,1545,24,3,1,,,,
East Helena,Cities,MONTANA,2065,27,0,1,,,,
East Hempfield Township,Cities,PENNSYLVANIA,24462,24,1,3,,,,
East Jordan,Cities,MICHIGAN,2376,23,0,5,,,,
East Kingston,Cities,New Hampshire,2386,1,3,24,,,,
East Lampeter Township,Cities,PENNSYLVANIA,17090,26,1,1,,,,
East Lansdowne,Cities,PENNSYLVANIA,2665,24,3,1,,,,
East Lansing,Cities,MICHIGAN,48451,18,0,10,,,,
East Liverpool,Cities,Ohio,11010,4,2,22,,,,
East Longmeadow,Cities,MASSACHUSETTS,16267,20,0,8,,,,
East Lynne,Cities,MISSOURI,304,18,1,9,,,,
East Marlborough Township,Cities,PENNSYLVANIA,7334,19,4,5,,,,
East McKeesport,Cities,PENNSYLVANIA,2690,19,5,4,,,,
East Millinocket,Cities,MAINE,2986,27,0,1,,,,
East Moline,Cities,ILLINOIS,21359,24,3,1,,,,
East Mountain,Cities,TEXAS,818,27,0,1,,,,
East Newark,Cities,NEW JERSEY,2707,25,1,2,,,,
East Norriton Township,Cities,PENNSYLVANIA,14171,26,1,1,,,,
East Norwegian Township,Cities,PENNSYLVANIA,850,15,5,8,,,,
East Orange,Cities,NEW JERSEY,64787,24,0,4,,,,
East Palestine,Cities,Ohio,4548,19,0,9,,,,
East Palo Alto,Cities,CALIFORNIA,29957,23,0,5,,,,
East Penn Township,Cities,PENNSYLVANIA,2785,20,7,1,,,,
East Pennsboro Township,Cities,PENNSYLVANIA,21712,22,1,5,,,,
East Peoria,Cities,ILLINOIS,23008,25,0,3,,,,
East Petersburg,Cities,PENNSYLVANIA,4528,26,1,1,,,,
East Pikeland Township,Cities,PENNSYLVANIA,7411,26,1,1,,,,
East Pittsburgh,Cities,PENNSYLVANIA,1818,2,6,20,,,,
East Point,Cities,GEORGIA,35791,26,1,1,,,,
East Prairie,Cities,MISSOURI,3150,23,4,1,,,,
East Providence,Cities,RHODE ISLAND,47456,24,0,4,,,,
East Ridge,Cities,TENNESSEE,21311,26,0,2,,,,
East Rochester,Cities,PENNSYLVANIA,547,24,3,1,,,,
East Rochester Village,Cities,NEW YORK,6679,23,2,3,,,,
East Rutherford,Cities,NEW JERSEY,9166,26,0,2,,,,
East Spencer,Cities,NORTH CAROLINA,1552,27,0,1,,,,
East St. Louis,Cities,Illinois,26769,19,0,9,,,,
East Syracuse Village,Cities,NEW YORK,3030,15,5,8,,,,
East Tawas,Cities,MICHIGAN,2657,4,0,24,,,,
East Taylor Township,Cities,PENNSYLVANIA,2577,22,5,1,,,,
East Troy,Cities,WISCONSIN,4298,27,0,1,,,,
East Union Township,Cities,PENNSYLVANIA,1591,15,4,9,,,,
East Vincent Township,Cities,PENNSYLVANIA,6938,27,0,1,,,,
East Washington,Cities,PENNSYLVANIA,1959,25,2,1,,,,
East Wenatchee,Cities,WASHINGTON,13746,25,0,3,,,,
East Whiteland Township,Cities,PENNSYLVANIA,10711,26,1,1,,,,
East Windsor,Cities,CONNECTICUT,11443,26,0,2,,,,
East Windsor Township,Cities,NEW JERSEY,27537,17,2,9,,,,
Eastampton Township,Cities,NEW JERSEY,6005,23,0,5,,,,
Eastborough,Cities,KANSAS,767,26,1,1,,,,
Eastchester Town,Cities,NEW YORK,20150,27,0,1,,,,
Eastern Adams Regional,Cities,PENNSYLVANIA,7403,27,0,1,,,,
Eastern Pike Regional,Cities,PENNSYLVANIA,4614,25,2,1,,,,
Eastham,Cities,MASSACHUSETTS,4886,27,0,1,,,,
Easthampton,Cities,MASSACHUSETTS,16026,24,0,4,,,,
Eastlake,Cities,OHIO,18261,21,3,4,,,,
Eastland,Cities,TEXAS,No Data,25,2,1,,,,
Eastman,Cities,GEORGIA,5232,26,1,1,,,,
Easton,Cities,CONNECTICUT,26938,26,1,1,,,,
Eastpointe,Cities,MICHIGAN,32701,17,0,11,,,,
Eastport,Cities,MAINE,1254,27,0,1,,,,
Easttown Township,Cities,PENNSYLVANIA,10644,26,1,1,,,,
Eastvale,Cities,California,60115,20,0,8,,,,
Eaton,Metropolitan Counties,MICHIGAN,5045,27,0,1,,,,
Eaton Rapids,Cities,MICHIGAN,5226,25,1,2,,,,
Eatonton,Cities,Georgia,6528,21,2,5,,,,
Eatontown,Cities,NEW JERSEY,12264,24,1,3,,,,
Eatonville,Cities,FLORIDA,2930,27,0,1,,,,
Eau Claire,Cities,MICHIGAN,No Data,27,0,1,,,,
Ebensburg,Cities,PENNSYLVANIA,3175,26,1,1,,,,
Echo,Cities,Minnesota,262,8,0,20,,,,
Echols,Metropolitan Counties,GEORGIA,No Data,26,1,1,,,,
Eclectic,Cities,Alabama,1015,4,0,24,,,,
Economy,Cities,PENNSYLVANIA,9389,19,3,6,,,,
Ecorse,Cities,MICHIGAN,9213,10,1,17,,,,
Ector,Metropolitan Counties,TEXAS,No Data,27,0,1,,,,
Edcouch,Cities,TEXAS,3344,27,0,1,,,,
Eddy,Nonmetropolitan Counties,NEW MEXICO,No Data,27,0,1,,,,
Eddystone,Cities,PENNSYLVANIA,2407,26,1,1,,,,
Eddyville,Cities,KENTUCKY,2582,27,0,1,,,,
Eden,Cities,NORTH CAROLINA,15343,25,2,1,,,,
Eden Prairie,Cities,MINNESOTA,64037,16,5,7,,,,
Eden Town,Cities,NEW YORK,7670,27,0,1,,,,
Eden Valley,Cities,Minnesota,1035,2,1,25,,,,
Edenton,Cities,NORTH CAROLINA,4822,27,0,1,,,,
Edgar,Nonmetropolitan Counties,ILLINOIS,1459,27,0,1,,,,
Edgar Springs,Cities,Missouri,202,19,0,9,,,,
Edgartown,Cities,MASSACHUSETTS,4354,23,0,5,,,,
Edgecombe,Metropolitan Counties,NORTH CAROLINA,No Data,27,0,1,,,,
Edgefield,Cities,SOUTH CAROLINA,No Data,27,0,1,,,,
Edgerton,Cities,MISSOURI,5554,27,0,1,,,,
Edgewater,Cities,COLORADO,5330,27,0,1,,,,
Edgewater Park Township,Cities,NEW JERSEY,8769,27,0,1,,,,
Edgewood,Cities,TEXAS,9918,27,0,1,,,,
Edgeworth,Cities,PENNSYLVANIA,1668,25,2,1,,,,
Edina,Cities,MISSOURI,1095,27,0,1,,,,
Edinboro,Cities,PENNSYLVANIA,6316,26,1,1,,,,
Edinburg,Cities,ILLINOIS,86535,25,2,1,,,,
Edinburgh,Cities,INDIANA,4560,26,1,1,,,,
Edison,Cities,GEORGIA,1467,15,4,9,,,,
Edison Township,Cities,NEW JERSEY,102679,14,1,13,,,,
Edisto Beach,Cities,SOUTH CAROLINA,415,27,0,1,,,,
Edmond,Cities,OKLAHOMA,91869,20,0,8,,,,
Edmonds,Cities,WASHINGTON,41705,23,0,5,,,,
Edmonson,Metropolitan Counties,KENTUCKY,No Data,27,0,1,,,,
Edmonston,Cities,MARYLAND,1532,27,0,1,,,,
Edmonton,Cities,KENTUCKY,1562,27,0,1,,,,
Edmore,Cities,Michigan,1192,8,0,20,,,,
Edmunds,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,27,0,1,,,,
Edmundson,Cities,MISSOURI,838,26,0,2,,,,
Edna,Cities,TEXAS,5855,27,0,1,,,,
Edwards,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,,,,
Edwardsville,Cities,ILLINOIS,4716,25,2,1,,,,
Effingham,Metropolitan Counties,GEORGIA,1533,27,0,1,,,,
Egg Harbor City,Cities,NEW JERSEY,4238,26,0,2,,,,
Egg Harbor Township,Cities,NEW JERSEY,43971,16,1,11,,,,
Egremont,Cities,MASSACHUSETTS,1207,9,4,15,,,,
Ehrhardt,Cities,SOUTH CAROLINA,499,27,0,1,,,,
El Cajon,Cities,CALIFORNIA,104483,22,0,6,,,,
El Campo,Cities,TEXAS,11604,27,0,1,,,,
El Centro,Cities,CALIFORNIA,44213,27,0,1,,,,
El Cerrito,Cities,CALIFORNIA,25222,14,0,14,,,,
El Dorado,Metropolitan Counties,CALIFORNIA,18297,27,0,1,,,,
El Dorado Springs,Cities,MISSOURI,3559,27,0,1,,,,
El Mirage,Cities,ARIZONA,34376,23,1,4,,,,
El Monte,Cities,CALIFORNIA,117354,10,0,18,,,,
El Paso,Cities,TEXAS,No Data,27,0,1,,,,
El Portal,Cities,FLORIDA,2409,20,0,8,,,,
El Reno,Cities,OKLAHOMA,18872,23,0,5,,,,
El Segundo,Cities,CALIFORNIA,17113,24,0,4,,,,
Elba,Cities,ALABAMA,3959,4,3,21,,,,
Elbert,Nonmetropolitan Counties,GEORGIA,No Data,26,1,1,,,,
Elberta,Cities,ALABAMA,1527,4,0,24,,,,
Elberton,Cities,GEORGIA,4432,26,1,1,,,,
Elbow Lake,Cities,Minnesota,1138,0,3,25,,,,
Elburn,Cities,Illinois,5776,18,1,9,,,,
Elderton,Cities,Pennsylvania,346,12,3,13,,,,
Eldon,Cities,MISSOURI,4646,27,0,1,,,,
Eldora,Cities,IOWA,2696,20,3,5,,,,
Eldorado,Cities,ILLINOIS,4050,17,2,9,,,,
Eldridge,Cities,IOWA,6348,27,0,1,,,,
Eleanor,Cities,WEST VIRGINIA,1588,21,3,4,,,,
Electra,Cities,TEXAS,2695,27,0,1,,,,
Eleva,Cities,WISCONSIN,676,27,0,1,,,,
Elgin,Cities,TEXAS,9229,27,0,1,,,,
Elida,Cities,OHIO,1852,26,1,1,,,,
Eliot,Cities,MAINE,6362,27,0,1,,,,
Elizabeth,Cities,COLORADO,2006,26,1,1,,,,
Elizabeth City,Cities,NORTH CAROLINA,17852,26,0,2,,,,
Elizabeth Township,Cities,PENNSYLVANIA,13216,26,1,1,,,,
Elizabethton,Cities,TENNESSEE,13672,20,0,8,,,,
Elizabethtown,Cities,KENTUCKY,11592,26,1,1,,,,
Elk,Nonmetropolitan Counties,KANSAS,No Data,24,3,1,,,,
Elk City,Cities,OKLAHOMA,12939,25,0,3,,,,
Elk Grove,Cities,CALIFORNIA,169742,20,0,8,,,,
Elk Grove Village,Cities,ILLINOIS,33255,26,0,2,,,,
Elk Lick Township,Cities,Pennsylvania,2191,6,10,12,,,,
Elk Mound,Cities,WISCONSIN,874,27,0,1,,,,
Elk Park,Cities,North Carolina,440,11,0,17,,,,
Elk Rapids,Cities,MICHIGAN,1611,25,0,3,,,,
Elk River,Cities,MINNESOTA,24150,15,6,7,,,,
Elk Township,Cities,NEW JERSEY,4122,24,1,3,,,,
Elkhart,Metropolitan Counties,INDIANA,2011,26,1,1,,,,
Elkhart Lake,Cities,WISCONSIN,962,27,0,1,,,,
Elkhorn,Cities,WISCONSIN,9859,27,0,1,,,,
Elkhorn City,Cities,Kentucky,928,6,1,21,,,,
Elkin,Cities,NORTH CAROLINA,4067,26,0,2,,,,
Elkins,Cities,ARKANSAS,3005,25,2,1,,,,
Elkland,Cities,PENNSYLVANIA,1771,13,6,9,,,,
Elko,Cities,NEVADA,No Data,15,0,13,,,,
Elko New Market,Cities,Minnesota,4831,6,1,21,,,,
Elkton,Cities,KENTUCKY,2826,27,0,1,,,,
Ellaville,Cities,GEORGIA,1892,25,2,1,,,,
Ellendale,Cities,DELAWARE,1281,27,0,1,,,,
Ellensburg,Cities,WASHINGTON,19148,24,0,4,,,,
Ellenville Village,Cities,NEW YORK,4070,26,1,1,,,,
Ellettsville,Cities,INDIANA,6607,20,3,5,,,,
Ellicott Town,Cities,NEW YORK,5140,24,3,1,,,,
Ellicottville,Cities,NEW YORK,1598,23,4,1,,,,
Ellijay,Cities,GEORGIA,1691,21,6,1,,,,
Ellington,Cities,MISSOURI,955,23,0,5,,,,
Ellinwood,Cities,KANSAS,2053,26,0,2,,,,
Elliott,Nonmetropolitan Counties,Kentucky,No Data,19,0,9,,,,
Ellis,Cities,KANSAS,No Data,27,0,1,,,,
Ellisville,Cities,MISSOURI,9318,27,0,1,,,,
Elloree,Cities,SOUTH CAROLINA,677,27,0,1,,,,
Ellsinore,Cities,Missouri,448,23,0,5,,,,
Ellsworth,Cities,KANSAS,3180,27,0,1,,,,
Ellwood City,Cities,PENNSYLVANIA,7561,26,1,1,,,,
Elm Grove,Cities,WISCONSIN,6222,27,0,1,,,,
Elma,Cities,WASHINGTON,3020,27,0,1,,,,
Elmer,Cities,NEW JERSEY,1334,26,1,1,,,,
Elmhurst,Cities,Illinois,46318,22,0,6,,,,
Elmira,Cities,NEW YORK,27995,26,0,2,,,,
Elmira Heights Village,Cities,NEW YORK,3959,26,0,2,,,,
Elmira Town,Cities,NEW YORK,5786,27,0,1,,,,
Elmore,Nonmetropolitan Counties,IDAHO,632,25,1,2,,,,
Elmsford Village,Cities,NEW YORK,4838,27,0,1,,,,
Elmwood,Cities,ILLINOIS,2088,21,2,5,,,,
Elmwood Park,Cities,NEW JERSEY,20348,27,0,1,,,,
Elmwood Place,Cities,OHIO,2160,13,9,6,,,,
Elon,Cities,NORTH CAROLINA,10150,27,0,1,,,,
Eloy,Cities,ARIZONA,17110,24,3,1,,,,
Elroy,Cities,WISCONSIN,1359,27,0,1,,,,
Elsa,Cities,TEXAS,6861,27,0,1,,,,
Elsberry,Cities,MISSOURI,1996,27,0,1,,,,
Elsie,Cities,MICHIGAN,972,26,0,2,,,,
Elsinboro Township,Cities,NEW JERSEY,990,26,1,1,,,,
Elsmere,Cities,KENTUCKY,6149,27,0,1,,,,
Elwood,Cities,INDIANA,8427,25,2,1,,,,
Ely,Cities,Minnesota,3398,13,6,9,,,,
Elyria,Cities,OHIO,53633,14,3,11,,,,
Emanuel,Nonmetropolitan Counties,GEORGIA,No Data,25,2,1,,,,
Emerado,Cities,NORTH DAKOTA,434,15,0,13,,,,
Emerald Isle,Cities,NORTH CAROLINA,3731,27,0,1,,,,
Emerson,Cities,GEORGIA,7716,27,0,1,,,,
Emery,Nonmetropolitan Counties,UTAH,No Data,26,0,2,,,,
Emeryville,Cities,CALIFORNIA,12060,25,0,3,,,,
Eminence,Cities,KENTUCKY,2544,27,0,1,,,,
Emlenton Borough,Cities,PENNSYLVANIA,595,20,7,1,,,,
Emma,Cities,MISSOURI,238,27,0,1,,,,
Emmaus,Cities,PENNSYLVANIA,11398,26,1,1,,,,
Emmet,Nonmetropolitan Counties,IOWA,No Data,27,0,1,,,,
Emmetsburg,Cities,IOWA,3795,27,0,1,,,,
Emmett,Cities,IDAHO,6617,27,0,1,,,,
Emmett Township,Cities,MICHIGAN,11604,23,0,5,,,,
Emmons,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,,,,
Empire,Cities,COLORADO,279,15,1,12,,,,
Emporia,Cities,KANSAS,5382,25,0,3,,,,
Emporium,Cities,PENNSYLVANIA,1908,21,6,1,,,,
Emsworth,Cities,PENNSYLVANIA,2413,26,1,1,,,,
Encinal,Cities,Texas,599,3,0,25,,,,
Encinitas,Cities,CALIFORNIA,63597,18,0,10,,,,
Endeavor,Cities,Wisconsin,458,22,0,6,,,,
Endicott Village,Cities,NEW YORK,12944,27,0,1,,,,
Energy,Cities,Illinois,1144,11,0,17,,,,
Enfield,Cities,CONNECTICUT,2407,27,0,1,,,,
England,Cities,Arkansas,2752,16,2,10,,,,
Englewood,Cities,NEW JERSEY,1529,27,0,1,,,,
Englewood Cliffs,Cities,NEW JERSEY,5397,27,0,1,,,,
Englishtown,Cities,NEW JERSEY,1979,26,1,1,,,,
Enid,Cities,OKLAHOMA,52240,21,0,7,,,,
Enigma,Cities,GEORGIA,1285,21,2,5,,,,
Ennis,Cities,MONTANA,19096,27,0,1,,,,
Enoch,Cities,UTAH,6348,26,1,1,,,,
Enon,Cities,OHIO,2389,16,7,5,,,,
Enterprise,Cities,ALABAMA,28227,21,4,3,,,,
Enumclaw,Cities,WASHINGTON,11709,26,0,2,,,,
Ephesus,Cities,GEORGIA,418,26,1,1,,,,
Ephraim,Cities,Utah,6546,12,0,16,,,,
Ephrata,Cities,PENNSYLVANIA,8116,27,0,1,,,,
Ephrata Township,Cities,PENNSYLVANIA,10309,26,1,1,,,,
Epping,Cities,NEW HAMPSHIRE,6927,25,0,3,,,,
Epps,Cities,Louisiana,834,5,6,17,,,,
Epsom,Cities,NEW HAMPSHIRE,4654,27,0,1,,,,
Erath,Nonmetropolitan Counties,TEXAS,No Data,26,1,1,,,,
Erie,Metropolitan Counties,NEW YORK,101972,23,4,1,,,,
Erie Township,Cities,MICHIGAN,4374,11,4,13,,,,
Erin,Cities,TENNESSEE,1288,27,0,1,,,,
Erlanger,Cities,KENTUCKY,22952,22,0,6,,,,
Erving,Cities,MASSACHUSETTS,1771,27,0,1,,,,
Erwin,Cities,NORTH CAROLINA,5959,27,0,1,,,,
Escalante,Cities,Utah,774,3,1,24,,,,
Escalon,Cities,CALIFORNIA,7601,24,0,4,,,,
Escambia,Metropolitan Counties,FLORIDA,No Data,15,3,10,,,,
Escanaba,Cities,MICHIGAN,12278,20,0,8,,,,
Escondido,Cities,CALIFORNIA,152897,6,0,22,,,,
Eskridge,Cities,KANSAS,517,18,6,4,,,,
Esmeralda,Nonmetropolitan Counties,NEVADA,No Data,15,0,13,,,,
Espanola,Cities,NEW MEXICO,10235,11,4,13,,,,
Essex,Cities,ILLINOIS,No Data,27,0,1,,,,
Essex Fells,Cities,NEW JERSEY,2157,27,0,1,,,,
Essexville,Cities,MICHIGAN,3381,25,0,3,,,,
Estacada,Cities,Oregon,3249,3,0,25,,,,
Estancia,Cities,NEW MEXICO,1656,10,2,16,,,,
Estelline,Cities,SOUTH DAKOTA,134,27,0,1,,,,
Estes Park,Cities,COLORADO,6335,26,0,2,,,,
Estherville,Cities,IOWA,5947,27,0,1,,,,
Estill,Nonmetropolitan Counties,KENTUCKY,1933,27,0,1,,,,
Estill Springs,Cities,TENNESSEE,2043,27,0,1,,,,
Ethridge,Cities,TENNESSEE,476,27,0,1,,,,
Etna,Cities,CALIFORNIA,3391,26,1,1,,,,
Eton,Cities,GEORGIA,902,26,1,1,,,,
Etowah,Metropolitan Counties,ALABAMA,3503,27,0,1,,,,
Euclid,Cities,OHIO,47416,23,4,1,,,,
Eudora,Cities,ARKANSAS,2070,26,1,1,,,,
Eufaula,Cities,ALABAMA,2960,25,0,3,,,,
Eugene,Cities,OREGON,164883,4,1,23,,,,
Euharlee,Cities,Georgia,4230,8,4,16,,,,
Euless,Cities,TEXAS,54791,27,0,1,,,,
Eunice,Cities,Louisiana,10291,1,2,25,,,,
Eupora,Cities,MISSISSIPPI,2124,3,5,20,,,,
Eureka,Cities,CALIFORNIA,1120,27,0,1,,,,
