agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,zeroClass,dnrClass,reportClass,popClass
Mount Carmel,Cities,TENNESSEE,5424,27,0,1,,,,
Mount Carmel Township,Cities,PENNSYLVANIA,3057,26,1,1,,,,
Mount Carroll,Cities,ILLINOIS,1602,27,0,1,,,,
Mount Crested Butte,Cities,COLORADO,833,27,0,1,,,,
Mount Desert,Cities,MAINE,2074,27,0,1,,,,
Mount Dora,Cities,FLORIDA,13067,19,0,9,,,,
Mount Ephraim,Cities,NEW JERSEY,4609,27,0,1,,,,
Mount Gilead,Cities,NORTH CAROLINA,1180,27,0,1,,,,
Mount Gretna Borough,Cities,PENNSYLVANIA,197,25,2,1,,,,
Mount Healthy,Cities,OHIO,6028,15,3,10,,,,
Mount Holly,Cities,NORTH CAROLINA,14284,27,0,1,,,,
Mount Holly Springs,Cities,PENNSYLVANIA,2038,26,1,1,,,,
Mount Holly Township,Cities,NEW JERSEY,9483,25,0,3,,,,
Mount Hope,Cities,KANSAS,1371,26,1,1,,,,
Mount Hope Town,Cities,NEW YORK,6899,25,2,1,,,,
Mount Horeb,Cities,WISCONSIN,7387,20,0,8,,,,
Mount Jackson,Cities,VIRGINIA,2051,27,0,1,,,,
Mount Jewett,Cities,PENNSYLVANIA,902,18,2,8,,,,
Mount Joy,Cities,PENNSYLVANIA,8204,25,2,1,,,,
Mount Juliet,Cities,TENNESSEE,33048,27,0,1,,,,
Mount Kisco Village,Cities,NEW YORK,11156,20,4,4,,,,
Mount Laurel Township,Cities,NEW JERSEY,41828,15,0,13,,,,
Mount Lebanon,Cities,PENNSYLVANIA,32692,26,1,1,,,,
Mount Morris,Cities,ILLINOIS,2941,26,0,2,,,,
Mount Morris Township,Cities,MICHIGAN,20502,22,0,6,,,,
Mount Morris Village,Cities,NEW YORK,2883,22,4,2,,,,
Mount Olive,Cities,NORTH CAROLINA,4752,27,0,1,,,,
Mount Olive Township,Cities,NEW JERSEY,29095,17,1,10,,,,
Mount Oliver,Cities,PENNSYLVANIA,3344,24,3,1,,,,
Mount Orab,Cities,Ohio,3649,15,0,13,,,,
Mount Pleasant,Cities,SOUTH CAROLINA,26286,27,0,1,,,,
Mount Pleasant Town,Cities,NEW YORK,26903,25,2,1,,,,
Mount Pleasant Township,Cities,PENNSYLVANIA,3510,26,1,1,,,,
Mount Prospect,Cities,ILLINOIS,54839,27,0,1,,,,
Mount Pulaski,Cities,ILLINOIS,1505,27,0,1,,,,
Mount Rainier,Cities,MARYLAND,8552,27,0,1,,,,
Mount Shasta,Cities,CALIFORNIA,3277,27,0,1,,,,
Mount Sterling,Cities,KENTUCKY,7268,27,0,1,,,,
Mount Union,Cities,PENNSYLVANIA,2396,20,4,4,,,,
Mount Vernon,Cities,NEW YORK,16685,27,0,1,,,,
Mount Washington,Cities,KENTUCKY,14162,23,0,5,,,,
Mount Zion,Cities,GEORGIA,5865,27,0,1,,,,
Mountain City,Cities,GEORGIA,2463,27,0,1,,,,
Mountain Grove,Cities,MISSOURI,4662,27,0,1,,,,
Mountain Home,Cities,ARKANSAS,12305,27,0,1,,,,
Mountain Lake,Cities,Minnesota,2119,14,1,13,,,,
Mountain Lakes,Cities,NEW JERSEY,4291,26,1,1,,,,
Mountain View,Cities,ARKANSAS,764,27,0,1,,,,
Mountain Village,Cities,Colorado,1412,15,0,13,,,,
Mountainside,Cities,NEW JERSEY,6887,27,0,1,,,,
Mountlake Terrace,Cities,WASHINGTON,21212,23,0,5,,,,
Mountrail,Nonmetropolitan Counties,NORTH DAKOTA,No Data,25,0,3,,,,
Mountville,Cities,PENNSYLVANIA,2862,24,3,1,,,,
Moweaqua,Cities,Illinois,1736,22,0,6,,,,
Mower,Nonmetropolitan Counties,MINNESOTA,No Data,15,4,9,,,,
Mowrystown,Cities,Ohio,359,2,5,21,,,,
Moxee,Cities,WASHINGTON,3911,27,0,1,,,,
Muhlenberg,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,,,,
Muhlenberg County Police Department,Nonmetropolitan Counties,Kentucky,No Data,14,0,14,,,,
Muhlenberg Township,Cities,PENNSYLVANIA,20181,26,1,1,,,,
Mukilteo,Cities,WASHINGTON,21416,25,0,3,,,,
Mukwonago,Cities,WISCONSIN,7795,23,0,5,,,,
Mukwonago Town,Cities,Wisconsin,8147,19,0,9,,,,
Mulberry,Cities,ARKANSAS,504,26,1,1,,,,
Muldraugh,Cities,KENTUCKY,994,25,2,1,,,,
Muldrow,Cities,OKLAHOMA,3248,27,0,1,,,,
Muleshoe,Cities,TEXAS,5193,27,0,1,,,,
Mullens,Cities,WEST VIRGINIA,1556,4,0,24,,,,
Mullica Township,Cities,NEW JERSEY,6089,25,0,3,,,,
Mullins,Cities,SOUTH CAROLINA,4491,26,0,2,,,,
Multnomah,Metropolitan Counties,Oregon,No Data,3,0,25,,,,
Mulvane,Cities,KANSAS,6347,25,0,3,,,,
Muncie,Cities,INDIANA,70065,20,1,7,,,,
Muncy,Cities,PENNSYLVANIA,2424,27,0,1,,,,
Muncy Township,Cities,Pennsylvania,1091,14,1,13,,,,
Munday,Cities,TEXAS,1347,27,0,1,,,,
Mundelein,Cities,ILLINOIS,31685,27,0,1,,,,
Mundy Township,Cities,MICHIGAN,14562,24,0,4,,,,
Munford,Cities,TENNESSEE,6140,21,0,7,,,,
Munfordville,Cities,KENTUCKY,1645,27,0,1,,,,
Munhall,Cities,PENNSYLVANIA,11281,21,3,4,,,,
Munising,Cities,MICHIGAN,2278,27,0,1,,,,
Munroe Falls,Cities,OHIO,5012,24,3,1,,,,
Munster,Cities,Indiana,22865,4,2,22,,,,
Murfreesboro,Cities,TENNESSEE,3038,27,0,1,,,,
Murphy,Cities,NORTH CAROLINA,21175,27,0,1,,,,
Murphysboro,Cities,Illinois,7726,15,0,13,,,,
Murray,Cities,UTAH,49758,26,1,1,,,,
Murrieta,Cities,CALIFORNIA,111043,17,0,11,,,,
Murrysville,Cities,PENNSYLVANIA,20142,26,1,1,,,,
Muscatine,Cities,IOWA,No Data,27,0,1,,,,
Muscle Shoals,Cities,ALABAMA,13720,20,0,8,,,,
Muscoda,Cities,Wisconsin,1259,6,0,22,,,,
Muscogee,Metropolitan Counties,Georgia,No Data,11,8,9,,,,
Muskego,Cities,WISCONSIN,24876,27,0,1,,,,
Muskegon,Cities,MICHIGAN,38372,26,0,2,,,,
Muskegon Heights,Cities,MICHIGAN,10785,23,0,5,,,,
Muskegon Township,Cities,MICHIGAN,17791,26,0,2,,,,
Muskingum,Nonmetropolitan Counties,OHIO,No Data,15,8,5,,,,
Muskogee,Cities,OKLAHOMA,39472,27,0,1,,,,
Musselshell,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,,,,
Mustang,Cities,OKLAHOMA,20813,23,0,5,,,,
Mustang Ridge,Cities,TEXAS,990,27,0,1,,,,
Myerstown,Cities,PENNSYLVANIA,3121,17,3,8,,,,
Myrtle Beach,Cities,SOUTH CAROLINA,31864,20,0,8,,,,
Myrtle Creek,Cities,OREGON,3466,16,3,9,,,,
Myrtle Point,Cities,OREGON,2390,4,0,24,,,,
Myrtlewood,Cities,ALABAMA,129,4,0,24,,,,
Myton,Cities,Utah,653,0,3,25,,,,
Nacogdoches,Cities,TEXAS,No Data,24,3,1,,,,
Nags Head,Cities,NORTH CAROLINA,2938,27,0,1,,,,
Nahant,Cities,MASSACHUSETTS,3484,24,0,4,,,,
Nahunta,Cities,GEORGIA,1061,20,3,5,,,,
Nampa,Cities,IDAHO,91520,11,0,17,,,,
Nance,Nonmetropolitan Counties,NEBRASKA,No Data,15,5,8,,,,
Nanticoke,Cities,PENNSYLVANIA,10218,26,1,1,,,,
Nantucket,Cities,MASSACHUSETTS,11036,27,0,1,,,,
Nanty Glo,Cities,PENNSYLVANIA,2575,19,4,5,,,,
Napa,Cities,CALIFORNIA,No Data,27,0,1,,,,
Napavine,Cities,WASHINGTON,1794,26,0,2,,,,
Naperville,Cities,Illinois,148070,14,1,13,,,,
Napier Field,Cities,ALABAMA,398,4,0,24,,,,
Naples,Cities,FLORIDA,2320,27,0,1,,,,
Napoleon,Cities,MISSOURI,785,27,0,1,,,,
Napoleon Township,Cities,MICHIGAN,6764,27,0,1,,,,
Nappanee,Cities,INDIANA,6733,22,2,4,,,,
Narberth,Cities,PENNSYLVANIA,4314,25,2,1,,,,
Narragansett,Cities,RHODE ISLAND,15600,27,0,1,,,,
Narrows,Cities,VIRGINIA,1940,27,0,1,,,,
Nash,Metropolitan Counties,NORTH CAROLINA,3177,26,1,1,,,,
Nashua,Cities,NEW HAMPSHIRE,88252,27,0,1,,,,
Nashville,Cities,TENNESSEE,5459,27,0,1,,,,
Nashville Metropolitan,Cities,Tennessee,668685,0,0,28,,,,
Nassau,Metropolitan Counties,NEW YORK,No Data,20,0,8,,,,
Nassau Bay,Cities,TEXAS,4118,27,0,1,,,,
Nassau Village,Cities,NEW YORK,1122,27,0,1,,,,
Natalia,Cities,Texas,1504,3,0,25,,,,
Natchez,Cities,Mississippi,15446,2,2,24,,,,
Natchitoches,Nonmetropolitan Counties,Louisiana,No Data,8,3,17,,,,
Natick,Cities,MASSACHUSETTS,36777,21,0,7,,,,
National City,Cities,CALIFORNIA,61550,19,0,9,,,,
National Park,Cities,NEW JERSEY,2975,26,1,1,,,,
Natrona,Metropolitan Counties,WYOMING,No Data,27,0,1,,,,
Naugatuck,Cities,CONNECTICUT,31469,21,0,7,,,,
Nauvoo,Cities,ILLINOIS,1152,5,2,21,,,,
Navajo,Nonmetropolitan Counties,ARIZONA,No Data,7,1,20,,,,
Navarre,Cities,OHIO,1916,24,3,1,,,,
Navarro,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,,,,
Navasota,Cities,TEXAS,7545,27,0,1,,,,
Navassa,Cities,NORTH CAROLINA,1668,27,0,1,,,,
Naylor,Cities,MISSOURI,635,12,0,16,,,,
Nazareth,Cities,Pennsylvania,5668,16,3,9,,,,
Nazareth Area,Cities,PENNSYLVANIA,5764,8,0,20,,,,
Nebraska City,Cities,NEBRASKA,7341,26,0,2,,,,
Nederland,Cities,COLORADO,17240,27,0,1,,,,
Needham,Cities,MASSACHUSETTS,30733,23,0,5,,,,
Needles,Cities,CALIFORNIA,5010,27,0,1,,,,
Needville,Cities,TEXAS,3088,27,0,1,,,,
Neenah,Cities,WISCONSIN,25850,27,0,1,,,,
Negaunee,Cities,MICHIGAN,4584,26,0,2,,,,
Neillsville,Cities,WISCONSIN,2399,27,0,1,,,,
Neligh,Cities,Nebraska,1513,3,0,25,,,,
Nelson,Metropolitan Counties,KENTUCKY,No Data,27,0,1,,,,
Nelson Township,Cities,PENNSYLVANIA,567,4,0,24,,,,
Nelsonville,Cities,OHIO,5159,26,0,2,,,,
Nemaha,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,,,,
Neodesha,Cities,KANSAS,2333,27,0,1,,,,
Neoga,Cities,ILLINOIS,1609,17,2,9,,,,
Neosho,Nonmetropolitan Counties,KANSAS,12218,27,0,1,,,,
Nephi,Cities,UTAH,5594,27,0,1,,,,
Neptune Beach,Cities,FLORIDA,7145,20,0,8,,,,
Neptune City,Cities,NEW JERSEY,4790,25,1,2,,,,
Neptune Township,Cities,NEW JERSEY,27505,2,1,25,,,,
Nescopeck,Cities,PENNSYLVANIA,1546,26,1,1,,,,
Neshannock Township,Cities,PENNSYLVANIA,9319,24,3,1,,,,
Neshkoro,Cities,WISCONSIN,421,27,0,1,,,,
Nesquehoning,Cities,PENNSYLVANIA,3263,18,6,4,,,,
Ness,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,,,,
Netcong,Cities,NEW JERSEY,3240,26,1,1,,,,
Nether Providence Township,Cities,PENNSYLVANIA,13827,23,4,1,,,,
Nevada,Nonmetropolitan Counties,ARKANSAS,8230,27,0,1,,,,
Nevada City,Cities,CALIFORNIA,3167,27,0,1,,,,
Neville Township,Cities,PENNSYLVANIA,1065,26,1,1,,,,
New Albany,Cities,OHIO,10340,25,2,1,,,,
New Athens,Cities,ILLINOIS,320,22,5,1,,,,
New Baden,Cities,ILLINOIS,3304,11,0,17,,,,
New Baltimore,Cities,MICHIGAN,12409,23,0,5,,,,
New Beaver,Cities,PENNSYLVANIA,1441,21,2,5,,,,
New Bedford,Cities,MASSACHUSETTS,94524,19,0,9,,,,
New Berlin,Cities,ILLINOIS,39873,21,6,1,,,,
New Berlin Town,Cities,NEW YORK,1548,25,2,1,,,,
New Bern,Cities,NORTH CAROLINA,30137,21,0,7,,,,
New Bethlehem,Cities,PENNSYLVANIA,2741,16,11,1,,,,
New Bloomfield,Cities,MISSOURI,677,27,0,1,,,,
New Boston,Cities,NEW HAMPSHIRE,4666,26,1,1,,,,
New Braunfels,Cities,TEXAS,73334,24,0,4,,,,
New Bremen,Cities,Ohio,2961,11,0,17,,,,
New Brighton,Cities,MINNESOTA,8991,26,1,1,,,,
New Britain,Cities,CONNECTICUT,72720,21,4,3,,,,
New Britain Township,Cities,PENNSYLVANIA,11269,26,1,1,,,,
New Brockton,Cities,ALABAMA,1258,4,0,24,,,,
New Brunswick,Cities,NEW JERSEY,57158,2,1,25,,,,
New Buffalo,Cities,MICHIGAN,1875,16,3,9,,,,
New Canaan,Cities,CONNECTICUT,20509,23,0,5,,,,
New Carrollton,Cities,MARYLAND,12914,26,0,2,,,,
New Castle,Cities,COLORADO,22211,22,5,1,,,,
New Castle County Police Department,Metropolitan Counties,DELAWARE,No Data,13,0,15,,,,
New Castle Town,Cities,NEW YORK,18167,25,1,2,,,,
New Castle Township,Cities,PENNSYLVANIA,390,24,3,1,,,,
New Chicago,Cities,Indiana,1990,4,0,24,,,,
New Concord,Cities,OHIO,2317,25,2,1,,,,
New Cumberland,Cities,PENNSYLVANIA,7297,21,1,6,,,,
New Deal,Cities,TEXAS,805,25,2,1,,,,
New Durham,Cities,NEW HAMPSHIRE,2662,27,0,1,,,,
New Ellenton,Cities,SOUTH CAROLINA,2134,27,0,1,,,,
New Era,Cities,MICHIGAN,444,26,1,1,,,,
New Florence,Cities,MISSOURI,662,18,9,1,,,,
New Franklin,Cities,MISSOURI,1081,24,3,1,,,,
New Garden Township,Cities,PENNSYLVANIA,12113,24,2,2,,,,
New Glarus,Cities,WISCONSIN,2170,27,0,1,,,,
New Hampton,Cities,IOWA,2215,27,0,1,,,,
New Hanover,Metropolitan Counties,NORTH CAROLINA,No Data,20,0,8,,,,
New Hanover Township,Cities,NEW JERSEY,12814,26,1,1,,,,
New Hartford Town and Village,Cities,NEW YORK,20441,26,0,2,,,,
New Haven,Cities,CONNECTICUT,2097,27,0,1,,,,
New Holland,Cities,PENNSYLVANIA,5439,26,1,1,,,,
New Holstein,Cities,WISCONSIN,3213,27,0,1,,,,
New Hope,Cities,ALABAMA,2507,25,2,1,,,,
New Ipswich,Cities,NEW HAMPSHIRE,5212,26,1,1,,,,
New Johnsonville,Cities,TENNESSEE,1884,27,0,1,,,,
New Kensington,Cities,PENNSYLVANIA,12636,24,3,1,,,,
New Kent,Metropolitan Counties,VIRGINIA,No Data,25,0,3,,,,
New Knoxville,Cities,Ohio,865,9,2,17,,,,
New Lebanon,Cities,OHIO,4001,27,0,1,,,,
New Lenox,Cities,ILLINOIS,26085,23,0,5,,,,
New Lexington,Cities,OHIO,4721,27,0,1,,,,
New Lisbon,Cities,WISCONSIN,2473,27,0,1,,,,
New London,Cities,CONNECTICUT,7148,27,0,1,,,,
New Lothrop,Cities,MICHIGAN,557,19,4,5,,,,
New Madrid,Cities,MISSOURI,No Data,27,0,1,,,,
New Market,Cities,TENNESSEE,2220,27,0,1,,,,
New Martinsville,Cities,West Virginia,5190,12,3,13,,,,
New Melle,Cities,MISSOURI,477,15,1,12,,,,
New Miami,Cities,Ohio,2328,21,2,5,,,,
New Middletown,Cities,OHIO,1568,27,0,1,,,,
New Milford,Cities,CONNECTICUT,16804,26,0,2,,,,
New Orleans,Cities,LOUISIANA,397208,9,5,14,,,,
New Paltz Town and Village,Cities,NEW YORK,14214,26,1,1,,,,
New Paris,Cities,OHIO,1583,15,9,4,,,,
New Philadelphia,Cities,OHIO,1060,23,4,1,,,,
New Port Richey,Cities,FLORIDA,16038,19,5,4,,,,
New Prague,Cities,Minnesota,7631,15,0,13,,,,
New Providence,Cities,NEW JERSEY,12461,20,0,8,,,,
New Richland,Cities,Minnesota,1185,10,5,13,,,,
New Richmond,Cities,OHIO,2651,27,0,1,,,,
New Rochelle,Cities,NEW YORK,80389,11,0,17,,,,
New Salem,Cities,MASSACHUSETTS,1006,16,0,12,,,,
New Sewickley Township,Cities,PENNSYLVANIA,7454,27,0,1,,,,
New Sharon,Cities,Iowa,1290,0,3,25,,,,
New Shoreham,Cities,RHODE ISLAND,1046,19,0,9,,,,
New Site,Cities,ALABAMA,843,4,0,24,,,,
New Smyrna Beach,Cities,FLORIDA,23391,19,0,9,,,,
New Straitsville,Cities,OHIO,715,10,6,12,,,,
New Tazewell,Cities,TENNESSEE,2943,27,0,1,,,,
New Town,Cities,North Dakota,2656,15,0,13,,,,
New Ulm,Cities,Minnesota,13293,19,4,5,,,,
New Vienna,Cities,OHIO,1199,23,4,1,,,,
New Waterford,Cities,OHIO,1195,14,1,13,,,,
New Whiteland,Cities,INDIANA,5793,15,1,12,,,,
New Wilmington,Cities,PENNSYLVANIA,2190,14,5,9,,,,
New Windsor Town,Cities,NEW YORK,26835,25,2,1,,,,
New York,Cities,NEW YORK,8566917,0,0,28,,,,
New York Mills Village,Cities,NEW YORK,3303,24,3,1,,,,
Newark,Cities,CALIFORNIA,48055,27,0,1,,,,
Newark Village,Cities,NEW YORK,8786,25,2,1,,,,
Newaygo,Cities,MICHIGAN,1975,22,3,3,,,,
Newberg-Dundee,Cities,OREGON,26105,24,0,4,,,,
Newbern,Cities,TENNESSEE,3341,27,0,1,,,,
Newberry,Cities,SOUTH CAROLINA,No Data,27,0,1,,,,
Newberry Township,Cities,PENNSYLVANIA,15470,26,1,1,,,,
Newburg,Cities,MISSOURI,448,27,0,1,,,,
Newburgh,Cities,NEW YORK,28171,22,0,6,,,,
Newburgh Town,Cities,NEW YORK,30933,27,0,1,,,,
Newbury,Cities,MASSACHUSETTS,2184,26,1,1,,,,
Newburyport,Cities,MASSACHUSETTS,18011,24,0,4,,,,
Newcastle,Cities,OKLAHOMA,3537,27,0,1,,,,
Newcomerstown,Cities,OHIO,3798,7,4,17,,,,
Newfield,Cities,NEW JERSEY,1522,26,1,1,,,,
Newfields,Cities,NEW HAMPSHIRE,1700,27,0,1,,,,
Newington,Cities,CONNECTICUT,777,27,0,1,,,,
Newkirk,Cities,OKLAHOMA,2242,27,0,1,,,,
Newland,Cities,NORTH CAROLINA,684,27,0,1,,,,
Newman,Cities,CALIFORNIA,11037,27,0,1,,,,
Newmarket,Cities,NEW HAMPSHIRE,8911,11,0,17,,,,
Newnan,Cities,GEORGIA,38137,26,1,1,,,,
Newport,Cities,KENTUCKY,4415,27,0,1,,,,
Newport Beach,Cities,CALIFORNIA,87482,16,0,12,,,,
Newport News,Cities,VIRGINIA,181676,9,0,19,,,,
Newport Township,Cities,PENNSYLVANIA,5399,15,8,5,,,,
Newton,Cities,MASSACHUSETTS,No Data,25,2,1,,,,
Newton Falls,Cities,OHIO,4628,12,3,13,,,,
Newton Grove,Cities,NORTH CAROLINA,577,27,0,1,,,,
Newton Township,Cities,PENNSYLVANIA,2851,17,3,8,,,,
Newtonsville,Cities,Ohio,393,7,12,9,,,,
Newtown,Cities,CONNECTICUT,2217,27,0,1,,,,
"Newtown Township, Bucks County",Cities,PENNSYLVANIA,22914,26,1,1,,,,
"Newtown Township, Delaware County",Cities,PENNSYLVANIA,12864,24,3,1,,,,
Newville,Cities,ALABAMA,1332,24,3,1,,,,
Nez Perce,Metropolitan Counties,IDAHO,No Data,27,0,1,,,,
Niagara,Metropolitan Counties,NEW YORK,1580,27,0,1,,,,
Niagara Falls,Cities,NEW YORK,48675,18,0,10,,,,
Niagara Town,Cities,NEW YORK,8080,27,0,1,,,,
Niangua,Cities,MISSOURI,412,27,0,1,,,,
Niceville,Cities,FLORIDA,14407,20,0,8,,,,
Nicholas,Nonmetropolitan Counties,WEST VIRGINIA,No Data,27,0,1,,,,
Nicholasville,Cities,KENTUCKY,30093,21,0,7,,,,
Nicholls,Cities,GEORGIA,3378,26,1,1,,,,
Nichols,Cities,SOUTH CAROLINA,356,27,0,1,,,,
Nichols Hills,Cities,OKLAHOMA,3921,27,0,1,,,,
Nickerson,Cities,KANSAS,1062,11,5,12,,,,
Nicollet,Metropolitan Counties,MINNESOTA,No Data,21,5,2,,,,
Nicoma Park,Cities,OKLAHOMA,2483,27,0,1,,,,
Niles,Cities,MICHIGAN,18538,27,0,1,,,,
Ninety Six,Cities,SOUTH CAROLINA,2050,26,0,2,,,,
Ninnekah,Cities,Oklahoma,1043,23,0,5,,,,
Niobrara,Nonmetropolitan Counties,WYOMING,No Data,16,3,9,,,,
Niota,Cities,TENNESSEE,718,26,0,2,,,,
Niskayuna Town,Cities,NEW YORK,22171,27,0,1,,,,
Nissequogue Village,Cities,NEW YORK,1762,25,1,2,,,,
Nitro,Cities,WEST VIRGINIA,6729,26,0,2,,,,
Nixa,Cities,MISSOURI,21377,27,0,1,,,,
Nixon,Cities,TEXAS,2482,25,2,1,,,,
Noble,Nonmetropolitan Counties,INDIANA,No Data,27,0,1,,,,
Nobles,Nonmetropolitan Counties,Minnesota,No Data,18,5,5,,,,
Noblesville,Cities,Indiana,57559,4,0,24,,,,
Nocona,Cities,TEXAS,2921,27,0,1,,,,
Nodaway,Nonmetropolitan Counties,MISSOURI,No Data,26,0,2,,,,
Noel,Cities,MISSOURI,1822,27,0,1,,,,
Nogales,Cities,ARIZONA,20143,25,1,2,,,,
Nokomis,Cities,ILLINOIS,2171,25,2,1,,,,
Nolan,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,,,,
Nolanville,Cities,TEXAS,4876,27,0,1,,,,
Nolensville,Cities,TENNESSEE,7164,27,0,1,,,,
Nome,Cities,Alaska,3846,15,0,13,,,,
Norborne,Cities,MISSOURI,684,19,1,8,,,,
Norco,Cities,CALIFORNIA,26132,24,0,4,,,,
Norcross,Cities,GEORGIA,16929,26,1,1,,,,
Norfolk,Cities,VIRGINIA,11991,27,0,1,,,,
Norfolk Town,Cities,NEW YORK,4494,26,1,1,,,,
Norfork,Cities,Arkansas,497,3,0,25,,,,
Norlina,Cities,NORTH CAROLINA,1074,27,0,1,,,,
Normal,Cities,ILLINOIS,54727,15,1,12,,,,
Norman,Cities,OKLAHOMA,112112,18,3,7,,,,
Norman Park,Cities,Georgia,961,18,1,9,,,,
Normandy,Cities,MISSOURI,7618,27,0,1,,,,
Normandy Park,Cities,WASHINGTON,6733,22,0,6,,,,
Normangee,Cities,Texas,695,7,0,21,,,,
Norridge,Cities,ILLINOIS,14629,27,0,1,,,,
Norris,Cities,TENNESSEE,1655,27,0,1,,,,
Norris City,Cities,Illinois,1242,11,0,17,,,,
Norristown,Cities,PENNSYLVANIA,34425,26,1,1,,,,
North,Cities,SOUTH CAROLINA,737,27,0,1,,,,
North Adams,Cities,MASSACHUSETTS,13162,25,0,3,,,,
North Andover,Cities,MASSACHUSETTS,29853,26,0,2,,,,
North Annville Township,Cities,Pennsylvania,2428,5,3,20,,,,
North Apollo,Cities,PENNSYLVANIA,1294,4,0,24,,,,
North Arlington,Cities,NEW JERSEY,15921,25,0,3,,,,
North Attleboro,Cities,MASSACHUSETTS,29013,25,0,3,,,,
North Augusta,Cities,SOUTH CAROLINA,22755,27,0,1,,,,
North Aurora,Cities,ILLINOIS,17599,27,0,1,,,,
North Baltimore,Cities,Ohio,3568,13,1,14,,,,
North Bay Village,Cities,FLORIDA,7463,19,0,9,,,,
North Beaver,Cities,PENNSYLVANIA,3993,19,4,5,,,,
North Belle Vernon,Cities,PENNSYLVANIA,1892,26,1,1,,,,
North Bend,Cities,OREGON,6863,27,0,1,,,,
North Bergen Township,Cities,NEW JERSEY,63113,22,1,5,,,,
North Berwick,Cities,MAINE,4672,27,0,1,,,,
North Braddock,Cities,PENNSYLVANIA,4773,14,9,5,,,,
North Branch,Cities,MICHIGAN,10233,27,0,1,,,,
North Branford,Cities,CONNECTICUT,14234,25,0,3,,,,
North Brookfield,Cities,MASSACHUSETTS,4787,17,3,8,,,,
North Brunswick Township,Cities,NEW JERSEY,42777,15,1,12,,,,
North Buffalo,Cities,PENNSYLVANIA,2989,14,10,4,,,,
North Caldwell,Cities,NEW JERSEY,6732,26,0,2,,,,
North Canton,Cities,OHIO,17435,23,0,5,,,,
North Castle Town,Cities,NEW YORK,12390,25,1,2,,,,
North Catasauqua,Cities,PENNSYLVANIA,2824,24,3,1,,,,
North Charleroi,Cities,PENNSYLVANIA,1317,5,3,20,,,,
North Charleston,Cities,SOUTH CAROLINA,110490,24,0,4,,,,
North Chicago,Cities,Illinois,29898,10,0,18,,,,
North College Hill,Cities,OHIO,9320,22,2,4,,,,
North Cornwall Township,Cities,PENNSYLVANIA,7811,26,1,1,,,,
North Courtland,Cities,ALABAMA,805,4,0,24,,,,
North Coventry Township,Cities,PENNSYLVANIA,8054,26,1,1,,,,
North East,Cities,MARYLAND,3734,26,1,1,,,,
"North East, Erie County",Cities,PENNSYLVANIA,4148,21,2,5,,,,
North Enid,Cities,Oklahoma,938,23,0,5,,,,
North Fayette Township,Cities,PENNSYLVANIA,14733,22,5,1,,,,
North Fond du Lac,Cities,WISCONSIN,5003,26,0,2,,,,
North Franklin Township,Cities,PENNSYLVANIA,4601,25,2,1,,,,
North Greenbush Town,Cities,NEW YORK,12232,22,4,2,,,,
North Haledon,Cities,NEW JERSEY,8529,23,1,4,,,,
North Hampton,Cities,NEW HAMPSHIRE,4435,27,0,1,,,,
North Hanover Township,Cities,NEW JERSEY,7594,25,0,3,,,,
North Haven,Cities,CONNECTICUT,23777,25,0,3,,,,
North Hopewell Township,Cities,Pennsylvania,2798,14,1,13,,,,
North Hudson,Cities,WISCONSIN,3832,27,0,1,,,,
North Huntingdon Township,Cities,PENNSYLVANIA,30787,25,1,2,,,,
North Irwin,Cities,PENNSYLVANIA,849,4,4,20,,,,
North Judson,Cities,Indiana,1762,12,4,12,,,,
North Kansas City,Cities,MISSOURI,4387,27,0,1,,,,
North Kingstown,Cities,RHODE ISLAND,26120,27,0,1,,,,
North Kingsville,Cities,Ohio,2870,5,3,20,,,,
North Las Vegas,Cities,NEVADA,238554,4,3,21,,,,
North Lauderdale,Cities,FLORIDA,43167,20,0,8,,,,
North Lebanon Township,Cities,PENNSYLVANIA,11839,25,2,1,,,,
North Liberty,Cities,IOWA,16458,26,0,2,,,,
North Little Rock,Cities,ARKANSAS,67344,24,0,4,,,,
North Londonderry Township,Cities,PENNSYLVANIA,8420,26,1,1,,,,
North Manchester,Cities,INDIANA,5989,8,0,20,,,,
North Mankato,Cities,MINNESOTA,13553,23,4,1,,,,
North Miami,Cities,FLORIDA,62974,14,5,9,,,,
North Miami Beach,Cities,FLORIDA,44442,17,2,9,,,,
North Middleton Township,Cities,PENNSYLVANIA,11542,26,1,1,,,,
North Muskegon,Cities,MICHIGAN,3779,27,0,1,,,,
North Myrtle Beach,Cities,SOUTH CAROLINA,15945,25,0,3,,,,
North Newton,Cities,KANSAS,1811,27,0,1,,,,
North Oaks,Cities,Minnesota,4892,12,4,12,,,,
North Ogden,Cities,UTAH,18654,25,0,3,,,,
North Olmsted,Cities,OHIO,31851,16,3,9,,,,
North Palm Beach,Cities,FLORIDA,12597,20,3,5,,,,
North Park,Cities,UTAH,15088,24,3,1,,,,
North Plainfield,Cities,NEW JERSEY,22135,21,1,6,,,,
North Plains,Cities,OREGON,2131,7,0,21,,,,
