state,agencyType,agencyName,quarter01,quarter02,quarter03,quarter04,population
Alabama,Cities,Ashland,0,0,0,0,"1,972"
Alabama,Cities,Auburn,0,0,0,0,"62,005"
Alabama,Cities,Demopolis,0,0,0,0,"7,115"
Alabama,Cities,Enterprise,0,0,0,0,"28,028"
Alabama,Cities,Eutaw,0,0,0,0,"2,757"
Alabama,Cities,Fairhope,0,0,,,"18,821"
Alabama,Cities,Florence,0,0,0,0,"40,433"
Alabama,Cities,Foley,0,0,0,0,"16,644"
Alabama,Cities,Gadsden,0,0,0,0,"36,148"
Alabama,Cities,Geneva,0,0,0,0,"4,453"
Alabama,Cities,Guntersville,0,0,0,0,"8,395"
Alabama,Cities,Jasper,0,0,,,"14,042"
Alabama,Cities,Lafayette,0,0,,,"2,981"
Alabama,Cities,Lineville,0,0,,,"2,305"
Alabama,Cities,Midland City,0,0,0,0,"2,411"
Alabama,Cities,Mobile,0,0,0,0,"250,346"
Alabama,Cities,Montgomery,0,0,0,0,"199,139"
Alabama,Cities,Muscle Shoals,0,0,0,0,"13,720"
Alabama,Cities,Opp,0,0,0,0,"6,681"
Alabama,Cities,Pelham,0,0,0,0,"22,997"
Alabama,Cities,Rainbow City,0,0,0,0,"9,603"
Alabama,Cities,Repton,0,0,0,0,270
Alabama,Cities,Sardis City,0,0,0,0,"1,750"
Alabama,Cities,Springville,0,0,0,0,"4,223"
Alabama,Cities,Talladega,0,0,0,0,"16,006"
Alabama,Cities,Taylor,0,0,0,0,"2,424"
Alabama,Cities,Trussville,0,0,0,0,20874
Alabama,Cities,Tuscaloosa,0,0,0,0,"97,511"
Alaska,Cities,Bethel,0,0,0,0,"6,497"
Alaska,Cities,Bristol Bay Borough,0,0,0,0,942
Alaska,Cities,Cordova,0,0,,0,"2,220"
Alaska,Cities,Craig,0,0,0,0,"1,265"
Alaska,Cities,Dillingham,0,0,0,0,"2,411"
Alaska,Cities,Fairbanks,0,0,0,0,"32,677"
Alaska,Cities,Haines,0,0,0,0,"2,567"
Alaska,Cities,Homer,0,0,,0,"5,511"
Alaska,Cities,Juneau,0,0,0,0,"32,482"
Alaska,Cities,Kenai,0,0,0,0,"7,680"
Alaska,Cities,Ketchikan,0,0,0,0,"8,286"
Alaska,Cities,Kodiak,0,0,0,0,"6,345"
Alaska,Cities,Nome,0,0,0,0,"3,832"
Alaska,Cities,North Slope Borough,0,0,0,0,"9,707"
Alaska,Cities,Palmer,0,0,0,0,"6,652"
Alaska,Cities,Petersburg,0,0,0,0,"3,130"
Alaska,Cities,Seward,0,0,0,0,"2,489"
Alaska,Cities,Sitka,0,0,,0,"8,850"
Alaska,Cities,Skagway,0,0,0,0,"1,049"
Alaska,Cities,Unalaska,0,0,,0,"4,554"
Alaska,Cities,Valdez,0,0,0,0,"3,903"
Alaska,Cities,Wasilla,0,0,0,0,"9,099"
Alaska,Cities,Wrangell,0,0,0,0,"2,351"
Arizona,Cities,Bisbee,0,0,0,0,"5,235"
Arizona,Cities,Buckeye,0,0,0,0,"61,726"
Arizona,Cities,Bullhead City,0,0,0,0,"39,319"
Arizona,Cities,Camp Verde,0,0,0,0,"11,155"
Arizona,Cities,Casa Grande,0,,,,"51,918"
