state,agencyType,agencyName,quarter01,quarter02,quarter03,quarter04,population,year
California,Cities,Los Alamitos,0,0,0,0,11584,2011
California,Cities,Los Altos,0,0,0,0,29317,2011
California,Cities,Los Altos Hills,0,0,0,0,8015,2011
California,Cities,Los Banos,0,0,0,0,36395,2011
California,Cities,Madera,0,0,0,0,62138,2011
California,Cities,Mammoth Lakes,0,0,0,0,8331,2011
California,Cities,Manteca,0,0,0,0,67885,2011
California,Cities,Marina,0,0,0,0,19950,2011
California,Cities,Martinez,0,0,0,0,36245,2011
California,Cities,Maywood,0,0,0,0,27717,2011
California,Cities,McFarland,0,0,0,0,12856,2011
California,Cities,Menifee,0,0,0,0,78430,2011
California,Cities,Mendota,0,0,0,0,11143,2011
California,Cities,Merced,0,0,0,0,79886,2011
California,Cities,Mill Valley,0,0,0,0,14066,2011
California,Cities,Monrovia,0,0,0,0,37020,2011
California,Cities,Montague,0,0,0,0,1460,2011
California,Cities,Montebello,0,0,0,0,63235,2011
California,Cities,Monterey Park,0,0,0,0,60978,2011
California,Cities,Monte Sereno,0,0,0,0,3380,2011
California,Cities,Moorpark,0,0,0,0,34826,2011
California,Cities,Moraga,0,0,0,0,16204,2011
California,Cities,Morgan Hill,0,0,0,0,38327,2011
California,Cities,Morro Bay,0,0,0,0,10354,2011
California,Cities,Mount Shasta,0,0,0,0,3434,2011
California,Cities,National City,0,0,0,0,59271,2011
California,Cities,Needles,0,0,0,0,4901,2011
California,Cities,Nevada City,0,0,0,0,3104,2011
California,Cities,Newman,0,0,0,0,10344,2011
California,Cities,Oakdale,0,0,0,0,20918,2011
California,Cities,Oakley,0,0,0,0,35849,2011
California,Cities,Orinda,0,0,0,0,17850,2011
California,Cities,Orland,0,0,0,0,7377,2011
California,Cities,Oroville,0,0,0,0,15729,2011
California,Cities,Pacific Grove,0,0,0,0,15218,2011
California,Cities,Palos Verdes Estates,0,0,0,0,13596,2011
California,Cities,Paradise,0,0,0,0,26526,2011
California,Cities,Pasadena,0,0,0,0,138734,2011
California,Cities,Paso Robles,0,0,0,0,30143,2011
California,Cities,Piedmont,0,0,0,0,10792,2011
California,Cities,Pismo Beach,0,0,0,0,7745,2011
California,Cities,Placentia,0,0,0,0,51127,2011
California,Cities,Placerville,0,0,0,0,10511,2011
California,Cities,Pleasant Hill,0,0,0,0,33542,2011
California,Cities,Pleasanton,0,0,0,0,71111,2011
California,Cities,Pomona,0,0,0,0,150810,2011
California,Cities,Porterville,0,0,0,0,54802,2011
California,Cities,Port Hueneme,0,0,0,0,21978,2011
California,Cities,Rancho Cucamonga,0,0,0,0,167212,2011
California,Cities,Rancho Mirage,0,0,0,0,17420,2011
California,Cities,Rancho Santa Margarita,0,0,0,0,48416,2011
California,Cities,Red Bluff,0,0,0,0,14241,2011
California,Cities,Redlands,0,0,0,0,69555,2011
California,Cities,Redwood City,0,0,0,0,77718,2011
California,Cities,Reedley,0,0,0,0,24478,2011
California,Cities,Ridgecrest,0,0,0,0,27941,2011
California,Cities,Rio Dell,0,0,0,0,3408,2011
California,Cities,Rio Vista,0,0,0,0,7447,2011
California,Cities,Ripon,0,0,0,0,14465,2011
California,Cities,Riverbank,0,0,0,0,22945,2011
California,Cities,Rocklin,0,0,0,0,57644,2011
California,Cities,Rolling Hills,0,0,0,0,1882,2011
California,Cities,Rosemead,0,0,0,0,54396,2011
California,Cities,Roseville,0,0,0,0,120184,2011
California,Cities,Ross,0,0,0,0,2443,2011
California,Cities,San Anselmo,0,0,0,0,12481,2011
California,Cities,Sand City,0,0,0,0,338,2011
California,Cities,San Fernando,0,0,0,0,23923,2011
California,Cities,San Jacinto,0,0,0,0,44719,2011
California,Cities,San Juan Capistrano,0,0,0,0,35000,2011
California,Cities,San Marino,0,0,0,0,13302,2011
California,Cities,San Ramon,0,0,0,0,72996,2011
California,Cities,Santa Clara,0,0,0,0,117837,2011
California,Cities,Santa Fe Springs,0,0,0,0,16414,2011
California,Cities,Santa Maria,0,0,0,0,100723,2011
California,Cities,Santa Paula,0,0,0,0,29666,2011
California,Cities,Sausalito,0,0,0,0,7144,2011
California,Cities,Seal Beach,0,0,0,0,24452,2011
California,Cities,Seaside,0,0,0,0,33413,2011
California,Cities,Sebastopol,0,0,0,0,7466,2011
California,Cities,Shafter,0,0,0,0,17188,2011
California,Cities,Sierra Madre,0,0,0,0,11045,2011
California,Cities,Signal Hill,0,0,0,0,11146,2011
California,Cities,Solana Beach,0,0,0,0,13018,2011
California,Cities,Solvang,0,0,0,0,5307,2011
California,Cities,Sonoma,0,0,0,0,10773,2011
California,Cities,South El Monte,0,0,0,0,20352,2011
California,Cities,South Pasadena,0,0,0,0,25920,2011
California,Cities,Stallion Springs,0,0,0,0,2517,2011
California,Cities,St. Helena,0,0,0,0,5882,2011
California,Cities,Suisun City,0,0,0,0,28441,2011
California,Cities,Sutter Creek,0,0,0,0,2530,2011
California,Cities,Taft,0,0,0,0,9437,2011
California,Cities,Temecula,0,0,0,0,101274,2011
California,Cities,Tiburon,0,0,0,0,9067,2011
California,Cities,Truckee,0,0,0,0,16370,2011
California,Cities,Tulare,0,0,0,0,59975,2011
California,Cities,Tulelake,0,0,0,0,1022,2011
California,Cities,Twentynine Palms,0,0,0,0,25342,2011
California,Cities,Twin Cities,0,0,0,0,21428,2011
California,Cities,Ukiah,0,0,0,0,16264,2011
California,Cities,Vacaville,0,0,0,0,93515,2011
California,Cities,Vernon,0,0,0,0,113,2011
California,Cities,Villa Park,0,0,0,0,5880,2011
California,Cities,Walnut,0,0,0,0,29515,2011
California,Cities,Waterford,0,0,0,0,8555,2011
California,Cities,Weed,0,0,0,0,3002,2011
California,Cities,Westmorland,0,0,0,0,2251,2011
California,Cities,West Sacramento,0,0,0,0,49317,2011
California,Cities,Wheatland,0,0,0,0,3497,2011
California,Cities,Wildomar,0,0,0,0,32554,2011
California,Cities,Williams,0,0,0,0,5183,2011
California,Cities,Willits,0,0,0,0,4945,2011
California,Cities,Willows,0,0,0,0,6238,2011
California,Cities,Windsor,0,0,0,0,27116,2011
California,Cities,Winters,0,0,0,0,6702,2011
California,Cities,Woodlake,0,0,0,0,7365,2011
California,Cities,Yountville,0,0,0,0,2967,2011
California,Cities,Yreka,0,0,0,0,7856,2011
California,Cities,Yuba City,0,0,0,0,65688,2011
California,Cities,Yucaipa,0,0,0,0,51971,2011
California,Cities,Yucca Valley,0,0,0,0,20943,2011
Colorado,Cities,Arvada,0,0,0,0,108287,2011
Colorado,Cities,Ault,0,0,0,0,1545,2011
Colorado,Cities,Avon,0,0,0,0,6559,2011
Colorado,Cities,Bayfield,0,0,0,0,2374,2011
Colorado,Cities,Berthoud,0,0,0,0,5194,2011
Colorado,Cities,Black Hawk,0,0,0,0,120,2011
Colorado,Cities,Bow Mar,0,0,0,0,881,2011
Colorado,Cities,Brighton,0,0,0,0,33933,2011
Colorado,Cities,Brush,0,0,0,0,5558,2011
Colorado,Cities,Burlington,0,0,0,0,4328,2011
Colorado,Cities,Campo,0,0,0,0,111,2011
Colorado,Cities,Castle Rock,0,0,0,0,49071,2011
Colorado,Cities,Cedaredge,0,0,0,0,2292,2011
Colorado,Cities,Center,0,0,0,0,2269,2011
Colorado,Cities,Central City,0,0,0,DNR,675,2011
Colorado,Cities,Cherry Hills Village,0,0,0,0,6091,2011
Colorado,Cities,Columbine Valley,0,0,0,0,1278,2011
Colorado,Cities,Commerce City,0,0,0,0,46713,2011
Colorado,Cities,Cortez,0,0,0,0,8630,2011
Colorado,Cities,Crested Butte,0,0,0,0,1513,2011
Colorado,Cities,Cripple Creek,0,0,0,0,1210,2011
Colorado,Cities,Dacono,0,0,0,0,4224,2011
Colorado,Cities,De Beque,0,0,0,0,513,2011
Colorado,Cities,Del Norte,0,0,0,0,1715,2011
Colorado,Cities,Delta,0,0,0,0,9070,2011
Colorado,Cities,Dillon,0,0,0,0,920,2011
Colorado,Cities,Eagle,0,0,0,0,6621,2011
Colorado,Cities,Eaton,0,0,0,0,4441,2011
Colorado,Cities,Edgewater,0,0,0,0,5260,2011
Colorado,Cities,Elizabeth,0,0,0,0,1382,2011
Colorado,Cities,Empire,0,0,0,DNR,287,2011
Colorado,Cities,Erie,0,0,0,0,18451,2011
Colorado,Cities,Evans,0,DNR,DNR,0,18860,2011
Colorado,Cities,Fairplay,0,0,0,DNR,691,2011
Colorado,Cities,Federal Heights,0,0,0,0,11667,2011
Colorado,Cities,Firestone,0,0,0,0,10324,2011
Colorado,Cities,Florence,0,0,0,0,3949,2011
Colorado,Cities,Fountain,0,0,0,0,26296,2011
Colorado,Cities,Fowler,0,0,0,0,1203,2011
Colorado,Cities,Fraser/Winter Park,0,0,0,0,2261,2011
Colorado,Cities,Frederick,0,0,0,0,8830,2011
Colorado,Cities,Fruita,0,DNR,DNR,DNR,12866,2011
Colorado,Cities,Glendale,0,0,0,0,4257,2011
Colorado,Cities,Granby,DNR,0,0,0,1896,2011
Colorado,Cities,Green Mountain Falls,0,0,0,0,651,2011
Colorado,Cities,Greenwood Village,0,0,0,0,14168,2011
Colorado,Cities,Gunnison,0,0,0,0,5956,2011
Colorado,Cities,Haxtun,0,0,0,0,962,2011
Colorado,Cities,Hayden,0,DNR,DNR,0,1842,2011
Colorado,Cities,Holyoke,0,0,0,0,2353,2011
Colorado,Cities,Hotchkiss,0,0,DNR,DNR,960,2011
Colorado,Cities,Hugo,0,0,0,0,743,2011
Colorado,Cities,Idaho Springs,0,0,0,0,1747,2011
Colorado,Cities,Ignacio,0,0,DNR,0,709,2011
Colorado,Cities,Johnstown,0,0,0,0,10059,2011
Colorado,Cities,Kersey,0,0,0,0,1479,2011
Colorado,Cities,Kiowa,0,0,0,0,736,2011
Colorado,Cities,Kremmling,0,0,0,0,1469,2011
Colorado,Cities,Lakeside,0,0,0,0,8,2011
Colorado,Cities,Lamar,0,0,0,0,7940,2011
Colorado,Cities,La Salle,0,0,0,0,1989,2011
Colorado,Cities,Las Animas,0,0,0,0,2452,2011
Colorado,Cities,Leadville,0,0,0,0,2647,2011
Colorado,Cities,Limon,0,0,0,0,1913,2011
Colorado,Cities,Louisville,0,0,0,0,18696,2011
Colorado,Cities,Manitou Springs,0,0,0,0,5079,2011
Colorado,Cities,Meeker,0,0,0,0,2518,2011
Colorado,Cities,Milliken,0,0,0,0,5708,2011
Colorado,Cities,Minturn,0,0,0,0,1045,2011
Colorado,Cities,Monte Vista,0,0,0,0,4521,2011
Colorado,Cities,Morrison,0,0,0,0,435,2011
Colorado,Cities,Mountain View,0,0,0,0,516,2011
Colorado,Cities,Mount Crested Butte,0,0,0,0,815,2011
Colorado,Cities,Nederland,0,0,0,0,1470,2011
Colorado,Cities,New Castle,0,0,0,0,4597,2011
Colorado,Cities,Olathe,0,0,0,0,1881,2011
Colorado,Cities,Ouray,0,0,0,0,1017,2011
Colorado,Cities,Pagosa Springs,0,0,0,0,1757,2011
Colorado,Cities,Palisade,0,0,0,0,2739,2011
Colorado,Cities,Rangely,0,0,0,0,2406,2011
Colorado,Cities,Rocky Ford,0,0,0,0,4026,2011
Colorado,Cities,Salida,0,0,0,0,5327,2011
Colorado,Cities,Sheridan,0,0,0,0,5763,2011
Colorado,Cities,Silt,0,0,0,0,2981,2011
Colorado,Cities,Silverthorne,0,0,0,0,3955,2011
Colorado,Cities,Snowmass Village,0,0,0,0,2875,2011
Colorado,Cities,Springfield,0,0,0,0,1476,2011
Colorado,Cities,Stratton,0,0,0,0,669,2011
Colorado,Cities,Telluride,0,0,0,0,2365,2011
Colorado,Cities,Timnath,0,0,0,0,636,2011
Colorado,Cities,Vail,0,0,0,0,5397,2011
Colorado,Cities,Victor,0,0,0,0,404,2011
Colorado,Cities,Walsenburg,0,0,0,0,3121,2011
Colorado,Cities,Walsh,0,0,0,0,556,2011
Colorado,Cities,Westminster,0,0,0,0,107962,2011
Colorado,Cities,Windsor,0,0,0,0,18969,2011
Colorado,Cities,Woodland Park,0,0,0,0,7325,2011
Colorado,Cities,Wray,0,0,0,0,2383,2011
Colorado,Cities,Yuma,0,0,0,0,3585,2011
Connecticut,Cities,Ansonia,0,0,0,0,19285,2011
Connecticut,Cities,Avon,0,0,0,0,18131,2011
Connecticut,Cities,Berlin,0,0,0,0,19903,2011
Connecticut,Cities,Bethel,0,0,0,0,18618,2011
Connecticut,Cities,Branford,0,0,0,0,28078,2011
Connecticut,Cities,Brookfield,0,0,0,0,16482,2011
Connecticut,Cities,Canton,0,0,0,0,10311,2011
Connecticut,Cities,Cheshire,0,0,0,0,29315,2011
Connecticut,Cities,Coventry,0,0,0,0,12458,2011
Connecticut,Cities,Derby,0,0,0,0,12926,2011
Connecticut,Cities,East Hartford,0,0,0,0,51347,2011
Connecticut,Cities,East Haven,0,0,0,0,29311,2011
Connecticut,Cities,Easton,0,0,0,0,7504,2011
Connecticut,Cities,East Windsor,0,0,0,0,11183,2011
Connecticut,Cities,Farmington,0,0,0,0,25387,2011
Connecticut,Cities,Granby,0,0,0,0,11303,2011
Connecticut,Cities,Greenwich,0,0,0,0,61284,2011
Connecticut,Cities,Groton,0,0,0,0,10408,2011
Connecticut,Cities,Groton Long Point,0,0,0,0,519,2011
Connecticut,Cities,Hamden,0,0,0,0,61073,2011
Connecticut,Cities,Meriden,0,0,0,0,60981,2011
Connecticut,Cities,Middlebury,0,0,0,0,7589,2011
Connecticut,Cities,Monroe,0,0,0,0,19515,2011
Connecticut,Cities,New Milford,0,0,0,0,28194,2011
Connecticut,Cities,Newtown,0,0,0,0,27611,2011
Connecticut,Cities,North Branford,0,0,0,0,14434,2011
Connecticut,Cities,North Haven,0,0,0,0,24138,2011
Connecticut,Cities,Old Saybrook,0,0,0,0,10261,2011
Connecticut,Cities,Orange,0,0,0,0,13982,2011
Connecticut,Cities,Plainfield,0,0,0,0,15433,2011
Connecticut,Cities,Plainville,0,0,0,0,17749,2011
Connecticut,Cities,Plymouth,0,0,0,0,12266,2011
Connecticut,Cities,Portland,0,0,0,0,9526,2011
Connecticut,Cities,Putnam,0,0,0,0,9602,2011
Connecticut,Cities,Redding,0,0,0,0,9175,2011
Connecticut,Cities,Ridgefield,0,0,0,0,24684,2011
Connecticut,Cities,Rocky Hill,0,0,0,0,19745,2011
Connecticut,Cities,Simsbury,0,0,0,0,23554,2011
Connecticut,Cities,South Windsor,0,0,0,0,25757,2011
Connecticut,Cities,Stamford,0,0,0,0,122870,2011
Connecticut,Cities,Stonington,0,0,0,0,18579,2011
Connecticut,Cities,Suffield,0,0,0,0,15764,2011
Connecticut,Cities,Thomaston,0,0,0,0,7902,2011
Connecticut,Cities,Trumbull,0,0,0,0,36085,2011
Connecticut,Cities,Vernon,0,0,0,0,29233,2011
Connecticut,Cities,Waterford,0,0,0,0,19553,2011
Connecticut,Cities,Watertown,0,0,0,0,22556,2011
Connecticut,Cities,West Haven,0,0,0,0,55667,2011
Connecticut,Cities,Wethersfield,0,0,0,0,26717,2011
Connecticut,Cities,Willimantic,0,0,0,0,17770,2011
Connecticut,Cities,Wilton,0,0,0,0,18095,2011
Connecticut,Cities,Windsor,0,0,0,0,29098,2011
Connecticut,Cities,Wolcott,0,0,0,0,16711,2011
Connecticut,Cities,Woodbridge,0,0,0,0,9007,2011
Delaware,Cities,Bethany Beach,0,0,0,0,1071,2011
Delaware,Cities,Blades,0,0,0,0,1254,2011
Delaware,Cities,Bridgeville,0,0,0,0,2069,2011
Delaware,Cities,Cheswold,0,0,0,0,1394,2011
Delaware,Cities,Clayton,0,0,0,0,2948,2011
Delaware,Cities,Dagsboro,0,0,0,0,813,2011
Delaware,Cities,Delaware City,0,0,0,0,1712,2011
Delaware,Cities,Delmar,0,0,0,0,1613,2011
Delaware,Cities,Dewey Beach,0,0,0,0,344,2011
Delaware,Cities,Ellendale,0,0,0,0,385,2011
Delaware,Cities,Elsmere,0,0,0,0,6194,2011
Delaware,Cities,Felton,0,0,0,0,1311,2011
Delaware,Cities,Fenwick Island,0,0,0,0,383,2011
Delaware,Cities,Frankford,0,0,0,0,856,2011
Delaware,Cities,Georgetown,0,0,0,0,6488,2011
Delaware,Cities,Greenwood,0,0,0,0,983,2011
Delaware,Cities,Harrington,0,0,0,0,3598,2011
Delaware,Cities,Laurel,0,0,0,0,3746,2011
Delaware,Cities,Lewes,0,0,0,0,2775,2011
Delaware,Cities,Middletown,0,0,0,0,19064,2011
Delaware,Cities,Milford,0,0,0,0,9657,2011
Delaware,Cities,Millsboro,0,0,0,0,3917,2011
Delaware,Cities,Milton,0,0,0,0,2602,2011
Delaware,Cities,New Castle,0,0,0,0,5339,2011
Delaware,Cities,Newport,0,0,0,0,1066,2011
Delaware,Cities,Ocean View,0,0,0,0,1901,2011
Delaware,Cities,Rehoboth Beach,0,0,0,0,1341,2011
Delaware,Cities,Seaford,0,0,0,0,6999,2011
Delaware,Cities,Selbyville,0,0,0,0,2189,2011
Delaware,Cities,Smyrna,0,0,0,0,10126,2011
Delaware,Cities,South Bethany,0,0,0,0,454,2011
Delaware,Cities,Wyoming,0,0,0,0,1326,2011
Florida,Cities,Alachua,0,0,0,0,9182,2011
Florida,Cities,Altamonte Springs,0,0,0,0,42062,2011
Florida,Cities,Altha,0,0,0,0,543,2011
Florida,Cities,Apalachicola,0,0,0,0,2261,2011
Florida,Cities,Apopka,0,0,0,0,42108,2011
Florida,Cities,Arcadia,0,0,0,0,7741,2011
Florida,Cities,Astatula,0,0,0,0,1835,2011
Florida,Cities,Atlantic Beach,0,0,0,0,12827,2011
Florida,Cities,Atlantis,0,0,0,0,2032,2011
Florida,Cities,Auburndale,0,0,0,0,13691,2011
Florida,Cities,Aventura,0,0,0,0,36249,2011
Florida,Cities,Avon Park,0,0,0,0,8956,2011
Florida,Cities,Bal Harbour Village,0,0,0,0,2547,2011
Florida,Cities,Bartow,0,0,0,0,17534,2011
Florida,Cities,Bay Harbor Islands,0,0,0,0,5705,2011
Florida,Cities,Belleair,0,0,0,0,3922,2011
Florida,Cities,Belleair Beach,0,0,0,0,1581,2011
Florida,Cities,Belleair Bluffs,0,0,0,0,2059,2011
Florida,Cities,Belle Glade,0,0,0,0,17705,2011
Florida,Cities,Belleview,0,0,0,0,4553,2011
Florida,Cities,Biscayne Park,0,0,0,0,3097,2011
Florida,Cities,Blountstown,0,0,0,0,2548,2011
Florida,Cities,Bonifay,0,0,0,0,2831,2011
Florida,Cities,Bowling Green,0,0,0,0,2970,2011
Florida,Cities,Bradenton,0,0,0,0,50221,2011
Florida,Cities,Bradenton Beach,0,0,0,0,1187,2011
Florida,Cities,Brooksville,0,0,0,0,7824,2011
Florida,Cities,Bunnell,0,0,0,0,2712,2011
Florida,Cities,Bushnell,0,0,0,0,2451,2011
Florida,Cities,Cape Coral,0,0,0,0,156408,2011
Florida,Cities,Carrabelle,0,0,0,0,2816,2011
Florida,Cities,Casselberry,0,0,0,0,26599,2011
Florida,Cities,Cedar Key,0,0,0,0,712,2011
Florida,Cities,Center Hill,0,0,0,0,1001,2011
Florida,Cities,Chattahoochee,0,0,0,0,3702,2011
Florida,Cities,Chiefland,0,0,0,0,2276,2011
Florida,Cities,Chipley,0,0,0,0,3654,2011
Florida,Cities,Clearwater,0,0,0,0,109153,2011
Florida,Cities,Clermont,0,0,0,0,29134,2011
Florida,Cities,Clewiston,0,0,0,0,7253,2011
Florida,Cities,Cocoa,0,0,0,0,17374,2011
Florida,Cities,Cocoa Beach,0,0,0,0,11384,2011
Florida,Cities,Coconut Creek,0,0,0,0,53630,2011
Florida,Cities,Coleman,0,0,0,0,713,2011
Florida,Cities,Cooper City,0,0,0,0,28936,2011
Florida,Cities,Coral Gables,0,0,0,0,47418,2011
Florida,Cities,Coral Springs,0,0,0,0,122746,2011
Florida,Cities,Cottondale,0,0,0,0,946,2011
Florida,Cities,Crescent City,0,0,0,0,1598,2011
Florida,Cities,Crestview,0,0,0,0,21264,2011
Florida,Cities,Cross City,0,0,0,0,1752,2011
Florida,Cities,Crystal River,0,0,0,0,3150,2011
Florida,Cities,Dade City,0,0,0,0,6525,2011
Florida,Cities,Davenport,0,0,0,0,2927,2011
Florida,Cities,Davie,0,0,0,0,93246,2011
Florida,Cities,Daytona Beach Shores,0,0,0,0,4305,2011
Florida,Cities,Deerfield Beach,0,0,0,0,76040,2011
Florida,Cities,De Funiak Springs,0,0,0,0,5248,2011
Florida,Cities,Delray Beach,0,0,0,0,61347,2011
Florida,Cities,Dunedin,0,0,0,0,35802,2011
Florida,Cities,Dunnellon,0,0,0,0,1757,2011
Florida,Cities,Eatonville,0,0,0,0,2188,2011
Florida,Cities,Edgewater,0,0,0,0,21033,2011
Florida,Cities,Edgewood,0,0,0,0,2537,2011
Florida,Cities,El Portal,0,0,0,0,2357,2011
Florida,Cities,Eustis,0,0,0,0,18811,2011
Florida,Cities,Fellsmere,0,0,0,0,5268,2011
Florida,Cities,Fernandina Beach,0,0,0,0,11644,2011
Florida,Cities,Flagler Beach,0,0,0,0,4545,2011
Florida,Cities,Florida City,0,0,0,0,11398,2011
Florida,Cities,Fort Lauderdale,0,0,0,0,167777,2011
Florida,Cities,Fort Myers,0,0,0,0,63147,2011
Florida,Cities,Fort Pierce,0,0,0,0,42157,2011
Florida,Cities,Fruitland Park,0,0,0,0,4134,2011
Florida,Cities,Golden Beach,0,0,0,0,932,2011
Florida,Cities,Graceville,0,0,0,0,2309,2011
Florida,Cities,Greenacres City,0,0,0,0,38085,2011
Florida,Cities,Green Cove Springs,0,0,0,0,7002,2011
Florida,Cities,Greensboro,0,0,0,0,610,2011
Florida,Cities,Gretna,0,0,0,0,1480,2011
Florida,Cities,Groveland,0,0,0,0,8848,2011
Florida,Cities,Gulf Breeze,0,0,0,0,5842,2011
Florida,Cities,Gulfport,0,0,0,0,12193,2011
Florida,Cities,Gulf Stream,0,0,0,0,797,2011
Florida,Cities,Haines City,0,0,0,0,20815,2011
Florida,Cities,Hallandale,0,0,0,0,37619,2011
Florida,Cities,Hampton,0,0,0,0,507,2011
Florida,Cities,Havana,0,0,0,0,1778,2011
Florida,Cities,Hialeah,0,0,0,0,227731,2011
Florida,Cities,Hialeah Gardens,0,0,0,0,22040,2011
Florida,Cities,Highland Beach,0,0,0,0,3587,2011
Florida,Cities,High Springs,0,0,0,0,5423,2011
Florida,Cities,Hillsboro Beach,0,0,0,0,1901,2011
Florida,Cities,Holly Hill,0,0,0,0,11818,2011
Florida,Cities,Hollywood,0,0,0,0,142686,2011
Florida,Cities,Holmes Beach,0,0,0,0,3888,2011
Florida,Cities,Howey-in-the-Hills,0,0,0,0,1113,2011
Florida,Cities,Indialantic,0,0,0,0,2757,2011
Florida,Cities,Indian Creek Village,0,0,0,0,87,2011
Florida,Cities,Indian Harbour Beach,0,0,0,0,8337,2011
Florida,Cities,Indian River Shores,0,0,0,0,3954,2011
Florida,Cities,Indian Rocks Beach,0,0,0,0,4169,2011
Florida,Cities,Indian Shores,0,0,0,0,3589,2011
Florida,Cities,Inglis,0,0,0,0,1343,2011
Florida,Cities,Interlachen,0,0,0,0,1422,2011
Florida,Cities,Jacksonville,0,0,0,0,834429,2011
Florida,Cities,Jasper,0,0,0,0,4608,2011
Florida,Cities,Jennings,0,0,0,0,890,2011
Florida,Cities,Juno Beach,0,0,0,0,3219,2011
Florida,Cities,Jupiter Inlet Colony,0,0,0,0,405,2011
Florida,Cities,Jupiter Island,0,0,0,0,828,2011
Florida,Cities,Kenneth City,0,0,0,0,5048,2011
Florida,Cities,Key Biscayne,0,0,0,0,12512,2011
Florida,Cities,Key Colony Beach,0,0,0,0,808,2011
Florida,Cities,Kissimmee,0,0,0,0,60495,2011
Florida,Cities,Lady Lake,0,0,0,0,14116,2011
Florida,Cities,Lake Alfred,0,0,0,0,5083,2011
Florida,Cities,Lake City,0,0,0,0,12210,2011
Florida,Cities,Lake Clarke Shores,0,0,0,0,3422,2011
Florida,Cities,Lake Hamilton,0,0,0,0,1248,2011
Florida,Cities,Lake Helen,0,0,0,0,2660,2011
Florida,Cities,Lakeland,0,0,0,0,98750,2011
Florida,Cities,Lake Mary,0,0,0,0,14010,2011
Florida,Cities,Lake Park,0,0,0,0,8266,2011
Florida,Cities,Lake Placid,0,0,0,0,2253,2011
Florida,Cities,Lake Wales,0,0,0,0,14419,2011
Florida,Cities,Lantana,0,0,0,0,10565,2011
Florida,Cities,Largo,0,0,0,0,78706,2011
Florida,Cities,Lauderdale-by-the-Sea,0,0,0,0,6139,2011
Florida,Cities,Lauderdale Lakes,0,0,0,0,33037,2011
Florida,Cities,Lauderhill,0,0,0,0,67799,2011
Florida,Cities,Lawtey,0,0,0,0,740,2011
Florida,Cities,Lighthouse Point,0,0,0,0,10485,2011
Florida,Cities,Live Oak,0,0,0,0,6943,2011
Florida,Cities,Longboat Key,0,0,0,0,6982,2011
Florida,Cities,Longwood,0,0,0,0,13843,2011
Florida,Cities,Lynn Haven,0,0,0,0,18745,2011
Florida,Cities,Madeira Beach,0,0,0,0,4321,2011
Florida,Cities,Madison,0,0,0,0,2882,2011
Florida,Cities,Maitland,0,0,0,0,15966,2011
Florida,Cities,Manalapan,0,0,0,0,412,2011
Florida,Cities,Mangonia Park,0,0,0,0,1914,2011
Florida,Cities,Margate,0,0,0,0,54010,2011
Florida,Cities,Marianna,0,0,0,0,6185,2011
Florida,Cities,Mascotte,0,0,0,0,5171,2011
Florida,Cities,Medley,0,0,0,0,849,2011
Florida,Cities,Melbourne Beach,0,0,0,0,3143,2011
Florida,Cities,Melbourne Village,0,0,0,0,671,2011
Florida,Cities,Mexico Beach,0,0,0,0,1087,2011
Florida,Cities,Miami,0,0,0,0,404901,2011
Florida,Cities,Miami Springs,0,0,0,0,13997,2011
Florida,Cities,Minneola,0,0,0,0,9531,2011
Florida,Cities,Miramar,0,0,0,0,123704,2011
Florida,Cities,Monticello,0,0,0,0,2540,2011
Florida,Cities,Naples,0,0,0,0,19803,2011
Florida,Cities,Neptune Beach,0,0,0,0,7133,2011
Florida,Cities,New Port Richey,0,0,0,0,15114,2011
Florida,Cities,New Smyrna Beach,0,0,0,0,22770,2011
Florida,Cities,Niceville,0,0,0,0,12923,2011
Florida,Cities,North Lauderdale,0,0,0,0,41582,2011
Florida,Cities,North Miami,0,0,0,0,59587,2011
Florida,Cities,North Miami Beach,0,0,0,0,42089,2011
Florida,Cities,North Palm Beach,0,0,0,0,12179,2011
Florida,Cities,North Redington Beach,0,0,0,0,1436,2011
Florida,Cities,Oak Hill,0,0,0,0,1816,2011
Florida,Cities,Oakland,0,0,0,0,2573,2011
Florida,Cities,Ocean Ridge,0,0,0,0,1810,2011
Florida,Cities,Ocoee,0,0,0,0,36064,2011
Florida,Cities,Okeechobee,0,0,0,0,5698,2011
Florida,Cities,Oldsmar,0,0,0,0,13776,2011
Florida,Cities,Opa Locka,0,0,0,0,15426,2011
Florida,Cities,Orange City,0,0,0,0,10743,2011
Florida,Cities,Orange Park,0,0,0,0,8527,2011
Florida,Cities,Ormond Beach,0,0,0,0,38657,2011
Florida,Cities,Oviedo,0,0,0,0,33796,2011
Florida,Cities,Pahokee,0,0,0,0,5726,2011
Florida,Cities,Palatka,0,0,0,0,10702,2011
Florida,Cities,Palm Beach,0,0,0,0,8462,2011
Florida,Cities,Palm Beach Gardens,0,0,0,0,49112,2011
Florida,Cities,Palm Beach Shores,0,0,0,0,1158,2011
Florida,Cities,Palmetto,0,0,0,0,12778,2011
Florida,Cities,Palmetto Bay,0,0,0,0,23729,2011
Florida,Cities,Palm Springs,0,0,0,0,19186,2011
Florida,Cities,Panama City Beach,0,0,0,0,12182,2011
Florida,Cities,Parker,0,0,0,0,4376,2011
Florida,Cities,Parkland,0,0,0,0,24289,2011
Florida,Cities,Pembroke Park,0,0,0,0,6185,2011
Florida,Cities,Pembroke Pines,0,0,0,0,156859,2011
