state,agencyType,agencyName,quarter01,quarter02,quarter03,quarter04,population,year
Ohio,Cities,Newton Falls,1,0,1,0,"4,656",2015
Ohio,Cities,Niles,1,2,1,2,"18,667",2015
Ohio,Cities,North Canton,0,0,1,0,"17,496",2015
Ohio,Cities,Norton,0,1,1,1,"12,031",2015
Ohio,Cities,Parma,0,0,0,1,"79,655",2015
Ohio,Cities,Portsmouth,0,0,1,0,"20,346",2015
Ohio,Cities,Sidney,0,0,0,1,"20,836",2015
Ohio,Cities,Springfield Township: Hamilton County,2,1,0,0,"36,574",2015
Ohio,Cities,Streetsboro,1,0,0,0,"16,286",2015
Ohio,Cities,Sugarcreek Township,0,0,0,1,"8,212",2015
Ohio,Cities,Sunbury,0,0,0,1,"5,037",2015
Ohio,Cities,Toledo3,3,3,12,1,"279,552",2015
Ohio,Cities,Upper Arlington,0,1,1,0,"34,838",2015
Ohio,Cities,Urbana,0,1,2,0,"11,453",2015
Ohio,Cities,Vandalia,0,0,0,1,"15,106",2015
Ohio,Cities,Van Wert,0,0,0,1,"10,755",2015
Ohio,Cities,Vienna Township,0,0,0,1,"3,844",2015
Ohio,Cities,Wadsworth,0,0,0,6,"21,966",2015
Ohio,Cities,Washington Court House,0,0,1,0,"14,060",2015
Ohio,Cities,Weathersfield,0,0,1,0,"8,091",2015
Ohio,Cities,Wellston,1,0,0,0,"5,503",2015
Ohio,Cities,West Carrollton,,,,1,"12,983",2015
Ohio,Cities,West Chester Township,1,0,0,0,"60,365",2015
Ohio,Cities,Wilmington,0,1,1,0,"12,350",2015
Ohio,Cities,Wooster,0,1,0,0,"26,651",2015
Ohio,Cities,Worthington,0,0,1,0,"14,594",2015
Ohio,Cities,Youngstown,0,1,0,1,"64,608",2015
Ohio,Cities,Zanesville,0,0,1,0,"25,337",2015
Oklahoma,Cities,Apache,0,0,0,1,"1,424",2015
Oklahoma,Cities,Broken Bow,0,0,0,1,"4,134",2015
Oklahoma,Cities,Catoosa,1,0,0,0,"7,105",2015
Oklahoma,Cities,Chickasha,1,1,1,0,"16,408",2015
Oklahoma,Cities,Choctaw,0,1,0,0,"12,196",2015
Oklahoma,Cities,Edmond,0,0,0,1,"90,418",2015
Oklahoma,Cities,Elk City,0,0,1,0,"12,951",2015
Oklahoma,Cities,Enid,0,0,0,2,"51,870",2015
Oklahoma,Cities,Guymon,0,1,0,0,"12,281",2015
Oklahoma,Cities,Jenks,0,0,1,0,"20,710",2015
Oklahoma,Cities,Lawton,0,1,0,0,"96,801",2015
Oklahoma,Cities,McAlester,0,0,1,0,"18,215",2015
Oklahoma,Cities,Muskogee,0,3,0,0,"38,451",2015
Oklahoma,Cities,Norman,1,0,,,"119,767",2015
Oklahoma,Cities,Oklahoma City,0,2,1,0,"630,621",2015
Oklahoma,Cities,Purcell,0,0,0,1,"6,376",2015
Oklahoma,Cities,Sallisaw,0,1,0,0,"8,581",2015
Oklahoma,Cities,Sayre,1,0,0,0,"4,846",2015
Oklahoma,Cities,Stigler,0,0,1,0,"2,755",2015
Oklahoma,Cities,Stilwell,0,1,0,0,"4,019",2015
Oklahoma,Cities,Woodward,1,0,0,0,"13,240",2015
Oregon,Cities,Ashland,1,1,0,0,"20,834",2015
Oregon,Cities,Corvallis,0,0,3,1,"55,100",2015
Oregon,Cities,Eugene3,9,12,10,8,"161,608",2015
Oregon,Cities,Hood River,0,1,0,0,"7,556",2015
Oregon,Cities,La Grande,1,0,0,0,"13,010",2015
Oregon,Cities,Salem,0,2,3,1,"163,320",2015
Oregon,Cities,Springfield,0,0,0,1,"60,485",2015
Oregon,Cities,Sutherlin,0,1,0,0,"7,749",2015
Pennsylvania,Cities,Brighton Township,0,0,,1,"8,365",2015
Pennsylvania,Cities,Columbia,1,0,,0,"10,379",2015
Pennsylvania,Cities,Economy,0,0,0,1,"9,371",2015
Pennsylvania,Cities,Lancaster,0,0,0,2,"59,295",2015
Pennsylvania,Cities,New Cumberland,0,0,1,0,"7,268",2015
Pennsylvania,Cities,New Garden Township,0,1,,,"12,121",2015
Pennsylvania,Cities,Philadelphia,3,5,2,4,"1,567,810",2015
Pennsylvania,Cities,Pittsburgh,3,4,2,5,"306,870",2015
Pennsylvania,Cities,Reading,0,1,,1,"87,744",2015
Pennsylvania,Cities,Scranton,0,0,,2,"75,087",2015
Pennsylvania,Cities,State College,1,1,,1,"57,710",2015
Pennsylvania,Cities,Throop,0,1,,0,"4,039",2015
Pennsylvania,Cities,Washington Township: Franklin County,1,0,1,0,"14,559",2015
Rhode Island,Cities,East Providence,0,1,0,0,"47,428",2015
Rhode Island,Cities,Newport,0,0,1,0,"23,887",2015
Rhode Island,Cities,Pawtucket,0,0,0,1,"71,624",2015
Rhode Island,Cities,Providence,0,3,4,4,"179,522",2015
Rhode Island,Cities,Richmond,0,0,0,1,"7,592",2015
Rhode Island,Cities,West Warwick,1,0,0,0,"28,828",2015
Rhode Island,Cities,Woonsocket,0,0,1,0,"41,261",2015
South Carolina,Cities,Belton,0,1,1,0,"4,324",2015
South Carolina,Cities,Blacksburg,1,0,0,0,"1,880",2015
South Carolina,Cities,Cayce,2,0,0,0,"13,055",2015
South Carolina,Cities,Charleston,0,2,0,2,"132,585",2015
South Carolina,Cities,Cheraw,0,0,1,0,"5,781",2015
South Carolina,Cities,Chester,0,0,1,0,"5,467",2015
South Carolina,Cities,Columbia,0,0,1,0,"132,495",2015
South Carolina,Cities,Darlington,0,0,0,1,"6,186",2015
South Carolina,Cities,Easley,0,0,0,1,"20,676",2015
South Carolina,Cities,Elgin,0,1,1,0,"1,452",2015
South Carolina,Cities,Georgetown,0,0,1,0,"9,028",2015
South Carolina,Cities,Greenville,0,0,1,0,"63,011",2015
South Carolina,Cities,Hemingway,0,0,0,1,428,2015
South Carolina,Cities,Honea Path,0,2,0,0,"3,697",2015
South Carolina,Cities,Mauldin,1,0,0,0,"25,246",2015
South Carolina,Cities,Mount Pleasant,0,1,0,0,"80,446",2015
South Carolina,Cities,Myrtle Beach,0,0,0,1,"30,731",2015
South Carolina,Cities,North Charleston,0,0,1,0,"109,051",2015
South Carolina,Cities,North Myrtle Beach,1,0,0,0,"15,518",2015
South Carolina,Cities,Orangeburg,0,0,1,0,"13,459",2015
South Carolina,Cities,Saluda,0,0,1,0,"3,618",2015
South Carolina,Cities,Santee,0,0,0,1,940,2015
South Carolina,Cities,Summerville,1,0,1,0,"48,071",2015
South Carolina,Cities,Surfside Beach,0,0,1,0,"4,276",2015
South Dakota,Cities,Aberdeen,0,0,0,1,"28,219",2015
South Dakota,Cities,Beresford,0,2,0,0,"2,029",2015
South Dakota,Cities,Brookings,1,0,0,2,"23,501",2015
South Dakota,Cities,Gettysburg,0,0,1,1,"1,174",2015
South Dakota,Cities,Rapid City,2,0,0,0,"73,801",2015
South Dakota,Cities,Spearfish,1,0,0,0,"11,225",2015
South Dakota,Cities,Sturgis,0,0,3,0,"6,767",2015
South Dakota,Cities,Vermillion,0,0,1,0,"10,732",2015
Tennessee,Cities,Atoka,0,5,2,2,"9,042",2015
Tennessee,Cities,Chapel Hill,0,1,0,0,"1,464",2015
Tennessee,Cities,Chattanooga,2,1,6,7,"174,969",2015
Tennessee,Cities,Clarksville,4,4,4,4,"150,319",2015
Tennessee,Cities,Cleveland,0,1,2,1,"43,650",2015
Tennessee,Cities,Cookeville,0,0,1,0,"31,509",2015
Tennessee,Cities,Cowan,0,0,1,0,"1,713",2015
Tennessee,Cities,Crossville,0,0,2,0,"11,445",2015
Tennessee,Cities,Dover,1,0,0,0,"1,433",2015
Tennessee,Cities,Dunlap,0,0,1,0,"5,131",2015
Tennessee,Cities,Dyersburg,0,1,1,0,"16,766",2015
Tennessee,Cities,Elizabethton,1,1,2,0,"14,265",2015
Tennessee,Cities,Fairview,0,0,0,2,"8,331",2015
Tennessee,Cities,Germantown,0,1,0,0,"39,361",2015
Tennessee,Cities,Greeneville,2,2,0,1,"15,031",2015
Tennessee,Cities,Harriman,1,0,0,0,"6,182",2015
Tennessee,Cities,Huntland,0,1,0,0,858,2015
Tennessee,Cities,Johnson City,1,0,0,0,"66,369",2015
Tennessee,Cities,Jonesborough,0,0,0,1,"5,283",2015
Tennessee,Cities,Kingsport,1,0,0,0,"53,091",2015
Tennessee,Cities,Knoxville,2,0,0,1,"185,638",2015
Tennessee,Cities,Lafayette,0,0,2,0,"5,075",2015
Tennessee,Cities,Lawrenceburg,0,1,0,0,"10,514",2015
Tennessee,Cities,Lebanon,1,0,0,0,"30,266",2015
Tennessee,Cities,Manchester,0,0,1,0,"10,404",2015
Tennessee,Cities,Mason,1,0,0,0,"1,598",2015
Tennessee,Cities,McMinnville,0,1,0,1,"13,622",2015
Tennessee,Cities,Memphis,3,4,7,3,"657,936",2015
Tennessee,Cities,Millington,0,2,0,1,"11,061",2015
Tennessee,Cities,Moscow,1,0,1,0,534,2015
Tennessee,Cities,Munford,0,0,0,2,"6,082",2015
Tennessee,Cities,Nashville Metropolitan,1,6,6,2,"658,029",2015
Tennessee,Cities,Niota,0,0,0,1,718,2015
Tennessee,Cities,Portland,0,0,0,1,"12,396",2015
Tennessee,Cities,Rockwood,0,0,0,1,"5,396",2015
Tennessee,Cities,Savannah,0,0,1,0,"7,069",2015
Tennessee,Cities,Smithville,0,0,2,0,"4,694",2015
Tennessee,Cities,Winchester,0,1,1,0,"8,555",2015
Texas,Cities,Austin,3,6,3,1,"938,728",2015
Texas,Cities,Baytown,,1,,,"77,145",2015
Texas,Cities,Beaumont,5,1,1,1,"117,635",2015
Texas,Cities,Bedford,0,2,3,1,"49,377",2015
Texas,Cities,Burkburnett,1,,,,"11,224",2015
Texas,Cities,Carrollton,,1,,,"130,676",2015
Texas,Cities,Cedar Park,2,1,,1,"66,724",2015
Texas,Cities,Center,1,,3,,"5,246",2015
Texas,Cities,Cisco,,1,,,"3,746",2015
Texas,Cities,Commerce,,1,,,"8,732",2015
Texas,Cities,Corpus Christi,,,,1,"324,326",2015
Texas,Cities,Dalhart,,1,,,"8,416",2015
Texas,Cities,Dallas,2,5,2,2,"1,301,977",2015
Texas,Cities,Denton,0,1,2,0,"131,194",2015
Texas,Cities,Dublin,,,,1,"3,616",2015
Texas,Cities,El Paso,1,,2,,"686,077",2015
Texas,Cities,Fairfield,,,,1,"2,899",2015
Texas,Cities,Fort Worth,6,7,5,2,"829,731",2015
Texas,Cities,Frisco,0,0,0,1,"152,678",2015
Texas,Cities,Galveston,0,1,0,0,"50,065",2015
Texas,Cities,Gilmer,,1,,,"5,224",2015
Texas,Cities,Grand Prairie,1,,,,"187,901",2015
Texas,Cities,Houston,2,13,10,2,"2,275,221",2015
Texas,Cities,Hurst,0,0,1,0,"39,069",2015
Texas,Cities,La Grange,,,,1,"4,679",2015
Texas,Cities,La Porte,,1,,,"35,336",2015
Texas,Cities,Lewisville,1,0,0,0,"104,741",2015
Texas,Cities,Longview,0,1,0,3,"81,842",2015
Texas,Cities,Madisonville,,,1,,"4,589",2015
Texas,Cities,McKinney,0,2,1,0,"163,406",2015
Texas,Cities,Missouri City,,1,,,"72,879",2015
Texas,Cities,Odessa,2,2,,,"118,606",2015
Texas,Cities,Pearland,0,0,0,2,"106,850",2015
Texas,Cities,Plano,0,1,2,1,"282,968",2015
Texas,Cities,Port Lavaca,0,0,1,0,"12,446",2015
Texas,Cities,Rusk,0,0,1,0,"5,585",2015
Texas,Cities,Sachse,0,0,0,1,"24,564",2015
Texas,Cities,San Angelo,0,0,1,0,"100,356",2015
Texas,Cities,San Antonio,2,2,7,1,"1,463,586",2015
Texas,Cities,Schertz,,,1,,"38,201",2015
Texas,Cities,Tyler,0,0,1,3,"102,481",2015
Texas,Cities,University Park,1,,1,,"24,729",2015
Texas,Cities,Victoria,0,1,0,0,"66,988",2015
Texas,Cities,Weatherford,1,1,,,"28,379",2015
Utah,Cities,Bountiful,1,0,1,0,"43,570",2015
Utah,Cities,Farmington,0,1,0,0,"23,198",2015
Utah,Cities,Grantsville,0,0,0,2,"10,071",2015
Utah,Cities,Ogden,0,0,2,0,"84,642",2015
Utah,Cities,Price,1,0,0,1,"8,269",2015
Utah,Cities,Roosevelt,0,0,1,1,"6,970",2015
Utah,Cities,Salt Lake City,0,3,1,0,"191,992",2015
Utah,Cities,Sandy,0,0,0,2,"92,013",2015
Utah,Cities,Saratoga Springs,0,0,1,0,"26,260",2015
Utah,Cities,South Salt Lake,1,0,1,0,"25,020",2015
Utah,Cities,St. George,0,0,0,2,"79,984",2015
Utah,Cities,Tooele,0,1,2,1,"32,789",2015
Utah,Cities,Vernal,1,0,0,0,"11,346",2015
Utah,Cities,West Bountiful,0,1,1,0,"5,488",2015
Utah,Cities,West Jordan,0,0,0,1,"112,687",2015
Utah,Cities,West Valley,2,0,0,4,"135,744",2015
Vermont,Cities,Burlington,0,2,0,2,"42,160",2015
Vermont,Cities,South Burlington,0,0,0,1,"18,946",2015
Virginia,Cities,Alexandria,0,0,1,0,"152,710",2015
Virginia,Cities,Altavista,0,0,1,0,"3,462",2015
Virginia,Cities,Bedford,0,0,0,1,"6,437",2015
Virginia,Cities,Charlottesville,1,0,0,0,"45,997",2015
Virginia,Cities,Chesapeake,1,2,3,9,"235,273",2015
Virginia,Cities,Chilhowie,0,0,1,0,"1,741",2015
Virginia,Cities,Danville,0,0,1,0,"42,210",2015
Virginia,Cities,Emporia,1,0,0,0,"5,339",2015
Virginia,Cities,Fairfax City,1,0,0,0,"24,911",2015
Virginia,Cities,Front Royal,0,1,1,0,"15,184",2015
Virginia,Cities,Galax,0,0,1,0,"6,980",2015
Virginia,Cities,Hampton,1,1,2,0,"136,381",2015
Virginia,Cities,Herndon,0,0,1,0,"24,849",2015
Virginia,Cities,Hopewell,0,0,0,1,"22,027",2015
Virginia,Cities,Kenbridge,0,0,1,0,"1,236",2015
Virginia,Cities,Leesburg,0,1,0,0,"51,254",2015
Virginia,Cities,Lynchburg,0,0,2,0,"79,675",2015
Virginia,Cities,Manassas,0,0,1,0,"42,977",2015
Virginia,Cities,Marion,0,1,0,0,"5,852",2015
Virginia,Cities,Newport News,1,0,0,2,"182,975",2015
Virginia,Cities,Norfolk,0,1,9,5,"245,400",2015
Virginia,Cities,Richmond,0,2,0,1,"220,802",2015
Virginia,Cities,Roanoke,0,0,1,1,"99,827",2015
Virginia,Cities,Smithfield,0,0,1,0,"8,336",2015
Virginia,Cities,Staunton,0,0,0,1,"24,654",2015
Virginia,Cities,Vinton,0,2,1,0,"8,210",2015
Virginia,Cities,Virginia Beach,1,0,4,3,"452,797",2015
Washington,Cities,Aberdeen,0,1,0,0,"16,100",2015
Washington,Cities,Anacortes,0,0,0,1,"16,351",2015
Washington,Cities,Arlington,0,0,0,1,"19,018",2015
Washington,Cities,Auburn,0,2,0,1,"77,914",2015
Washington,Cities,Bellevue,0,1,0,1,"138,532",2015
Washington,Cities,Bellingham,2,0,2,1,"83,976",2015
Washington,Cities,Bothell,2,0,0,1,"37,346",2015
Washington,Cities,Burien,1,0,0,0,"50,701",2015
Washington,Cities,Burlington,0,0,0,1,"8,610",2015
Washington,Cities,Centralia,1,2,0,0,"16,632",2015
Washington,Cities,Des Moines,0,0,1,0,"31,335",2015
Washington,Cities,Edmonds,0,0,0,2,"41,187",2015
Washington,Cities,Ellensburg,0,0,1,0,"18,899",2015
Washington,Cities,Everett,0,0,0,2,"107,633",2015
Washington,Cities,Federal Way,3,0,2,0,"94,424",2015
Washington,Cities,Fife,0,0,0,1,"9,642",2015
Washington,Cities,Kelso,0,1,0,0,"11,756",2015
Washington,Cities,Kent,1,4,6,2,"127,259",2015
Washington,Cities,Lakewood,1,0,0,2,"59,958",2015
Washington,Cities,Longview,3,2,0,0,"36,401",2015
Washington,Cities,Marysville,0,0,0,1,"66,374",2015
Washington,Cities,Mercer Island,0,0,0,1,"24,737",2015
Washington,Cities,Moses Lake,0,1,1,0,"22,026",2015
Washington,Cities,Mountlake Terrace,0,0,0,1,"21,051",2015
Washington,Cities,Mount Vernon,1,0,0,0,"33,474",2015
Washington,Cities,Mukilteo,0,0,0,1,"21,171",2015
Washington,Cities,Olympia,0,1,2,1,"49,875",2015
Washington,Cities,Omak,0,0,1,0,"4,847",2015
Washington,Cities,Oroville,0,0,0,1,"1,676",2015
Washington,Cities,Orting,1,0,0,0,"7,401",2015
Washington,Cities,Port Angeles,0,1,0,0,"19,304",2015
Washington,Cities,Pullman,0,1,0,0,"32,174",2015
Washington,Cities,Puyallup,0,0,1,0,"39,645",2015
Washington,Cities,Redmond,3,0,0,3,"60,542",2015
Washington,Cities,Renton,0,2,0,2,"100,015",2015
Washington,Cities,Republic,0,1,0,0,"1,086",2015
Washington,Cities,Richland,1,0,0,0,"54,218",2015
Washington,Cities,Sammamish,1,0,0,0,"52,365",2015
Washington,Cities,SeaTac,1,0,0,0,"28,418",2015
Washington,Cities,Seattle,16,32,23,12,"683,700",2015
Washington,Cities,Shelton,1,0,0,0,"9,758",2015
Washington,Cities,Shoreline,1,0,0,0,"55,690",2015
Washington,Cities,Soap Lake,0,1,0,0,"1,594",2015
Washington,Cities,Spokane3,3,1,4,4,"212,698",2015
Washington,Cities,Spokane Valley,2,2,1,0,"92,157",2015
Washington,Cities,Steilacoom,0,0,2,0,"6,228",2015
Washington,Cities,Sunnyside,1,0,0,1,"16,198",2015
Washington,Cities,Tacoma,2,6,1,0,"206,884",2015
Washington,Cities,Tukwila,0,2,2,0,"20,116",2015
Washington,Cities,Vancouver,1,2,1,1,"171,076",2015
Washington,Cities,Walla Walla,3,3,1,4,"31,940",2015
Washington,Cities,Washougal,0,1,0,0,"15,220",2015
Washington,Cities,Woodway,0,0,0,1,"1,362",2015
Washington,Cities,Yakima,1,2,1,2,"93,798",2015
Washington,Cities,Zillah,0,1,0,0,"3,138",2015
West Virginia,Cities,Buckhannon,0,0,2,0,"5,690",2015
West Virginia,Cities,Charleston,1,2,3,4,"50,176",2015
West Virginia,Cities,Moundsville,2,3,2,0,"8,852",2015
West Virginia,Cities,Oak Hill,1,0,0,1,"8,138",2015
West Virginia,Cities,Weirton,1,0,0,0,"19,273",2015
Wisconsin,Cities,Appleton,1,1,0,0,"74,310",2015
Wisconsin,Cities,Ashland,0,0,0,1,"8,169",2015
Wisconsin,Cities,Beloit,2,0,0,0,"36,862",2015
Wisconsin,Cities,Campbell Township,1,0,0,0,"4,429",2015
Wisconsin,Cities,Darlington,0,1,0,0,"2,402",2015
Wisconsin,Cities,Fennimore,1,0,0,0,"2,471",2015
Wisconsin,Cities,Fond du Lac,0,0,1,0,"42,887",2015
Wisconsin,Cities,Green Bay,0,0,0,1,"105,119",2015
Wisconsin,Cities,Janesville,0,0,0,1,"64,122",2015
Wisconsin,Cities,Lancaster,0,0,1,0,"3,765",2015
Wisconsin,Cities,Madison,3,0,3,2,"248,833",2015
Wisconsin,Cities,Menomonie,2,0,0,0,"16,223",2015
Wisconsin,Cities,Milwaukee,3,2,0,0,"600,400",2015
Wisconsin,Cities,Muscoda,0,0,1,0,"1,263",2015
Wisconsin,Cities,New Berlin,0,1,0,0,"39,906",2015
Wisconsin,Cities,Onalaska,0,0,1,0,"18,529",2015
Wisconsin,Cities,Rhinelander,1,0,0,0,"7,429",2015
Wisconsin,Cities,River Falls,1,0,0,1,"15,207",2015
Wyoming,Cities,Gillette,0,0,1,1,"32,502",2015
Alabama,Cities,Ashland,0,0,0,0,"1,972",2015
Alabama,Cities,Auburn,0,0,0,0,"62,005",2015
Alabama,Cities,Demopolis,0,0,0,0,"7,115",2015
Alabama,Cities,Enterprise,0,0,0,0,"28,028",2015
Alabama,Cities,Eutaw,0,0,0,0,"2,757",2015
Alabama,Cities,Fairhope,0,0,,,"18,821",2015
Alabama,Cities,Florence,0,0,0,0,"40,433",2015
Alabama,Cities,Foley,0,0,0,0,"16,644",2015
Alabama,Cities,Gadsden,0,0,0,0,"36,148",2015
Alabama,Cities,Geneva,0,0,0,0,"4,453",2015
Alabama,Cities,Guntersville,0,0,0,0,"8,395",2015
Alabama,Cities,Jasper,0,0,,,"14,042",2015
Alabama,Cities,Lafayette,0,0,,,"2,981",2015
Alabama,Cities,Lineville,0,0,,,"2,305",2015
Alabama,Cities,Midland City,0,0,0,0,"2,411",2015
Alabama,Cities,Mobile,0,0,0,0,"250,346",2015
Alabama,Cities,Montgomery,0,0,0,0,"199,139",2015
Alabama,Cities,Muscle Shoals,0,0,0,0,"13,720",2015
Alabama,Cities,Opp,0,0,0,0,"6,681",2015
Alabama,Cities,Pelham,0,0,0,0,"22,997",2015
Alabama,Cities,Rainbow City,0,0,0,0,"9,603",2015
Alabama,Cities,Repton,0,0,0,0,270,2015
Alabama,Cities,Sardis City,0,0,0,0,"1,750",2015
Alabama,Cities,Springville,0,0,0,0,"4,223",2015
Alabama,Cities,Talladega,0,0,0,0,"16,006",2015
Alabama,Cities,Taylor,0,0,0,0,"2,424",2015
Alabama,Cities,Trussville,0,0,0,0,20874,2015
Alabama,Cities,Tuscaloosa,0,0,0,0,"97,511",2015
Alaska,Cities,Bethel,0,0,0,0,"6,497",2015
Alaska,Cities,Bristol Bay Borough,0,0,0,0,942,2015
Alaska,Cities,Cordova,0,0,,0,"2,220",2015
Alaska,Cities,Craig,0,0,0,0,"1,265",2015
Alaska,Cities,Dillingham,0,0,0,0,"2,411",2015
Alaska,Cities,Fairbanks,0,0,0,0,"32,677",2015
Alaska,Cities,Haines,0,0,0,0,"2,567",2015
Alaska,Cities,Homer,0,0,,0,"5,511",2015
Alaska,Cities,Juneau,0,0,0,0,"32,482",2015
Alaska,Cities,Kenai,0,0,0,0,"7,680",2015
Alaska,Cities,Ketchikan,0,0,0,0,"8,286",2015
Alaska,Cities,Kodiak,0,0,0,0,"6,345",2015
Alaska,Cities,Nome,0,0,0,0,"3,832",2015
Alaska,Cities,North Slope Borough,0,0,0,0,"9,707",2015
Alaska,Cities,Palmer,0,0,0,0,"6,652",2015
Alaska,Cities,Petersburg,0,0,0,0,"3,130",2015
Alaska,Cities,Seward,0,0,0,0,"2,489",2015
Alaska,Cities,Sitka,0,0,,0,"8,850",2015
Alaska,Cities,Skagway,0,0,0,0,"1,049",2015
Alaska,Cities,Unalaska,0,0,,0,"4,554",2015
Alaska,Cities,Valdez,0,0,0,0,"3,903",2015
Alaska,Cities,Wasilla,0,0,0,0,"9,099",2015
Alaska,Cities,Wrangell,0,0,0,0,"2,351",2015
Arizona,Cities,Bisbee,0,0,0,0,"5,235",2015
Arizona,Cities,Buckeye,0,0,0,0,"61,726",2015
Arizona,Cities,Bullhead City,0,0,0,0,"39,319",2015
Arizona,Cities,Camp Verde,0,0,0,0,"11,155",2015
Arizona,Cities,Casa Grande,0,,,,"51,918",2015
Arizona,Cities,Chino Valley,,0,0,0,"11,072",2015
Arizona,Cities,Clarkdale,0,0,0,0,"4,184",2015
Arizona,Cities,Clifton,,,,0,"3,719",2015
Arizona,Cities,Coolidge,0,0,0,0,"12,244",2015
Arizona,Cities,Cottonwood,0,0,0,0,"11,678",2015
Arizona,Cities,Eagar,0,0,0,0,"4,914",2015
Arizona,Cities,Eloy,0,0,0,0,"16,678",2015
Arizona,Cities,Flagstaff,0,0,0,0,"69,471",2015
Arizona,Cities,Florence,0,0,0,0,"26,926",2015
Arizona,Cities,Fredonia,0,0,0,0,"1,315",2015
Arizona,Cities,Goodyear,0,0,0,0,"78,447",2015
Arizona,Cities,Kearny,0,0,0,0,"2,024",2015
Arizona,Cities,Kingman,0,0,0,0,"28,651",2015
Arizona,Cities,Lake Havasu City,0,0,0,0,"53,220",2015
Arizona,Cities,Mammoth,0,0,0,0,"1,476",2015
Arizona,Cities,Marana,0,0,0,0,"41,302",2015
Arizona,Cities,Miami,,0,0,0,"1,771",2015
Arizona,Cities,Oro Valley,0,0,0,0,"42,258",2015
Arizona,Cities,Page,0,0,0,0,"7,469",2015
Arizona,Cities,Paradise Valley,0,0,0,0,"13,886",2015
Arizona,Cities,Patagonia,0,0,0,0,895,2015
Arizona,Cities,Payson,0,0,0,0,"15,228",2015
Arizona,Cities,Peoria,0,0,0,0,"170,222",2015
Arizona,Cities,Pima,0,,0,0,"2,502",2015
Arizona,Cities,Pinetop-Lakeside,0,0,0,0,"4,323",2015
Arizona,Cities,Prescott Valley,0,0,0,0,"41,661",2015
Arizona,Cities,Quartzsite,0,0,0,0,"3,598",2015
Arizona,Cities,Safford,0,0,0,0,"9,797",2015
Arizona,Cities,San Luis,0,0,0,0,"31,807",2015
Arizona,Cities,Sedona,0,0,0,0,"10,340",2015
Arizona,Cities,Show Low,0,0,0,0,"10,878",2015
Arizona,Cities,Sierra Vista,0,0,0,0,"43,452",2015
Arizona,Cities,Snowflake-Taylor,0,0,0,0,"9,805",2015
Arizona,Cities,Somerton,0,0,0,0,"15,061",2015
Arizona,Cities,South Tucson,0,0,0,0,"5,749",2015
Arizona,Cities,Springerville,0,0,0,0,"1,965",2015
Arizona,Cities,Superior,0,0,0,0,"2,921",2015
Arizona,Cities,Surprise,0,0,0,0,"128,525",2015
Arizona,Cities,Tempe,0,0,0,0,"175,556",2015
Arizona,Cities,Thatcher,0,0,0,0,"5,065",2015
Arizona,Cities,Tolleson,0,0,0,0,"7,029",2015
Arizona,Cities,Wellton,0,0,0,0,"2,973",2015
Arizona,Cities,Wickenburg,0,0,0,0,"6,760",2015
Arizona,Cities,Willcox,0,0,0,0,"3,569",2015
Arkansas,Cities,Alexander,,0,0,0,"2,853",2015
Arkansas,Cities,Alma,0,0,0,0,"5,581",2015
Arkansas,Cities,Altus,0,0,0,0,731,2015
Arkansas,Cities,Amity,0,0,0,0,700,2015
Arkansas,Cities,Arkadelphia,0,0,0,0,"10,637",2015
Arkansas,Cities,Ashdown,0,0,0,0,"4,453",2015
Arkansas,Cities,Ash Flat,0,0,0,0,"1,059",2015
Arkansas,Cities,Atkins,0,0,0,0,"3,055",2015
Arkansas,Cities,Augusta,0,0,0,0,"2,084",2015
Arkansas,Cities,Austin,0,0,0,0,"3,407",2015
Arkansas,Cities,Bald Knob,0,0,0,0,"2,890",2015
Arkansas,Cities,Barling,0,0,0,0,"4,725",2015
Arkansas,Cities,Batesville,,0,0,0,"10,534",2015
Arkansas,Cities,Bay,0,0,0,0,"1,794",2015
Arkansas,Cities,Bearden,0,0,0,0,904,2015
Arkansas,Cities,Beebe,0,0,0,0,"8,138",2015
Arkansas,Cities,Bella Vista,0,0,0,0,"27,970",2015
Arkansas,Cities,Benton,0,0,0,0,"34,356",2015
Arkansas,Cities,Bentonville,0,0,0,0,"43,190",2015
Arkansas,Cities,Berryville,0,0,0,0,"5,394",2015
Arkansas,Cities,Bethel Heights,0,0,0,0,"2,497",2015
Arkansas,Cities,Black Rock,0,,,,628,2015
Arkansas,Cities,Blytheville,0,0,0,0,"14,717",2015
Arkansas,Cities,Bono,0,0,0,0,"2,166",2015
Arkansas,Cities,Booneville,0,0,0,0,"3,924",2015
Arkansas,Cities,Bradford,0,0,0,0,755,2015
Arkansas,Cities,Brinkley,0,0,0,0,"2,909",2015
Arkansas,Cities,Brookland,0,0,0,0,"3,499",2015
Arkansas,Cities,Bull Shoals,0,0,0,0,"1,951",2015
Arkansas,Cities,Cabot,0,0,0,0,"26,064",2015
Arkansas,Cities,Caddo Valley,0,0,0,0,606,2015
Arkansas,Cities,Camden,0,0,0,0,"11,423",2015
Arkansas,Cities,Cammack Village,0,0,0,0,750,2015
Arkansas,Cities,Caraway,0,0,0,0,"1,259",2015
Arkansas,Cities,Carlisle,0,0,0,0,"2,198",2015
Arkansas,Cities,Cave City,0,0,0,0,"1,860",2015
Arkansas,Cities,Cave Springs,0,0,0,0,"2,672",2015
Arkansas,Cities,Centerton,0,0,0,0,"11,635",2015
Arkansas,Cities,Charleston,0,0,0,0,"2,494",2015
