Year,State,Agency type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population2,,,,
,,,T.O. Fuller,0,0,0,0,,,,,
,,,Warrior's Path,0,0,0,0,,,,,
,,,TennCare Office of Inspector General,0,0,0,0,,,,,
,,,Tennessee Bureau of Investigation,0,0,0,0,,,,,
,,,"Tennessee Department of Revenue, Special Investigations Unit",0,0,0,0,,,,,
,,,Tri-Cities Regional Airport,0,0,0,0,,,,,
,,,West Tennessee Violent Crime Task Force,0,0,0,0,,,,,
,,,Wildlife Resources Agency:,,,,,,,,,
,,,Region 1,0,0,0,0,,,,,
,,,Region 2,0,0,0,0,,,,,
,,,Region 3,0,0,0,0,,,,,
,,,Region 4,0,0,0,0,,,,,
,Texas,Cities,Abernathy,0,0,0,0,2821,,,,
,,,Abilene,0,0,0,0,119401,,,,
,,,Addison,0,0,0,0,15961,,,,
,,,Alamo,0,0,0,0,18876,,,,
,,,Alamo Heights,0,0,0,0,7443,,,,
,,,Alice,0,0,0,0,19673,,,,
,,,Allen,0,0,0,0,91289,,,,
,,,Alpine,0,0,0,0,5985,,,,
,,,Alton,0,0,0,0,14756,,,,
,,,Alvarado,0,0,0,0,3813,,,,
,,,Alvin,0,0,0,,25110,,,,
,,,Amarillo,0,0,0,0,196577,,,,
,,,Andrews,0,0,0,0,12529,,,,
,,,Angleton,0,0,0,0,19016,,,,
,,,Anna,0,0,0,0,8634,,,,
,,,Anson,0,0,0,0,2332,,,,
,,,Anthony,0,0,0,0,5201,,,,
,,,Aransas Pass,0,0,0,0,8316,,,,
,,,Arcola,0,0,0,0,1663,,,,
,,,Argyle,0,0,0,0,3554,,,,
,,,Arlington,0,0,0,0,378765,,,,
,,,Arp,0,0,0,0,986,,,,
,,,Athens,0,0,0,,12886,,,,
,,,Atlanta,0,0,0,0,5575,,,,
,,,Aubrey,0,0,0,0,2730,,,,
,,,Azle,0,0,0,0,11304,,,,
,,,Baird,0,0,0,0,1492,,,,
,,,Balch Springs,0,0,0,0,25186,,,,
,,,Balcones Heights,0,0,0,0,2840,,,,
,,,Ballinger,0,0,0,0,3738,,,,
,,,Bangs,0,0,0,0,1586,,,,
,,,Bastrop,0,0,0,0,7447,,,,
,,,Bay City,0,0,0,0,17429,,,,
,,,Bayou Vista,0,0,0,0,1551,,,,
,,,Baytown,0,0,0,0,73709,,,,
,,,Bedford,0,0,0,0,48513,,,,
,,,Bee Cave,0,0,0,0,5172,,,,
,,,Beeville,0,0,0,0,13181,,,,
,,,Bellville,0,0,,0,4136,,,,
,,,Belton,0,0,0,0,19734,,,,
,,,Bertram,0,0,0,0,1359,,,,
,,,Beverly Hills,0,0,0,0,2006,,,,
,,,Big Sandy,0,0,0,0,1368,,,,
,,,Big Spring,0,0,0,0,27640,,,,
,,,Bishop,0,0,0,0,3174,,,,
,,,Blanco,0,0,0,0,1800,,,,
,,,Bloomburg,0,,,,397,,,,
,,,Blue Mound,0,0,0,0,2466,,,,
,,,Boerne,0,0,0,0,11857,,,,
,,,Bogata,0,0,0,0,1136,,,,
,,,Bonham,0,0,0,0,10050,,,,
,,,Borger,0,0,0,0,13034,,,,
,,,Bovina,0,0,0,0,1841,,,,
,,,Bowie,0,0,0,0,5163,,,,
,,,Brady,0,0,0,0,5560,,,,
,,,Brazoria,0,0,0,0,3054,,,,
,,,Breckenridge,0,0,0,0,5638,,,,
,,,Bremond,0,0,,,926,,,,
,,,Brenham,0,0,0,,16268,,,,
,,,Bridge City,0,0,0,0,7926,,,,
,,,Bridgeport,0,0,0,0,6121,,,,
,,,Brookshire,0,0,0,0,4784,,,,
,,,Brookside Village,0,0,0,0,1548,,,,
,,,Brownfield,0,0,0,0,9636,,,,
,,,Brownsville,0,0,0,0,181590,,,,
,,,Bryan,0,0,0,0,78578,,,,
,,,Buda,0,0,0,0,10098,,,,
,,,Bullard,0,0,0,0,2638,,,,
,,,Bulverde,0,0,0,0,4783,,,,
,,,Burkburnett,0,0,,,10829,,,,
,,,Burleson,0,0,0,0,39714,,,,
,,,Burnet,0,0,0,0,6075,,,,
,,,Cactus,0,0,0,0,3241,,,,
,,,Caddo Mills,0,0,0,0,1375,,,,
,,,Caldwell,0,0,0,,4175,,,,
,,,Calvert,,0,,,1177,,,,
,,,Cameron,0,0,0,0,5367,,,,
,,,Canton,0,0,,,3535,,,,
,,,Canyon,0,0,0,0,14026,,,,
,,,Carrollton,0,0,0,0,127459,,,,
,,,Castle Hills,0,0,0,0,4273,,,,
,,,Castroville,0,0,0,0,2754,,,,
,,,Cedar Hill,0,0,0,0,46918,,,,
,,,Cedar Park,0,0,0,0,59948,,,,
,,,Celina,0,0,0,0,6786,,,,
,,,Center,0,0,0,0,5328,,,,
,,,Chillicothe,0,0,0,0,697,,,,
,,,Cibolo,0,,0,,21690,,,,
,,,Cisco,0,0,0,0,3837,,,,
,,,Cleburne,0,0,0,0,29327,,,,
,,,Cleveland,0,0,0,,7635,,,,
,,,Clifton,0,0,0,0,3411,,,,
,,,Clint,0,0,0,0,923,,,,
,,,Clute,0,0,,,11305,,,,
,,,Clyde,0,0,0,0,3706,,,,
,,,Cockrell Hill,0,0,0,0,4317,,,,
,,,Coleman,0,0,0,0,4544,,,,
,,,College Station,0,0,0,0,98919,,,,
,,,Colleyville,0,0,0,0,24289,,,,
,,,Collinsville,0,0,0,0,1631,,,,
,,,Colorado City,0,0,0,0,4084,,,,
,,,Columbus,0,0,0,0,3611,,,,
,,,Comanche,0,0,0,0,4234,,,,
,,,Combes,0,0,0,0,3035,,,,
,,,Conroe,0,0,0,0,62962,,,,
,,,Converse,0,0,0,0,20115,,,,
,,,Coppell,0,0,0,0,40449,,,,
,,,Copperas Cove,0,0,0,0,33780,,,,
,,,Corinth,0,0,0,0,20692,,,,
,,,Corrigan,0,0,0,0,1559,,,,
,,,Corsicana,0,0,0,0,23940,,,,
,,,Crandall,0,0,0,0,3016,,,,
,,,Crane,0,0,0,0,3563,,,,
,,,Crockett,0,0,0,0,6595,,,,
,,,Crosbyton,0,0,0,0,1758,,,,
,,,Crowell,0,0,0,0,921,,,,
,,,Crowley,0,0,0,0,13804,,,,
,,,Crystal City,0,0,0,0,7366,,,,
,,,Cuero,0,0,0,0,7011,,,,
,,,Cumby,0,0,0,0,789,,,,
,,,Daingerfield,0,0,0,0,2513,,,,
,,,Dalhart,0,0,0,0,8340,,,,
,,,Dalworthington Gardens,0,0,0,0,2337,,,,
,,,Danbury,0,0,0,0,1730,,,,
,,,Dayton,0,,0,,7361,,,,
,,,Decatur,0,0,0,0,6244,,,,
,,,Deer Park,0,0,0,0,33295,,,,
,,,De Kalb,0,,0,0,1663,,,,
,,,De Leon,0,0,0,0,2205,,,,
,,,Del Rio,0,0,0,,35499,,,,
,,,Denver City,0,0,0,,4625,,,,
,,,Desoto,0,0,0,0,51703,,,,
,,,Devine,0,0,0,0,4464,,,,
,,,Diboll,0,0,0,0,5390,,,,
,,,Dickinson,0,0,0,0,19204,,,,
,,,Dilley,0,0,0,0,4023,,,,
,,,Dimmitt,0,0,0,0,4500,,,,
,,,Donna,0,0,0,0,16320,,,,
,,,Double Oak,0,0,0,0,2993,,,,
,,,Driscoll,0,0,0,0,751,,,,
,,,Dublin,0,0,0,0,3710,,,,
,,,Dumas,0,0,0,0,15074,,,,
,,,Duncanville,0,0,0,0,39811,,,,
,,,Eagle Lake,0,0,0,,3588,,,,
,,,Eagle Pass,0,0,0,0,27578,,,,
,,,Early,0,0,0,0,2785,,,,
,,,Eastland,0,0,0,0,3912,,,,
,,,East Mountain,0,0,0,0,801,,,,
,,,Edcouch,0,0,0,0,3213,,,,
,,,Edinburg,0,0,0,0,82271,,,,
,,,Edna,0,0,0,0,5598,,,,
,,,El Campo,0,0,0,0,11525,,,,
,,,Electra,0,0,0,0,2762,,,,
,,,Elgin,0,0,0,0,8259,,,,
,,,Elsa,0,0,0,0,6493,,,,
,,,Ennis,0,0,0,0,18679,,,,
,,,Euless,0,0,0,0,53236,,,,
,,,Fairfield,0,0,0,0,2874,,,,
,,,Fair Oaks Ranch,0,0,0,0,6437,,,,
,,,Falfurrias,0,0,,0,4919,,,,
,,,Farmers Branch,0,0,0,0,29609,,,,
,,,Farmersville,0,0,0,0,3448,,,,
,,,Farwell,0,0,0,0,1347,,,,
,,,Ferris,0,0,0,0,2498,,,,
,,,Flatonia,0,0,0,0,1398,,,,
,,,Florence,0,0,0,0,1213,,,,
,,,Floresville,0,0,0,0,6882,,,,
,,,Flower Mound,0,0,0,0,68835,,,,
,,,Floydada,0,0,0,0,2991,,,,
,,,Forest Hill,,0,,,12712,,,,
,,,Forney,0,0,0,0,16257,,,,
,,,Fort Stockton,0,0,0,0,8357,,,,
,,,Frankston,0,0,0,0,1229,,,,
,,,Fredericksburg,0,0,0,0,10768,,,,
,,,Freeport,0,0,0,0,12090,,,,
,,,Freer,0,0,0,0,2769,,,,
,,,Friendswood,0,0,0,0,37226,,,,
,,,Friona,0,0,0,,4066,,,,
,,,Fulton,0,0,0,0,1417,,,,
,,,Galena Park,0,0,0,0,11097,,,,
,,,Galveston,0,0,0,0,48067,,,,
,,,Ganado,0,0,0,0,2036,,,,
,,,Garden Ridge,0,0,0,0,3573,,,,
,,,Gatesville,0,0,0,0,16072,,,,
,,,Georgetown,0,0,0,0,53844,,,,
,,,Giddings,0,0,0,0,4912,,,,
,,,Gilmer,0,0,0,0,5104,,,,
,,,Gladewater,0,0,0,0,6503,,,,
,,,Glenn Heights,0,0,0,0,11853,,,,
,,,Godley,0,0,0,0,1035,,,,
,,,Gonzales,0,0,0,0,7324,,,,
,,,Gorman,0,0,0,0,1071,,,,
,,,Graham,0,0,,,8773,,,,
,,,Granbury,0,0,0,0,8464,,,,
,,,Grand Prairie,0,0,0,0,183822,,,,
,,,Grand Saline,0,0,0,0,3114,,,,
,,,Granger,0,0,0,0,1501,,,,
,,,Granite Shoals,0,0,0,0,4945,,,,
,,,Grapeland,,0,0,0,1439,,,,
,,,Greenville,0,0,0,0,25895,,,,
,,,Gregory,0,0,0,0,1914,,,,
,,,Groesbeck,0,,0,0,4348,,,,
,,,Groves,,,0,,15725,,,,
,,,Gun Barrel City,,0,0,0,5785,,,,
,,,Hale Center,0,0,0,0,2246,,,,
,,,Hallettsville,0,0,0,0,2592,,,,
,,,Haltom City,0,0,0,0,43676,,,,
,,,Hamlin,0,0,0,0,2037,,,,
,,,Harker Heights,0,0,0,0,28125,,,,
,,,Haskell,0,0,0,0,3323,,,,
,,,Hawkins,0,0,0,0,1282,,,,
,,,Hawley,0,0,0,0,610,,,,
,,,Hearne,0,0,0,0,4443,,,,
,,,Heath,0,0,0,0,7733,,,,
,,,Hedwig Village,0,0,0,0,2643,,,,
,,,Helotes,0,0,0,0,8054,,,,
,,,Hemphill,0,0,0,0,1200,,,,
,,,Hempstead,0,0,0,0,6187,,,,
,,,Henderson,0,0,0,0,13837,,,,
,,,Hereford,0,0,0,0,15327,,,,
,,,Hewitt,0,0,0,0,13944,,,,
,,,Hickory Creek,0,0,0,0,3493,,,,
,,,Hidalgo,0,,0,0,11863,,,,
,,,Highland Park,0,0,0,0,8900,,,,
,,,Highland Village,0,0,0,0,15754,,,,
,,,Hill Country Village,0,0,0,0,1016,,,,
,,,Hillsboro,0,0,0,0,8377,,,,
,,,Hitchcock,0,,,,7250,,,,
,,,Hollywood Park,0,0,0,0,3168,,,,
,,,Hondo,0,0,0,0,8925,,,,
,,,Hooks,0,0,0,0,2731,,,,
,,,Horizon City,0,0,0,0,19439,,,,
,,,Horseshoe Bay,0,0,0,0,3334,,,,
,,,Howe,0,0,0,0,2602,,,,
,,,Hubbard,0,0,0,0,1416,,,,
,,,Hudson,0,0,0,0,4750,,,,
,,,Hudson Oaks,,0,,,1779,,,,
,,,Hughes Springs,0,0,0,0,1727,,,,
,,,Humble,,0,0,0,15473,,,,
,,,Huntington,0,0,0,,2102,,,,
,,,Huntsville,0,0,0,0,39990,,,,
,,,Hurst,0,0,0,0,38456,,,,
,,,Hutchins,0,0,0,0,5439,,,,
,,,Hutto,0,0,0,0,19513,,,,
,,,Idalou,0,0,0,0,2264,,,,
,,,Ingleside,0,0,0,0,9541,,,,
,,,Ingram,0,0,0,0,1805,,,,
,,,Iowa Park,0,0,0,0,6408,,,,
,,,Irving,0,0,0,0,228367,,,,
,,,Italy,0,0,,0,1872,,,,
,,,Jacinto City,0,0,,,10772,,,,
,,,Jacksboro,0,0,0,0,4487,,,,
,,,Jacksonville,0,0,0,0,14816,,,,
,,,Jamaica Beach,0,0,0,0,1006,,,,
,,,Jarrell,0,0,0,0,1051,,,,
,,,Jasper,0,0,0,0,7702,,,,
,,,Jefferson,0,0,0,,2057,,,,
,,,Jersey Village,0,0,0,0,7845,,,,
,,,Johnson City,0,0,0,0,1733,,,,
,,,Jones Creek,0,0,0,0,2067,,,,
,,,Jonestown,0,0,0,0,2024,,,,
,,,Joshua,0,0,0,0,5966,,,,
,,,Jourdanton,0,0,0,0,4111,,,,
,,,Junction,0,0,0,0,2539,,,,
,,,Karnes City,0,0,0,0,3201,,,,
,,,Katy,0,0,0,0,14837,,,,
,,,Kaufman,0,0,0,0,6865,,,,
,,,Keene,0,0,0,0,6071,,,,
,,,Keller,0,0,0,0,42644,,,,
,,,Kemah,0,0,0,,1912,,,,
,,,Kenedy,0,0,0,0,3423,,,,
,,,Kennedale,0,0,0,0,7156,,,,
,,,Kermit,0,0,0,0,5956,,,,
,,,Kerrville,0,0,0,0,22484,,,,
,,,Kilgore,0,0,0,0,13938,,,,
,,,Killeen,0,0,0,0,136539,,,,
,,,Kingsville,0,0,0,0,26198,,,,
,,,Kirby,0,0,0,0,8288,,,,
,,,Kirbyville,,,0,0,2158,,,,
,,,Kountze,0,0,,0,2088,,,,
,,,Kress,0,0,0,0,721,,,,
,,,Kyle,0,0,0,0,31732,,,,
,,,Lacy-Lakeview,0,0,0,0,6566,,,,
,,,La Feria,0,0,0,0,7340,,,,
,,,Lago Vista,0,0,0,0,6550,,,,
,,,La Grange,0,0,0,0,4656,,,,
,,,La Grulla,0,0,0,,1639,,,,
,,,Laguna Vista,0,0,0,0,3179,,,,
,,,La Joya,0,0,0,0,4153,,,,
,,,Lake Dallas,0,0,0,0,7390,,,,
,,,Lake Jackson,0,0,0,0,27273,,,,
,,,Lakeside,0,0,0,0,1357,,,,
,,,Lakeview,0,0,0,0,6413,,,,
,,,Lakeway,0,0,0,0,12815,,,,
,,,Lake Worth,0,0,0,0,4710,,,,
,,,La Marque,0,0,0,0,14976,,,,
,,,Lamesa,0,0,0,0,9136,,,,
,,,Lampasas,0,0,0,0,6899,,,,
,,,La Porte,0,0,0,0,34671,,,,
,,,Laredo,0,0,0,0,247353,,,,
,,,La Vernia,0,0,0,0,1137,,,,
,,,La Villa,,0,0,0,1978,,,,
,,,Lavon,0,0,0,0,2318,,,,
,,,League City,0,0,0,0,89596,,,,
,,,Leander,0,0,0,0,30657,,,,
,,,Leon Valley,0,0,0,0,10833,,,,
,,,Levelland,0,0,0,0,13681,,,,
,,,Lewisville,0,0,0,0,100710,,,,
,,,Lexington,0,0,0,0,1170,,,,
,,,Liberty,0,,,0,8857,,,,
,,,Lindale,0,0,0,0,5257,,,,
,,,Linden,0,0,0,0,1964,,,,
,,,Little Elm,0,0,0,0,29958,,,,
,,,Littlefield,0,0,0,0,6368,,,,
,,,Live Oak,0,0,0,0,14541,,,,
,,,Livingston,0,0,0,0,5207,,,,
,,,Llano,0,0,0,0,3249,,,,
,,,Lockhart,0,0,0,0,12971,,,,
,,,Lockney,0,,,,1812,,,,
,,,Lometa,0,0,0,,882,,,,
,,,Lone Star,0,0,0,0,1553,,,,
,,,Lorena,0,0,0,0,1709,,,,
,,,Lorenzo,0,0,0,0,1180,,,,
,,,Los Fresnos,0,0,0,0,5800,,,,
,,,Lubbock,0,0,0,0,237875,,,,
,,,Lufkin,0,0,0,0,36315,,,,
,,,Luling,0,0,0,0,5612,,,,
,,,Lumberton,0,0,0,0,12081,,,,
,,,Lyford,0,0,0,0,2611,,,,
,,,Lytle,0,0,0,0,2665,,,,
,,,Madisonville,0,0,,,4452,,,,
,,,Magnolia,0,,0,0,1490,,,,
,,,Malakoff,0,0,0,0,2327,,,,
,,,Manor,0,0,0,0,6137,,,,
,,,Mansfield,0,0,0,0,60179,,,,
,,,Manvel,0,0,0,0,6381,,,,
,,,Marlin,0,0,0,0,5847,,,,
,,,Martindale,0,0,0,0,1145,,,,
,,,Mathis,0,0,0,0,4989,,,,
,,,McGregor,0,0,0,0,5036,,,,
,,,Meadows Place,0,0,0,0,4721,,,,
,,,Melissa,0,0,0,0,5839,,,,
,,,Memorial Villages,0,0,,0,11660,,,,
,,,Memphis,0,0,0,0,2232,,,,
,,,Meridian,0,0,0,0,1484,,,,
,,,Merkel,0,0,0,0,2608,,,,
,,,Mesquite,0,0,0,0,144313,,,,
,,,Mexia,0,0,0,0,7544,,,,
,,,Midland,0,0,0,0,122259,,,,
,,,Midlothian,0,0,0,0,19425,,,,
,,,Mineola,0,0,0,0,4485,,,,
,,,Mission,0,0,0,0,81360,,,,
,,,Missouri City,0,0,0,0,69487,,,,
,,,Monahans,0,0,0,0,7163,,,,
,,,Mont Belvieu,0,0,0,0,4366,,,,
,,,Montgomery,0,0,,0,670,,,,
,,,Morgans Point Resort,0,0,0,0,4257,,,,
,,,Moulton,0,0,0,0,898,,,,
,,,Mount Pleasant,0,0,0,0,16101,,,,
,,,Muleshoe,0,0,0,0,5121,,,,
,,,Munday,0,0,0,0,1331,,,,
,,,Murphy,0,0,0,0,19347,,,,
,,,Mustang Ridge,0,0,0,0,939,,,,
,,,Nacogdoches,0,0,0,0,34413,,,,
,,,Naples,0,0,0,0,1357,,,,
,,,Nash,0,0,,0,3076,,,,
,,,Nassau Bay,0,0,0,0,4092,,,,
,,,Navasota,0,0,0,0,7239,,,,
,,,Nederland,0,0,0,0,17464,,,,
,,,Needville,0,0,0,0,2879,,,,
,,,New Boston,0,,0,0,4507,,,,
,,,New Braunfels,0,0,0,0,61651,,,,
,,,New Deal,0,0,,,800,,,,
,,,Nixon,0,0,,,2418,,,,
,,,Nocona,0,0,0,0,2996,,,,
,,,Nolanville,0,0,0,0,4483,,,,
,,,Northlake,0,0,0,0,1897,,,,
,,,North Richland Hills,0,0,0,0,65899,,,,
,,,Oak Ridge,0,0,0,0,168,,,,
,,,Oak Ridge North,,0,0,0,3143,,,,
,,,Odessa,0,0,0,0,108265,,,,
,,,O'Donnell,0,,0,0,809,,,,
,,,Olmos Park,0,0,0,0,2314,,,,
,,,Olney,0,0,0,0,3221,,,,
,,,Olton,0,0,0,0,2234,,,,
,,,Omaha,0,0,0,0,1012,,,,
,,,Onalaska,0,0,,,1724,,,,
,,,Orange,0,,0,0,19057,,,,
,,,Orange Grove,0,0,0,0,1357,,,,
,,,Overton,0,0,0,0,2580,,,,
,,,Ovilla,0,0,0,0,3535,,,,
,,,Oyster Creek,,0,0,,1124,,,,
,,,Paducah,0,0,0,0,1164,,,,
,,,Palacios,0,0,0,0,4666,,,,
,,,Palestine,,,0,0,18458,,,,
,,,Palmer,0,0,0,0,2023,,,,
,,,Palmhurst,0,0,0,0,2698,,,,
,,,Palm Valley,0,0,0,0,1311,,,,
,,,Palmview,0,0,0,0,5625,,,,
,,,Pampa,0,0,0,0,18471,,,,
,,,Panhandle,0,0,0,0,2438,,,,
,,,Pantego,0,0,0,0,2483,,,,
,,,Paris,0,0,0,0,25048,,,,
,,,Parker,0,0,0,0,4205,,,,
,,,Pearland,0,0,0,0,98183,,,,
,,,Pearsall,0,0,0,0,9488,,,,
,,,Pecos,0,0,0,0,8786,,,,
,,,Penitas,,0,0,0,4693,,,,
,,,Perryton,0,0,0,0,9392,,,,
,,,Pflugerville,0,0,0,0,53007,,,,
,,,Pharr,0,0,0,0,73932,,,,
,,,Pilot Point,0,0,0,0,4017,,,,
,,,Pinehurst,0,,0,0,2087,,,,
,,,Pittsburg,0,0,0,0,4514,,,,
,,,Plainview,0,0,0,0,22225,,,,
,,,Pleasanton,0,0,0,0,9394,,,,
,,,Ponder,0,0,0,0,1463,,,,
,,,Port Aransas,0,0,0,0,3726,,,,
,,,Port Arthur,,0,0,,54032,,,,
,,,Port Isabel,0,0,0,0,5055,,,,
,,,Portland,0,0,0,0,15572,,,,
,,,Port Lavaca,0,0,,,12329,,,,
,,,Port Neches,0,0,,0,12773,,,,
,,,Poteet,0,0,0,0,3375,,,,
,,,Pottsboro,0,0,0,0,2190,,,,
,,,Premont,0,0,0,,2722,,,,
,,,Presidio,0,0,0,0,4204,,,,
,,,Primera,0,0,0,0,4146,,,,
,,,Princeton,0,0,0,0,7684,,,,
,,,Progreso,0,0,0,0,5776,,,,
,,,Prosper,0,0,0,0,12501,,,,
,,,Queen City,0,0,0,0,1464,,,,
,,,Quitman,0,0,0,0,1801,,,,
,,,Ralls,0,0,0,0,1966,,,,
,,,Rancho Viejo,0,0,0,0,2486,,,,
,,,Ranger,0,0,0,0,2456,,,,
,,,Ransom Canyon,0,0,0,0,1114,,,,
,,,Raymondville,0,0,0,0,11164,,,,
,,,Red Oak,0,0,0,0,11168,,,,
,,,Refugio,0,0,0,,2828,,,,
,,,Reno,0,0,0,0,3261,,,,
,,,Richardson,0,0,0,0,104577,,,,
,,,Richland Hills,0,0,0,0,8012,,,,
,,,Richwood,,0,0,0,3646,,,,
,,,Riesel,0,0,0,0,1018,,,,
,,,Rio Grande City,,0,0,0,13971,,,,
,,,Rio Hondo,0,0,0,0,2429,,,,
,,,River Oaks,0,0,0,0,7620,,,,
,,,Roanoke,0,0,0,0,6644,,,,
,,,Robinson,0,0,0,0,11237,,,,
,,,Robstown,0,0,0,0,11665,,,,
,,,Rockdale,0,0,0,0,5391,,,,
,,,Rockport,0,0,0,0,9256,,,,
,,,Rockwall,0,0,0,0,40622,,,,
,,,Rollingwood,0,0,0,0,1529,,,,
,,,Roma,0,0,0,,9900,,,,
,,,Roscoe,0,0,0,0,1298,,,,
,,,Rose City,,,,0,511,,,,
,,,Rosenberg,0,0,0,0,32059,,,,
,,,Round Rock,0,0,0,0,108577,,,,
,,,Rowlett,0,0,0,0,58177,,,,
,,,Royse City,0,0,0,0,10132,,,,
,,,Runaway Bay,0,0,0,0,1352,,,,
,,,Rusk,0,,,,5613,,,,
,,,Sabinal,0,0,0,0,1692,,,,
,,,Sachse,0,0,0,0,21986,,,,
,,,Saginaw,0,0,0,0,21208,,,,
,,,Salado,0,0,0,0,2159,,,,
,,,San Augustine,0,0,0,0,2081,,,,
,,,San Benito,0,,0,0,24555,,,,
,,,San Diego,0,0,0,0,4437,,,,
,,,Sanger,0,0,0,0,7226,,,,
,,,San Juan,0,0,0,0,35588,,,,
,,,San Marcos,0,0,0,0,51786,,,,
,,,San Saba,0,0,0,0,3086,,,,
,,,Sansom Park Village,0,0,0,0,4804,,,,
,,,Santa Anna,0,0,0,0,1067,,,,
,,,Santa Fe,0,0,0,,12565,,,,
,,,Santa Rosa,0,0,0,0,2895,,,,
,,,Schertz,0,0,0,0,35882,,,,
,,,Schulenburg,0,0,0,0,2872,,,,
,,,Seabrook,0,,0,0,12580,,,,
,,,Seagoville,0,0,0,0,15652,,,,
,,,Seagraves,0,0,0,0,2581,,,,
,,,Sealy,0,0,0,0,6163,,,,
,,,Seguin,0,0,0,0,26635,,,,
,,,Selma,0,0,0,0,7747,,,,
,,,Seminole,0,0,0,0,6877,,,,
,,,Seven Points,0,0,0,0,1456,,,,
,,,Seymour,0,0,0,0,2636,,,,
,,,Shallowater,0,0,0,0,2516,,,,
,,,Shamrock,0,0,0,0,2008,,,,
,,,Shavano Park,0,0,0,0,3274,,,,
,,,Shenandoah,0,,0,0,2478,,,,
,,,Sherman,0,0,0,0,39377,,,,
,,,Silsbee,0,0,0,,6662,,,,
,,,Sinton,0,,,,5698,,,,
,,,Slaton,0,0,0,0,6112,,,,
,,,Smithville,0,0,0,0,3865,,,,
,,,Snyder,0,0,0,0,11459,,,,
,,,Socorro,0,0,0,,32891,,,,
,,,Somerset,0,0,0,0,1703,,,,
,,,Somerville,0,0,,,1375,,,,
,,,Sonora,0,0,0,0,2866,,,,
,,,Sour Lake,0,0,0,0,1782,,,,
,,,South Houston,0,0,0,0,17445,,,,
,,,Southlake,0,0,0,0,28062,,,,
,,,Southmayd,0,0,0,0,994,,,,
,,,South Padre Island,0,0,0,0,2919,,,,
,,,Southside Place,0,0,0,0,1775,,,,
,,,Spearman,0,0,0,0,3292,,,,
,,,Spring Valley,0,0,0,0,4009,,,,
,,,Spur,0,0,0,0,1239,,,,
,,,Stafford,0,0,0,0,18034,,,,
,,,Stagecoach,0,0,0,0,561,,,,
,,,Stamford,0,0,0,0,2999,,,,
,,,Stanton,0,0,0,0,2651,,,,
,,,Stephenville,0,0,0,0,18595,,,,
,,,Stratford,0,0,0,0,2069,,,,
,,,Sugar Land,0,0,0,,83460,,,,
,,,Sullivan City,0,0,0,,4122,,,,
,,,Sulphur Springs,0,0,0,0,15613,,,,
,,,Sunrise Beach Village,0,0,0,0,692,,,,
,,,Sunset Valley,0,0,0,0,696,,,,
,,,Surfside Beach,0,0,,,500,,,,
,,,Sweeny,0,0,0,0,3739,,,,
,,,Sweetwater,0,0,0,0,10604,,,,
,,,Taft,0,0,,0,3053,,,,
,,,Tahoka,0,,0,,2589,,,,
,,,Tatum,0,0,0,0,1405,,,,
,,,Taylor,0,0,0,0,16317,,,,
,,,Teague,0,0,0,0,3504,,,,
,,,Terrell Hills,0,0,0,0,5061,,,,
,,,Texarkana,0,0,0,0,37467,,,,
,,,Texas City,0,0,0,0,45793,,,,
,,,The Colony,0,0,0,0,39903,,,,
,,,Thorndale,0,0,0,0,1293,,,,
,,,Thrall,0,0,0,0,899,,,,
,,,Three Rivers,0,0,0,0,1887,,,,
,,,Tioga,0,0,0,0,813,,,,
,,,Tolar,0,0,,,715,,,,
,,,Tomball,0,0,0,0,11029,,,,
,,,Tool,0,0,0,0,2264,,,,
,,,Trinity,0,0,0,0,2636,,,,
,,,Trophy Club,0,0,0,0,10173,,,,
,,,Troy,0,0,0,0,1723,,,,
,,,Tulia,0,0,0,0,4964,,,,
,,,Tye,0,0,0,0,1248,,,,
,,,Universal City,0,0,0,0,19344,,,,
,,,University Park,0,0,0,0,24031,,,,
,,,Uvalde,0,0,0,0,16218,,,,
,,,Valley Mills,0,0,0,0,1187,,,,
,,,Valley View,0,,,,768,,,,
,,,Van,0,0,,,2644,,,,
,,,Van Alstyne,0,0,0,0,3088,,,,
,,,Venus,0,0,0,0,3105,,,,
,,,Vernon,0,0,0,0,10703,,,,
,,,Waco,0,0,0,0,127570,,,,
,,,Waelder,0,0,0,0,1085,,,,
,,,Wake Village,0,0,0,0,5446,,,,
,,,Waller,0,0,,,2375,,,,
,,,Wallis,0,0,0,0,1269,,,,
,,,Watauga,0,0,0,0,24210,,,,
,,,Waxahachie,0,0,0,0,31530,,,,
,,,Weatherford,0,0,0,0,26702,,,,
,,,Webster,0,0,0,0,11116,,,,
,,,Weimar,0,0,0,0,2128,,,,
,,,Weslaco,0,0,0,0,37248,,,,
,,,West,0,0,0,0,2836,,,,
,,,West Columbia,0,0,0,0,3907,,,,
,,,West Orange,0,0,0,,3463,,,,
,,,Westover Hills,0,0,0,0,708,,,,
,,,West Tawakoni,0,0,0,0,1605,,,,
,,,West University Place,,0,,,15357,,,,
,,,Westworth,0,0,0,0,2554,,,,
,,,Wharton,0,0,0,0,8767,,,,
,,,White Oak,0,0,0,0,6447,,,,
,,,Whitesboro,0,0,0,0,3823,,,,
,,,White Settlement,0,0,0,0,16703,,,,
,,,Whitewright,0,0,0,0,1607,,,,
,,,Whitney,0,0,0,0,2108,,,,
