state,agencyName,quarter01,quarter02,quarter03,quarter04,population,year
New York,Maybrook Village,0,0,0,0,3153,2015
New York,Maybrook Village,0,0,0,0,3356,2016
South Carolina,Mayesville,0,0,0,0,1008,2010
South Carolina,Mayesville,0,0,0,0,740,2011
South Carolina,Mayesville,0,0,0,0,738,2012
South Carolina,Mayesville,0,0,0,0,733,2013
South Carolina,Mayesville,0,DNR,DNR,DNR,730,2014
Kansas,Mayetta,0,0,0,0,363,2010
Kansas,Mayetta,0,0,0,0,343,2012
Kansas,Mayetta,0,0,0,DNR,328,2014
Kansas,Mayetta,0,0,DNR,0,342,2015
Kentucky,Mayfield,0,0,0,1,10149,2010
Kentucky,Mayfield,0,0,0,0,10093,2011
Kentucky,Mayfield,0,0,1,0,10155,2012
Kentucky,Mayfield,0,0,0,0,10141,2013
Kentucky,Mayfield,0,0,0,1,10130,2014
Kentucky,Mayfield,3,1,1,0,10141,2015
Kentucky,Mayfield,1,0,1,0,10086,2016
Pennsylvania,Mayfield,0,0,0,0,1697,2010
Pennsylvania,Mayfield,0,0,0,DNR,1813,2011
Pennsylvania,Mayfield,0,0,0,DNR,1808,2012
Pennsylvania,Mayfield,0,0,0,DNR,1795,2013
Pennsylvania,Mayfield,DNR,0,0,0,1786,2014
Pennsylvania,Mayfield,DNR,DNR,DNR,0,1771,2015
Pennsylvania,Mayfield,0,0,0,0,1723,2016
Ohio,Mayfield Heights,0,DNR,DNR,DNR,18922,2013
Ohio,Mayfield Heights,DNR,0,0,0,18891,2014
Ohio,Mayfield Heights,0,0,0,0,18780,2015
Ohio,Mayfield Heights,0,1,0,0,18770,2016
Ohio,Mayfield Village,0,0,0,0,3059,2010
Ohio,Mayfield Village,0,DNR,DNR,0,3463,2011
Ohio,Mayfield Village,0,0,0,0,3434,2012
Ohio,Mayfield Village,0,0,0,0,3410,2013
Ohio,Mayfield Village,0,DNR,DNR,DNR,3415,2014
Arkansas,Mayflower,0,DNR,DNR,DNR,2332,2010
Arkansas,Mayflower,0,0,0,0,2251,2011
Arkansas,Mayflower,0,0,0,0,2307,2012
Arkansas,Mayflower,0,0,0,0,2336,2013
Arkansas,Mayflower,0,0,0,0,2335,2014
Arkansas,Mayflower,0,0,0,0,2374,2015
Arkansas,Mayflower,0,0,0,0,2473,2016
Massachusetts,Maynard,0,0,0,0,10534,2010
Massachusetts,Maynard,0,0,0,0,10168,2011
Massachusetts,Maynard,0,0,0,0,10303,2012
Massachusetts,Maynard,0,0,0,0,10393,2013
Massachusetts,Maynard,0,0,0,0,10463,2014
Massachusetts,Maynard,0,0,0,0,10567,2015
Massachusetts,Maynard,0,0,0,0,10745,2016
Tennessee,Maynardville,0,0,0,0,1940,2010
Tennessee,Maynardville,0,0,0,0,2435,2011
Tennessee,Maynardville,0,0,0,0,2443,2012
Tennessee,Maynardville,0,0,0,0,2382,2013
Tennessee,Maynardville,0,0,0,0,2365,2014
Tennessee,Maynardville,0,0,0,0,2354,2015
Tennessee,Maynardville,0,0,0,0,2343,2016
North Carolina,Mayodan,0,0,0,0,2625,2010
North Carolina,Mayodan,0,0,0,0,2509,2011
North Carolina,Mayodan,0,0,0,0,2493,2012
North Carolina,Mayodan,0,0,0,0,2471,2013
North Carolina,Mayodan,0,0,0,0,2466,2014
North Carolina,Mayodan,0,1,1,0,2461,2015
North Carolina,Mayodan,0,0,0,0,2469,2016
Georgia,Maysville,0,0,0,0,1681,2010
Georgia,Maysville,0,0,0,DNR,1822,2011
Georgia,Maysville,0,0,0,DNR,1823,2012
Georgia,Maysville,0,0,0,0,1795,2013
Georgia,Maysville,0,0,0,0,1834,2014
Georgia,Maysville,0,0,0,0,1838,2015
Georgia,Maysville,0,0,0,0,1876,2016
Kentucky,Maysville,0,0,0,0,9207,2010
Kentucky,Maysville,0,0,0,0,9073,2011
Kentucky,Maysville,0,0,1,0,9117,2012
Kentucky,Maysville,0,0,0,0,9024,2013
Kentucky,Maysville,0,0,2,0,8895,2014
Kentucky,Maysville,0,0,0,0,8809,2015
Kentucky,Maysville,0,0,0,0,8780,2016
Missouri,Maysville,0,0,0,0,1120,2010
Missouri,Maysville,0,0,0,0,1118,2011
Missouri,Maysville,0,0,0,0,1102,2012
Missouri,Maysville,0,0,0,0,1123,2013
Missouri,Maysville,0,0,0,0,1107,2014
Missouri,Maysville,0,0,0,0,1090,2015
Missouri,Maysville,0,0,0,0,1090,2016
North Carolina,Maysville,0,0,0,0,947,2010
North Carolina,Maysville,0,0,0,0,1032,2011
North Carolina,Maysville,0,0,0,0,1015,2012
North Carolina,Maysville,0,0,0,0,1036,2013
North Carolina,Maysville,0,0,0,0,1026,2014
North Carolina,Maysville,0,0,0,0,1011,2015
North Carolina,Maysville,0,0,0,0,1003,2016
Oklahoma,Maysville,0,0,0,0,1306,2010
Oklahoma,Maysville,0,0,0,0,1245,2011
Oklahoma,Maysville,0,0,0,0,1234,2012
Oklahoma,Maysville,0,0,0,0,1214,2013
Oklahoma,Maysville,DNR,DNR,0,0,1206,2014
Oklahoma,Maysville,0,0,0,DNR,1230,2015
Oklahoma,Maysville,DNR,DNR,0,0,1234,2016
Missouri,Mayview,0,0,0,0,285,2010
Missouri,Mayview,0,0,0,0,213,2011
Missouri,Mayview,0,0,0,DNR,211,2012
Michigan,Mayville,0,0,0,0,952,2010
Michigan,Mayville,0,0,0,0,949,2011
Michigan,Mayville,0,0,0,0,945,2012
Michigan,Mayville,0,0,0,0,928,2013
Michigan,Mayville,0,0,0,0,925,2014
Michigan,Mayville,0,0,0,0,919,2015
Michigan,Mayville,0,0,0,0,914,2016
North Dakota,Mayville,0,0,0,DNR,1830,2010
Wisconsin,Mayville,0,0,0,0,5302,2010
Wisconsin,Mayville,0,0,0,0,5176,2011
Wisconsin,Mayville,0,0,0,0,5159,2012
Wisconsin,Mayville,0,0,0,0,5076,2013
Wisconsin,Mayville,0,0,0,0,5034,2014
Wisconsin,Mayville,0,0,0,0,4975,2015
Wisconsin,Mayville,0,0,0,0,4958,2016
California,Maywood,0,1,0,0,28114,2010
California,Maywood,0,0,0,0,27717,2011
California,Maywood,0,0,0,0,27850,2012
California,Maywood,0,0,0,0,27744,2013
California,Maywood,0,0,0,0,27833,2014
California,Maywood,0,0,0,0,28070,2015
California,Maywood,0,0,0,0,27985,2016
Illinois,Maywood,0,0,0,0,24163,2011
Illinois,Maywood,0,0,0,0,24207,2012
Illinois,Maywood,0,0,0,0,24184,2013
Illinois,Maywood,0,0,0,0,24174,2014
Illinois,Maywood,0,0,0,0,24141,2015
Illinois,Maywood,0,0,0,0,23994,2016
New Jersey,Maywood,0,0,0,0,9166,2010
New Jersey,Maywood,0,0,0,1,9587,2011
New Jersey,Maywood,1,0,0,0,9665,2012
New Jersey,Maywood,0,0,0,0,9613,2013
New Jersey,Maywood,0,0,0,0,9735,2014
New Jersey,Maywood,0,0,0,0,9776,2015
New Jersey,Maywood,0,0,0,0,9804,2016
Pennsylvania,McAdoo,0,0,0,0,2074,2010
Pennsylvania,McAdoo,0,0,0,0,2307,2011
Pennsylvania,McAdoo,0,0,0,0,2291,2012
Pennsylvania,McAdoo,0,0,0,DNR,2257,2013
Pennsylvania,McAdoo,0,DNR,DNR,DNR,2248,2014
Pennsylvania,McAdoo,0,0,DNR,DNR,2214,2015
Pennsylvania,McAdoo,0,0,DNR,DNR,2187,2016
Oklahoma,McAlester,0,0,0,0,18675,2010
Oklahoma,McAlester,0,0,0,0,18580,2011
Oklahoma,McAlester,0,0,0,0,18419,2012
Oklahoma,McAlester,0,0,0,0,18277,2013
Oklahoma,McAlester,0,0,0,0,18281,2014
Oklahoma,McAlester,0,0,1,0,18215,2015
Oklahoma,McAlester,0,0,0,0,18300,2016
Texas,McAllen,0,0,0,0,134623,2010
Texas,McAllen,0,0,0,0,132610,2011
Texas,McAllen,0,0,0,0,135745,2012
Texas,McAllen,0,1,0,0,136169,2013
Texas,McAllen,0,0,0,0,138122,2014
Texas,McAllen,0,0,0,0,140593,2015
Texas,McAllen,0,0,0,0,142227,2016
Ohio,McArthur,0,0,0,0,2011,2010
Ohio,McArthur,0,0,0,0,1702,2011
Ohio,McArthur,0,0,1,0,1691,2012
Ohio,McArthur,0,0,0,0,1676,2013
Ohio,McArthur,0,0,0,0,1688,2014
Ohio,McArthur,0,0,0,0,1683,2015
Ohio,McArthur,0,0,0,0,1656,2016
South Carolina,McBee,0,0,0,0,734,2010
South Carolina,McBee,0,0,0,0,877,2011
South Carolina,McBee,0,0,0,0,874,2012
South Carolina,McBee,0,0,0,0,857,2013
South Carolina,McBee,0,0,0,0,858,2014
South Carolina,McBee,0,0,0,0,856,2015
South Carolina,McBee,0,0,0,0,853,2016
Idaho,McCall,0,0,0,0,2595,2010
Idaho,McCall,0,0,1,0,3024,2011
Idaho,McCall,0,0,0,0,2944,2012
Idaho,McCall,0,0,0,0,2851,2013
Idaho,McCall,0,0,0,0,2918,2014
Idaho,McCall,0,0,0,0,3020,2015
Idaho,McCall,0,0,0,0,3139,2016
Pennsylvania,McCandless,0,0,0,0,27188,2010
Pennsylvania,McCandless,0,0,0,0,28548,2011
Pennsylvania,McCandless,0,0,0,0,28561,2012
Pennsylvania,McCandless,0,0,0,0,28792,2013
Pennsylvania,McCandless,0,0,0,0,29028,2014
Pennsylvania,McCandless,0,0,DNR,0,29014,2015
Pennsylvania,McCandless,0,0,0,0,28902,2016
Iowa,McCausland,0,0,0,0,316,2016
Georgia,McCaysville,0,0,0,0,957,2010
Georgia,McCaysville,0,0,0,0,1070,2011
Georgia,McCaysville,0,0,0,DNR,1068,2012
Georgia,McCaysville,0,0,DNR,DNR,1043,2013
Washington,McCleary,0,0,0,0,1628,2010
Washington,McCleary,0,0,0,0,1679,2011
Washington,McCleary,0,0,0,0,1663,2012
Washington,McCleary,0,0,0,0,1609,2013
South Carolina,McColl,0,0,0,0,2284,2010
South Carolina,McColl,0,0,0,0,2199,2011
South Carolina,McColl,0,0,0,0,2157,2012
South Carolina,McColl,0,0,0,0,2086,2013
South Carolina,McColl,0,0,0,0,2079,2014
South Carolina,McColl,0,0,0,0,2072,2015
South Carolina,McColl,0,0,0,0,2049,2016
Mississippi,McComb,0,0,0,0,13689,2010
Mississippi,McComb,0,0,0,0,12838,2011
Mississippi,McComb,0,0,0,0,12818,2012
Mississippi,McComb,0,0,0,0,12726,2013
Mississippi,McComb,0,0,0,0,12731,2014
Mississippi,McComb,0,DNR,DNR,DNR,12677,2015
Ohio,McComb,DNR,DNR,DNR,0,1580,2010
Ohio,McComb,0,0,0,0,1649,2011
Ohio,McComb,0,0,0,0,1655,2012
Ohio,McComb,DNR,DNR,0,DNR,1657,2014
Ohio,McConnelsville,0,DNR,0,DNR,1556,2010
Ohio,McConnelsville,0,0,DNR,0,1785,2011
Ohio,McConnelsville,0,0,0,0,1781,2012
Ohio,McConnelsville,0,0,0,0,1810,2013
Ohio,McConnelsville,0,0,0,0,1814,2014
Ohio,McConnelsville,0,0,0,0,1800,2015
Ohio,McConnelsville,0,0,0,0,1790,2016
Illinois,McCook,0,0,0,0,229,2012
Illinois,McCook,0,0,0,0,231,2013
Illinois,McCook,0,0,0,0,232,2014
Illinois,McCook,0,0,0,0,232,2015
Illinois,McCook,0,0,0,0,230,2016
Nebraska,McCook,0,0,0,0,7437,2010
Nebraska,McCook,0,0,0,0,7767,2011
Nebraska,McCook,0,0,0,0,7735,2012
Nebraska,McCook,0,0,0,0,7639,2013
Nebraska,McCook,0,0,0,0,7697,2014
Nebraska,McCook,0,0,0,0,7590,2015
Nebraska,McCook,0,0,0,0,7557,2016
South Carolina,McCormick,0,0,0,0,2689,2010
South Carolina,McCormick,0,0,0,0,2815,2011
South Carolina,McCormick,0,0,0,0,2774,2012
South Carolina,McCormick,0,0,0,0,2720,2013
South Carolina,McCormick,0,0,0,0,2729,2014
South Carolina,McCormick,0,0,0,0,2685,2015
South Carolina,McCormick,0,0,0,0,2540,2016
Arkansas,McCrory,0,0,0,0,1509,2010
Arkansas,McCrory,0,0,0,0,1742,2011
Arkansas,McCrory,0,0,0,0,1733,2012
Arkansas,McCrory,0,0,0,0,1673,2013
Arkansas,McCrory,0,0,0,0,1667,2014
Arkansas,McCrory,0,0,0,0,1621,2015
Arkansas,McCrory,0,0,0,0,1577,2016
Illinois,McCullom Lake,0,0,0,0,1107,2010
Illinois,McCullom Lake,0,0,0,0,1052,2011
Illinois,McCullom Lake,0,0,0,0,1020,2015
Illinois,McCullom Lake,0,0,0,0,1015,2016
Oklahoma,McCurtain,0,0,0,0,491,2010
Oklahoma,McCurtain,0,0,0,0,522,2011
Oklahoma,McCurtain,0,0,0,0,520,2012
Oklahoma,McCurtain,0,0,0,0,526,2013
Pennsylvania,McDonald Borough,0,0,DNR,DNR,2115,2010
Pennsylvania,McDonald Borough,0,0,0,2,2156,2011
Pennsylvania,McDonald Borough,0,0,0,0,2156,2012
Pennsylvania,McDonald Borough,0,0,0,DNR,2131,2013
Pennsylvania,McDonald Borough,0,0,0,DNR,2119,2014
Pennsylvania,McDonald Borough,0,0,DNR,0,2097,2015
Pennsylvania,McDonald Borough,0,0,0,0,2085,2016
Georgia,McDonough,0,0,0,0,21010,2010
Georgia,McDonough,0,0,0,0,22375,2011
Georgia,McDonough,0,0,0,DNR,22686,2012
Georgia,McDonough,0,0,0,0,22713,2013
Georgia,McDonough,0,0,0,0,23001,2014
Georgia,McDonough,0,0,0,0,23215,2015
Georgia,McDonough,0,0,DNR,DNR,23675,2016
Tennessee,McEwen,0,0,0,0,1678,2010
Tennessee,McEwen,0,0,0,0,1766,2011
Tennessee,McEwen,0,0,0,0,1757,2012
Tennessee,McEwen,0,0,0,0,1696,2013
Tennessee,McEwen,0,0,0,0,1695,2014
Tennessee,McEwen,0,0,0,0,1686,2015
Tennessee,McEwen,0,0,0,0,1693,2016
California,McFarland,0,0,0,0,12452,2010
California,McFarland,0,0,0,0,12856,2011
California,McFarland,0,0,0,0,13010,2012
California,McFarland,0,0,0,0,12288,2013
California,McFarland,0,0,0,0,12346,2014
California,McFarland,0,0,0,0,13848,2015
California,McFarland,0,0,0,0,14263,2016
Wisconsin,McFarland,0,0,0,0,8040,2010
Wisconsin,McFarland,0,0,0,0,7842,2011
Wisconsin,McFarland,0,0,0,0,7957,2012
Wisconsin,McFarland,0,0,0,0,8116,2013
Wisconsin,McFarland,0,0,0,0,8183,2014
Wisconsin,McFarland,0,0,0,0,8277,2015
Wisconsin,McFarland,0,0,0,0,8290,2016
Arkansas,McGehee,0,0,0,0,3821,2010
Arkansas,McGehee,0,0,0,0,4251,2011
Arkansas,McGehee,1,0,0,0,4157,2012
Arkansas,McGehee,0,0,0,0,4024,2013
Arkansas,McGehee,0,0,0,0,4019,2014
Arkansas,McGehee,0,0,0,0,3980,2015
Arkansas,McGehee,0,0,0,0,3866,2016
New York,McGraw Village,0,0,0,DNR,924,2010
Texas,McGregor,0,0,0,0,4912,2010
Texas,McGregor,0,0,0,0,5092,2011
Texas,McGregor,0,0,0,0,5142,2012
Texas,McGregor,0,0,0,0,5036,2013
Texas,McGregor,0,0,0,0,5062,2014
Texas,McGregor,0,0,0,0,5049,2015
Texas,McGregor,0,0,0,0,5076,2016
Illinois,McHenry,0,0,0,0,27477,2010
Illinois,McHenry,0,0,0,0,27073,2011
Illinois,McHenry,0,0,0,0,27023,2012
Illinois,McHenry,0,0,0,0,26761,2013
Illinois,McHenry,0,0,0,0,26590,2014
Illinois,McHenry,0,0,0,0,26534,2015
Illinois,McHenry,0,0,0,0,26581,2016
Alabama,McIntosh,0,0,0,0,231,2010
Georgia,McIntyre,0,0,0,0,693,2010
Georgia,McIntyre,0,0,0,0,659,2011
Georgia,McIntyre,0,0,0,DNR,649,2012
Georgia,McIntyre,0,0,0,0,650,2013
Georgia,McIntyre,0,0,0,0,643,2014
Georgia,McIntyre,0,0,0,0,627,2015
Georgia,McIntyre,0,0,0,0,615,2016
Kentucky,McKee,DNR,0,0,0,806,2011
Kentucky,McKee,0,0,0,0,784,2013
Kentucky,McKee,0,0,0,0,801,2014
Kentucky,McKee,0,0,0,0,783,2015
Kentucky,McKee,0,0,0,0,786,2016
Pennsylvania,McKees Rocks,0,0,0,0,6038,2010
Pennsylvania,McKees Rocks,0,0,0,DNR,6123,2011
Pennsylvania,McKees Rocks,0,0,0,0,6128,2012
Pennsylvania,McKees Rocks,0,0,0,0,6086,2013
Pennsylvania,McKees Rocks,0,0,0,0,6065,2014
Pennsylvania,McKees Rocks,0,DNR,DNR,0,6032,2015
Pennsylvania,McKees Rocks,0,0,0,DNR,5992,2016
Pennsylvania,McKeesport,0,0,0,0,22009,2010
Pennsylvania,McKeesport,0,DNR,DNR,DNR,19794,2011
Pennsylvania,McKeesport,0,0,0,0,21603,2012
Pennsylvania,McKeesport,0,0,0,0,21456,2013
Pennsylvania,McKeesport,0,0,0,0,21405,2014
Pennsylvania,McKeesport,0,DNR,0,0,21290,2015
Pennsylvania,McKeesport,0,0,0,DNR,21156,2016
Alabama,McKenzie,0,0,0,0,603,2010
Tennessee,McKenzie,0,0,0,0,5283,2010
Tennessee,McKenzie,0,0,0,0,5358,2011
Tennessee,McKenzie,0,0,0,0,5344,2012
Tennessee,McKenzie,0,0,0,0,5406,2013
Tennessee,McKenzie,0,0,0,0,5647,2014
Tennessee,McKenzie,0,0,0,0,5501,2015
Tennessee,McKenzie,0,0,0,0,5294,2016
Texas,McKinney,2,2,0,3,138306,2010
Texas,McKinney,0,0,1,0,133876,2011
Texas,McKinney,2,2,2,0,138105,2012
Texas,McKinney,0,1,1,2,146869,2013
Texas,McKinney,2,1,4,1,152806,2014
Texas,McKinney,0,2,1,0,163406,2015
Texas,McKinney,0,3,2,2,169689,2016
Illinois,McLean,0,0,0,0,790,2010
Illinois,McLean,0,0,0,0,832,2011
Illinois,McLean,0,0,0,0,834,2012
Illinois,McLean,0,0,0,0,828,2013
Illinois,McLean,0,DNR,DNR,DNR,837,2014
Illinois,McLean,0,0,0,0,821,2015
Illinois,McLean,0,0,0,0,812,2016
Illinois,McLeansboro,0,0,0,DNR,2670,2010
Oklahoma,McLoud,0,0,0,0,4784,2010
Oklahoma,McLoud,0,0,0,0,4087,2011
Oklahoma,McLoud,0,0,0,0,4106,2012
Oklahoma,McLoud,0,0,0,0,4110,2013
Oklahoma,McLoud,0,0,0,0,4567,2014
Oklahoma,McLoud,0,0,0,0,4615,2015
Oklahoma,McLoud,0,0,0,0,4633,2016
Kansas,McLouth,0,0,0,0,822,2010
Kansas,McLouth,0,0,0,0,886,2011
Kansas,McLouth,0,0,0,0,876,2012
Kansas,McLouth,0,0,0,0,860,2013
Kansas,McLouth,0,0,0,0,853,2014
Kansas,McLouth,0,0,0,0,848,2015
Kansas,McLouth,0,0,0,0,849,2016
West Virginia,McMechen,0,0,0,0,1852,2015
West Virginia,McMechen,0,0,0,0,1826,2016
Oregon,McMinnville,0,0,1,0,31748,2010
Oregon,McMinnville,0,1,1,0,32530,2011
Oregon,McMinnville,0,0,0,0,32681,2012
Oregon,McMinnville,0,0,0,0,32642,2013
Oregon,McMinnville,0,0,0,0,33370,2014
Oregon,McMinnville,0,0,0,0,33699,2015
Oregon,McMinnville,0,0,0,0,34242,2016
Tennessee,McMinnville,0,0,0,0,13647,2010
Tennessee,McMinnville,1,0,0,0,13728,2011
Tennessee,McMinnville,0,0,0,0,13746,2012
Tennessee,McMinnville,0,0,0,1,13595,2013
Tennessee,McMinnville,0,0,0,0,13683,2014
Tennessee,McMinnville,0,1,0,1,13622,2015
Tennessee,McMinnville,0,0,0,0,13789,2016
Kansas,McPherson,0,0,0,0,13371,2010
Kansas,McPherson,0,0,1,0,13239,2011
Kansas,McPherson,0,0,0,0,13249,2012
Kansas,McPherson,0,1,2,0,13245,2013
Kansas,McPherson,0,1,0,0,13369,2014
Kansas,McPherson,0,0,0,0,13202,2015
Kansas,McPherson,0,0,0,DNR,13146,2016
Arkansas,McRae,0,0,0,0,749,2010
Arkansas,McRae,0,0,0,0,687,2011
Arkansas,McRae,0,0,0,0,696,2012
Arkansas,McRae,0,0,0,0,691,2013
Arkansas,McRae,0,0,0,0,679,2014
Arkansas,McRae,0,0,0,0,677,2015
Arkansas,McRae,0,0,0,0,679,2016
Georgia,McRae,0,0,0,0,6060,2015
Georgia,McRae-Helena,0,0,0,0,8786,2016
Pennsylvania,McSherrystown,0,0,0,0,2839,2010
Pennsylvania,McSherrystown,0,0,0,0,3048,2011
Pennsylvania,McSherrystown,0,0,0,0,3045,2012
Pennsylvania,McSherrystown,0,0,0,0,3036,2013
Pennsylvania,McSherrystown,0,0,0,0,3045,2014
Pennsylvania,McSherrystown,0,0,DNR,0,3050,2015
Pennsylvania,McSherrystown,0,0,0,0,3072,2016
Colorado,Mead,0,0,0,0,3532,2012
Colorado,Mead,0,0,0,0,3886,2013
Colorado,Mead,0,0,0,0,4129,2014
Colorado,Mead,0,0,0,0,4282,2015
Colorado,Mead,0,0,0,0,4713,2016
Kansas,Meade,0,0,0,0,1569,2010
Kansas,Meade,0,0,0,0,1732,2011
Kansas,Meade,0,0,0,0,1714,2012
Kansas,Meade,0,0,0,0,1627,2013
Kansas,Meade,0,0,0,0,1611,2014
Kansas,Meade,0,0,DNR,0,1615,2015
Kansas,Meade,0,0,0,0,1605,2016
Kentucky,Meadow Vale,0,0,0,0,861,2010
Kentucky,Meadow Vale,0,0,0,0,741,2011
Kentucky,Meadow Vale,0,0,0,0,745,2012
Kentucky,Meadow Vale,0,0,0,0,748,2013
Kentucky,Meadow Vale,0,0,0,0,755,2014
Kentucky,Meadow Vale,0,0,0,0,758,2015
Kentucky,Meadow Vale,0,0,0,0,762,2016
Texas,Meadows Place,0,0,0,0,6529,2010
Texas,Meadows Place,0,0,0,0,4758,2011
Texas,Meadows Place,0,0,0,0,4904,2012
Texas,Meadows Place,0,0,0,0,4721,2013
Texas,Meadows Place,0,0,0,0,4764,2014
Texas,Meadows Place,0,0,0,0,4778,2015
Texas,Meadows Place,0,0,0,0,4781,2016
Pennsylvania,Meadville,0,0,0,0,13229,2010
Pennsylvania,Meadville,0,0,0,0,13431,2011
Pennsylvania,Meadville,0,0,0,0,13638,2012
Pennsylvania,Meadville,0,0,0,0,13227,2013
Pennsylvania,Meadville,0,0,0,0,13237,2014
Pennsylvania,Meadville,0,0,DNR,0,13204,2015
Pennsylvania,Meadville,0,0,0,0,12999,2016
North Carolina,Mebane,0,0,0,0,11196,2010
North Carolina,Mebane,0,0,0,0,11537,2011
North Carolina,Mebane,0,0,0,0,11677,2012
North Carolina,Mebane,0,0,0,0,13129,2013
North Carolina,Mebane,0,0,0,0,13399,2014
North Carolina,Mebane,0,0,0,0,13781,2015
North Carolina,Mebane,0,0,0,0,14201,2016
Maine,Mechanic Falls,0,0,0,0,3254,2010
Maine,Mechanic Falls,0,0,0,0,3031,2011
Maine,Mechanic Falls,0,0,0,0,3025,2012
Maine,Mechanic Falls,0,0,0,0,3013,2013
Maine,Mechanic Falls,0,0,0,0,3009,2014
Maine,Mechanic Falls,0,0,0,0,3003,2015
Maine,Mechanic Falls,0,0,0,0,2990,2016
Ohio,Mechanicsburg,0,0,0,0,1693,2010
Ohio,Mechanicsburg,0,0,0,0,1645,2011
Ohio,Mechanicsburg,0,0,0,0,1632,2012
Ohio,Mechanicsburg,0,0,0,0,1617,2013
Ohio,Mechanicsburg,0,0,0,0,1616,2014
Ohio,Mechanicsburg,0,0,0,0,1596,2015
Ohio,Mechanicsburg,0,0,0,0,1591,2016
Pennsylvania,Mechanicsburg,0,0,0,0,8744,2010
Pennsylvania,Mechanicsburg,0,0,0,0,9010,2011
Pennsylvania,Mechanicsburg,0,0,0,0,9060,2012
Pennsylvania,Mechanicsburg,0,0,0,0,8962,2013
Pennsylvania,Mechanicsburg,0,0,0,0,8981,2014
Pennsylvania,Mechanicsburg,0,0,DNR,0,8967,2015
Pennsylvania,Mechanicsburg,0,0,0,2,9003,2016
New York,Mechanicville,0,0,1,0,4827,2010
New York,Mechanicville,0,0,0,0,5219,2011
New York,Mechanicville,0,1,0,0,5255,2012
New York,Mechanicville,0,0,0,0,5213,2013
New York,Mechanicville,0,0,0,0,5192,2014
New York,Mechanicville,0,0,0,0,5162,2015
New York,Mechanicville,0,0,0,0,5160,2016
Massachusetts,Medfield,1,0,0,0,12134,2010
Massachusetts,Medfield,0,0,0,0,12097,2011
Massachusetts,Medfield,0,0,0,0,12216,2012
Massachusetts,Medfield,0,0,0,0,12309,2013
Massachusetts,Medfield,0,0,0,0,12415,2014
Massachusetts,Medford,DNR,0,DNR,DNR,54984,2010
Massachusetts,Medford,2,4,4,0,57428,2013
Massachusetts,Medford,1,5,3,0,57551,2014
Massachusetts,Medford,1,3,4,1,57742,2015
Massachusetts,Medford,0,0,1,2,57367,2016
Oregon,Medford,1,0,0,0,73525,2010
Oregon,Medford,1,1,1,2,75704,2011
Oregon,Medford,0,0,0,0,76037,2012
Oregon,Medford,0,0,0,0,76949,2013
Oregon,Medford,0,0,1,0,78356,2014
Oregon,Medford,0,0,0,0,79461,2015
Oregon,Medford,0,1,0,0,80794,2016
Wisconsin,Medford,0,0,0,0,3995,2010
Wisconsin,Medford,0,0,0,0,4345,2011
Wisconsin,Medford,0,0,0,0,4332,2012
Wisconsin,Medford,0,0,0,0,4286,2013
Wisconsin,Medford,0,0,0,0,4372,2014
Wisconsin,Medford,0,0,0,0,4342,2015
Wisconsin,Medford,0,0,0,0,4335,2016
New Jersey,Medford Lakes,0,0,0,0,4129,2010
New Jersey,Medford Lakes,0,0,0,0,4160,2011
New Jersey,Medford Lakes,0,0,0,0,4173,2012
New Jersey,Medford Lakes,0,1,0,0,4196,2013
New Jersey,Medford Lakes,0,0,0,0,4134,2014
New Jersey,Medford Lakes,0,0,0,1,4102,2015
New Jersey,Medford Lakes,0,0,0,0,4072,2016
New Jersey,Medford Township,3,2,0,3,22914,2010
New Jersey,Medford Township,3,2,0,1,23110,2011
New Jersey,Medford Township,9,2,0,3,23191,2012
New Jersey,Medford Township,2,1,1,3,23285,2013
New Jersey,Medford Township,3,DNR,0,4,23343,2014
New Jersey,Medford Township,2,0,1,0,23439,2015
New Jersey,Medford Township,0,0,3,DNR,23481,2016
Pennsylvania,Media,0,0,0,0,5448,2010
Pennsylvania,Media,0,0,0,0,5344,2011
Pennsylvania,Media,0,0,0,0,5340,2012
Pennsylvania,Media,0,0,0,0,5337,2013
Pennsylvania,Media,0,0,0,DNR,5343,2014
Pennsylvania,Media,0,DNR,DNR,0,5349,2015
Pennsylvania,Media,0,0,0,0,5370,2016
Kansas,Medicine Lodge,0,0,0,0,2022,2011
Kansas,Medicine Lodge,0,0,0,0,2030,2012
Kansas,Medicine Lodge,0,0,0,0,2008,2013
Kansas,Medicine Lodge,0,0,0,0,2051,2014
Kansas,Medicine Lodge,0,0,DNR,DNR,2026,2015
Kansas,Medicine Lodge,0,0,0,0,1986,2016
Oklahoma,Medicine Park,0,0,0,0,396,2010
Oklahoma,Medicine Park,0,0,0,0,386,2011
Oklahoma,Medicine Park,0,0,0,0,390,2012
Oklahoma,Medicine Park,0,0,0,0,423,2013
Oklahoma,Medicine Park,0,0,0,0,422,2014
Oklahoma,Medicine Park,0,0,0,0,441,2015
Oklahoma,Medicine Park,0,0,0,0,456,2016
Minnesota,Medina,0,DNR,DNR,DNR,5297,2010
Minnesota,Medina,0,0,DNR,DNR,4995,2012
Minnesota,Medina,0,0,0,0,5093,2013
Minnesota,Medina,0,0,0,0,5304,2014
Minnesota,Medina,0,0,0,0,5880,2015
Minnesota,Medina,0,0,0,0,6216,2016
Ohio,Medina,DNR,0,0,0,26820,2012
Ohio,Medina,2,0,0,0,26492,2013
Ohio,Medina,1,0,0,1,26551,2014
