year,state,agencyType,agencyName,q01,q02,q03,q04,population,lookatMe,
2013,Florida,Cities,Dade City,0,0,0,0,6529,0,
2013,Florida,Cities,Dania,0,0,0,0,30871,0,
2013,Florida,Cities,Davenport,0,0,0,0,3006,0,
2013,Florida,Cities,Davie,0,0,0,0,96581,0,
2013,Florida,Cities,Daytona Beach,0,0,0,0,62381,0,
2013,Florida,Cities,Daytona Beach Shores,0,0,0,0,4260,0,
2013,Florida,Cities,Deerfield Beach,0,0,0,0,78203,0,
2013,Florida,Cities,De Funiak Springs,0,0,0,0,5584,0,
2013,Florida,Cities,Deland,0,0,0,0,27575,0,
2013,Florida,Cities,Doral,0,0,0,0,48896,0,
2013,Florida,Cities,Dunedin,0,0,0,0,35493,0,
2013,Florida,Cities,Dunnellon,0,0,0,0,1750,0,
2013,Florida,Cities,Eatonville,0,0,0,0,2252,0,
2013,Florida,Cities,Edgewater,0,0,0,0,20820,0,
2013,Florida,Cities,Edgewood,0,0,0,0,2664,0,
2013,Florida,Cities,El Portal,0,0,0,0,2411,0,
2013,Florida,Cities,Eustis,0,0,0,0,19001,0,
2013,Florida,Cities,Fellsmere,0,0,0,0,5314,0,
2013,Florida,Cities,Fernandina Beach,0,0,0,0,11770,0,
2013,Florida,Cities,Flagler Beach,0,0,0,0,4611,0,
2013,Florida,Cities,Florida City,0,0,0,0,12132,0,
2013,Florida,Cities,Fort Lauderdale,0,0,0,0,172398,0,
2013,Florida,Cities,Fort Myers,0,0,0,0,66835,0,
2013,Florida,Cities,Fort Pierce,0,0,0,0,42866,0,
2013,Florida,Cities,Fort Walton Beach,0,0,0,0,20568,0,
2013,Florida,Cities,Fruitland Park,0,0,0,0,4208,0,
2013,Florida,Cities,Golden Beach,0,0,0,0,956,0,
2013,Florida,Cities,Graceville,0,0,0,0,2215,0,
2013,Florida,Cities,Greenacres City,0,0,0,0,38735,0,
2013,Florida,Cities,Green Cove Springs,0,0,0,0,6994,0,
2013,Florida,Cities,Greensboro,0,0,0,0,622,0,
2013,Florida,Cities,Gretna,0,0,0,0,1420,0,
2013,Florida,Cities,Groveland,0,0,0,0,9325,0,
2013,Florida,Cities,Gulf Breeze,0,0,0,0,6044,0,
2013,Florida,Cities,Gulfport,0,0,0,0,12081,0,
2013,Florida,Cities,Gulf Stream,0,0,0,0,812,0,
2013,Florida,Cities,Haines City,0,0,0,0,21154,0,
2013,Florida,Cities,Hampton,0,0,0,0,491,0,
2013,Florida,Cities,Havana,0,0,0,0,1705,0,
2013,Florida,Cities,Hialeah,0,0,0,0,234182,0,
2013,Florida,Cities,Hialeah Gardens,0,0,0,0,22728,0,
2013,Florida,Cities,Highland Beach,0,0,0,0,3642,0,
2013,Florida,Cities,High Springs,0,0,0,0,5545,0,
2013,Florida,Cities,Hillsboro Beach,0,0,0,0,1957,0,
2013,Florida,Cities,Holly Hill,0,0,0,0,11619,0,
2013,Florida,Cities,Hollywood,0,0,0,0,146643,0,
2013,Florida,Cities,Holmes Beach,0,0,0,0,4000,0,
2013,Florida,Cities,Howey-in-the-Hills,0,0,0,0,1127,0,
2013,Florida,Cities,Indialantic,0,0,0,0,2735,0,
2013,Florida,Cities,Indian Creek Village,0,0,0,0,90,0,
2013,Florida,Cities,Indian Harbour Beach,0,0,0,0,8256,0,
2013,Florida,Cities,Indian River Shores,0,0,0,0,3989,0,
2013,Florida,Cities,Indian Rocks Beach,0,0,0,0,4150,0,
2013,Florida,Cities,Indian Shores,0,0,0,0,1432,0,
2013,Florida,Cities,Inglis,0,0,0,0,1309,0,
2013,Florida,Cities,Interlachen,0,0,0,0,1373,0,
2013,Florida,Cities,Jacksonville Beach,0,0,0,0,21783,0,
2013,Florida,Cities,Jasper,0,0,0,0,4450,0,
2013,Florida,Cities,Jennings,0,0,0,0,876,0,
2013,Florida,Cities,Juno Beach,0,0,0,0,3268,0,
2013,Florida,Cities,Jupiter Inlet Colony,0,0,0,0,417,0,
2013,Florida,Cities,Jupiter Island,0,0,0,0,843,0,
2013,Florida,Cities,Kenneth City,0,0,0,0,5001,0,
2013,Florida,Cities,Key Biscayne,0,0,0,0,12891,0,
2013,Florida,Cities,Key Colony Beach,0,0,0,0,819,0,
2013,Florida,Cities,Key West,0,0,0,0,25185,0,
2013,Florida,Cities,Kissimmee,0,0,0,0,64617,0,
2013,Florida,Cities,Lady Lake,0,0,0,0,14148,0,
2013,Florida,Cities,Lake City,0,0,0,0,12115,0,
2013,Florida,Cities,Lake Clarke Shores,0,0,0,0,3472,0,
2013,Florida,Cities,Lake Hamilton,0,0,0,0,1276,0,
2013,Florida,Cities,Lake Helen,0,0,0,0,2619,0,
2013,Florida,Cities,Lakeland,0,0,0,0,100725,0,
2013,Florida,Cities,Lake Mary,0,0,0,0,14836,0,
2013,Florida,Cities,Lake Park,0,0,0,0,8363,0,
2013,Florida,Cities,Lake Placid,0,0,0,0,2125,0,
2013,Florida,Cities,Lake Wales,0,0,0,0,14854,0,
2013,Florida,Cities,Lake Worth,0,0,0,0,36055,0,
2013,Florida,Cities,Lantana,0,0,0,0,10689,0,
2013,Florida,Cities,Lauderdale-by-the-Sea,0,0,0,0,6322,0,
2013,Florida,Cities,Lauderdale Lakes,0,0,0,0,34124,0,
2013,Florida,Cities,Lauderhill,0,0,0,0,69798,0,
2013,Florida,Cities,Lawtey,0,0,0,0,722,0,
2013,Florida,Cities,Leesburg,0,0,0,0,20910,0,
2013,Florida,Cities,Lighthouse Point,0,0,0,0,10831,0,
2013,Florida,Cities,Live Oak,0,0,0,0,6941,0,
2013,Florida,Cities,Longboat Key,0,0,0,0,7026,0,
2013,Florida,Cities,Longwood,0,0,0,0,13781,0,
2013,Florida,Cities,Lynn Haven,0,0,0,0,19112,0,
2013,Florida,Cities,Madeira Beach,0,0,0,0,4290,0,
2013,Florida,Cities,Madison,0,0,0,0,2746,0,
2013,Florida,Cities,Maitland,0,0,0,0,16527,0,
2013,Florida,Cities,Manalapan,0,0,0,0,434,0,
2013,Florida,Cities,Mangonia Park,0,0,0,0,1940,0,
2013,Florida,Cities,Marco Island,0,0,0,0,16942,0,
2013,Florida,Cities,Margate,0,0,0,0,55576,0,
2013,Florida,Cities,Marianna,0,0,0,0,9706,0,
2013,Florida,Cities,Mascotte,0,0,0,0,5211,0,
2013,Florida,Cities,Medley,0,0,0,0,862,0,
2013,Florida,Cities,Melbourne Beach,0,0,0,0,3116,0,
2013,Florida,Cities,Melbourne Village,0,0,0,0,666,0,
2013,Florida,Cities,Mexico Beach,0,0,0,0,1098,0,
2013,Florida,Cities,Miami,0,0,0,0,418394,0,
2013,Florida,Cities,Miami Beach,0,0,0,0,91433,0,
2013,Florida,Cities,Miami Gardens,0,0,0,0,111870,0,
2013,Florida,Cities,Miami Shores,0,0,0,0,10694,0,
2013,Florida,Cities,Miami Springs,0,0,0,0,14361,0,
2013,Florida,Cities,Milton,0,0,0,0,9234,0,
2013,Florida,Cities,Minneola,0,0,0,0,9823,0,
2013,Florida,Cities,Monticello,0,0,0,0,2431,0,
2013,Florida,Cities,Mount Dora,0,0,0,0,12795,0,
2013,Florida,Cities,Naples,0,0,0,0,20292,0,
2013,Florida,Cities,Neptune Beach,0,0,0,0,7137,0,
2013,Florida,Cities,New Port Richey,0,0,0,0,14944,0,
2013,Florida,Cities,New Smyrna Beach,0,0,0,0,23007,0,
2013,Florida,Cities,Niceville,0,0,0,0,13880,0,
2013,Florida,Cities,North Bay Village,0,0,0,0,7431,0,
2013,Florida,Cities,North Lauderdale,0,0,0,0,42839,0,
2013,Florida,Cities,North Palm Beach,0,0,0,0,12352,0,
2013,Florida,Cities,North Redington Beach,0,0,0,0,1429,0,
2013,Florida,Cities,Oak Hill,0,0,0,0,1787,0,
2013,Florida,Cities,Oakland,0,0,0,0,2697,0,
2013,Florida,Cities,Oakland Park,0,0,0,0,43287,0,
2013,Florida,Cities,Ocala,0,0,0,0,57144,0,
2013,Florida,Cities,Ocean Ridge,0,0,0,0,1840,0,
2013,Florida,Cities,Ocoee,0,0,0,0,39201,0,
2013,Florida,Cities,Okeechobee,0,0,0,0,5571,0,
2013,Florida,Cities,Oldsmar,0,0,0,0,13732,0,
2013,Florida,Cities,Opa Locka,0,0,0,0,15848,0,
2013,Florida,Cities,Orange City,0,0,0,0,10804,0,
2013,Florida,Cities,Orange Park,0,0,0,0,8478,0,
2013,Florida,Cities,Ormond Beach,0,0,0,0,38442,0,
2013,Florida,Cities,Oviedo,0,0,0,0,35889,0,
2013,Florida,Cities,Pahokee,0,0,0,0,6025,0,
2013,Florida,Cities,Palatka,0,0,0,0,10446,0,
2013,Florida,Cities,Palm Beach,0,0,0,0,8589,0,
2013,Florida,Cities,Palm Beach Gardens,0,0,0,0,50333,0,
2013,Florida,Cities,Palm Beach Shores,0,0,0,0,1177,0,
2013,Florida,Cities,Palmetto,0,0,0,0,12911,0,
2013,Florida,Cities,Palmetto Bay,0,0,0,0,24418,0,
2013,Florida,Cities,Palm Springs,0,0,0,0,20489,0,
2013,Florida,Cities,Panama City Beach,0,0,0,0,11890,0,
2013,Florida,Cities,Parker,0,0,0,0,4416,0,
2013,Florida,Cities,Parkland,0,0,0,0,26264,0,
2013,Florida,Cities,Pembroke Park,0,0,0,0,6282,0,
2013,Florida,Cities,Perry,0,0,0,0,7000,0,
2013,Florida,Cities,Pinellas Park,0,0,0,0,49884,0,
2013,Florida,Cities,Plantation,0,0,0,0,88929,0,
2013,Florida,Cities,Plant City,0,0,0,0,36278,0,
2013,Florida,Cities,Ponce Inlet,0,0,0,0,3049,0,
2013,Florida,Cities,Port Orange,0,0,0,0,56850,0,
2013,Florida,Cities,Port Richey,0,0,0,0,2670,0,
2013,Florida,Cities,Port St. Joe,0,0,0,0,3394,0,
2013,Florida,Cities,Punta Gorda,0,0,0,0,16942,0,
2013,Florida,Cities,Quincy,0,0,0,0,7758,0,
2013,Florida,Cities,Redington Beaches,0,0,0,0,1435,0,
2013,Florida,Cities,Riviera Beach,0,0,0,0,33326,0,
2013,Florida,Cities,Rockledge,0,0,0,0,25558,0,
2013,Florida,Cities,Royal Palm Beach,0,0,0,0,35478,0,
2013,Florida,Cities,Safety Harbor,0,0,0,0,17001,0,
2013,Florida,Cities,Sanibel,0,0,0,0,6827,0,
2013,Florida,Cities,Sarasota,0,0,0,0,53046,0,
2013,Florida,Cities,Satellite Beach,0,0,0,0,10290,0,
2013,Florida,Cities,Sea Ranch Lakes,0,0,0,0,702,0,
2013,Florida,Cities,Sebastian,0,0,0,0,22502,0,
2013,Florida,Cities,Sebring,0,0,0,0,10318,0,
2013,Florida,Cities,Seminole,0,0,0,0,17283,0,
2013,Florida,Cities,Sewall's Point,0,0,0,0,2055,0,
2013,Florida,Cities,Shalimar,0,0,0,0,773,0,
2013,Florida,Cities,Sneads,0,0,0,0,1780,0,
2013,Florida,Cities,South Bay,0,0,0,0,4938,0,
2013,Florida,Cities,South Daytona,0,0,0,0,12231,0,
2013,Florida,Cities,South Miami,0,0,0,0,12142,0,
2013,Florida,Cities,South Palm Beach,0,0,0,0,1203,0,
2013,Florida,Cities,South Pasadena,0,0,0,0,4990,0,
2013,Florida,Cities,Southwest Ranches,0,0,0,0,7682,0,
2013,Florida,Cities,Springfield,0,0,0,0,9089,0,
2013,Florida,Cities,Starke,0,0,0,0,5394,0,
2013,Florida,Cities,St. Augustine,0,0,0,0,13536,0,
2013,Florida,Cities,St. Augustine Beach,0,0,0,0,6490,0,
2013,Florida,Cities,St. Cloud,0,0,0,0,40213,0,
2013,Florida,Cities,St. Pete Beach,0,0,0,0,9407,0,
2013,Florida,Cities,Stuart,0,0,0,0,15920,0,
2013,Florida,Cities,Sunny Isles Beach,0,0,0,0,21735,0,
2013,Florida,Cities,Surfside,0,0,0,0,5980,0,
2013,Florida,Cities,Sweetwater,0,0,0,0,20753,0,
2013,Florida,Cities,Tamarac,0,0,0,0,63203,0,
2013,Florida,Cities,Tampa,0,0,0,0,351314,0,
2013,Florida,Cities,Tarpon Springs,0,0,0,0,23720,0,
2013,Florida,Cities,Tavares,0,0,0,0,14337,0,
2013,Florida,Cities,Temple Terrace,0,0,0,0,25379,0,
2013,Florida,Cities,Tequesta,0,0,0,0,5804,0,
2013,Florida,Cities,Titusville,0,0,0,0,43989,0,
2013,Florida,Cities,Treasure Island,0,0,0,0,6746,0,
2013,Florida,Cities,Trenton,0,0,0,0,1983,0,
2013,Florida,Cities,Umatilla,0,0,0,0,3554,0,
2013,Florida,Cities,Valparaiso,0,0,0,0,5138,0,
2013,Florida,Cities,Vero Beach,0,0,0,0,15621,0,
2013,Florida,Cities,Village of Pinecrest,0,0,0,0,19092,0,
2013,Florida,Cities,Virginia Gardens,0,0,0,0,2471,0,
2013,Florida,Cities,Waldo,0,0,0,0,1025,0,
2013,Florida,Cities,Wauchula,0,0,0,0,4918,0,
2013,Florida,Cities,Webster,0,0,0,0,840,0,
2013,Florida,Cities,Welaka,0,0,0,0,688,0,
2013,Florida,Cities,Wellington,0,0,0,0,59298,0,
2013,Florida,Cities,West Melbourne,0,0,0,0,19418,0,
2013,Florida,Cities,West Miami,0,0,0,0,6254,0,
2013,Florida,Cities,West Palm Beach,0,0,0,0,102510,0,
2013,Florida,Cities,White Springs,0,0,0,0,777,0,
2013,Florida,Cities,Wildwood,0,0,0,0,6793,0,
2013,Florida,Cities,Williston,0,0,0,0,2728,0,
2013,Florida,Cities,Wilton Manors,0,0,0,0,12110,0,
2013,Florida,Cities,Windermere,0,0,0,0,2619,0,
2013,Florida,Cities,Winter Garden,0,0,0,0,37819,0,
2013,Florida,Cities,Winter Haven,0,0,0,0,35325,0,
2013,Florida,Cities,Winter Park,0,0,0,0,29259,0,
2013,Florida,Cities,Winter Springs,0,0,0,0,33624,0,
2013,Florida,Cities,Zephyrhills,0,0,0,0,14023,0,
2013,Florida,Universities and Colleges,Florida A&M University,0,0,0,0,12057,0,
2013,Florida,Universities and Colleges,Florida Atlantic University,0,0,0,0,29994,0,
2013,Florida,Universities and Colleges,Florida Gulf Coast University,0,0,0,0,13445,0,
2013,Florida,Universities and Colleges,Florida International University,0,0,0,0,46171,0,
2013,Florida,Universities and Colleges,Florida State University:,DNR,DNR,DNR,DNR, Nan,1,
2013,Florida,Panama City,Panama City3,0,0,0,0, Nan,0,
2013,Florida,Panama City,Tallahassee,0,0,0,0,40695,0,
2013,Florida,Panama City,New College of Florida,0,0,0,0,832,0,
2013,Florida,Panama City,Pensacola Junior College,0,0,0,0,11862,0,
2013,Florida,Panama City,Santa Fe College,0,0,0,0,15362,0,
2013,Florida,Panama City,Tallahassee Community College,0,0,0,0,14237,0,
2013,Florida,Panama City,University of Central Florida,0,0,0,0,59601,0,
2013,Florida,Panama City,University of Florida,0,0,0,0,49913,0,
2013,Florida,Panama City,University of North Florida,0,0,0,0,16201,0,
2013,Florida,Panama City,University of South Florida:,DNR,DNR,DNR,DNR, Nan,1,
2013,Florida,Panama City,St. Petersburg,0,0,0,0,4587,0,
2013,Florida,Panama City,Tampa,0,0,0,0,41116,0,
2013,Florida,Panama City,University of West Florida,0,0,0,0,12652,0,
2013,Florida,Metropolitan Counties,Baker,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Bay,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Broward,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Citrus,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Escambia,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Gadsden,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Gilchrist,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Gulf,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Hernando,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Highlands,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Indian River,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Jefferson,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Lee,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Leon,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Marion,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Martin,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Miami-Dade,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Nassau,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Okaloosa,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Pinellas,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Polk,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Sarasota,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Seminole,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,St. Johns,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,St. Lucie,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Sumter,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Wakulla,0,0,0,0, Nan,0,
2013,Florida,Metropolitan Counties,Walton,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Bradford,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Calhoun,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Columbia,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,DeSoto,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Dixie,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Franklin,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Glades,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Hamilton,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Hardee,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Hendry,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Holmes,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Jackson,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Lafayette,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Levy,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Liberty,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Madison,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Monroe,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Okeechobee,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Putnam,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Suwannee,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Taylor,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Union,0,0,0,0, Nan,0,
2013,Florida,Nonmetropolitan Counties,Washington,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Highway Patrol:,DNR,DNR,DNR,DNR, Nan,1,
2013,Florida,State Police Agencies,Alachua County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Baker County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Bay County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Bradford County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Brevard County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Broward County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Calhoun County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Charlotte County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Citrus County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Clay County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Collier County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Columbia County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,DeSoto County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Dixie County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Duval County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Escambia County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Flagler County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Franklin County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Gadsden County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Gilchrist County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Glades County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Gulf County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Hamilton County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Hardee County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Hendry County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Hernando County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Highlands County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Hillsborough County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Holmes County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Indian River County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Jackson County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Jefferson County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Lafayette County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Lake County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Lee County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Leon County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Levy County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Liberty County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Madison County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Manatee County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Marion County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Martin County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Miami-Dade County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Monroe County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Nassau County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Okaloosa County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Okeechobee County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Orange County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Osceola County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Palm Beach County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Pasco County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Pinellas County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Polk County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Putnam County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Santa Rosa County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Sarasota County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Seminole County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,St. Johns County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,St. Lucie County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Sumter County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Suwannee County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Taylor County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Union County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Volusia County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Wakulla County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Walton County,0,0,0,0, Nan,0,
2013,Florida,State Police Agencies,Washington County,0,0,0,0, Nan,0,
2013,Florida,Tribal Agencies,Miccosukee Tribal,0,0,0,0, Nan,0,
2013,Florida,Tribal Agencies,Seminole Tribal,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Capitol Police,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,"Department of Environmental Protection, Division of Law Enforcement:",DNR,DNR,DNR,DNR, Nan,1,
2013,Florida,Other Agencies,Bay County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Brevard County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Citrus County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Duval County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Escambia County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Franklin County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Hillsborough County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Lee County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Leon County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Miami-Dade County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Monroe County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Palm Beach County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Pinellas County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Department of Law Enforcement:,DNR,DNR,DNR,DNR, Nan,1,
2013,Florida,Other Agencies,"Duval County, Jacksonville",0,0,0,0, Nan,0,
2013,Florida,Other Agencies,"Escambia County, Pensacola",0,0,0,0, Nan,0,
2013,Florida,Other Agencies,"Hillsborough County, Tampa",0,0,0,0, Nan,0,
2013,Florida,Other Agencies,"Lee County, Fort Myers",0,0,0,0, Nan,0,
2013,Florida,Other Agencies,"Leon County, Tallahassee",0,0,0,0, Nan,0,
2013,Florida,Other Agencies,"Miami-Dade County, Miami",0,0,0,0, Nan,0,
2013,Florida,Other Agencies,"Orange County, Orlando",0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Division of Alcoholic Beverages and Tobacco:,DNR,DNR,DNR,DNR, Nan,1,
2013,Florida,Other Agencies,Alachua County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Bay County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Brevard County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Broward County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Duval County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Escambia County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Hillsborough County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Jackson County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Lee County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Leon County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Marion County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Miami-Dade County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Monroe County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Orange County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Pinellas County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Polk County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Sarasota County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,St. Lucie County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Suwannee County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Volusia County,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Duval County Schools,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,"Florida Game Commission, Leon County",0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Florida School for the Deaf and Blind,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Fort Lauderdale Airport,0,0,0,0, Nan,0,
2013,Florida,Other Agencies,Jacksonville Aviation Authority,0,0,0,0, Nan,0,
