year,state,agencyType,agencyName,q01,q02,q03,q04,population,lookAtMe
2015,Alabama,Total,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Alabama,Cities,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Alabama,Cities,Birmingham,1,1,1,2,212291,0
2015,Alabama,Cities,Hoover,0,3,1,0,85163,0
2015,Alabama,Cities,Prattville,0,1,DNR,0,35637,0
2015,Alaska,Total,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Alaska,Cities,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Alaska,Cities,Anchorage,1,1,2,1,301239,0
2015,Alaska,Cities,Kotzebue,0,1,0,0,3304,0
2015,Alaska,Cities,North Pole,0,1,0,0,2190,0
2015,Alaska,Cities,Soldotna,0,0,0,1,4512,0
2015,Arizona,Total,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Arizona,Cities,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Arizona,Cities,Apache Junction,1,1,0,0,38519,0
2015,Arizona,Cities,Avondale,0,0,0,2,80533,0
2015,Arizona,Cities,Chandler,0,0,1,0,258875,0
2015,Arizona,Cities,El Mirage,0,1,0,0,33985,0
2015,Arizona,Cities,Gilbert,2,1,1,0,247324,0
2015,Arizona,Cities,Glendale,2,2,2,2,240374,0
2015,Arizona,Cities,Holbrook,0,1,0,0,5007,0
2015,Arizona,Cities,Mesa,1,0,1,2,471034,0
2015,Arizona,Cities,Nogales,0,0,0,1,20312,0
2015,Arizona,Cities,Phoenix,76,77,44,34,1559744,0
2015,Arizona,Cities,Prescott,1,DNR,0,0,41393,0
2015,Arizona,Cities,Scottsdale,2,0,1,0,233872,0
2015,Arizona,Cities,Tucson,2,0,1,1,529675,0
2015,Arizona,Cities,Williams,0,1,DNR,DNR,3110,0
2015,Arizona,Cities,Yuma,0,2,1,1,93923,0
2015,Arizona,Universities and Colleges,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Arizona,Universities and Colleges,"Arizona State University, Main Campus",1,1,0,0,83260,0
2015,Arizona,Metropolitan Counties,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Arizona,Metropolitan Counties,Maricopa,1,0,0,0,No Data,0
2015,Arizona,Metropolitan Counties,Pima,0,2,0,0,No Data,0
2015,Arizona,Metropolitan Counties,Pinal,DNR,1,DNR,DNR,No Data,0
2015,Arizona,Metropolitan Counties,Yavapai,1,0,0,0,No Data,0
2015,Arizona,Nonmetropolitan Counties,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Arizona,Nonmetropolitan Counties,Graham,1,0,0,0,No Data,0
2015,Arkansas,Total,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Arkansas,Cities,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Arkansas,Cities,Bryant,1,0,0,0,20404,0
2015,Arkansas,Cities,Fort Smith,1,0,0,1,87603,0
2015,Arkansas,Metropolitan Counties,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Arkansas,Metropolitan Counties,Sebastian,0,1,0,0,No Data,0
2015,Arkansas,Nonmetropolitan Counties,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,Arkansas,Nonmetropolitan Counties,Boone,1,0,0,0,No Data,0
2015,California,Total,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,California,Cities,@@Delete Me@@,DNR,DNR,DNR,DNR,No Data,0
2015,California,Cities,Alameda,1,0,1,0,78613,0
2015,California,Cities,Alhambra,0,0,1,0,86175,0
2015,California,Cities,Antioch,2,1,2,3,110537,0
2015,California,Cities,Azusa,0,2,1,0,49431,0
2015,California,Cities,Bakersfield,3,0,0,1,373887,0
2015,California,Cities,Banning,0,1,1,0,31030,0
2015,California,Cities,Bellflower,0,1,0,1,78635,0
2015,California,Cities,Bell Gardens,0,1,0,1,43411,0
2015,California,Cities,Berkeley,0,1,0,3,120387,0
2015,California,Cities,Beverly Hills,0,2,0,0,35054,0
2015,California,Cities,Brisbane,0,1,0,1,4696,0
2015,California,Cities,Buena Park,0,0,0,1,83684,0
2015,California,Cities,Burbank,0,1,0,0,105865,0
2015,California,Cities,Calabasas,0,0,1,0,24505,0
2015,California,Cities,Camarillo,0,1,0,0,67325,0
2015,California,Cities,Carmel,0,0,1,0,3913,0
2015,California,Cities,Carson,1,1,1,0,93677,0
2015,California,Cities,Chino Hills,0,0,0,1,77515,0
2015,California,Cities,Chula Vista,0,1,1,1,265215,0
2015,California,Cities,Citrus Heights,0,0,0,2,86853,0
2015,California,Cities,Claremont,0,2,0,2,36331,0
2015,California,Cities,Clearlake,2,0,3,2,15044,0
2015,California,Cities,Clovis,0,0,1,1,103769,0
2015,California,Cities,Coachella,0,0,0,1,44953,0
2015,California,Cities,Colton,0,1,0,0,54503,0
2015,California,Cities,Commerce,0,0,1,0,13137,0
2015,California,Cities,Compton,0,1,1,0,99125,0
2015,California,Cities,Concord,2,0,0,3,128767,0
2015,California,Cities,Covina,1,0,0,0,49300,0
2015,California,Cities,Cypress,1,1,0,0,49560,0
2015,California,Cities,Daly City,1,0,1,0,107320,0
2015,California,Cities,Davis,5,0,1,0,67034,0
2015,California,Cities,Diamond Bar,1,0,1,0,57085,0
2015,California,Cities,East Palo Alto,0,0,1,1,29864,0
2015,California,Cities,El Cajon,1,0,0,0,103942,0
2015,California,Cities,El Cerrito,0,1,1,0,24842,0
2015,California,Cities,Elk Grove,1,0,1,0,166183,0
2015,California,Cities,El Monte,2,0,0,1,117376,0
2015,California,Cities,El Segundo,0,0,1,0,17164,0
2015,California,Cities,Escondido,2,1,1,2,151732,0
2015,California,Cities,Eureka,1,0,1,0,26858,0
2015,California,Cities,Fairfield,0,0,1,0,112582,0
2015,California,Cities,Firebaugh,1,0,0,0,8484,0
2015,California,Cities,Folsom,0,0,1,1,76183,0
2015,California,Cities,Fort Bragg,0,0,1,0,7310,0
2015,California,Cities,Foster City,0,0,1,0,33313,0
2015,California,Cities,Fremont,2,1,0,0,232427,0
2015,California,Cities,Fresno,3,1,5,1,520837,0
2015,California,Cities,Fullerton,1,0,0,1,140771,0
2015,California,Cities,Galt,2,0,0,0,25106,0
2015,California,Cities,Garden Grove,2,0,0,0,176041,0
2015,California,Cities,Glendale,0,0,2,0,202298,0
2015,California,Cities,Glendora,0,0,1,0,51753,0
2015,California,Cities,Goleta,1,0,0,0,31011,0
2015,California,Cities,Greenfield,0,0,1,0,17061,0
2015,California,Cities,Gridley,0,0,0,1,6580,0
2015,California,Cities,Hanford,0,1,0,2,55299,0
2015,California,Cities,Hawaiian Gardens,1,0,0,1,14629,0
2015,California,Cities,Hawthorne,1,0,2,1,88410,0
2015,California,Cities,Hayward,0,1,3,0,157157,0
2015,California,Cities,Hemet,1,0,0,1,84030,0
2015,California,Cities,Hermosa Beach,1,0,0,0,19986,0
2015,California,Cities,Hesperia,1,0,0,1,93348,0
2015,California,Cities,Hollister,0,0,0,1,37604,0
2015,California,Cities,Huntington Beach,0,1,1,2,203233,0
2015,California,Cities,Huntington Park,3,0,1,0,59668,0
2015,California,Cities,Imperial,0,1,0,0,17338,0
2015,California,Cities,Imperial Beach,0,1,0,0,27341,0
2015,California,Cities,Indio,0,0,1,0,87195,0
2015,California,Cities,Industry,0,1,0,0,206,0
2015,California,Cities,Irvine,0,1,1,1,258198,0
2015,California,Cities,Jurupa Valley,0,0,1,0,99706,0
2015,California,Cities,Kerman,0,0,1,0,14595,0
2015,California,Cities,Laguna Beach,0,0,2,0,23485,0
2015,California,Cities,Lake Elsinore,1,0,0,0,61871,0
2015,California,Cities,Lake Forest,0,0,1,3,80798,0
2015,California,Cities,Lakewood,0,0,0,2,82047,0
2015,California,Cities,La Mirada,1,0,0,1,49685,0
2015,California,Cities,Lancaster,0,2,2,3,162095,0
2015,California,Cities,Lawndale,1,0,0,0,33605,0
2015,California,Cities,Lemoore,0,0,0,1,25348,0
2015,California,Cities,Livermore,3,1,1,0,88316,0
2015,California,Cities,Lodi,0,1,0,1,64369,0
2015,California,Cities,Lomita,0,0,1,0,20893,0
2015,California,Cities,Long Beach,3,3,4,2,476318,0
2015,California,Cities,Los Alamitos,1,0,0,0,11789,0
2015,California,Cities,Los Angeles,45,53,41,53,3962726,0
2015,California,Cities,Los Gatos,0,0,1,0,31044,0
2015,California,Cities,Malibu,0,0,1,0,13033,0
2015,California,Cities,Manhattan Beach,0,0,0,1,36065,0
2015,California,Cities,Manteca,1,0,1,0,75019,0
2015,California,Cities,Marina,1,0,0,0,21094,0
2015,California,Cities,Marysville,1,0,0,0,12264,0
2015,California,Cities,Menifee,0,1,0,0,87051,0
2015,California,Cities,Merced,0,0,0,1,82409,0
2015,California,Cities,Mission Viejo,0,0,0,1,98217,0
2015,California,Cities,Modesto,0,2,0,2,210794,0
2015,California,Cities,Montebello,1,0,0,0,64280,0
2015,California,Cities,Monterey Park,3,0,1,0,61750,0
2015,California,Cities,Moorpark,0,0,0,1,35804,0
2015,California,Cities,Moreno Valley,0,0,0,1,205182,0
2015,California,Cities,Napa,0,1,0,0,80749,0
2015,California,Cities,National City,0,1,0,0,60768,0
2015,California,Cities,Newark,0,0,0,1,45258,0
2015,California,Cities,Newport Beach,2,0,0,0,87749,0
2015,California,Cities,Norwalk,2,0,1,0,107470,0
2015,California,Cities,Oakland,2,9,6,1,419481,0
2015,California,Cities,Oceanside,0,0,1,1,176319,0
2015,California,Cities,Ontario,0,0,0,2,170274,0
2015,California,Cities,Orange,0,1,2,0,140572,0
2015,California,Cities,Oxnard,0,4,3,0,207221,0
2015,California,Cities,Palmdale,1,0,1,0,159613,0
2015,California,Cities,Palm Desert,1,0,0,0,51847,0
2015,California,Cities,Palm Springs,0,2,0,1,47388,0
2015,California,Cities,Palo Alto,0,1,1,1,67560,0
2015,California,Cities,Paramount,1,1,0,0,55727,0
2015,California,Cities,Pasadena,0,0,1,1,141815,0
2015,California,Cities,Placentia,0,2,0,0,52753,0
2015,California,Cities,Pleasant Hill,0,1,0,0,34829,0
2015,California,Cities,Port Hueneme,1,0,0,0,22249,0
2015,California,Cities,Rancho Cucamonga,2,1,0,1,176376,0
2015,California,Cities,Rancho Palos Verdes,0,0,2,0,42993,0
2015,California,Cities,Redding,1,4,2,4,92020,0
2015,California,Cities,Redlands,0,1,0,1,71078,0
2015,California,Cities,Redondo Beach,0,1,0,0,68492,0
2015,California,Cities,Rialto,0,1,0,0,103590,0
2015,California,Cities,Richmond,0,0,0,1,109716,0
2015,California,Cities,Riverside,0,0,5,2,323064,0
2015,California,Cities,Roseville,0,2,0,0,131039,0
2015,California,Cities,Sacramento,1,4,2,1,489717,0
2015,California,Cities,Salinas,0,0,2,1,158185,0
2015,California,Cities,San Bernardino,1,2,1,0,216477,0
2015,California,Cities,San Diego,10,9,6,11,1400467,0
2015,California,Cities,San Dimas,0,1,0,0,34955,0
2015,California,Cities,San Francisco,8,11,7,2,863782,0
2015,California,Cities,San Jacinto,0,1,0,0,47022,0
2015,California,Cities,San Jose,2,1,0,3,1031458,0
2015,California,Cities,San Juan Capistrano,0,1,0,0,36666,0
2015,California,Cities,San Leandro,1,0,1,1,90438,0
2015,California,Cities,San Marino,0,0,1,0,13491,0
2015,California,Cities,San Mateo,0,0,0,2,104306,0
2015,California,Cities,Santa Ana,2,3,5,0,337304,0
2015,California,Cities,Santa Barbara,0,1,0,0,91877,0
2015,California,Cities,Santa Clarita,2,1,0,1,211132,0
2015,California,Cities,Santa Cruz,2,1,1,2,64076,0
2015,California,Cities,Santa Monica,0,DNR,2,0,93796,0
2015,California,Cities,Santa Rosa,1,0,0,1,175738,0
2015,California,Cities,Santee,0,0,1,0,57934,0
2015,California,Cities,Scotts Valley,0,0,1,0,11926,0
2015,California,Cities,Seaside,0,1,0,0,34459,0
2015,California,Cities,Selma,0,0,1,0,24532,0
2015,California,Cities,Simi Valley,1,1,1,2,127472,0
2015,California,Cities,Sonoma,0,1,1,0,11107,0
2015,California,Cities,Sonora,0,1,0,0,4779,0
2015,California,Cities,South Gate,0,0,0,2,96775,0
2015,California,Cities,Stockton,1,0,1,2,304890,0
2015,California,Cities,Temecula,0,0,1,0,111673,0
2015,California,Cities,Thousand Oaks,0,1,1,0,129976,0
2015,California,Cities,Torrance,0,1,0,0,149243,0
2015,California,Cities,Tracy,0,1,2,0,86477,0
2015,California,Cities,Turlock,1,1,1,3,71895,0
2015,California,Cities,Upland,0,0,1,0,76581,0
